Publisher Account ID,Publisher Account Name,Publisher App ID,Publisher App Name,Report Ad Spend (Unified)
6247027c20721a0018bb6528,First Touch Games,62f26e8e348007e331ea2907,Dream League Soccer,"$69,511"
67b5b2c077bd1c00117b9adc,Sofa IT doo,67b5f7021be9345ad181a7d8,Sofascore IOS,"$66,107"
6920858f3fcd392133e22a59,Rakuten Viber,6971dc22d4ba143db9061eec,Rakuten Viber,"$65,955"
57d1b461ae2b57d903000027,Easybrain Ltd,661556bb5b2dea6d39bb0063,Crossword Master GP,"$62,799"
5b1526a7de961d3317b1d475,X-FLOW LTD,5a777f42d76bfe102f007091,Happy Color Android - Paint by Number,"$61,760"
664e27f28ffbbf0011f1d3b8,Grand Games,664e2850d8ed690a5fd5d88f,Magic Sort,"$58,439"
561e8d946b8d90f61a002087,Rovio,54c63cb2a684cd593e000126,Angry Birds 2 iOS,"$57,748"
56d55c72562b9c353800000d,Voodoo,5b83e2f3ebcb4a0f62d80e85,Paper.io 2,"$56,847"
5aafdd4a0520357fabf54aa6,Badoo,5ae1d7c5cf3ad762761bbca1,Badoo - Free Chat & Dating App,"$51,674"
57d1b461ae2b57d903000027,Easybrain Ltd,5fdfae0fc5d4c9ab8efa6701,Number Match IOS,"$51,378"
66e0182c82571e00117d2acb,FotMob AS,66e0363553834547abf558a2,FotMob iOS,"$49,934"
680748860437920011951532,BeSoccer,6807543f9e0c8ad76e7f0c01,BeSoccer,"$49,457"
561e8d936b8d90f61a000ade,Supercell,50046b006d791be34e17e959,Hay Day IOS,"$49,083"
68ed0a0c4cac2a9dc3250a10,Loom Games Oyun Yazilim ve Pazarlam,68ee72e79797ab8c2943d2d9,Pixel Flow!,"$48,458"
670cfa366f113e00119a799f,Vinted,671654af58450cca797bb25d,Vinted Android,"$46,694"
5aafdd4a0520357fabf54aa6,Badoo,5aafe5c62567717fa575bfc1,Badoo - The Dating App,"$46,196"
57d1b461ae2b57d903000027,Easybrain Ltd,69165ca6db8feadf7f6ab9aa,Arrow Puzzle GP,"$45,686"
59e4bb543f0fa9a20900afa3,TabTale LTD,68762a46e27c18d19b12edde,Sled Surfers iOS_CL,"$44,852"
57d1b461ae2b57d903000027,Easybrain Ltd,6049dfc28457e34b9883e80a,Number Match GP,"$44,500"
67b5b2c077bd1c00117b9adc,Sofa IT doo,67b5f446390c720c73a0e3f3,Sofascore android,"$42,926"
57d1b461ae2b57d903000027,Easybrain Ltd,66b372f5e33c9a548741ff37,Crossword Master IOS,"$42,499"
5bb6123fa4ae3604537ad781,Fugo Games,5c1dea438aa5b200174b0a72,Words Of Wonders - Android,"$42,210"
6276c973f70e7c001895be79,RobTop Games AB,6276cb2872361e0c07c98cec,Geometry Dash Lite,"$41,935"
680748860437920011951532,BeSoccer,68075411da8e5a572a730472,BeSoccer,"$40,576"
561e8d936b8d90f61a000ade,Supercell,52a764b09fd76a3932000008,Hay Day Android,"$40,068"
6920858f3fcd392133e22a59,Rakuten Viber,6971eef873c0a231fff7afde,Rakuten Viber,"$38,865"
6862932aaff9d800114174ac,Flightradar24 AB,686299fc79819ef02142b9ce,Flightradar24 Flight Tracker,"$38,864"
561e8d926b8d90f61a00013e,Miniclip SA,55a4e36aad6c18e83a000159,8 Ball Pool,"$37,769"
5c05196699e4374b87bda3b9,Tripledot Studios,5df90b5c66091a78d5815e82,Blackjack Casino iOS,"$36,961"
57d1b461ae2b57d903000027,Easybrain Ltd,5cb99eb2e520d93f2a43c588,Jigsaw Puzzles Android,"$36,129"
57d1b461ae2b57d903000027,Easybrain Ltd,5f33efea7aae9f000162155d,Art Puzzle GP,"$35,794"
6021599b8b3e5600159fcc76,HITAPPS GAMES LTD,68887b364afcdbfb426b9180,Word Solitaire: Associations Android,"$35,107"
5bb6123fa4ae3604537ad781,Fugo Games,5c1cdefbd71d110017b3f88b,Words Of Wonders - iOS,"$34,032"
561e8d966b8d90f61a0033c4,Moon Active,6266b49b6a7efba7e6ccbbe1,Travel Town iOS,"$33,933"
57d1b461ae2b57d903000027,Easybrain Ltd,59d39cbfef6627a809002d5b,Sudoku - Classic Logic Puzzle Game,"$33,343"
561e8d966b8d90f61a0033c4,Moon Active,6267b266886bc70496f956fa,Travel Town Android,"$33,136"
561e8d936b8d90f61a0014d2,Bertheussen IT,5057845678715d951df74577,Wordfeud,"$31,689"
64075f57d6da1900141e5aba,Code Dish GmbH,63b7bf0fa928816f6c42effc,Tile Match - Match Puzzle Game,"$30,520"
61c991a5fe4ec600172e5e08,MOOVIT APP GLOBAL LTD,61c9990776261dfb959407aa,Moovit iOS,"$30,411"
5c52bd6ffbeb402419bef87d,SYBO Games,5e4e66ea60ce6a001791d156,Subway Surfers (Non-COPPA),"$30,268"
5c05196699e4374b87bda3b9,Tripledot Studios,67036259901d39379d5ac7ba,Woodoku Blast iOS,"$29,724"
57d1b461ae2b57d903000027,Easybrain Ltd,5c9c7a04d13ede0012e22ff2,Blockudoku IOS,"$29,706"
561e8d936b8d90f61a0014d2,Bertheussen IT,506857fe244c88a76639a514,Wordfeud FREE,"$29,650"
5fc671cbba624b0015a61bf1,Saygames LTD,66eab024f909844620b78871,Hexa Sort,"$28,572"
69a816c2814b9fb75404bc85,Kinkajoo Ltd,69a818fbc212359192fdc3cc,com.rummikubfree,"$27,456"
5fc671cbba624b0015a61bf1,Saygames LTD,66ea968ed96b6cc4df566092,Hexa Sort,"$27,392"
5fc671cbba624b0015a61bf1,Saygames LTD,69271712f65130bc5467d34a,Pocket Sort: coin puzzle,"$26,859"
5c05196699e4374b87bda3b9,Tripledot Studios,5c093969f7a1953d6377362b,Solitaire - A Classic Card Game iOS,"$26,829"
5c05196699e4374b87bda3b9,Tripledot Studios,66fe1af9cde9700bb6f04290,Woodoku Blast Android,"$26,600"
57d1b461ae2b57d903000027,Easybrain Ltd,5dc290cf1051eb0012a6b214,Blockudoku GP,"$26,397"
6276c973f70e7c001895be79,RobTop Games AB,6295ff7c3987b19e74b43c3e,Geometry Dash Lite Android,"$26,338"
6297c4bc012073001b3df035,Yandex Inc.,6859240353ef1303f912ce2f,seamobi-dev-gmail-com_com-supervpn-vpn-free-proxy,"$25,898"
561e8d946b8d90f61a002019,Mobiletech Software SRL,662e0e2c61db5b0a87580cb6,MusicX Pro,"$25,560"
5c05196699e4374b87bda3b9,Tripledot Studios,66cc45cd3151a503c115fe9b,Spades - Classic Cards,"$25,347"
61c991a5fe4ec600172e5e08,MOOVIT APP GLOBAL LTD,61c9994ec3aa9ecb8f64d131,Moovit Android,"$24,822"
561e8d946b8d90f61a002019,Mobiletech Software SRL,5fa1e909a1a78e5fc27dc5e0,Tubidy Fm Radio Music Player,"$24,219"
57d1b461ae2b57d903000027,Easybrain Ltd,5a30e47b794900452500459c,Puzzles IOS,"$24,167"
607d46752ca90f00153876e8,Jungle Frog LDA,66851b564d981e89bb8afc00,Offline Games - No Wifi Games,"$23,191"
602ad40427689c0015fb2d9e,PhotoCircle Inc.,6035b4c3019023aabed66830,PhotoCircle,"$22,914"
56d55c72562b9c353800000d,Voodoo,5b99403f45e58040ccdd7177,Paper.io 2,"$22,901"
5fc618102e8dd2001579b65d,App Central ltd,6996fd123630b752386af791,Candy Race Launcher,"$22,210"
561e8d926b8d90f61a00013e,Miniclip SA,5552167b1f1ac071400000d9,8 Ball Pool iOS Live,"$21,835"
5ec6f4dbdae5f50015c2980b,PCA Bear LLC,6408c6335f2edf398c67c208,Melon Playground,"$21,770"
6666afb99ec3300011cdf91d,Appvestor ApS,66e9622858fb9d52b9a34d4b,AV - ZTN Notepad - com.ztnstudio.notepad,"$21,633"
619b548fc9c9c1001796f1f6,Gimica GmbH,67978c1bc1d0e427bfd009bc,JustPlay iOS,"$20,567"
57d1b461ae2b57d903000027,Easybrain Ltd,5c88efab1c2e1f6eb4ca10cc,Nonogram IOS,"$20,499"
561e8d956b8d90f61a003069,IdeaSolutions S.r.l.,6384938d1e0c734133a722a4,Amerigo File Manager iOS,"$20,288"
561e8d936b8d90f61a00134a,Veraxen Ltd,524ad17f92fcd29365000006,Jigsaw Collection HD,"$20,257"
67078359be02e20011a686ec,365scores,6707900e901d39379d5ad723,Android 365Scores: Live Scores & News,"$20,223"
57d1b461ae2b57d903000027,Easybrain Ltd,64f9e2ac8fb8ac04ca897cd1,Easy Words GP,"$20,190"
5c52bd6ffbeb402419bef87d,SYBO Games,5e4e6838246d020018f1e653,Subway Surfers (Non-COPPA),"$20,123"
5c77abceef995c60fecc3f39,FunCorp,613b6b43712d08f9fac3c118,iFunny iOS,"$20,120"
5fe2fafd6013fb0015208652,GamoVation,61fd167eb969e9afd12d5161,Mahjong Club,"$20,028"
5bec0018c9af0a7962a96f4a,Rollic Games,672c8db687f9dce6e6634762,ColorBlockJam,"$19,958"
643c740fc34c0300130c743e,VPNABLE LTD,6551f45e8ec95628af4f0fb4,vpnify_ios,"$19,721"
60f059faaf96d700177d115f,Yolo Oyun Yazılım ve Pazarlama AS,65ae59c48c749c0555a5ed77,Find Hidden Objects - Spot It!,"$19,452"
68b57bc85828fa59037e71c3,Ganko srl,68b584b971c490d59a8888cb,Sticker GO!,"$19,267"
664e27f28ffbbf0011f1d3b8,Grand Games,667bec734d6765df32fe9171,Magic Sort!,"$18,995"
56d55c72562b9c353800000d,Voodoo,693161fe713ec82bbfc4b736,Marble Sort!,"$18,799"
682b575afc11e60011201e88,Alpred SL,682c1a896883128549d0f6b7,Meteored Android,"$18,572"
6297c4bc012073001b3df035,Yandex Inc.,6a047a82a076ba86dfd30d7a,verbitsky-retoucher_com_pingsecure_client_app,"$18,515"
58737456236d8f446400071c,FIOGONIA LIMITED,6814ec1fae377462a542071c,Shape Escape iOS,"$18,350"
59d49801fa5a566117002fd5,Sweatcoin,59d5d0667f2ced5b17003f7b,Sweatcoin,"$18,343"
561e8d946b8d90f61a001509,Outfit7,5b338d3a2df7e7468a4fb004,My Talking Tom 2 - appstore,"$18,130"
663c90f772fce00011b7f353,Citymapper (Via),66fffb4004a01a45408d13fa,Citymapper,"$18,069"
561e8d966b8d90f61a0033c4,Moon Active,6874fa4e61fad0cbc8862a9e,Hole Stars,"$18,029"
57d1b461ae2b57d903000027,Easybrain Ltd,5ef316979c3a0300015b0a03,Art Puzzle - iOS,"$17,891"
619cc4d31a366f0017fe8d06,AI CREATIVITY S.R.L.,67161f1ba3ee0d8eae75599e,Remini iOS,"$17,850"
58737456236d8f446400071c,FIOGONIA LIMITED,6814f77716e6847d6f09c8a5,Shape Escape Android,"$17,406"
561e8d936b8d90f61a000662,nerByte GMBH,5fd1db884a9ae275930ef975,Solitaire Android,"$17,391"
670153ce6f113e00119a0fad,SensusTech LLC,67015658901d39379d5ac3e8,Universal TV Remote Control,"$17,356"
5fc671cbba624b0015a61bf1,Saygames LTD,68c440008bd300152cfb70c4,Pocket Sort: coin puzzle,"$16,656"
5fc671cbba624b0015a61bf1,Saygames LTD,611bbf6a80cc92b96866ad3b,Overturn Military,"$16,539"
6297c4bc012073001b3df035,Yandex Inc.,6964bd7ad36c1656eeacff93,lyvgames-outlook-com_com-lyh-flowvpn,"$16,502"
647deb456149810011be5192,Joyteractive Ltd,631afd1248a0f788d7762b15,Cryptogram: Word Brain Puzzle,"$16,403"
65241b8db3ff7d001153bca8,Onefootball Gmbh,652d6214814931c3829cb10d,OneFootball iOS,"$16,402"
64678a9ed7125400115d9869,GenDigital,650411ec5551fd9849db7aca,AVG AntiVirus & Security,"$15,968"
5fc618102e8dd2001579b65d,App Central ltd,698a103cefc515f9db958ea0,Duck Blast Launcher,"$15,954"
607d46752ca90f00153876e8,Jungle Frog LDA,66852bd7efa7b310eb763e69,Offline Games - No Wifi Games,"$15,926"
66a8f651514c00001147b0d5,Clickfun Limited,66a8f6c8aac742b8e38fce3d,Gocrypto,"$15,833"
68ed0a0c4cac2a9dc3250a10,Loom Games Oyun Yazilim ve Pazarlam,68ee73f89797ab8c2943d33e,Pixel Flow!,"$15,654"
627b73f7023d420018e2f038,Chardonnay Partners LLC,656f0c89e20427efa3001171,Business Empire ios,"$15,639"
5efd8ef70165690015e8b224,Blackout Lab SL,616f5141d877b8dc18b84ead,Spades - Android,"$15,537"
5bec0018c9af0a7962a96f4a,Rollic Games,672c9b15913e67d2955d1ab6,ColorBlockJam,"$15,381"
56d55c72562b9c353800000d,Voodoo,6623f108853bc6953cc5709d,BeReal iOS,"$15,298"
6297c4bc012073001b3df035,Yandex Inc.,6968b4cfde96560c91c4c11a,mliu43734-gmail-com_com-fly-ultra-free-vpn-high,"$14,995"
60f059faaf96d700177d115f,Yolo Oyun Yazılım ve Pazarlama AS,65b787f14affe7a8358ee665,Find Hidden Objects - Spot It!,"$14,964"
59e4bb543f0fa9a20900afa3,TabTale LTD,641854429091f900e1111e9a,Glow: Fashion Idol iOS_CL,"$14,958"
57d1b461ae2b57d903000027,Easybrain Ltd,5b61c1d3a5eacf3ee67a792c,Pixel Art: Create by Number,"$14,911"
57d1b461ae2b57d903000027,Easybrain Ltd,5d406c47cf18f200178643cf,Nonogram Android,"$14,888"
68f9f5db75ceafc7a8ee6155,LiveScore,68f9f643adc1b994d6b7c171,Livescore,"$14,811"
5c05196699e4374b87bda3b9,Tripledot Studios,60a4e1e3cf4957c21093d8e8,Triple Tile,"$14,766"
5fc671cbba624b0015a61bf1,Saygames LTD,62e93c3863ecb481c7bc9b94,Hotel Master,"$14,613"
64075f57d6da1900141e5aba,Code Dish GmbH,63ff39ab1e40c644de13073f,Tile Match - Match Puzzle Game,"$14,540"
619b548fc9c9c1001796f1f6,Gimica GmbH,64ec9384993b2f0f1f1d1c9a,Solitaire Verse,"$14,528"
5fc671cbba624b0015a61bf1,Saygames LTD,68f61435da231d4f28128efc,Arrows Escape,"$14,483"
641d8986be2b36001370ca2a,Mackolik,6421975d2401c991de092482,Mackolik iOS,"$14,447"
64075f57d6da1900141e5aba,Code Dish GmbH,647dbe0bb7a4c97fb3997264,Dream Island - Match 3 Games,"$14,419"
6297c4bc012073001b3df035,Yandex Inc.,697b68bda265576fe92438e3,qichen-big_com-tiptop-free-super-fast-link,"$14,417"
619cc4d31a366f0017fe8d06,AI CREATIVITY S.R.L.,642eeb44c80b214ca21006f6,Remini AI,"$14,215"
64803209bfd9aa0011593484,Bluetile Games,68d262d8243b588097fd5dda,BESTPLAY Play to earn & donate,"$14,162"
68b71eb3d7cac5dae6e2a61f,Mobicia Limited,68b745a053ed8f1c847e64b5,Bus Times iOS,"$14,052"
561e8d946b8d90f61a001509,Outfit7,5b338ba8a3ecc44677296503,My Talking Tom 2 - Android,"$14,041"
5fc671cbba624b0015a61bf1,Saygames LTD,673dd572da8bc813a1134e03,Little Farm Story,"$14,033"
60c319e160f8540017a53701,Spyke Games,6937e3ed4ec75c29056b4ff0,Yarn Flow,"$14,025"
5c05196699e4374b87bda3b9,Tripledot Studios,66cc48f0f04eb8d914d2af0d,Spades - Classic Cards,"$13,938"
67c057525a9de100115b66ec,JustPlay GmbH,674718d1fa70582cee6c049e,JustPlay,"$13,851"
64803209bfd9aa0011593484,Bluetile Games,67fd02d65856c0088117d972,Playtest Pro,"$13,834"
5c05196699e4374b87bda3b9,Tripledot Studios,60a4e1d7cf4957c21093d8e3,Triple Tile,"$13,791"
64b7f29fcca9af0011fd585d,Sonderads,654cfadfcf969be4de4d8eb1,Cryptoguru: Trading Simulator,"$13,676"
664372d48ffbbf0011f17452,Nordeus,66447f7b6e3e372b114a8cda,Top Eleven - Android,"$13,667"
58737456236d8f446400071c,FIOGONIA LIMITED,681881d216e6847d6f09df17,Rummy 500 Android,"$13,604"
56d55c72562b9c353800000d,Voodoo,609a8393c5d1524132e8e288,Mob Control Android,"$13,485"
6297c4bc012073001b3df035,Yandex Inc.,6748805c2cbb484556728dc9,tiptp1777_com-free-tiptop-vpn-proxy,"$13,470"
58665aa0444a4aeb0d000130,Instabridge Sweden AB,5e60cd1f3610f800010eaf6a,Instabridge,"$13,391"
561e8d946b8d90f61a002087,Rovio,54c63cf4a684cd593e000128,Angry Birds 2 Android,"$13,199"
5ce6bee4142941540d1c9d36,Solitaire Grand Harvest,68f0c51cbea871f37200d1c0,SGH And,"$13,136"
5fe2fafd6013fb0015208652,GamoVation,6425f150c4d8b0bedab9783e,Tile Club,"$13,087"
676405dff3fa5d00114fee22,Opera Software Ireland,67be80e8d85e20dacde19429,Local News,"$12,986"
5c657afed9e6e60012bab5d9,gamestudiopsv@gmail.com,67f3efcc9c3da54da0569e6b,6474685600,"$12,888"
56d55c72562b9c353800000d,Voodoo,693166e7728b5ddeb6aff0cb,Marble Sort!,"$12,837"
6107c3b4abaef100175b9029,Lessmore UG (haftungsbeschränkt),62275ffbd96ee2a0b2bdcbb0,Eatventure_IOS,"$12,804"
5a53889945eaab512501251e,AddApptr GmbH,627a7fad9a5916612c6cb77e,IT-PM_Futbin_iOS,"$12,772"
6107c3b4abaef100175b9029,Lessmore UG (haftungsbeschränkt),61a9f4b1cc2b76c9343879db,Eatventure,"$12,710"
57d1b461ae2b57d903000027,Easybrain Ltd,615dd65a5e0f3b245d50aa97,Backgammon GP,"$12,696"
561e8d946b8d90f61a001509,Outfit7,60371993488877a0ea0bb3d5,My Talking Angela 2 - appstore,"$12,677"
561e8d926b8d90f61a00013e,Miniclip SA,6400d8af2fedc3f1a4d8207f,Carrom Pool,"$12,622"
58737456236d8f446400071c,FIOGONIA LIMITED,65fdb0090aa4012353420027,Dominoes Android Fiogonia,"$12,595"
5dcf09394f6eed0018145e58,Unico Studio LLC,5ddc1e48eb34040017baac7a,Brain Test: Tricky Puzzles,"$12,507"
5fc671cbba624b0015a61bf1,Saygames LTD,673dcee201f19870b266002b,Little Farm Story,"$12,499"
64803209bfd9aa0011593484,Bluetile Games,6878fcb8eb91ef8f5fcbe810,Block Blitz,"$12,440"
57d1b461ae2b57d903000027,Easybrain Ltd,69613d6aa37bf42bb072233f,Brick Blast iOS,"$12,335"
5f3414f3b421040016eb5132,Dream Games,69b04c714f9ec504f3655f91,Royal Kingdom iOS,"$12,332"
5fc671cbba624b0015a61bf1,Saygames LTD,611bbee5350eb6e37c140bf6,Overturn Military,"$12,302"
69a816c2814b9fb75404bc85,Kinkajoo Ltd,69d20b9a5adfe10ca04f803b,Android Rummikub Free,"$12,281"
58737456236d8f446400071c,FIOGONIA LIMITED,69396939dcd0ca7503955f33,Drop Escape Android,"$12,029"
5af5b8f9e408f136156e7cae,"Zedge, Inc.",5afb1d908e03cf7acee1a079,ZEDGE™ Wallpapers,"$12,006"
6297c4bc012073001b3df035,Yandex Inc.,68527792e9b47688840edfd7,seamobi-dev-gmail-com_con-hotspot-vpn-free-master,"$11,969"
64803209bfd9aa0011593484,Bluetile Games,649fd139847c940a560e47aa,Yatzy - Fun Classic Dice Game,"$11,949"
643d1561e09b08001442e672,Sliide,68efa5a24ebb41ab326d8070,Metro Play,"$11,777"
60c319e160f8540017a53701,Spyke Games,69495ce058c80b13f78eff4b,Yarn Flow,"$11,624"
60112a3ed3c4a000156a31d9,Superplay,619e4c9f799184ce269991cd,Dice Dreams,"$11,597"
561e8d976b8d90f61a004735,Dots,5b7c5bff274f5b2f7bc47219,Twodots iOS,"$11,485"
5fc618102e8dd2001579b65d,App Central ltd,68c17bab0ed903cf7fceab95,Pillow Chase Home App,"$11,427"
57d1b461ae2b57d903000027,Easybrain Ltd,5a167dd1d0d008d90400a61d,Pixel Art - Color by Number,"$11,339"
56d55c72562b9c353800000d,Voodoo,5f5ba15b8b44650001cad5b7,Hole.io,"$11,184"
5c657afed9e6e60012bab5d9,gamestudiopsv@gmail.com,63f9bfaac8a3adeead40e9c0,com.lmr.lfm,"$11,177"
607d46752ca90f00153876e8,Jungle Frog LDA,628b5fbc2aae43fd12071c3f,2 Players iOS,"$11,124"
58737456236d8f446400071c,FIOGONIA LIMITED,65d7922f27332d35a876bb68,Spades Android,"$11,107"
561e8d956b8d90f61a003365,Fingersoft Oy,582b1fdaad837782410004e4,Hill Climb Racing 2,"$10,996"
5ed15ca4662ff10016409214,Gamma Play,691b2920eb8573f6001bc3ed,QR & Barcode Scanner,"$10,982"
56d55c72562b9c353800000d,Voodoo,5950d4eef493bbec54002184,Flappy Dunk,"$10,935"
561e8d936b8d90f61a0014ca,LOTUM Media GmbH,5130b34aff10712a34000051,4 Pics 1 Word iOS,"$10,901"
561e8d956b8d90f61a003219,"Appodeal, Inc.",5b39cf1f8ee1171c6d2df44a,Bolt Browser and Documents,"$10,849"
619b548fc9c9c1001796f1f6,Gimica GmbH,64ec93a0047c0ca49c766f17,Treasure Masters,"$10,626"
5dcc0df6a4305a00173b9cf8,WeWard,5dcc0ea50f531500173bd7c7,WeWard,"$10,496"
5fe2fafd6013fb0015208652,GamoVation,61fd17a90936fb0801aa04bf,Mahjong Club,"$10,476"
64678a9ed7125400115d9869,GenDigital,650410fbb30c764e0a11f51e,Avast Antivirus & Security,"$10,442"
5fc618102e8dd2001579b65d,App Central ltd,69c3fa1ffc715c15d6ae9ec3,DramaStream Launcher,"$10,411"
61e93624cf7a710017932586,"Appgeneration, Lda",651439edb30c764e0a120c14,myTuner Radio,"$10,403"
5fc671cbba624b0015a61bf1,Saygames LTD,66b3500a8b82298c2add7cdd,TDS - Tower Destiny Survive,"$10,374"
5b84c65ca73f7a027c553f4a,Rewards Game,6905adc23ab3eb7275ecffe1,Color Pixel Shooter,"$10,273"
571e02473fcc597c3900003b,CallApp Software Ltd.,5d8352b7e5edcb0018c3932d,CallApp,"$10,259"
641d8986be2b36001370ca2a,Mackolik,64219729dd087c60bef127d1,Mackolik Android,"$10,077"
5e05c0a26057ae0017e7d51c,FlintCast s.r.o.,5f293a77fd8df300014e46b8,Dating and Chat - Maybe you,"$9,981"
561e8d936b8d90f61a000d42,PE Digital GmbH,5f74d53bf1c0751a159817cc,Lovoo iOS,"$9,950"
561e8d936b8d90f61a001260,MAG Interactive,5ed4e3b26d7abd00014975e1,New QuizDuel,"$9,866"
643d1561e09b08001442e672,Sliide,68d40d4f63e6cee0292ae24b,T-Mobile Play,"$9,824"
57d1b461ae2b57d903000027,Easybrain Ltd,5e84a5d1ce415a000187164f,Sudoku Killer iOS,"$9,773"
5fe2fafd6013fb0015208652,GamoVation,6718ca934a1ec2bd8d864e26,Mahjong Triple Club,"$9,749"
60112a3ed3c4a000156a31d9,Superplay,60112a9e7e07f1c9680afb81,Dice Dreams,"$9,532"
57d1b461ae2b57d903000027,Easybrain Ltd,59c0bfe44b342c7f280015fe,Solitaire – Classic Card Game,"$9,489"
6021599b8b3e5600159fcc76,HITAPPS GAMES LTD,66ed44a4f909844620b79258,Connect Word iOS,"$9,454"
561e8d946b8d90f61a002087,Rovio,542a4bc8e59c024d0b00009b,Angry Birds Friends iOS,"$9,449"
5c05196699e4374b87bda3b9,Tripledot Studios,6256c62214e8da0a085db7fb,Get Color,"$9,295"
6297c4bc012073001b3df035,Yandex Inc.,66869524b8c631b497b71178,billing@vpnable-com_andr_com-vpn-free-hotspot-secure-vpnify,"$9,230"
59d49801fa5a566117002fd5,Sweatcoin,5aa66899bacdc27c1e00d074,Sweatcoin Android Tapdaq,"$9,188"
6297c4bc012073001b3df035,Yandex Inc.,6890746abe4de6e6367b84ad,nowhopeteame_com-now-vpn,"$9,172"
64075f57d6da1900141e5aba,Code Dish GmbH,6051fadcdec34f1e8a8888cc,"Sweet Crunch - Matching, Blast Puzzle Game","$9,172"
561e8d946b8d90f61a001509,Outfit7,60370bfa488877a0ea0bb3c4,My Talking Angela 2 - Android,"$9,150"
5c05196699e4374b87bda3b9,Tripledot Studios,66c5d0ccb5852a686fdb8cb2,Block away Android,"$9,092"
5cda78f561a35300113a86ab,Moonee,6809ac2c2568b8f33495b6d8,Bubble Bus,"$9,092"
57d1b461ae2b57d903000027,Easybrain Ltd,66db113537f8220673f9e833,Easy Words IOS,"$9,052"
561e8d956b8d90f61a003365,Fingersoft Oy,5821ac608c3c580c2e000275,Hill Climb Racing 2,"$9,040"
5c05196699e4374b87bda3b9,Tripledot Studios,66c5d3a46bdfe2cbb4e6053e,Block Away iOS,"$8,949"
6666afb99ec3300011cdf91d,Appvestor ApS,66df00a7655237cdd139d0f1,Erasoft - Notepad - Notes and Notebook - er.notepad.notes.notebook.checklist.calendar,"$8,929"
5fe2fafd6013fb0015208652,GamoVation,63764fda650877c584196fbe,Sudoku Android,"$8,900"
67890ce306da6400110244a9,Golf Dreams AB,67890d69d85b8663adee3c95,Golf Dreams,"$8,878"
621e7a3f257d5f001422669b,Innplay Labs,625eafbe443b2f1fa136e3e5,Animal Kingdom: Coin Raid,"$8,760"
664e27f28ffbbf0011f1d3b8,Grand Games,69b93ca2706d59116318809e,Block Out!,"$8,680"
561e8d936b8d90f61a000662,nerByte GMBH,59b833f0f2287a750a001e81,・Solitaire・,"$8,674"
56d55c72562b9c353800000d,Voodoo,60994b96c5d1524132e8e1a7,Mob Control,"$8,603"
668fb233514c00001146f038,Free VPN Planet SRL,6697ad3f30f0637f5c7d1d74,ios - Free VPN Proxy by VPN Planet,"$8,589"
561e8d966b8d90f61a0033c4,Moon Active,5e7d32bd4ecf620001e063d3,Family Island Android,"$8,566"
5fc618102e8dd2001579b65d,App Central ltd,68d0074c5d4cf995d2b88105,Hole U Can Eat Home App,"$8,566"
6666afb99ec3300011cdf91d,Appvestor ApS,667401f7c454e70b9452a263,AV - Notes with Caller ID - com.caller.notes,"$8,558"
