market_id,am_user_region,is_managed
1571487050,EMEA,Yes
1571972385,-,No
1572616704,EMEA,Yes
1572661625,EMEA,Yes
1572726361,Americas,Yes
1572977212,EMEA,Yes
1573039936,EMEA,Yes
1573861950,-,No
1574142720,-,No
1574288522,APAC,Yes
1574856548,EMEA,Yes
1575544562,EMEA,Yes
1575680675,APAC,Yes
1575945815,EMEA,Yes
1576740922,EMEA,Yes
1577144445,EMEA,Yes
1577149475,APAC,Yes
1577495806,-,Yes
1577533842,APAC,Yes
1577705074,APAC,Yes
1577721431,APAC,Yes
1577896814,APAC,Yes
1577970257,EMEA,Yes
1578681725,EMEA,Yes
1578906034,APAC,Yes
1579067129,-,Yes
1579215073,-,No
1579282999,APAC,Yes
1579356887,EMEA,Yes
1579627034,-,No
1579693904,EMEA,Yes
1580092431,-,No
1580105392,EMEA,Yes
1580284904,-,No
1580601028,Americas,Yes
1580603339,EMEA,Yes
1580695082,EMEA,Yes
1580864714,APAC,Yes
1582922615,-,No
1582977163,EMEA,Yes
1583461846,EMEA,Yes
1583884012,EMEA,Yes
1583888926,APAC,Yes
1584343172,APAC,Yes
1584415753,Americas,Yes
1584596271,APAC,Yes
1584600717,APAC,Yes
1585297796,-,No
1585636302,-,Yes
1586980403,EMEA,Yes
1587664214,EMEA,Yes
1587847179,-,No
1588004069,-,Yes
1588050679,-,No
1588094496,EMEA,Yes
1589094825,-,No
1589311166,-,Yes
1589591729,APAC,Yes
1589643727,APAC,Yes
1589762792,APAC,Yes
1590501430,EMEA,Yes
1591542521,EMEA,Yes
1591773562,-,No
1591887467,APAC,Yes
1592275133,-,No
1593841717,-,No
1595314851,EMEA,Yes
1595520620,-,No
1596200530,APAC,Yes
1596254632,APAC,Yes
1596314588,EMEA,Yes
1597696999,EMEA,Yes
1597897013,APAC,Yes
1598997500,Americas,Yes
1599116583,-,No
1599612633,EMEA,Yes
1599675538,APAC,Yes
1600010263,-,Yes
1600034464,EMEA,Yes
1600525061,Americas,Yes
1600871388,EMEA,Yes
1600979855,EMEA,Yes
1602149052,EMEA,Yes
1602458018,APAC,Yes
1602508478,Americas,Yes
1602652110,EMEA,Yes
1603547374,-,No
1603801118,APAC,Yes
1605952409,Americas,Yes
1606052733,Americas,Yes
1606672722,-,Yes
1606711349,Americas,Yes
1607255631,APAC,Yes
1608019937,EMEA,Yes
1608313467,-,No
1608898173,-,No
1608987929,-,No
1609011110,APAC,Yes
1609254754,EMEA,Yes
1609435474,EMEA,Yes
1609906813,APAC,Yes
1610705065,APAC,Yes
1610773520,-,Yes
1611722542,EMEA,Yes
1611957727,APAC,Yes
1612037250,APAC,Yes
1612163874,EMEA,Yes
1612649389,APAC,Yes
1613095212,APAC,Yes
1613306194,APAC,Yes
1613518443,EMEA,Yes
1613980485,EMEA,Yes
1614210785,APAC,Yes
1614255010,-,Yes
1614576854,APAC,Yes
1614588021,-,Yes
1615015886,APAC,Yes
1615744942,-,No
1615768339,EMEA,Yes
1615960653,EMEA,Yes
1616629991,APAC,Yes
1617250285,APAC,Yes
1617268672,EMEA,Yes
1617391485,APAC,Yes
1617528169,-,No
1618041797,APAC,Yes
1618557295,APAC,Yes
1618981273,EMEA,Yes
1619069201,EMEA,Yes
1619316571,-,No
1619320898,EMEA,Yes
1619502855,EMEA,Yes
1620319602,APAC,Yes
1620499741,APAC,Yes
1621292271,EMEA,Yes
1622502023,-,No
1622939649,APAC,Yes
1623328997,-,No
1623950531,APAC,Yes
1624031074,-,No
1624476041,EMEA,Yes
1624606445,APAC,Yes
1624660874,-,Yes
1625097467,APAC,Yes
1625127917,EMEA,Yes
1626015311,-,Yes
1626379167,-,No
1627603502,-,No
1627670895,-,No
1627929775,EMEA,Yes
1629429171,EMEA,Yes
1629477748,-,Yes
1629568451,APAC,Yes
1630113018,APAC,Yes
1630343674,APAC,Yes
1630377011,-,No
1630754153,EMEA,Yes
1632394742,APAC,Yes
1632742662,EMEA,Yes
1632915087,EMEA,Yes
1633015266,APAC,Yes
1633021483,-,Yes
1633296501,-,No
1633307858,Americas,Yes
1633417917,-,No
1635760774,EMEA,Yes
1635937463,APAC,Yes
1636072966,-,No
1636235979,APAC,Yes
1636421452,APAC,Yes
1636821805,-,Yes
1636832060,-,No
1637036778,-,No
1637040599,APAC,Yes
1637573688,APAC,Yes
1638139403,APAC,Yes
1638253339,APAC,Yes
1638262763,EMEA,Yes
1638860459,-,No
1639538320,EMEA,Yes
1639555059,EMEA,Yes
1639683472,APAC,Yes
1640521829,-,No
1640653011,-,Yes
1640670179,EMEA,Yes
1640988416,EMEA,Yes
1641085395,EMEA,Yes
1641086679,EMEA,Yes
1641107226,APAC,Yes
1641638840,APAC,Yes
1641866958,-,No
1642483304,EMEA,Yes
1643112111,-,No
1643481036,APAC,Yes
1643490400,-,No
1643509748,APAC,Yes
1643547847,Americas,Yes
1643639238,APAC,Yes
1643658342,EMEA,Yes
1643814460,-,No
1644099880,EMEA,Yes
1644671834,-,No
1644847077,EMEA,Yes
1645281275,EMEA,Yes
1645842987,APAC,Yes
1658308218,EMEA,Yes
1658495567,EMEA,Yes
1658731096,-,No
1658958534,APAC,Yes
1659408861,-,Yes
1660171117,APAC,Yes
1660186804,EMEA,Yes
1660947900,EMEA,Yes
1661095183,APAC,Yes
1661773583,EMEA,Yes
1661790429,APAC,Yes
1661940596,-,No
1662065581,EMEA,Yes
1662335371,EMEA,Yes
1662377012,EMEA,Yes
1663431964,-,No
1663471569,-,No
1664095058,EMEA,Yes
1664162753,APAC,Yes
1664415775,EMEA,Yes
1664439556,-,No
1664686966,APAC,Yes
1664850606,APAC,Yes
1665166199,EMEA,Yes
1665530069,-,Yes
1665534616,-,No
1667264724,EMEA,Yes
1667330464,EMEA,Yes
1667538256,EMEA,Yes
1667613019,-,No
1668157669,EMEA,Yes
1668978545,APAC,Yes
1669151151,-,No
1669210469,EMEA,Yes
1669217910,APAC,Yes
1671315416,APAC,Yes
1671600457,EMEA,Yes
1671651176,EMEA,Yes
1671705818,Americas,Yes
1671991909,APAC,Yes
1672225232,EMEA,Yes
281940292,Americas,Yes
286225933,-,No
289523017,Americas,Yes
289560144,-,No
291374609,Americas,Yes
295646461,Americas,Yes
301987699,Americas,Yes
302324249,Americas,Yes
305343404,Americas,Yes
306310789,Americas,Yes
309409628,Americas,Yes
314716233,Americas,Yes
319881193,Americas,Yes
321916506,Americas,Yes
329218549,Americas,Yes
336435697,APAC,Yes
342138881,APAC,Yes
351331194,EMEA,Yes
356928178,EMEA,Yes
357218860,Americas,Yes
358899126,Americas,Yes
359917414,Americas,Yes
364909474,-,No
366247306,Americas,Yes
370406465,EMEA,Yes
372648912,Americas,Yes
377194688,EMEA,Yes
381672587,-,No
382002079,EMEA,Yes
382233851,EMEA,Yes
382617920,EMEA,Yes
388175979,-,No
388389451,APAC,Yes
388627783,APAC,Yes
392936881,EMEA,Yes
393048976,Americas,Yes
395979574,Americas,Yes
396869519,EMEA,Yes
398129933,-,Yes
398157427,EMEA,Yes
398890666,-,No
399355755,Americas,Yes
400201466,-,No
412453843,-,No
416048305,APAC,Yes
416345319,EMEA,Yes
417571834,-,Yes
421997825,EMEA,Yes
421998342,EMEA,Yes
422667065,-,No
428312806,EMEA,Yes
429610587,EMEA,Yes
437447439,-,No
443369807,-,No
444680675,EMEA,Yes
444741112,Americas,Yes
445338486,EMEA,Yes
447553564,EMEA,Yes
454690785,-,No
456355158,-,No
456933691,APAC,Yes
458035189,APAC,Yes
458056343,APAC,Yes
459035295,EMEA,Yes
462678375,-,Yes
466965151,Americas,Yes
466970942,-,No
468996152,Americas,Yes
469463298,EMEA,Yes
470272134,APAC,Yes
475360935,EMEA,Yes
475976577,-,No
478686126,-,No
479280326,Americas,Yes
480951901,Americas,Yes
485690959,EMEA,Yes
486363584,Americas,Yes
487025819,Americas,Yes
488575683,EMEA,Yes
494792609,Americas,Yes
498477945,EMEA,Yes
500962489,Americas,Yes
500963785,Americas,Yes
504368649,Americas,Yes
506627515,EMEA,Yes
512939461,EMEA,Yes
514485964,Americas,Yes
516561342,APAC,Yes
517539894,EMEA,Yes
521671873,Americas,Yes
525958087,Americas,Yes
526641427,Americas,Yes
526783584,-,No
529652920,-,No
535500008,EMEA,Yes
538290595,EMEA,Yes
543186831,EMEA,Yes
543577420,-,No
545551605,-,Yes
547166701,APAC,Yes
553834731,Americas,Yes
554067740,APAC,Yes
554936514,EMEA,Yes
554936942,EMEA,Yes
556429085,-,No
561326449,Americas,Yes
561941526,EMEA,Yes
564177498,EMEA,Yes
564540143,EMEA,Yes
569077959,Americas,Yes
569532697,EMEA,Yes
570060128,Americas,Yes
571393580,EMEA,Yes
571801488,EMEA,Yes
572395608,-,Yes
572821456,Americas,Yes
579581125,Americas,Yes
580935508,Americas,Yes
587366035,Americas,Yes
591560124,Americas,Yes
592331499,APAC,Yes
593715088,Americas,Yes
594802437,EMEA,Yes
595558452,EMEA,Yes
596642855,APAC,Yes
604044220,EMEA,Yes
605569663,EMEA,Yes
608206510,Americas,Yes
622434129,APAC,Yes
623158699,EMEA,Yes
625978965,-,No
632064380,EMEA,Yes
640111933,-,No
642713723,-,No
642831690,EMEA,Yes
6443444176,EMEA,Yes
6443484197,EMEA,Yes
6443484884,APAC,Yes
6443538544,APAC,Yes
6443615831,-,No
6443624260,EMEA,Yes
6443760593,APAC,Yes
6443778922,-,No
6443785203,APAC,Yes
6443830002,-,No
6443844165,APAC,Yes
6443877326,APAC,Yes
6443895159,APAC,Yes
6443951277,EMEA,Yes
6443953841,-,No
6443956188,EMEA,Yes
6443994440,-,No
6444018042,APAC,Yes
6444042347,-,No
6444054235,-,No
6444054575,APAC,Yes
6444056676,EMEA,Yes
6444132988,EMEA,Yes
6444147536,APAC,Yes
6444185560,EMEA,Yes
6444204893,-,No
6444312211,EMEA,Yes
6444322662,-,No
6444326882,-,No
6444340172,APAC,Yes
6444416655,EMEA,Yes
6444472089,-,No
6444585377,-,Yes
6444656876,EMEA,Yes
6444689949,APAC,Yes
6444769217,APAC,Yes
6444798951,APAC,Yes
6444837964,APAC,Yes
6444946155,EMEA,Yes
6445905219,APAC,Yes
6445974852,APAC,Yes
6445977629,-,No
6445977978,APAC,Yes
6446005634,APAC,Yes
6446072175,-,Yes
6446084109,EMEA,Yes
6446140658,APAC,Yes
6446154235,-,No
6446321346,EMEA,Yes
6446354191,Americas,Yes
6446419380,APAC,Yes
6446621231,-,No
6446649479,EMEA,Yes
6446669987,APAC,Yes
6446832902,-,No
6446890132,EMEA,Yes
6446891485,EMEA,Yes
6446891577,EMEA,Yes
6447461923,EMEA,Yes
6447543328,APAC,Yes
6447543971,APAC,Yes
6447738224,APAC,Yes
6447806780,APAC,Yes
6448104157,EMEA,Yes
6448133226,EMEA,Yes
6448212634,-,No
6448392144,APAC,Yes
6448493522,Americas,Yes
6448496802,APAC,Yes
6448901215,-,No
6449015348,Americas,Yes
6449081338,APAC,Yes
6449190344,APAC,Yes
6449206831,Americas,Yes
6449243946,APAC,Yes
6449427809,EMEA,Yes
6449432839,-,No
6449462160,-,No
6449486871,APAC,Yes
6449602615,-,No
6449768318,-,No
6449919224,EMEA,Yes
6449963463,APAC,Yes
6449972885,-,No
6450138816,APAC,Yes
6450177314,EMEA,Yes
6450243852,APAC,Yes
6450262209,EMEA,Yes
6450266295,EMEA,Yes
6450400097,EMEA,Yes
6450409028,APAC,Yes
6450409974,Americas,Yes
6450533547,EMEA,Yes
6450601866,EMEA,Yes
6450622838,EMEA,Yes
6450642180,APAC,Yes
6450786835,-,No
6450917563,APAC,Yes
6450951758,EMEA,Yes
6451196310,APAC,Yes
6451208928,EMEA,Yes
6451237392,APAC,Yes
6451383609,EMEA,Yes
6451460845,APAC,Yes
6451466693,-,No
6451474259,APAC,Yes
6452119853,Americas,Yes
6452723380,-,No
6452756347,EMEA,Yes
6452799970,EMEA,Yes
6453159988,Americas,Yes
6453160745,-,No
6453362362,-,No
6453477632,APAC,Yes
6453522960,EMEA,Yes
6453701396,APAC,Yes
6455128706,EMEA,Yes
6455955230,EMEA,Yes
6456888364,-,No
645704840,-,Yes
6458049689,Americas,Yes
6458097001,EMEA,Yes
6458189799,-,No
6458734128,EMEA,Yes
6458741147,EMEA,Yes
6459449232,APAC,Yes
6462018010,-,No
6462385558,-,No
6462401102,Americas,Yes
6463116093,-,No
6463127238,Americas,Yes
6463128982,EMEA,Yes
6463229324,-,Yes
6463251779,APAC,Yes
6463385610,Americas,Yes
6463407154,EMEA,Yes
6463469484,-,No
6463493974,EMEA,Yes
6463597943,Americas,Yes
6463711142,EMEA,Yes
6463730695,APAC,Yes
6463845310,-,No
6464002625,APAC,Yes
6464027909,APAC,Yes
6464395186,EMEA,Yes
6464439483,Americas,Yes
6465175605,-,Yes
6465757616,APAC,Yes
6465991018,EMEA,Yes
6466376023,-,No
6466394286,APAC,Yes
6466411418,EMEA,Yes
6466648550,EMEA,Yes
6466786607,EMEA,Yes
6466972408,APAC,Yes
6467069354,APAC,Yes
6467104147,-,No
6467129396,EMEA,Yes
6467189759,APAC,Yes
6467385373,-,No
6467385765,APAC,Yes
6467606448,EMEA,Yes
6468482482,-,No
6468650387,-,No
6468810871,EMEA,Yes
6468921495,APAC,Yes
6468921590,APAC,Yes
6469018045,-,No
6469306922,EMEA,Yes
6469495213,EMEA,Yes
6469584506,-,No
6469609802,EMEA,Yes
6469688737,APAC,Yes
6469697137,-,Yes
6469732370,-,Yes
6470175895,-,No
6470349238,APAC,Yes
6470361035,APAC,Yes
6470454873,EMEA,Yes
6470773609,APAC,Yes
6470903137,-,No
6470972318,Americas,Yes
6470975804,APAC,Yes
6470997339,APAC,Yes
6471257321,Americas,Yes
6471364763,EMEA,Yes
6471480012,-,No
6471549755,APAC,Yes
6471572249,APAC,Yes
6471574557,EMEA,Yes
6471608906,EMEA,Yes
6471960010,APAC,Yes
6471970525,APAC,Yes
6472251806,APAC,Yes
