blocklist id,source app id,Advertise entity (block applied level),Advertiser entity ID
9174386,com.instabridge.android,campaign,42980
11112030,com.blockchainvault,campaign,46103
9549453,1500855883,campaign,44198
11108989,6447543328,campaign,45795
8796413,1370293473,campaign,42969
11109481,1470373330,campaign,10082
11438956,com.ezt.pdfreader.pdfviewer,campaign,39538
11112846,506627515,campaign,44302
11430790,6743385713,campaign,44974
11144539,io.voodoo.paper2,campaign,39538
11114580,com.snaptube.premium,campaign,46127
9744829,com.blackout.spades,campaign,38732
11108526,6503300442,campaign,33909
11113357,com.vitastudio.mahjong,campaign,47079
11417009,6744317674,campaign,36629
11112972,com.justplay.app,campaign,29402
11114278,com.peoplefun.wordcross,campaign,44060
11112249,com.dywx.larkplayer,campaign,42306
11217217,6504279468,campaign,36629
11114269,com.instabridge.android,campaign,46103
11253810,com.peoplefun.wordcross,campaign,51317
10446496,com.tripledot.woodoku,campaign,30512
10079494,com.gamovation.tileclub,campaign,8363
10436163,com.wood.block.sudoku.puzzle.bm,campaign,27475
9333799,com.audiomack,campaign,38732
10314266,io.supercent.linkedcubic,campaign,39539
10266375,com.michatapp.im,campaign,45317
8808836,downloader.video.download.free,campaign,39175
10446459,com.ecffri.arrows,campaign,30512
11269287,506627515,campaign,44770
9333807,com.easybrain.art.puzzle,campaign,23011
11253726,free.tube.premium.advanced.tuber,campaign,51314
11438987,398157427,campaign,41535
11119781,sorting.games.goods.sort.triple.match3d.puzzle.stuff,campaign,29305
8927374,1572726361,campaign,36629
9042218,1572726361,campaign,36629
11112847,506627515,campaign,47411
9110393,1572726361,campaign,36629
11112588,com.fiogonia.spades,campaign,44561
8977266,1572726361,campaign,36629
11114465,com.microsoft.microsoftsolitairecollection,campaign,45578
11114548,in.playsimple.wordsearch,campaign,39540
9191443,com.vitastudio.mahjong,campaign,33395
11253751,1638139403,campaign,54544
384894,com.pixel.art.coloring.color.number,campaign,28246
10416159,com.gamovation.tileclub,campaign,27475
11507133,6670430706,campaign,46361
10382629,droom.sleepIfUCan,campaign,39539
11108078,1337578317,campaign,38274
9333851,com.playit.videoplayer,campaign,44361
10379675,6504849169,campaign,44087
1270094,com.block.juggle,campaign,14184
10419911,587366035,campaign,45305
11144371,504368649,campaign,37685
11144450,com.tripledot.solitaire,campaign,57176
10372981,com.dubox.drive,campaign,44523
11451030,free.video.downloader.converter.music,campaign,46479
11154087,6445905219,campaign,44770
11109307,6748950306,campaign,41297
8820547,com.oakever.tiletrip,campaign,38269
11217226,6636495643,campaign,36629
11154059,1146465836,campaign,52649
9714461,com.miniclip.eightballpool,campaign,44395
11438949,com.imo.android.imoim,campaign,51326
11333406,6633436144,campaign,48212
8790139,com.nexters.herowars,campaign,39175
11108758,6466394286,campaign,33909
11144511,6667100711,campaign,37685
11108230,1500855883,campaign,26461
11438974,6749919145,campaign,49635
10079711,com.imo.android.imoim,campaign,27475
11217208,6741703805,campaign,36629
10479732,395979574,campaign,26829
384894,com.blockchainvault,campaign,28246
11417001,6471572249,campaign,36629
11109184,6452119853,campaign,36629
11438959,1073936461,campaign,47462
10237327,1073936461,campaign,36629
11107985,1636235979,campaign,41297
10120129,com.playit.videoplayer,campaign,43696
11113372,net.zedge.android,campaign,35030
8860492,ru.ok.android,campaign,39175
11113365,hidden.object.find.seek.search.mystery.puzzle.games.free,campaign,43473
11144560,6737799378,campaign,37685
11109166,6450917563,campaign,45795
11112141,com.wood.block.sudoku.puzzle.bm,campaign,35030
11417002,6692629257,campaign,36629
11108676,1638139403,campaign,26829
11253720,351331194,campaign,54544
11196439,videoplayer.videodownloader.downloader,campaign,55352
11108156,6743385713,campaign,26829
9549445,1191435163,campaign,42700
9714462,com.miniclip.eightballpool,campaign,45142
11109620,1564391515,campaign,45795
8849310,com.gamovation.tileclub,campaign,30648
11114614,com.weaver.app.prod,campaign,29402
11113196,com.newleaf.app.android.victor,campaign,51291
11196379,1579356887,campaign,40624
10279023,free.vpn.unblock.proxy.turbovpn,campaign,43793
9580402,1250312807,campaign,40624
10379685,6464002625,campaign,44087
11113114,com.aigc.ushow.ichat,campaign,39538
8831802,com.GybeGames.ColorBlockJam,campaign,28624
8825322,com.scores365,campaign,42112
8834894,com.storymatrix.drama,campaign,40057
11108922,1664162753,campaign,33909
9744852,1317978215,campaign,45822
10516582,com.michatapp.im,campaign,46103
11196214,1078160821,campaign,37685
415628,336435697,campaign,16333
11435211,com.wood.block.sudoku.puzzle.bm,campaign,51292
11109491,6482849843,campaign,26829
11144412,6746736282,campaign,37685
11112244,com.Free.Drama,campaign,45631
11154106,com.blockchainvault,campaign,51338
11253787,306310789,campaign,54544
11109095,351331194,campaign,46724
8849390,net.zedge.android,campaign,31328
8834878,357218860,campaign,40624
11196200,1277486668,campaign,37685
11568429,com.intsig.camscanner,campaign,44251
11417029,com.lenovo.anyshare.gps,campaign,47227
11109578,6739333674,campaign,33909
9833468,com.bubbleshooter.popbubbles.collectcards,campaign,29402
10334187,water.sort.puzzle.game.color.sorting.free,campaign,29305
11196372,com.tranzmate,campaign,52045
10372976,com.Free.Drama,campaign,45317
11112813,com.gargan.abismo,campaign,46103
8851348,1382466301,campaign,36514
11196539,398129933,campaign,37685
10164687,net.zedge.android,campaign,43837
11112376,kidultlovin.word.zen,campaign,51317
10446487,com.peoplefun.wordcross,campaign,30512
384894,com.gamovation.mahjongclub,campaign,28246
11438996,videoplayer.videodownloader.downloader,campaign,50096
10372989,com.miniclip.eightballpool,campaign,45751
10266364,6744317674,campaign,40624
11196265,6503300442,campaign,37685
11111969,com.magic.dancing.tiles.game.piano,campaign,36220
11217153,in.sweatco.app,campaign,46103
11217176,500962489,campaign,36629
10446458,com.easybrain.number.puzzle.game,campaign,30512
10150062,com.lenovo.anyshare.gps,campaign,27475
10237308,com.sports.real.golf.rival.online,campaign,3582
11108616,1407852246,campaign,26829
11112945,com.camerasideas.instashot,campaign,51561
10419908,512939461,campaign,42969
8836678,com.gstarmc.android,campaign,28624
10321761,1388988209,campaign,46875
9333814,com.freemusic.download.ddplmnb,campaign,38732
10150030,6449486871,campaign,40624
11507137,847492141,campaign,46361
11166236,587366035,campaign,26829
11111884,com.oakever.tiletrip,campaign,29522
11111902,io.voodoo.paper2,campaign,51296
11253808,com.ezt.pdfreader.pdfviewer,campaign,51338
10349055,com.vpn.free.hotspot.secure.vpnify,campaign,38732
10516684,solitaire.patience.card.games.klondike.free,campaign,14189
11217179,com.easybrain.crossword.puzzles,campaign,54595
11217200,com.nebula.mahjongtile,campaign,54594
11112837,com.ikeyboard.theme.neon.love,campaign,36220
10314263,com.launcher.icecream,campaign,39539
10446488,com.pieyel.scrabble,campaign,30512
11113373,net.zedge.android,campaign,36761
11113192,com.music.ball.hop.tiles.beat.dancing.game,campaign,36220
9664557,com.zm.nuts,campaign,29402
11108332,657500465,campaign,38274
11113374,net.zedge.android,campaign,41803
11112143,com.wood.block.sudoku.puzzle.bm,campaign,41803
10150069,com.storymatrix.drama,campaign,30648
10237316,com.mnogogames.triviascapes,campaign,3582
11112182,com.dubox.drive,campaign,51296
11109804,579581125,campaign,25831
10419913,587366035,campaign,42973
11438968,se.maginteractive.quizduel2,campaign,42634
8831772,droom.sleepIfUCan,campaign,28624
8808813,com.radio.fmradio,campaign,39175
8849279,com.bubbleshooter.popbubbles.collectcards,campaign,28624
8808820,com.sec.android.app.samsungapps,campaign,39175
11196458,6654914710,campaign,37685
8801131,com.camerasideas.instashot,campaign,27475
11144445,com.miui.global.packageinstaller,campaign,44876
9641031,com.fc.goods.sort.matching.puzzle.triplemaster,campaign,27475
8790137,com.mobirix.swipebrick2,campaign,28624
11144346,6466394286,campaign,37685
11112996,com.vpn.free.hotspot.secure.vpnify,campaign,46103
11166254,512939461,campaign,26829
11154064,1470373330,campaign,44770
11109489,6482849843,campaign,25831
10266296,1317978215,campaign,26829
10430472,com.maybeyou,campaign,46103
10260980,com.Block.Puzzle.Relax,campaign,45631
11217181,com.goldendragon.luckyblessing,campaign,29402
8849295,com.easybrain.art.puzzle,campaign,31328
11417025,1420058690,campaign,36629
8856895,6444837964,campaign,43086
11113259,com.billiardsgame.ballking,campaign,45751
11112057,com.mobilefootie.wc2010,campaign,47541
11112070,com.playit.videoplayer,campaign,51561
11113358,com.vitastudio.solitaire,campaign,43473
11253749,videoplayer.videodownloader.downloader,campaign,51317
11108213,6744819313,campaign,37685
11108271,6444837964,campaign,45345
10334178,com.ezt.pdfreader.pdfviewer,campaign,39746
11114170,com.dramawave.app,campaign,30648
11114327,grill.sort.food.games.match.puzzle,campaign,36359
10446470,com.hitappsgames.wordsolitaire,campaign,30512
8849307,com.fugo.wow,campaign,31328
11253734,6499306806,campaign,54544
11107912,1366502697,campaign,44085
11217212,6446669987,campaign,36629
10197286,premium.gotube.adblock.utube,campaign,42895
11438966,se.maginteractive.quizduel2,campaign,39538
9641055,com.ig.screwdom,campaign,27475
11154122,free.tube.premium.advanced.tuber,campaign,44251
11144350,6504279468,campaign,56191
11196269,6505095234,campaign,54544
11253728,1579356887,campaign,54544
10479664,com.gamebrain.hexasort,campaign,35927
9700734,com.playit.videoplayer,campaign,39746
10120157,com.maybeyou,campaign,43696
11144562,6738069648,campaign,37685
9182651,1374403536,campaign,40624
11154093,6499129174,campaign,52649
10237307,com.boombitgames.Dartsy,campaign,3582
11112185,com.dubox.drive,campaign,39746
8831811,com.globalplay.birdsort2.color.puzzle,campaign,28624
10446503,jigsaw.puzzle.game.banana,campaign,30512
10260914,1410235921,campaign,44085
11109059,306310789,campaign,25831
11108433,1089336971,campaign,38274
11196284,1452992954,campaign,54544
11196267,6504332779,campaign,54544
9728791,com.callapp.contacts,campaign,44361
11109859,6749919145,campaign,45795
10446481,com.mobilityware.freecell,campaign,30512
11253765,6755425214,campaign,54544
11109685,6741408932,campaign,26829
10409776,com.screw3d.match.nuts.bolts.pin.jam.away.puzzle,campaign,27475
9620884,com.tile.match.blockpuzzle,campaign,27475
11154107,com.blockchainvault,campaign,44285
11269335,6465991018,campaign,44914
11154098,911121200,campaign,52649
11131917,1466346433,campaign,33888
11253767,357218860,campaign,54544
11119776,solitaire.patience.card.games.klondike.free,campaign,49575
10294397,1602508478,campaign,26829
9170585,1163786766,campaign,44252
11196381,ball.sort.puzzle.color.sorting.bubble.games,campaign,51338
11114144,free.video.downloader.converter.music,campaign,45713
11217178,com.easybrain.crossword.puzzles,campaign,54594
9744865,con.hotspot.vpn.free.master,campaign,38732
8849292,com.dubox.drive,campaign,35927
5958129,714796093,campaign,16333
11196476,1486214495,campaign,54544
11196304,1519174001,campaign,54544
11196459,6667100711,campaign,46474
11217180,com.easybrain.number.puzzle.game,campaign,41803
11417005,eu.livesport.FlashScore_com,campaign,44381
11333447,1489653183,campaign,46949
11144510,6471960010,campaign,37685
11196382,ball.sort.puzzle.color.sorting.bubble.games,campaign,51317
11154125,videoplayer.videodownloader.downloader,campaign,51314
11109433,6737214802,campaign,45822
11253797,6744317674,campaign,54544
11112310,com.tripledot.solitaire,campaign,51291
11109807,580935508,campaign,40653
10402264,com.wood.bolt.wordle.screw.nuts.puzzle,campaign,27475
11109058,306310789,campaign,41297
8849379,com.xm.csee,campaign,41869
11202862,io.deveem.vpn,campaign,28381
11196266,6504279468,campaign,54544
10201394,com.callapp.contacts,campaign,43696
11196474,com.puzzlegames.puzzlebrickslegend,campaign,51317
9198678,com.miniclip.eightballpool,campaign,44381
11166232,6754243057,campaign,25831
10246657,1575680675,campaign,46031
9664556,com.yolo.hiddenobjects,campaign,27475
11109526,6499306806,campaign,26829
9182738,com.pd.vehiclemasters,campaign,28624
11108319,1579356887,campaign,26829
11154066,1509453185,campaign,44085
11108507,393048976,campaign,26829
10516628,com.gamovation.tileclub,campaign,40317
384894,com.miui.global.packageinstaller,campaign,28246
11112971,com.justplay.app,campaign,46458
11109360,1494648714,campaign,46699
11108343,6599838025,campaign,36629
11114213,ball.sort.puzzle.color.sorting.bubble.games,campaign,28712
11108502,382617920,campaign,26829
11175384,1073936461,campaign,46563
8808806,com.pdfviewer.scanner,campaign,39175
11108902,1452526406,campaign,46699
9833471,com.resultadosfutbol.mobile,campaign,44381
11196256,1389111413,campaign,54544
11114384,com.litatom.app,campaign,44509
9333834,com.launcher.icecream,campaign,38732
11438969,de.motain.iliga,campaign,39539
8977314,com.aura.news.hashtag.news,campaign,35030
9042360,com.easybrain.crossword.puzzles,campaign,33395
9110444,com.aura.news.hashtag.news,campaign,35030
8977327,com.easybrain.crossword.puzzles,campaign,33395
9333828,com.ihappydate,campaign,38732
9110457,com.easybrain.crossword.puzzles,campaign,33395
10516576,free.video.downloader.converter.music,campaign,38644
5958129,912390687,campaign,16333
9042347,com.aura.news.hashtag.news,campaign,35030
10409780,com.xm.csee,campaign,45997
11166199,6505095234,campaign,26829
10266358,6504332779,campaign,26829
11253736,io.supercent.linkedcubic,campaign,51317
11269253,com.audiomack,campaign,30512
9391442,1519174001,campaign,26829
9391433,1486214495,campaign,26829
8833040,net.zedge.android,campaign,33395
10402202,com.notvpn,campaign,27475
10227839,com.clip.cash,campaign,46103
11108182,6744317674,campaign,26829
11109101,357218860,campaign,26829
11109683,6741408932,campaign,25831
11438950,solitaire.patience.card.games.klondike.free,campaign,51293
11196365,com.miui.cleaner,campaign,44876
11109209,1163786766,campaign,26829
10487635,com.lenovo.anyshare.gps,campaign,42871
11112946,com.camerasideas.instashot,campaign,42306
6366043,1600525061,campaign,16330
9833443,1563215345,campaign,36629
10079765,382617920,campaign,42973
11438991,com.michatapp.im,campaign,51326
10079819,com.dream.free.games.match3,campaign,8363
11253729,6471572249,campaign,54544
8816360,com.sodareels.drama.short,campaign,42980
8849389,net.zedge.android,campaign,42490
10294381,6502341730,campaign,25831
11253793,com.wildspike.wormszone,campaign,51317
9549402,com.boost.universal.remote,campaign,28624
11336090,solitaire.patience.card.games.klondike.free,campaign,51292
11112372,jigsaw.puzzle.game.banana,campaign,49574
11107959,1543845882,campaign,41535
11108534,6504279468,campaign,26829
11144351,6504279468,campaign,58948
10479700,1538433480,campaign,25831
11108668,1550945606,campaign,26829
11112183,com.dubox.drive,campaign,41815
11253790,1080465358,campaign,54544
11253777,595558452,campaign,54544
11166206,1557392270,campaign,25831
11114570,com.activaweb.matchendirect,campaign,39540
11108359,6642698438,campaign,26829
8808818,com.save.princess.girl.dragon.out.and,campaign,28624
11109854,6476893083,campaign,36629
9673702,1509453185,campaign,44770
10294362,1374403536,campaign,44974
384894,com.callapp.contacts,campaign,28246
11253722,com.easybrain.art.puzzle,campaign,51291
11108939,475360935,campaign,26829
11196465,6692629257,campaign,54544
11113223,find.difference.spot.differences.hidden.puzzle.games.free,campaign,43473
11417008,1193933380,campaign,46361
11114559,solitaire.patience.card.games.klondike.free,campaign,49574
11253755,io.supercent.pizzaidle,campaign,51317
6366040,com.lemon.lvoverseas,campaign,14184
11107991,6448496802,campaign,45795
10314255,com.Free.Drama,campaign,46670
6366040,com.xiaomi.mipicks,campaign,14184
11166245,6499306806,campaign,25831
4489246,6444416655,campaign,21191
1270094,com.lemon.lvoverseas,campaign,14184
9714451,com.chipsea.btcontrol.en,campaign,27475
490315,com.miui.global.packageinstaller,campaign,28712
10446462,com.fugo.wow,campaign,40317
8860566,6737214802,campaign,45736
8796405,videoplayer.videodownloader.downloader,campaign,36763
9347813,6465991018,campaign,44770
