campaign_id,dest_app_id,dest_app_name,customer_id,customer_name,campaign_group_id,campaign_group_name,campaign_name,revenue_30d,daily_revenue
71778,11094,Arrows – Puzzle Escape (iOS),2243,Lessmore,nan,,[AR-iOS] Liftoff_BLDROAS-T1-22/04/26-Direct,705263.5572149999,7836.2617
47356,1578,Candy Crush Saga (iOS),417,King,659.0,Direct,ccs_tier1_ios_testna_bau19122025_ua_all_all_troas-d7_direct,694520.1090360001,7716.8901
45664,2254,Robinhood: Invest & Trade (iOS),1114,Robinhood,nan,,PFM_LIFTOFF_ACQ_BAU_ALL_ALL_IOS_US_NFA,670051.502901,7445.0167
57317,10126,Tang Luck (iOS),2364,Good Luck Studio,nan,,TangLuck_iOS_US_260116,641565.5549880002,7128.5062
50529,7291,Magic Sort! (iOS),2806,Grand Games A.Ş.,nan,,MS_LO_iOS_T1_IAPROAS_D7,615116.094506,6834.6233
62026,6926,Temu: Shop Like a Billionaire (Android),2725,Temu,875.0,UK,bd5df854-e245-4102-97d3-86cc9f118e3d,588545.821538,6539.398
73630,11228,Block Out! - Color Sort Puzzle (iOS),2806,Grand Games A.Ş.,nan,,BO_LO_iOS_US_DIRECT_IAPROAS_D7,568048.0644710001,6311.6452
76974,9100,Kalshi: Trade the Future (iOS),3043,Kalshi,nan,,Kalshi - Liftoff - iOS - FIFA TX,561909.261348,6243.4362
46031,7875,Mistplay: Play to Earn Money (iOS),1276,Mistplay,nan,,Mistplay_Liftoff_iOS_US_CPA_iap_postback,557021.4173620001,6189.1269
64620,10224,Pixel Flow! (iOS),3121,Loom Games,nan,,Liftoff_PixelFlow_iOS_T1_ROAS_04032026_Direct,554669.94831,6162.9994
18363,3891,Solitaire Cash (iOS),1706,Papaya Gaming,655.0,Accelerate Group,PPYA_I_NN_LIFT_US_ROAS_ML_210410_ROI_com.papaya.solitairecash,550737.8053059999,6119.3089
46710,6837,Match Villains (iOS),1949,Good Job Games,nan,,LO_MatchVillains_IOS_T1,539845.2616339999,5998.2807
55108,8304,Temu: Shop Like a Billionaire (iOS),2725,Temu,855.0,US,8f6ff839-ac6e-431b-bf25-0a62f0c0c937,521677.787395,5796.4199
65898,7291,Magic Sort! (iOS),2806,Grand Games A.Ş.,nan,,MS_LO_iOS_DIRECT_ROW_IAPROAS_D7,518525.5802270001,5761.3953
42424,5757,Royal Kingdom (iOS),1704,Dream Games,638.0,Liftoff,RK-LO-WW-iOS-CPR,517308.04800300003,5747.8672
38262,6837,Match Villains (iOS),1949,Good Job Games,nan,,LO_MatchVillains_US_iOS,512296.77859999996,5692.1864
34791,1578,Candy Crush Saga (iOS),417,King,659.0,Direct,ccs_us_ios_testna_bau9072024_ua_all_all_troas-d7_direct,507495.16023400007,5638.8351
37685,6231,Vita Mahjong for Seniors (iOS),2560,Daily Innovation,nan,,VM_LFTO_iOS_ROAS1_US_20241029,494846.07999299996,5498.2898
32941,5130,Revolut (iOS),2217,Revolut,511.0,Revolut-EMEA,LT_0224_AppInstall_MMP_FR_EN_IOS,468704.3835630002,5207.8265
47728,9100,Kalshi: Trade the Future (iOS),3043,Kalshi,nan,,Kalshi - Liftoff - iOS,466811.456097,5186.794
61858,5573,DraftKings Casino (iOS),70,DraftKings,nan,,Prog_LO_CAS_US_ALL_GEN_iOS_ACQ_FTD_NUO_Rotational,459014.40894399997,5100.1601
62808,6926,Temu: Shop Like a Billionaire (Android),2725,Temu,888.0,DE,2c495e74-de62-441a-a889-f7d66d72aa12,458295.5080700001,5092.1723
68743,7291,Magic Sort! (iOS),2806,Grand Games A.Ş.,nan,,MS_LO_iOS_ACCELERATE_US_IAPROAS_D30,455346.5633360002,5059.4063
37004,1578,Candy Crush Saga (iOS),417,King,659.0,Direct,ccs_ww_ios_test02102024_bau16102024_ua_all_all_troas-d7_direct,453047.03055300005,5033.8559
65987,5476,MONOPOLY GO! (iOS),137,"Scopely, Inc",318.0,Scopely USA,monopoly-Liftoff-iOS-US-roas-20230412,445181.89457999996,4946.4655
73680,11228,Block Out! - Color Sort Puzzle (iOS),2806,Grand Games A.Ş.,nan,,BO_LO_iOS_T1_DIRECT_IAPROAS_D7,443469.4524479999,4927.4384
46410,5758,Royal Kingdom (Android),1704,Dream Games,638.0,Liftoff,RK-LO-WW-AND-CPR,438287.0702029999,4869.8563
59272,6926,Temu: Shop Like a Billionaire (Android),2725,Temu,861.0,FR,c3a7426c-a352-40d5-a0ff-06d6388909eb,430592.908016,4784.3656
46811,4379,DoorDash - Driver (Android),320,DoorDash,nan,,dx_us_ac_lo_lo_acq_nxxxxx_android_national-test,421087.551219,4678.7506
42351,2881,DraftKings Sportsbook (iOS),70,DraftKings,nan,,Prog_LO_SBK_US_ALL_GEN_IOS_ACQ_PRF_FTD,419960.12666300003,4666.2236
63796,6926,Temu: Shop Like a Billionaire (Android),2725,Temu,855.0,US,11430403-146e-49c1-a162-8e812129d749,417857.7179209999,4642.8635
49635,8602,Kingshot (iOS),1465,Century Games,881.0,Kingshot,GOT_Liftoff_iOS_US/T1_ROAS_Purchase_LQ_金石为弓试玩_20251107_CPP,415706.2762649999,4618.9586
63159,10444,Disney Solitaire (iOS),1596,SuperPlay,nan,,DS_iOS_T1_ROAS_D7_230226,408433.88064300007,4538.1542
70546,10126,Tang Luck (iOS),2364,Good Luck Studio,nan,,TangLuck_iOS_US_260413,406509.8984789999,4516.7766
32940,5130,Revolut (iOS),2217,Revolut,511.0,Revolut-EMEA,LT_0224_AppInstall_MMP_GB_EN_IOS,400390.90531099995,4448.7878
71774,11094,Arrows – Puzzle Escape (iOS),2243,Lessmore,nan,,[AR-iOS] Liftoff_BLDROAS-T1-22/04/26,394546.27386799996,4383.8475
76975,9100,Kalshi: Trade the Future (iOS),3043,Kalshi,nan,,Kalshi - Liftoff - iOS - FIFA NY/NJ,391297.1721150001,4347.7464
47642,4319,Royal Match (iOS),1704,Dream Games,638.0,Liftoff,RM-VG-WWT2-iOS-CPR,390264.379226,4336.2709
36220,1900,TikTok (Android),968,TikTok Pte Ltd,1081.0,TikTok UG UA,TikTok Android US Native 240823_DirectOnCortex,387493.2185760001,4305.4802
44635,7637,Jackpot Go (iOS),2364,Good Luck Studio,nan,,JackpotGo_iOS_US_ROAS_Pic_250630,380619.87555700005,4229.1097
36260,4767,Pokémon GO (iOS),2046,Niantic,720.0,Niantic,Niantic_PGO_iOS_US_PRGMV_LFT_UA_Direct,380505.79227700003,4227.8421
41424,4767,Pokémon GO (iOS),2046,Niantic,720.0,Niantic,Niantic_PGO_iOS_NlDkFiNoSeIeIsAuNz_PRGMV_LFT_UA,371421.19271900004,4126.9021
37723,2956,Snapchat (Android),1378,Snap,nan,,Snap_Liftoff_Android_US_RE_Active14_L14_4less,370470.077665,4116.3342
39175,1357,OTTO (Android),759,Otto,411.0,Otto DE,Otto-DE-Android-CPR,364571.5382850001,4050.7949
71757,9858,Polymarket (iOS),3092,Polymarket,nan,,Polymarket_US_iOS_Sports_Q2_26,360050.395168,4000.5599
64079,6926,Temu: Shop Like a Billionaire (Android),2725,Temu,855.0,US,e29b9205-b5a9-4ede-9abe-75daf0c681e1,353669.7420639999,3929.6638
48216,9212,Nile Riches Reelst：Real Cash (iOS),2550,GameWave Limited,nan,,GW_liftoff_NileRichesReelst_IOS_251022_DirectD7ROAS,351891.25787499995,3909.9029
39910,1993,Lightning Link Casino (iOS),329,Product Madness,604.0,Non-HOV,liftoff_llc_ios_us_vo_direct_roas_1606137,348677.2968649999,3874.1922
41699,1223,Experian - Free Credit Report (iOS),709,Experian,nan,,Experian - CoreCredit - iOS - US,348232.18010199995,3869.2464
66623,10562,Courtyard (iOS),3147,"Courtyard, Inc.",nan,,LFT_BAU_IOS_Install_All_Broad_2.26.26_US,347523.65295400005,3861.3739
76509,9858,Polymarket (iOS),3092,Polymarket,nan,,Polymarket_US_iOS_StateTargeting_HP_Q2_26,346856.73018300004,3853.9637
49336,9339,BR-1 (Android),2631,Yi Wu Shi Ying Qiu Dian Zi Shang Wu,1059.0,yiwu_HK,wyo-br1-20251103,346560.281974,3850.6698
56035,9007,Modo Casino iOS (iOS),3034,ARB Gaming LLC,nan,,ARB Interactive_UA_iOS_ROAS,342557.15634999995,3806.1906
41330,1533,Cashman Casino - Casino Slots (iOS),329,Product Madness,604.0,Non-HOV,liftoff_cmc_ios_us_vo_direct_1554990,341003.804638,3788.9312
41095,1873,Mighty Fu Casino Slots Games (iOS),329,Product Madness,604.0,Non-HOV,liftoff_mfc_ios_us_vo_direct_roas_1620580,338845.611204,3764.9512
63547,10444,Disney Solitaire (iOS),1596,SuperPlay,nan,,DS_iOS_WW_ROAS_D7_260226,337429.3340730001,3749.2148
71776,11095,Arrows – Puzzle Escape (Android),2243,Lessmore,nan,,[AR-Android] Liftoff_BLDROAS-T1-22/04/26,322635.3569720001,3584.8373
64400,6926,Temu: Shop Like a Billionaire (Android),2725,Temu,875.0,UK,b47eea4b-3499-42f8-b837-cb86906807eb,318907.468932,3543.4163
27905,1149,Bingo Blitz  (iOS),487,Playtika,373.0,BB UA,Liftoff_BB_DSP-OSV16_US_iOS,318097.897122,3534.4211
45914,2254,Robinhood: Invest & Trade (iOS),1114,Robinhood,nan,,PFM_LIFTOFF_ACQ_BAU_BROKERAGE_ALL_IOS_US,317797.541222,3531.0838
69067,6824,Gossip Harbor (iOS),734,MicroFun,nan,,Gossip Harbor-iOS-US-ROAS-20260402,315440.527792,3504.8948
47756,8864,Brawl Stars (iOS),64,Supercell,nan,,20251107_BS_Liftoff_iOS_JP,312616.870604,3473.5208
61758,8602,Kingshot (iOS),1465,Century Games,881.0,Kingshot,GOT_Liftoff_iOS_T2_D30ROAS_Purchase_PY_视频和试玩混_20260213,310342.3178639999,3448.248
40747,1899,TikTok (iOS),968,TikTok Pte Ltd,1081.0,TikTok UG UA,TikTok iOS US SKAN 20250218 Liftoff_DirectOnCortex,309884.82899500005,3443.1648
77429,9100,Kalshi: Trade the Future (iOS),3043,Kalshi,nan,,Kalshi - Liftoff - iOS - FIFA FL,305236.65222800005,3391.5184
56771,6926,Temu: Shop Like a Billionaire (Android),2725,Temu,861.0,FR,cf052de2-111c-4db6-a7e5-c7838d82bc77,305036.13657100004,3389.2904
54256,6926,Temu: Shop Like a Billionaire (Android),2725,Temu,892.0,ES,a0861c15-e1d4-419f-994b-eba6b6abce9a,304366.32932499994,3381.8481
33362,5130,Revolut (iOS),2217,Revolut,511.0,Revolut-EMEA,LT_0324_AppInstall_MMP_IT_EN_IOS,302642.82809,3362.6981
45500,8408,Car Match - Traffic Puzzle (iOS),2806,Grand Games A.Ş.,nan,,CM_LO_iOS_US_IAPROAS_D7,300981.23907899996,3344.236
29317,1579,Candy Crush Saga (Android),417,King,446.0,Accelerate King (ALL),CCS_Android_Global_t2_CPR_BAU,295686.1180920001,3285.4013
61767,10402,PK-k8888-ocdos (Android),2631,Yi Wu Shi Ying Qiu Dian Zi Shang Wu,1059.0,yiwu_HK,YM-PK-k8888-ocdos-20260210,293237.05656799994,3258.1895
73629,11228,Block Out! - Color Sort Puzzle (iOS),2806,Grand Games A.Ş.,nan,,BO_LO_iOS_US_ACCELERATE_IAPROAS_D7,286091.92150199995,3178.7991
42738,7202,Jackpot City Casino:Real Money (iOS),2784,DOS Digital Outsource Services Unipessoal LDA,977.0,DOS,Jackpot City - iOS - CA - Direct,283810.09168600006,3153.4455
59173,10232,Hyper Cash Storm:Big Win Rush (iOS),2550,GameWave Limited,nan,,GW_liftoff_HyperCashStorm_IOS_260126_DirectD7ROAS,283729.67479,3152.5519
64395,6926,Temu: Shop Like a Billionaire (Android),2725,Temu,888.0,DE,3596f397-7e45-4e8f-b645-fc6c345f8801,282823.819332,3142.4869
66205,3118,Snapchat (iOS),1378,Snap,nan,,Snap_Liftoff_iOS-Opt-In_US_RE_Lness1to30,281832.65952399996,3131.474
64905,8573,Tasty Travels: Merge Game (Android),1465,Century Games,772.0,Tasty Travel,FAT_Liftoff_AND_ALL_ROAS_ZJC_260305（KOL）,276146.6182440001,3068.2958
65752,10642,Hit Fortune - Casino Slot (iOS),3113,Lazy Boy Developments,nan,,liftoff-USS-iOS-HITFORTUNE,273069.585675,3034.1065
71777,11095,Arrows – Puzzle Escape (Android),2243,Lessmore,nan,,[AR-Android] Liftoff_BLDROAS-T1-22/04/26-Direct,267364.04371399997,2970.7116
64936,9486,Jackpot City: Online Casino  (Android),2784,DOS Digital Outsource Services Unipessoal LDA,977.0,DOS,LiftOff - ROC - JackpotCity - Android - MIX TYPE - 3DRoulette - CPA - 64936 - NEW,263780.42419000005,2930.8936
58533,1899,TikTok (iOS),968,TikTok Pte Ltd,1081.0,TikTok UG UA,TikTok iOS GB SKAN 20260126 Liftoff_DirectOnCortex,262276.988825,2914.1888
55110,8304,Temu: Shop Like a Billionaire (iOS),2725,Temu,855.0,US,48a5f622-ec86-4c5f-a446-0918a2a0d320,261824.69973200004,2909.1633
33361,5130,Revolut (iOS),2217,Revolut,511.0,Revolut-EMEA,LT_0324_AppInstall_MMP_ES_EN_IOS,260941.732321,2899.3526
60784,7291,Magic Sort! (iOS),2806,Grand Games A.Ş.,nan,,MS_LO_iOS_ROW_IAPROAS_D7,256278.52897800002,2847.5392
39967,1641,Toon Blast (iOS),498,Peak Games,661.0,Accelerate,tnb_ios_lift_acq_us_all_all_d7roas,255485.81911,2838.7313
47725,7397,Grant - Cash Advance (iOS),2342,Kikoff,nan,,Grant-us-dsp-ad-lo-acq-ios-en-FTOA_AllExchange,255376.12444199994,2837.5125
45906,7702,Betty Casino: Real Money Slots (iOS),2868,Betty Gaming CA Ltd.,nan,,Liftoff / App / iOS / ROAS,249466.23305100002,2771.847
74695,4319,Royal Match (iOS),1704,Dream Games,638.0,Liftoff,RM-LO-WW-iOS-CPR-04,245824.31077399995,2731.3812
52430,5628,Monopoly Go! (Android),137,"Scopely, Inc",318.0,Scopely USA,RT1570-Monopoly-Liftoff-Android-12/10/25-Customers-D30-US-[RET],245616.99056699997,2729.0777
50421,6926,Temu: Shop Like a Billionaire (Android),2725,Temu,855.0,US,3c3a6f3f-e9df-4571-9b47-c266c226e3ed,245411.709357,2726.7968
43307,3280,Yahoo! JAPAN (iOS),913,Yahoo! Japan,262.0,Yahoo! JAPAN	,Yahoo! JAPAN - JP - iOS_D7 RR TEST,243201.292919,2702.2366
54303,1211,TurboTax (iOS),646,Intuit,nan,,ty25_liftoff-app_core_na-ron_ios,241742.641499,2686.0293
51190,6926,Temu: Shop Like a Billionaire (Android),2725,Temu,850.0,CA,ea418228-ae96-40fd-aff8-183c02a173f0,238875.93949599995,2654.1771
48215,9212,Nile Riches Reelst：Real Cash (iOS),2550,GameWave Limited,nan,,GW_liftoff_NileRichesReelst_IOS_251022_D7ROAS,237623.84094,2640.2649
61836,6926,Temu: Shop Like a Billionaire (Android),2725,Temu,855.0,US,55707a93-454c-4dc6-a3b2-b88ccccfe963,237073.08524600003,2634.1454
71089,1899,TikTok (iOS),968,TikTok Pte Ltd,1081.0,TikTok UG UA,Bytedance_1233_US_IOS_20260416_Liftoff_ios_dc_new_user_ua,235895.55624,2621.0617
3582,1207,Cashman Casino - Free Slots (Android),329,Product Madness,604.0,Non-HOV,liftoff_cmc_android_us_vo_roas_136413,235459.72694799997,2616.2192
37705,2956,Snapchat (Android),1378,Snap,nan,,Snap_Liftoff_Android_US_RE_Active14_L14_5to9,233628.08808600003,2595.8676
71632,10434,BetBoom: ставки на спорт! RU (Android),2182,BingoBoom,1079.0,Betboom - Direct,RuStore - INH - 20.04.26 - Vungle,233542.80600100005,2594.9201
36221,1900,TikTok (Android),968,TikTok Pte Ltd,1081.0,TikTok UG UA,TikTok Android US Banner 240823_DirectOnCortex,232552.01692,2583.9113
39143,142,Square Cash (Android),131,Block Inc (Square),708.0,Square Cash,Cash App_US_Android_MMP_CCO_Test,231106.48667800002,2567.8499
71173,7291,Magic Sort! (iOS),2806,Grand Games A.Ş.,nan,,MS_LO_iOS_ACCELERATE_T1_IAPROAS_D30,231075.95992500006,2567.5107
77771,9100,Kalshi: Trade the Future (iOS),3043,Kalshi,nan,,Kalshi - Liftoff - iOS - FIFA GA,228553.77914999996,2539.4864
40326,6061,Pocket Broker (Android),2509,Pocket Broker,nan,,nwk-lft_geo-africa_src-lft_pl-app_adtype-perf,228538.15795199998,2539.3129
64348,8304,Temu: Shop Like a Billionaire (iOS),2725,Temu,855.0,US,99b7389c-ae25-4e29-b6c1-180ec6912978,227507.69179,2527.8632
62146,8864,Brawl Stars (iOS),64,Supercell,nan,,20260115_BS_Liftoff_iOS_T1,226980.30405700003,2522.0034
47755,8864,Brawl Stars (iOS),64,Supercell,nan,,20251013_BS_Liftoff_iOS_US,226478.407704,2516.4268
50869,8602,Kingshot (iOS),1465,Century Games,881.0,Kingshot,GOT_Liftoff_iOS_US/T1_ROAS_Purchase_LQ_卸甲归民试玩_20251122,226335.49134100002,2514.8388
66340,6926,Temu: Shop Like a Billionaire (Android),2725,Temu,889.0,PL,6dfc1440-054a-40be-880e-e8128876ec81,224734.90566899997,2497.0545
48476,7282,Pocket AI (Android),2509,Pocket Broker,nan,,nwk-lft_geo-ww_src-lft_pl-app_adtype-perf_nm-poai,221161.31983200004,2457.348
53752,7252,Tasty Travels: Merge Game (iOS),1465,Century Games,772.0,Tasty Travel,FAT_Liftoff_iOS_WW_ROAS_YT_251218（PRO),219850.77821799996,2442.7864
46420,8709,Virgin Games (Android),2818,Bally's Corporation,nan,,Virgin Games - ACC - Android - UK,219343.162491,2437.1462
64072,6926,Temu: Shop Like a Billionaire (Android),2725,Temu,855.0,US,c97dec14-9a3b-47c4-a5fa-2aba64a7cef7,218715.111978,2430.1679
38996,6231,Vita Mahjong for Seniors (iOS),2560,Daily Innovation,nan,,VM_LFTO_iOS_US_direct_ROASD1_241210,217837.052352,2420.4117
47514,8435,Mahjong Wonders™ (iOS),2951,Nebula Studio / HURELAX PTE LTD,nan,,iMahjong_ZYH_iOS_WW_ROAS7_0930,216804.91300000006,2408.9435
23316,4548,Bingo Cash (iOS),1706,Papaya Gaming,655.0,Accelerate Group,PPYA_I_NN_LIFTOFF_US_TCPI_tCPI_Vodeo_220211_com.papaya.bingocash,216481.13162400003,2405.3459
64213,5493,Pari APK (Android),2094,PariMatch,652.0,Direct Client,PARI_Android_RuStore_Vungle_2,216024.351641,2400.2706
61857,5574,DraftKings Casino (Android),70,DraftKings,nan,,Prog_LO_CAS_US_ALL_GEN_AN_ACQ_FTD_NUO_Rotational,215911.428849,2399.0159
34848,5233,Merge Mansion (iOS),2253,Metacore Games,725.0,Accelerate,#1667 - Merge Mansion - iOS - Liftoff - USA - CPI,212187.918981,2357.6435
44949,7252,Tasty Travels: Merge Game (iOS),1465,Century Games,772.0,Tasty Travel,FAT_Liftoff_iOS_WW_ROAS_YT_250710,211112.171436,2345.6908
71027,6926,Temu: Shop Like a Billionaire (Android),2725,Temu,855.0,US,US_Android_CPI-Vungle-0415-old,209904.09324999998,2332.2677
71943,1899,TikTok (iOS),968,TikTok Pte Ltd,1081.0,TikTok UG UA,Bytedance_1233_US_IOS_20260422_Liftoff_ios_dc_new_did_rt_ua,209858.60007700007,2331.7622
53715,9100,Kalshi: Trade the Future (iOS),3043,Kalshi,nan,,Kalshi - iOS - US - Trending Market,209767.387687,2330.7488
39539,1900,TikTok (Android),968,TikTok Pte Ltd,1081.0,TikTok UG UA,TikTok_GB_AND_20250106_ShawnLau_CPI_ug_v2_deeplt_Liftoff_NONVAST,205922.26671999999,2288.0252
45795,7252,Tasty Travels: Merge Game (iOS),1465,Century Games,772.0,Tasty Travel,FAT_Liftoff_iOS_US_ROAS_YT_250805,205881.62213600002,2287.5736
10714,2652,Vegas Live Slots Casino iOS (iOS),1271,PlayDog,nan,,Vegas Live Slots Casino - US - iOS,204775.207402,2275.2801
78304,9100,Kalshi: Trade the Future (iOS),3043,Kalshi,nan,,Kalshi - Liftoff - iOS - FIFA Agentina,203536.15019199997,2261.5128
40609,3434,MoneyLion: Mobile Banking (iOS),1561,MoneyLion,nan,,pr-instacash_|_ch-liftoff_|_ob-pros_|_tt-other_|_dv-ios_|_in-appinstall_|_lp-_|_dt-2.12.25_|_c1-cpptest_|_c2-jump_|_c3-_|_c4-_|_c5-,201423.04730599996,2238.0339
67466,7291,Magic Sort! (iOS),2806,Grand Games A.Ş.,nan,,MS_LO_iOS_T2_IAPROAS_v2_D7,200772.220268,2230.8024
73679,11228,Block Out! - Color Sort Puzzle (iOS),2806,Grand Games A.Ş.,nan,,BO_LO_iOS_T1_ACCELERATE_IAPROAS_D7,199635.53445299997,2218.1726
63418,10474,Jackpot Nights (iOS),2550,GameWave Limited,nan,,IOS_APP_JackpotNights_0225_ROAS,197491.66061200004,2194.3518
71088,1899,TikTok (iOS),968,TikTok Pte Ltd,1081.0,TikTok UG UA,Bytedance_1233_GB_IOS_20260416_Liftoff_ios_dc_new_user_ua,195042.357205,2167.1373
47598,4319,Royal Match (iOS),1704,Dream Games,638.0,Liftoff,RM-LO-EU-T2-iOS-CPR-Video,194831.12210900008,2164.7902
49589,7252,Tasty Travels: Merge Game (iOS),1465,Century Games,772.0,Tasty Travel,FAT_Liftoff_iOS_US_ROAS_ZJC_251106(D30),194301.81224899995,2158.909
71033,1899,TikTok (iOS),968,TikTok Pte Ltd,1081.0,TikTok UG UA,Bytedance_1233_US_IOS_20260416_Liftoff_install_ua,194077.37168400004,2156.4152
47622,4811,Liga Stavok (iOS),2008,Liga Stavok,489.0,Reliz - Liga,Liga Stavok - RU - Direct iOS ROAS,193454.898916,2149.4989
5908,560,DoubleDown Casino Legacy  (iOS),394,Double Down Casino,nan,,113001_DDC_iOS_Liftoff_CPR_US_Dec20,193122.02870000002,2145.8003
44277,6715,Serasa (Android),2634,Serasa Experian,nan,,Liftoff_LNO,192940.35447899997,2143.7817
45721,8508,pk-mfaakk (Android),2631,Yi Wu Shi Ying Qiu Dian Zi Shang Wu,1059.0,yiwu_HK,YW-pk-mfaakk--20250804,192248.5432,2136.0949
69168,11012,Onyx - Sports Picks (iOS),3168,Onyx Odds,nan,,Onyx - iOS - US,191234.60754499998,2124.829
58147,6926,Temu: Shop Like a Billionaire (Android),2725,Temu,888.0,DE,a8d7f0ef-4346-4aa2-a9e2-5279a2351482,189570.57454899998,2106.3397
48133,1578,Candy Crush Saga (iOS),417,King,446.0,Accelerate King (ALL),CCS_Global_iOS_test24012024_BAU05032025_UA_All_All_CPA-D28,189442.29078500002,2104.9143
50252,5211,"Warhammer 40,000: Tacticus (iOS)",2251,Snowprint Studios,nan,,Tacticus_Liftoff_iOS_US_HighLTV_141125_1748098,189413.30081800002,2104.5922
49690,9407,pkpkrbet (Android),2631,Yi Wu Shi Ying Qiu Dian Zi Shang Wu,1059.0,yiwu_HK,YM-pkpkrbet-20251106,188194.291543,2091.0477
41942,7395,Jackpotjoy Casino & Sports (Android),2818,Bally's Corporation,nan,,Jackpotjoy - ACC - Android - UK,188003.25334600004,2088.925
38022,4767,Pokémon GO (iOS),2046,Niantic,720.0,Niantic,Niantic_PGO_iOS_UK_PRGMV_LFT_UA_Direct,187966.76746099998,2088.5196
58593,7252,Tasty Travels: Merge Game (iOS),1465,Century Games,772.0,Tasty Travel,FAT_Liftoff_iOS_ALL_ROAS_ZJC_260126 (KOL),186120.00906599997,2068.0001
49439,1900,TikTok (Android),968,TikTok Pte Ltd,1087.0,TikTok UG RE,1104-TT-US-Re-engagement_L30DLost-liftoff-drama-0vv,185464.73281,2060.7193
36958,2279,Mercado Pago (Android),1122,MercadoLibre,610.0,Sellers BR,MLB_MP_Sellers_AO_Point_LIFTOFF_APPE_NS_PROS_X_Tap_NS,184244.26177300003,2047.1585
41259,5550,Liga Stavok (Android),2008,Liga Stavok,489.0,Reliz - Liga,Liga Stavok - RU - apk - Direct,183186.46995,2035.4052
65816,10224,Pixel Flow! (iOS),3121,Loom Games,nan,,Liftoff_PixelFlow_iOS_T1_ROAS_12032026,181618.17612399996,2017.9797
71944,1899,TikTok (iOS),968,TikTok Pte Ltd,1081.0,TikTok UG UA,Bytedance_1233_GB_IOS_20260422_Liftoff_ios_dc_new_did_rt_ua,181360.520441,2015.1169
74515,2308,Pinterest (Android),1141,Pinterest,799.0,Accelerate,PLB_US_LO_Android_Rez_Conversion_Retargeting_pinsnewrezmid-v2,179042.282915,1989.3587
