account_id,account_name,app_id,app_name,account_blocked_iab,app_blocked_iab,account_blocked_rtb_accounts,account_blocked_rtb_connections,spend_14d,app_daily_spend,account_daily_spend
661d55e1a81a0e0011db7a84,"Digital Charms, Inc.",661d567d3b493c22d404b24a,Color Widgets,"IAB14-4,IAB23,IAB7-28,IAB14-1,IAB25-5,IAB26,IAB7-29,IAB7-30,IAB18-2,IAB9-9,IAB14-8,IAB25-2,IAB11,IAB7-39,IAB25-1,IAB7-3,IAB25-3,IAB7-42,IAB25-6,IAB7-5,IAB7-41,IAB14-3,IAB14-2,IAB8-18,IAB25-4,IAB8-5",,,,13960.128282170768,997.152,997.152
6489be1351d9b2001171762b,Nocturnal Games,6819cc8f16e6847d6f09e93f,Crossword Challenge,"IAB14-3,IAB9-9,IAB7-42,IAB18-2,IAB7-29,IAB25-1,IAB11,IAB23,IAB8-18,IAB25-3,IAB7-28,IAB14-8,IAB8-5,IAB7-30,IAB25-5,IAB7-3,IAB7-41,IAB14-2,IAB14-4,IAB25-2,IAB25-4,IAB26,IAB25-6,IAB7-5,IAB7-39",,,,13834.778149416983,988.1984,1102.2542
63340ea7b82cec00137c42f8,"MACADAM TECHNOLOGIES, S.L.",63340ee0c8463b8aca742188,Macadam iOS,"IAB7-5,IAB25-6,IAB7-41,IAB7-28,IAB14-8,IAB25-5,IAB9-9,IAB14-3,IAB7-29,IAB7-42,IAB18-2,IAB7-30,IAB11,IAB8-5,IAB8-18,IAB25-2,IAB25-3,IAB14-4,IAB25-4,IAB7-3,IAB7-39,IAB14-2,IAB23,IAB26,IAB25-1",,,,13773.540422520178,983.8243,1150.8162
677d46d464147d001101c6c4,WONDERFUL IDEAS TECHNOLOGY LIMITED,69a2a1d83630b752386bad82,WalkStep iOS,"IAB7-30,IAB18-2,IAB9-9,IAB7-28,IAB25-2,IAB25-1,IAB14-8,IAB11,IAB14-3,IAB25-5,IAB7-41,IAB8-5,IAB14-4,IAB25-3,IAB14-2,IAB25-6,IAB7-3,IAB7-42,IAB26,IAB25-4,IAB23,IAB7-29,IAB8-18,IAB7-5,IAB7-39",,,,13611.641676686759,972.2601,2238.4771
562595999d2d2bb548000009,quwan,65f971dd9fc751abe279ed31,Optimos Air Force,"IAB23,IAB7-30,IAB25-2,IAB7-42,IAB7-28,IAB14-8,IAB7-5,IAB18-2,IAB25-1,IAB7-29,IAB25-4,IAB26,IAB7-3,IAB25-3,IAB14-4,IAB8-5,IAB14-2,IAB25-5,IAB8-18,IAB7-39,IAB11,IAB25-6,IAB14-3,IAB7-41,IAB9-9",,,,13416.285112411635,958.3061,958.3061
693ff17dacc6e5cd2311ae4b,Azalp Technologies Private Limited,69a335d4646fe74838526bfe,RigiTv,"IAB25-6,IAB7-28,IAB7-42,IAB14-3,IAB7-29,IAB25-1,IAB23,IAB11,IAB8-5,IAB14-8,IAB18-2,IAB14-2,IAB7-30,IAB9-9,IAB7-41,IAB25-4,IAB25-3,IAB14-4,IAB7-3,IAB8-18,IAB26,IAB25-5,IAB25-2,IAB7-5,IAB7-39",,,,13197.502606167938,942.6788,942.6788
561e8d946b8d90f61a001e51,SyndarkStudio,556c6feaf4961f595d00013c,Crafting and Building,"IAB14-4,IAB7-41,IAB25-4,IAB7-3,IAB25-5,IAB25-3,IAB25-2,IAB23,IAB7-28,IAB25-1,IAB26,IAB11,IAB18-2,IAB14-2,IAB7-29,IAB7-30,IAB25-6,IAB14-3,IAB7-39,IAB8-5,IAB14-8,IAB8-18,IAB7-42,IAB9-9,IAB7-5",,,,12940.075315652493,924.2911,924.2911
6486da2ba6bfa20014cb5d31,Brainmobi Technologies,66066759c0c070078a97673c,CLG iOS,"IAB25-6,IAB8-18,IAB7-30,IAB11,IAB23,IAB7-42,IAB7-28,IAB7-5,IAB14-8,IAB25-1,IAB7-29,IAB26,IAB25-4,IAB14-2,IAB14-4,IAB7-3,IAB25-3,IAB25-5,IAB7-39,IAB14-3,IAB18-2,IAB9-9,IAB7-41,IAB25-2,IAB8-5",,,,12852.212202913444,918.0152,2208.2719
68f4da512fef766b2dac1581,bridgeworks,69017e99b383cce7e0b8120b,캐시모어-안드로이드,"IAB14-4,IAB7-39,IAB7-28,IAB7-3,IAB8-18,IAB23,IAB7-41,IAB26,IAB25-5,IAB7-30,IAB9-9,IAB14-8,IAB11,IAB7-29,IAB14-3,IAB7-5,IAB25-6,IAB25-3,IAB18-2,IAB7-42,IAB25-2,IAB25-1,IAB8-5,IAB25-4,IAB14-2",,,,12794.129958209685,913.8664,932.577
69fb02a08f95e24c6f99ed31,Dapps Pte Ltd,69fb037f637148d12c1cf74d,playus iOS,"IAB7-29,IAB7-41,IAB14-3,IAB7-42,IAB14-2,IAB25-3,IAB25-1,IAB11,IAB25-5,IAB14-8,IAB7-30,IAB8-5,IAB7-3,IAB25-4,IAB7-39,IAB8-18,IAB26,IAB25-6,IAB23,IAB18-2,IAB9-9,IAB7-5,IAB7-28,IAB14-4,IAB25-2",,,,12513.2554386472,893.804,1033.7989
57d2eef0e719d7871d00006e,Flyclops LLC,5fa43a77959e8551bb20d2be,Domino!,"IAB25-5,IAB14-4,IAB25-4,IAB7-41,IAB26,IAB7-28,IAB7-5,IAB14-2,IAB7-42,IAB9-9,IAB14-3,IAB18-2,IAB7-29,IAB7-3,IAB14-8,IAB8-5,IAB8-18,IAB23,IAB7-39,IAB25-2,IAB25-3,IAB7-30,IAB25-6,IAB25-1",,,,12494.773105257897,892.4838,1127.2594
67e409397b1b830011800180,MobiSystems Ltd,68aea78b0212c2d06bac02c3,"MobiOffice: Word, Sheets, PDF","IAB25-6,IAB7-41,IAB25-3,IAB7-5,IAB7-3,IAB23,IAB26,IAB25-1,IAB25-5,IAB14-4,IAB14-8,IAB25-2,IAB9-9,IAB11,IAB7-29,IAB14-2,IAB7-42,IAB14-3,IAB8-5,IAB7-30,IAB7-39,IAB7-28,IAB18-2,IAB8-18,IAB25-4",,,,12406.485250539761,886.1775,1121.0718
689569d830ab905c133aa3c5,HONG KONG JIAHENG TECHNOLOGY LIMITE,69cbdb1429ef4f8d2a743fa3,Color Power Pop,"IAB7-29,IAB9-9,IAB7-42,IAB18-2,IAB14-3,IAB8-18,IAB25-1,IAB11,IAB8-5,IAB25-4,IAB14-8,IAB7-30,IAB7-41,IAB25-5,IAB25-3,IAB14-4,IAB25-6,IAB7-28,IAB14-2,IAB7-3,IAB26,IAB7-5,IAB23,IAB25-2,IAB7-39",,,,11968.053720221145,854.861,2681.0169
561e8d936b8d90f61a0013cf,IP Timoshkov,6284a850442dce6cae1615e8,Fillword iOS,"IAB7-39,IAB7-30,IAB7-5,IAB7-28,IAB23,IAB8-18,IAB14-8,IAB7-29,IAB7-41,IAB7-42,IAB25-6,IAB25-1,IAB9-9,IAB14-2,IAB14-4,IAB8-5,IAB7-3,IAB25-3,IAB26,IAB14-3,IAB25-5,IAB25-4,IAB11,IAB18-2,IAB25-2",,"634f8edc0617c5001b20f9a7,5fd73c61617f68000fb6584f,62d4edd34b2125001b0a042a","682c210a97ed30d134a3820c,6453ba857b4e695e778d6ef9,68f736ed8c353b71e0b7d909",11925.75810429127,851.8399,2346.2249
5ec639e58150da0015b5c467,smart jam,68c38a7e4b9f993905bab4d8,Clean009,"IAB8-5,IAB14-2,IAB7-42,IAB14-4,IAB25-5,IAB25-4,IAB25-3,IAB7-3,IAB7-29,IAB25-1,IAB23,IAB7-28,IAB14-8,IAB25-6,IAB14-3,IAB7-5,IAB9-9,IAB7-41,IAB25-2,IAB8-18,IAB7-30,IAB18-2,IAB11,IAB7-39,IAB26",,,,11893.305417913192,849.5218,1850.4315
67347bc8d694410011b7e2ef,Riseup Infotech,695bba07c9bdaccfbb31ef23,QR & Barcode Scanner,"IAB25-4,IAB9-9,IAB7-42,IAB14-3,IAB7-28,IAB18-2,IAB25-5,IAB7-29,IAB7-5,IAB8-18,IAB23,IAB25-2,IAB14-4,IAB11,IAB25-6,IAB26,IAB7-39,IAB14-8,IAB7-41,IAB14-2,IAB8-5,IAB7-30,IAB7-3,IAB25-1,IAB25-3",,,,11781.10662160122,841.5076,988.8401
69eb7528a33b05d61de623e5,DVapps AB,69eb79e13e2ffb9da91d6d3f,Granny_Android_Interstitial,"IAB7-39,IAB14-4,IAB9-9,IAB8-18,IAB7-3,IAB25-6,IAB25-5,IAB7-41,IAB25-2,IAB7-28,IAB18-2,IAB7-42,IAB11,IAB7-29,IAB14-3,IAB25-1,IAB14-8,IAB25-4,IAB8-5,IAB26,IAB14-2,IAB7-30,IAB23,IAB25-3,IAB7-5",,,,11750.783064998835,839.3416,1188.23
69a33528e458622da39fd9d8,StepUp App,69a337c63630b752386bb689,StepUp iOS,"IAB14-4,IAB25-5,IAB26,IAB25-4,IAB14-8,IAB9-9,IAB23,IAB7-30,IAB11,IAB25-1,IAB25-2,IAB18-2,IAB14-3,IAB25-3,IAB25-6,IAB14-2,IAB8-5,IAB8-18,IAB7-39",,,,11384.901459370001,813.2072,1002.3456
69c62dd58cf790e099c02480,Intelligence Stream INC,69e6e1a6b1e4be9ed98861c3,GreatShort,"IAB25-3,IAB8-5,IAB14-2,IAB25-4,IAB14-4,IAB25-5,IAB7-29,IAB25-2,IAB7-3,IAB9-9,IAB11,IAB14-3,IAB7-28,IAB8-18,IAB23,IAB25-6,IAB25-1,IAB7-5,IAB7-30,IAB7-42,IAB7-41,IAB14-8,IAB18-2,IAB7-39,IAB26",,,,11366.60303576168,811.9002,1544.5544
62bfddc4553335001b671041,CNRS,62bfde415d756f0de97c227a,워드빗 영어 (WordBit으로 잠금화면에서 자동학습),"IAB7-39,IAB7-30,IAB7-28,IAB23,IAB8-18,IAB7-29,IAB26,IAB25-6,IAB7-42,IAB18-2,IAB25-3,IAB25-1,IAB7-5,IAB8-5,IAB25-4,IAB14-4,IAB14-2,IAB25-2,IAB9-9,IAB7-3,IAB11,IAB14-8,IAB25-5,IAB14-3,IAB7-41",,,,11197.7545622358,799.8396,1560.6904
679868362d6d8a00115eb04b,LUCKY BIRD LIMITED,6948bbf78dc394ead5f8bad4,Star Twinkle: Pop & Dream,"IAB7-42,IAB7-29,IAB7-3,IAB25-1,IAB25-6,IAB7-5,IAB26,IAB7-28,IAB18-2,IAB9-9,IAB14-8,IAB8-5,IAB7-30,IAB25-4,IAB14-4,IAB23,IAB25-3,IAB14-2,IAB11,IAB25-2,IAB25-5,IAB8-18,IAB7-39,IAB7-41,IAB14-3",,,,11066.87218203305,790.4909,2500.0532
628dd078e4d67500147c6cc2,Viva Games Studios,634d6667e3250700d2b15b85,Mini Soccer Star,"IAB7-3,IAB14-4,IAB25-5,IAB25-2,IAB7-41,IAB25-3,IAB18-2,IAB9-9,IAB25-1,IAB14-2,IAB7-39,IAB8-5,IAB7-30,IAB26,IAB25-6,IAB14-3,IAB7-29,IAB14-8,IAB25-4,IAB8-18,IAB7-28,IAB23,IAB7-5,IAB7-42",,,,10920.357802569328,780.0256,1542.1933
57e0a10627faef781e000031,光点图灵,69d4dba5c6080cd56d9ec589,Rap Star:Idle Clicker,,,,,10117.850462007189,722.7036,1153.2526
69731b922334b471dc1f0a26,"ZenithNova Technology Co, Limited",6979a206a265576fe9241502,FlickJoy,"IAB25-4,IAB7-3,IAB7-29,IAB14-4,IAB25-6,IAB14-3,IAB7-5,IAB25-3,IAB7-28,IAB7-39,IAB8-18,IAB23,IAB9-9,IAB25-1,IAB26,IAB7-30,IAB14-2,IAB8-5,IAB14-8,IAB11,IAB25-2,IAB18-2,IAB7-42,IAB25-5,IAB7-41",,,,9921.517850839477,708.6798,708.6798
686e09cb49fa94001121cd60,BEEFUN PTE LTD,68b6880a45dd3cedc41fb20a,Cycle AI,"IAB7-28,IAB25-5,IAB8-18,IAB23,IAB9-9,IAB25-6,IAB7-5,IAB25-4,IAB7-39,IAB26,IAB14-2,IAB14-3,IAB7-3,IAB25-2,IAB8-5,IAB7-42,IAB25-3,IAB18-2,IAB14-4,IAB14-8,IAB7-30,IAB7-41,IAB25-1,IAB11,IAB7-29",,,,9789.875237221919,699.2768,784.3521
610a97385335b40017097b19,Neron\'s Brother Sàrl,610a9babaf13cf5a53374730,Supreme Duelist Stickman,"IAB8-5,IAB14-1,IAB7-5,IAB14-4,IAB17-18,IAB7-29,IAB7-41,IAB25-5,IAB13-2,IAB18-2,IAB7-30,IAB9-9,IAB14-3,IAB7-42,IAB25-6,IAB26,IAB25-3,IAB7-3,IAB11,IAB25-1,IAB7-39,IAB14-8,IAB25-4,IAB25-2,IAB14-2,IAB8-18,IAB23,IAB7-28",,,,9788.396320433865,699.1712,1070.4451
628dd078e4d67500147c6cc2,Viva Games Studios,634d441288202f8d3cffe242,Mini Soccer Star,"IAB7-3,IAB14-4,IAB25-5,IAB25-2,IAB7-41,IAB25-3,IAB18-2,IAB9-9,IAB25-1,IAB14-2,IAB7-39,IAB8-5,IAB7-30,IAB26,IAB25-6,IAB14-3,IAB7-29,IAB14-8,IAB25-4,IAB8-18,IAB7-28,IAB23,IAB7-5,IAB7-42",,,,9499.020726735329,678.5015,1542.1933
63f6e053f2530c0014040661,Stellaxia,63f6e2af808a0368fef63542,Blur Background Photo Effect,"IAB14-8,IAB26,IAB18-2,IAB7-30,IAB25-6,IAB25-1,IAB9-9,IAB7-39,IAB14-2,IAB7-3,IAB25-4,IAB7-41,IAB14-3,IAB7-5,IAB7-28,IAB25-2,IAB23,IAB8-18,IAB25-5,IAB7-29,IAB14-4,IAB7-42,IAB25-3,IAB8-5,IAB11",,,,9283.55221983581,663.1109,667.8729
5ec639e58150da0015b5c467,smart jam,673ef71f01f19870b26603c8,Smart Remote,"IAB8-5,IAB14-2,IAB7-42,IAB14-4,IAB25-5,IAB25-4,IAB25-3,IAB7-3,IAB7-29,IAB25-1,IAB23,IAB7-28,IAB14-8,IAB25-6,IAB14-3,IAB7-5,IAB9-9,IAB7-41,IAB25-2,IAB8-18,IAB7-30,IAB18-2,IAB11,IAB7-39,IAB26",,,,9261.23172643789,661.5166,1850.4315
67af94af2d6d8a00115f77e7,App Lock LLC,67d1e1671344946c80e455c1,Applock Pro,"IAB8-5,IAB25-2,IAB7-3,IAB18-2,IAB9-9,IAB14-2,IAB7-29,IAB25-4,IAB26,IAB7-5,IAB7-30,IAB7-28,IAB25-6,IAB7-39,IAB8-18,IAB14-8,IAB25-5,IAB23,IAB25-1,IAB11,IAB25-3,IAB7-42,IAB14-3,IAB7-41,IAB14-4",,,,9259.145082320749,661.3675,914.9461
684fe54ac0642e00113b0386,DGD Soft,6989c0210df678167264bc4e,M20-Funny Prank - Crazy Sounds,"IAB7-29,IAB7-28,IAB7-30,IAB7-5,IAB25-6,IAB25-1,IAB7-39,IAB23,IAB7-3,IAB26,IAB14-2,IAB8-5,IAB25-4,IAB25-3,IAB14-4,IAB8-18,IAB14-3,IAB25-5,IAB25-2,IAB7-41,IAB11,IAB14-8,IAB7-42,IAB18-2,IAB9-9",,,,9230.165306654673,659.2975,659.2975
649dcc52cc1081001190a228,"Pogo Technologies, Inc",65e8c639c8510816ad30c479,Pogo,"IAB11,IAB8-18,IAB7-29,IAB25-6,IAB14-3,IAB7-30,IAB9-9,IAB14-2,IAB14-8,IAB18-2,IAB25-5,IAB7-41,IAB7-39,IAB23,IAB25-2,IAB25-1,IAB7-28,IAB25-3,IAB7-5,IAB7-42,IAB7-3,IAB14-4,IAB25-4,IAB26,IAB8-5",,,,8854.416377568567,632.4583,686.7778
623adc3c678f5b0018e5064e,FASTPOTATO PTE. LTD,623ae0f656e1b8e981816dc2,PotatoVPN,"IAB14-3,IAB18-2,IAB9-9,IAB7-42,IAB7-29,IAB25-1,IAB25-4,IAB14-8,IAB7-39,IAB11,IAB25-2,IAB7-5,IAB25-6,IAB14-2,IAB26,IAB8-5,IAB25-3,IAB7-3,IAB7-28,IAB8-18,IAB25-5,IAB23,IAB14-4,IAB7-41,IAB7-30",,,,8851.785017916838,632.2704,633.6857
69ead3c0a33b05d61de6186b,Meta Innovation Limited,69eae0643e2ffb9da91d5c24,StickerHub iOS,"IAB25-1,IAB18-2,IAB7-28,IAB7-5,IAB7-30,IAB25-2,IAB8-5,IAB9-9,IAB14-3,IAB14-8,IAB11,IAB25-3,IAB7-41,IAB14-4,IAB25-5,IAB7-39,IAB26,IAB25-4,IAB7-29,IAB23,IAB8-18,IAB7-3,IAB7-42,IAB14-2,IAB25-6",,,,8770.524247438356,626.466,1943.9115
67a5ee6ace727c001181ae08,HITV,6a02ce537e1f4431ec746a7b,KuuTV - vp,,,,,8759.263365156305,625.6617,729.3413
652f4aa5b1392d0011254622,"Duck Co, Ltd",653b335e95201dc8a91e3797,QR Scanner,,,,,8696.723290418247,621.1945,744.5212
69240987e9007a0c233ee8f5,CHIP DIGITAL PTE LTD,695b2e5a2e042815bc62d8de,Vizo Lite,"IAB25-6,IAB9-9,IAB18-2,IAB26,IAB7-5,IAB25-5,IAB23,IAB8-18,IAB14-4,IAB25-1,IAB7-30,IAB7-3,IAB14-2,IAB25-3,IAB14-3,IAB7-29,IAB7-41,IAB7-28,IAB14-8,IAB8-5,IAB11,IAB7-39,IAB25-4,IAB25-2,IAB7-42",,,,8675.720237029655,619.6943,653.1895
6256ab6a408c570018e1ef24,720 Media LLC,6256abb9779aeeff574078ba,Fun Offline Games,"IAB14-8,IAB11,IAB25-2,IAB14-3,IAB26,IAB7-29,IAB7-28,IAB7-39,IAB25-5,IAB8-5,IAB14-4,IAB14-2,IAB25-3,IAB25-4,IAB7-5,IAB7-42,IAB18-2,IAB7-41,IAB25-6,IAB9-9,IAB25-1,IAB7-3,IAB23,IAB8-18,IAB7-30",,,,8671.875700556358,619.4197,915.7231
5acced705592f30a08b545e8,Clipwire Games,67929fb0ac670fb86b084e2d,MONOPOLY: Bingo!,"IAB25-2,IAB25-1,IAB7-41,IAB26,IAB7-5,IAB25-3,IAB25-6,IAB7-39,IAB8-5,IAB14-8,IAB18-2,IAB14-3,IAB7-29,IAB7-42,IAB9-9,IAB14-4,IAB23,IAB8-18,IAB25-5,IAB7-28,IAB7-3,IAB14-2,IAB25-4,IAB7-30",,,,8573.382048219615,612.3844,1518.7588
68d8fd48929af3ce180455e0,Cranberry Apps GmbH & Co KG,68d8fdb68fe35d3c0053c51c,Splash,"IAB7-5,IAB25-6,IAB7-28,IAB7-3,IAB7-41,IAB14-4,IAB25-5,IAB14-2,IAB9-9,IAB7-30,IAB14-8,IAB11,IAB18-2,IAB7-29,IAB14-3,IAB26,IAB7-42,IAB25-3,IAB25-1,IAB25-2,IAB23,IAB8-18,IAB25-4,IAB8-5,IAB7-39",,,,8268.292540786331,590.5923,590.5923
6823ff6a9886e60011610e2b,JuTong,6a02c7e57e1f4431ec7469f8,zmodo,"IAB25-1,IAB26,IAB14-3,IAB14-8,IAB9-9,IAB8-5,IAB7-5,IAB23,IAB7-39,IAB7-28,IAB14-4,IAB8-18,IAB25-6,IAB25-2,IAB14-2,IAB7-3,IAB25-4,IAB11,IAB7-41,IAB7-29,IAB25-5,IAB7-30,IAB25-3,IAB7-42,IAB18-2",,,,8216.839079193629,586.9171,1582.6014
68bea2d0617708ff36617d22,The Kowloon Motor Bus Company (1933,68bea3df9dc29aad6ea1f5d4,App1933,"IAB7-5,IAB8-18,IAB25-5,IAB23,IAB7-3,IAB25-1,IAB7-42,IAB7-28,IAB25-3,IAB7-39,IAB25-4,IAB7-30,IAB7-29,IAB25-6,IAB25-2,IAB14-3,IAB14-2,IAB18-2,IAB14-8,IAB14-4,IAB8-5,IAB11,IAB9-9,IAB7-41,IAB26",,,,7805.0933433710525,557.5067,587.9636
676a86d2aeb0a90011074a6d,香港晴天互聯科技有限公司,69e0a5ec56e5916218c1fcc8,H001,"IAB25-5,IAB8-18,IAB7-39,IAB23,IAB26,IAB7-28,IAB7-30,IAB7-3,IAB8-5,IAB25-4,IAB14-4,IAB14-2,IAB25-1,IAB25-2,IAB7-29,IAB11,IAB7-5,IAB25-3,IAB7-41,IAB14-3,IAB7-42,IAB25-6,IAB9-9,IAB18-2,IAB14-8",,,,7788.73262403381,556.338,867.3006
69d0f41d7dbb2c94758d51e1,zFont,69d0f75138a5fc953359e443,zFont 3,"IAB7-39,IAB25-1,IAB25-4,IAB25-6,IAB8-18,IAB9-9,IAB25-2,IAB26,IAB7-28,IAB23,IAB14-2,IAB7-3,IAB14-3,IAB25-3,IAB14-4,IAB7-42,IAB18-2,IAB11,IAB8-5,IAB7-30,IAB14-8,IAB7-29,IAB25-5,IAB7-41,IAB7-5",,,,7709.90448154648,550.7075,550.7075
636c9b71d2a626001792c17f,Saevio Apps,636d12dd241b83168b524457,Weather 1 Android,"IAB14-2,IAB11,IAB7-42,IAB14-3,IAB9-9,IAB7-29,IAB25-1,IAB14-8,IAB18-2,IAB7-3,IAB7-41,IAB14-4,IAB25-3,IAB25-5,IAB7-5,IAB23,IAB8-18,IAB7-28,IAB25-4,IAB8-5,IAB7-30,IAB7-39,IAB26,IAB25-2,IAB25-6",,,,7650.230671898758,546.445,546.445
66d2a1e93db5f70011e69274,GROW APP SOLUTIONS LLP,67061cebef3ddf40c491406f,Messages,"IAB7-5,IAB26,IAB25-1,IAB14-8,IAB18-2,IAB25-6,IAB7-30,IAB7-3,IAB9-9,IAB25-4,IAB14-2,IAB7-41,IAB14-4,IAB7-29,IAB8-18,IAB23,IAB25-2,IAB25-5,IAB14-3,IAB7-39,IAB7-28,IAB11,IAB8-5,IAB7-42,IAB25-3",,,,7519.236746810999,537.0883,1744.2894
674ae9323800780011af68ca,Mostafa Vafi,6903ce8d9664e76e5b26150c,aka,"IAB25-1,IAB14-4,IAB26,IAB7-28,IAB8-18,IAB23,IAB14-3,IAB25-6,IAB7-39,IAB7-5,IAB7-3,IAB11,IAB8-5,IAB25-3,IAB25-4,IAB25-2,IAB18-2,IAB7-42,IAB7-29,IAB25-5,IAB7-41,IAB14-2,IAB7-30,IAB9-9,IAB14-8",,,,7514.733284909274,536.7667,961.3066
6823ff6a9886e60011610e2b,JuTong,695f5d7f012a302218f674d5,v720,"IAB25-1,IAB26,IAB14-3,IAB14-8,IAB9-9,IAB8-5,IAB7-5,IAB23,IAB7-39,IAB7-28,IAB14-4,IAB8-18,IAB25-6,IAB25-2,IAB14-2,IAB7-3,IAB25-4,IAB11,IAB7-41,IAB7-29,IAB25-5,IAB7-30,IAB25-3,IAB7-42,IAB18-2",,,,7486.276489222993,534.734,1582.6014
