market_id,exchange,revenue
com.tripledot.woodoku,VUNGLE,266956.24292699137
com.macrovideo.v380pro,VUNGLE,266718.6798349611
1407852246,VUNGLE,265060.0213100101
329218549,VUNGLE,261628.02687500074
fr.vinted,VUNGLE,261062.7459860304
6754243057,VUNGLE,259672.0682349359
295646461,APPODEAL,257214.26667399902
6754668686,VUNGLE,254121.05422799938
6748950306,APPODEAL,253966.96703552402
com.lenovo.anyshare.gps,VUNGLE,253814.67029299916
com.nebula.mahjongtile,VUNGLE,253618.25929498224
517539894,VUNGLE,251000.39859397625
591560124,INNERACTIVE_DIRECT,250411.97032994826
academy.gocrypto.trading,VUNGLE,250086.0781310049
com.imo.android.imoim,VUNGLE,249944.18506530847
6747875092,VUNGLE,249083.0628999999
com.block.juggle,INMOBI,247853.2489560621
395979574,APPODEAL,246250.7545219881
550928207,VUNGLE,244506.81986019554
587366035,VUNGLE,244475.2608230431
6463127238,VUNGLE,243366.39136596743
com.mxtech.videoplayer.ad,VUNGLE,242896.6879859044
net.zedge.android,INNERACTIVE_DIRECT,241471.57201099713
850417475,VUNGLE,240863.59515498194
1545567989,VUNGLE,240032.94628392812
com.metropcs.metrozone,DOUBLECLICK,239938.40007105857
eu.livesport.FlashScore_com,VUNGLE,239723.09081554576
com.grindrapp.android,INMOBI,238978.05628600356
6741408932,VUNGLE,238799.1449509845
388627783,VUNGLE,238617.32574197528
1617391485,VERVE,238223.47137243187
com.truecaller,BIGO,237579.3586080008
1521236603,VUNGLE,237431.1977909995
com.miniclip.eightballpool,VUNGLE,236924.05223700285
314716233,INMOBI,236611.29173501837
com.easybrain.crossword.puzzles,VUNGLE,235039.62207506484
6475168012,VUNGLE,234929.71319801494
1644847077,VUNGLE,233383.02076201647
6502341730,VUNGLE,232863.90273199513
com.vitastudio.mahjong,INMOBI,232244.8535419794
com.resultadosfutbol.mobile,VUNGLE,231517.84561687382
com.Beauchamp.Messenger.external,INNERACTIVE_DIRECT,230743.81889697007
com.enflick.android.TextNow,INNERACTIVE_DIRECT,226115.93537600004
com.ecffri.arrows,VUNGLE,225158.09531999583
6608975929,VUNGLE,224159.58917196916
319881193,MINTEGRAL,222542.39285102286
com.wood.block.sudoku.puzzle.bm,VUNGLE,222420.4951619699
com.instabridge.android,VUNGLE,221362.95528250677
6754384144,VUNGLE,219646.38566199673
com.xiaomi.mipicks,MINTEGRAL,219357.59696399144
com.vitastudio.mahjong,BIGO,217408.4043109724
1317978215,VUNGLE,216810.01914194186
1544750895,VUNGLE,216371.93983699198
336435697,VUNGLE,214694.98556787992
1355464544,VUNGLE,214307.41462592492
1463509237,VUNGLE,214059.68089199817
1176027022,VUNGLE,212622.5842460004
488575683,INMOBI,212073.23522188957
com.flightradar24free,VUNGLE,211731.56740910112
1491074310,VUNGLE,211687.29945697682
6499306806,VUNGLE,209517.56009198527
6590876141,VUNGLE,209346.05633496927
605569663,VUNGLE,206908.00049652567
com.metropcs.metrozone,INMOBI,206663.61533599114
com.metropcs.metrozone,MINTEGRAL,205606.17895800044
517539894,NIMBUS,204996.4655689901
com.blockchainvault,VUNGLE,204928.63658803137
com.fugo.wow,VUNGLE,203899.83529902573
301987699,VUNGLE,203800.37039699423
553834731,DOUBLECLICK,203016.6851500119
com.playit.videoplayer,VERVE,202398.6403569494
com.oakever.tiletrip,INNERACTIVE_DIRECT,201838.73595596707
com.badoo.mobile,VUNGLE,201757.5210510828
6746465127,VUNGLE,200515.05400099658
6748950306,INMOBI,199985.59861474502
1579356887,VUNGLE,198928.64679997065
1671705818,DOUBLECLICK,198711.39075909735
com.bigwinepot.nwdn.international,VUNGLE,197146.8504749966
1443446174,VUNGLE,196401.62747999807
6755425214,VUNGLE,195780.31681895765
6547858927,VUNGLE,194944.97594997656
6758184735,VUNGLE,194752.28384701052
591560124,VERVE,193698.57242397795
com.oakever.tiletrip,APPODEAL,192854.51443704622
com.xiaomi.mipicks,BIGO,191661.36201300772
6748950306,VERVE,191560.6039097763
com.weather.Weather,INMOBI,191097.83442699825
6449190344,BIGO,190939.54740300082
921765888,VUNGLE,190646.4136128989
com.weather.Weather,VUNGLE,189533.63635200102
1095569891,VUNGLE,186690.97759097192
543186831,VUNGLE,185646.75071900396
1544750895,KONTEXT,185600.36490501207
6499293031,VUNGLE,185130.8440530001
6754384144,APPODEAL,184698.50222300005
1452227871,VUNGLE,184524.22106101544
1369521645,VUNGLE,184167.46582899164
6505095234,VUNGLE,183659.89770999126
6755183085,APPODEAL,183463.8883290002
com.freereels.app,APPODEAL,181707.5620299942
6444946155,VUNGLE,180432.73254299889
premium.gotube.adblock.utube,VUNGLE,179663.45911702345
6751222488,VUNGLE,179364.69199902087
1025707485,VUNGLE,178901.79607899865
570060128,UNITY,178834.00801300097
1444990764,VUNGLE,178678.81049900863
1250312807,VUNGLE,177783.6333149762
579581125,NIMBUS,177094.1352480561
com.handmark.expressweather,INMOBI,176671.9922809998
295646461,DOUBLECLICK,176304.2887129819
6504279468,VUNGLE,175847.00535796917
com.sofascore.results,VUNGLE,175766.16427305774
com.kiloo.subwaysurf,VUNGLE,175584.4701159995
1557392270,VUNGLE,175264.8736499652
com.playit.videoplayer,VUNGLE,174976.2151520208
com.truecaller,VERVE,174927.79938090153
592331499,VUNGLE,170673.04048396423
6468921495,INNERACTIVE_DIRECT,170097.02916091718
1207472156,APPODEAL,169054.400023103
1584596271,APPODEAL,168446.28048300027
1324604053,VUNGLE,167775.86760003556
997362197,VUNGLE,167535.89401596788
com.aws.android,VERVE,167379.7297609975
591560124,UNITY,167169.25908400377
1602508478,VUNGLE,165970.644645921
1509453185,INMOBI,164842.15464974276
553834731,APPLOVIN,164525.3122579942
com.enzo.paulo,VUNGLE,164522.9937330004
ai.character.app,VUNGLE,160956.60006711667
1619030760,VUNGLE,160324.201465926
com.robtopx.geometryjumplite,VUNGLE,159991.9488730653
com.camerasideas.instashot,VUNGLE,159919.21309598067
1538433480,VUNGLE,159716.8566919996
6448104157,VUNGLE,159510.0455649794
com.miui.msa.global,XIAOMI,159356.659750902
ball.sort.puzzle.color.sorting.bubble.games,INNERACTIVE_DIRECT,158782.13028900267
429610587,NIMBUS,158729.10181400334
1153883316,VUNGLE,158657.52745600604
free.tube.premium.advanced.tuber,VUNGLE,158324.23793291874
1484468651,VUNGLE,157674.48628799955
921765888,UNITY,157111.25570394576
com.gogo.launcher,VUNGLE,156784.8667135034
6504332779,VUNGLE,156356.2024059341
6670430706,VUNGLE,155753.76524202153
one.cryptoguru.cryptotradingacademy,VUNGLE,154223.69722099538
live.shorttv.apps,VUNGLE,153396.8845159993
6480174499,VUNGLE,153394.92333998054
com.dubox.drive,ZMATICOO,153204.07747807988
579581125,DOUBLECLICK,152784.41099697314
1486214495,VUNGLE,152270.94895197698
6446197181,VUNGLE,151626.0431100023
com.imo.android.imoim,PANGLE,150938.98142101755
com.samsung.android.app.spage,VUNGLE,150488.57519900147
com.enflick.android.TextNow,NIMBUS,150019.77041299597
com.free.vpn.super.hotspot.open,VUNGLE,149997.6220479928
336435697,UNITY,149492.07932701329
6739069151,VUNGLE,149187.05078693383
com.offerup,VUNGLE,148630.74431599857
6498883328,APPODEAL,148124.7775623553
321916506,VUNGLE,147891.03033597537
429610587,VUNGLE,146969.83670694722
com.android.thememanager,XIAOMI,146808.42198419504
com.storymatrix.drama,VUNGLE,145898.9167810252
com.storymatrix.drama,APPODEAL,144017.18222199936
1671705818,APPLOVIN,143979.9243423151
6744317674,VUNGLE,142618.08940094188
com.miui.cleaner,XIAOMI,142511.53461106468
com.dubox.drive,VUNGLE,140862.96557799506
1660171117,VERVE,140797.13243997638
921765888,MINTEGRAL,140411.15536697704
com.gamovation.tileclub,VUNGLE,140146.96765496203
6755815731,VUNGLE,138758.47875693883
com.applabstudios.ai.mail.homescreen.inbox,APPODEAL,138562.86088800075
357218860,VUNGLE,137130.1320378993
com.pixel.art.coloring.color.number,INNERACTIVE_DIRECT,136020.01526994468
1191435163,VUNGLE,135495.2386729899
301987699,APPODEAL,135057.82611199436
359917414,CHARTBOOST,134246.09096200304
1492722342,VUNGLE,133794.15449199936
498477945,VUNGLE,133639.2633908739
6756913359,VUNGLE,132989.8354158974
com.justplay.app,VUNGLE,132961.1267039993
1600871388,VUNGLE,132911.52767700207
6737022506,VUNGLE,132516.38802598102
com.xm.csee,VUNGLE,132465.70873697114
com.grindrapp.android,INNERACTIVE_DIRECT,131873.41048195807
6444946155,APPODEAL,131864.39810200018
com.scores365,VUNGLE,130816.96082499612
921765888,INNERACTIVE_DIRECT,130691.6752509863
1610874732,VUNGLE,130689.44092499207
6444407009,VUNGLE,130417.58305199718
videoplayer.videodownloader.downloader,VUNGLE,130267.2236760156
6751225067,VUNGLE,130124.05101500024
359917414,MOBILITYWARE,130091.82587599888
com.applabstudios.ai.mail.homescreen.inbox,VUNGLE,129953.90481899823
399355755,DOUBLECLICK,129877.48615799482
314716233,INNERACTIVE_DIRECT,129843.01236601404
com.hotmini.drama.hot,VUNGLE,129407.7737449987
6745003362,VUNGLE,127886.46481698152
com.superking.parchisi.star,VUNGLE,127624.74697101035
com.bitsmedia.android.muslimpro,VUNGLE,127530.52842301156
6502341730,BIGO,127487.0288159995
6751270213,VUNGLE,126835.78497394954
479280326,VUNGLE,126237.52579996112
6449486871,VUNGLE,126047.40836999714
1667538616,VUNGLE,125953.06304399035
com.football.soccer.league,VUNGLE,125765.19356001343
1389111413,VUNGLE,125018.3419779404
com.ecffri.arrows,INNERACTIVE_DIRECT,124750.13755799913
com.gimica.treasuremaster,VUNGLE,124424.7565189962
1544750895,INNERACTIVE_DIRECT,124383.7111819869
com.soccer.score.star,VUNGLE,124275.31211498124
1197354394,VUNGLE,124154.06930196671
com.truecaller,INNERACTIVE_DIRECT,124146.74623497154
884006786,VUNGLE,124020.20206901176
382617920,INMOBI,123817.28215105891
com.truecaller,INMOBI,123053.6071910007
890378044,VUNGLE,122566.71696000118
com.miui.videoplayer,XIAOMI,121907.8113673312
io.randomco.travel,VUNGLE,121225.54729399797
306310789,APPODEAL,121129.68198542717
com.miui.player,XIAOMI,121083.24782072831
com.arrow.out,VUNGLE,120879.87524097304
1410235921,VUNGLE,120790.18739200238
com.truecaller,A9TAM,120260.12788901522
366247306,VUNGLE,119801.91031592457
6448176203,VUNGLE,119197.7208140003
6738771575,VUNGLE,119140.30366893069
com.supercell.hayday,VUNGLE,118433.79749698125
1407852246,APPODEAL,117556.34710894953
1423046460,APPODEAL,117436.54695851888
1635760774,VUNGLE,117177.29387894523
6749456493,VUNGLE,116709.32243889205
com.miui.home,VUNGLE,116594.10525889257
501306812,VUNGLE,116588.17066300588
com.freereels.app,INNERACTIVE_DIRECT,116575.2658679973
6451208928,VUNGLE,116281.12259791106
1452992954,VUNGLE,116045.00412291312
6748950306,INNERACTIVE_DIRECT,115902.12653441713
399355755,INMOBI,115266.31561200139
com.block.juggle,VERVE,114721.75361094589
com.billiardsgame.ballking,VUNGLE,114443.90069000007
295646461,VERVE,114311.47483899954
834185106,VUNGLE,114307.51097099938
1543351744,VUNGLE,113601.64885399964
1617391485,APPLOVIN,113488.47208072772
1503251395,VUNGLE,113448.57121400049
6748397500,UNITY,111713.70084099969
6446890186,VUNGLE,111377.02283798714
com.litatom.app,VUNGLE,111361.50315404614
6452119853,VUNGLE,111339.27252398863
6743441683,VUNGLE,111228.37622693449
6642698438,VUNGLE,110445.37980991433
1407852246,VERVE,110398.10282190365
1073936461,DOUBLECLICK,110001.48423398781
1442749804,VUNGLE,109370.43293883369
com.mi.globalbrowser,XIAOMI,108480.13141566463
314716233,DOUBLECLICK,108312.298342997
6752973567,VUNGLE,107864.69040800002
com.huub.tiger,DOUBLECLICK,107797.74382300233
1086101495,VUNGLE,107662.96330499275
1193508329,INMOBI,107655.39753286325
com.viber.voip,DOUBLECLICK,107443.4064030237
1608987929,VUNGLE,107183.11829900002
6465991018,VUNGLE,107089.39559700145
356928178,INNERACTIVE_DIRECT,106957.80001306727
1466346433,VUNGLE,106889.38354800006
com.hitappsgames.wordsolitaire,APPODEAL,106526.14417615363
6474133872,VUNGLE,106497.98306392536
com.Gamnest.CandyRace,VUNGLE,106456.39801499687
6448104157,APPODEAL,106291.04407737855
com.oakever.tiletrip,INMOBI,106251.21909199197
1660171117,APPODEAL,106115.24256724851
kr.co.psynet,VUNGLE,105472.77882799164
com.gamma.scan,VUNGLE,105258.99555498043
921765888,INMOBI,105059.95266289185
1146465836,VUNGLE,104967.56416700456
com.samsung.android.game.gamehome,VUNGLE,104935.67575802113
1420294918,VUNGLE,104519.65798997645
com.miui.global.packageinstaller,VUNGLE,104490.82603699941
1584596271,VUNGLE,104188.99562099724
com.flow.mobile,VUNGLE,104143.40766000147
ai.socialapps.speakmaster,INNERACTIVE_DIRECT,103773.9861899996
1487882541,MOBILITYWARE,103419.02423100152
com.niam.smartswitch.phonecloneapp.easytransfer,VUNGLE,103306.54142799857
com.mobilityware.Spades,VUNGLE,103214.08615799507
com.vivo.appstore,VUNGLE,103159.6983291399
6742812903,VUNGLE,102977.92724790446
1531594277,VUNGLE,102851.14159400048
1073936461,APPLOVIN,102470.6434359977
com.freereels.app,TAURUSX,102335.15051702452
1671315416,VUNGLE,102187.5967259729
382617920,VUNGLE,102108.37270494683
com.peoplefun.wordcross,VUNGLE,102075.11651898707
632064380,INNERACTIVE_DIRECT,102037.29974190345
com.grindrapp.android,MINTEGRAL,101856.91818699078
6448392144,VUNGLE,101794.29521491192
1459645446,VERVE,101788.10443999535
1572726361,VUNGLE,101701.32992300099
com.community.oneroom,VUNGLE,101534.65862890241
1163786766,VUNGLE,101151.02471883102
com.weaver.app.prod,INNERACTIVE_DIRECT,101014.657082999
6471265311,VUNGLE,100830.07870999323
1521236603,APPLOVIN,100761.30772199594
1191435163,APPODEAL,100696.49260902687
6499209744,INMOBI,100656.43241199983
com.aura.news.hashtag.news,VUNGLE,100458.5244709995
469463298,VUNGLE,99725.95162200002
6743091090,VUNGLE,98970.8084049882
847492141,VUNGLE,98854.58832796922
6450958246,VUNGLE,98847.33908099965
6449190344,UNITY,98773.53717500006
1595314851,VUNGLE,98742.61197600214
6479528256,VUNGLE,98295.27977699997
com.king.candycrushsodasaga,VUNGLE,97717.08464501164
6498883328,INMOBI,97547.08250791937
com.dubox.drive,INMOBI,97372.98393781755
com.easybrain.art.puzzle,VUNGLE,97304.12726201539
com.newreading.goodreels,VUNGLE,97150.21654099882
1550945606,VUNGLE,96940.86895594392
498477945,INNERACTIVE_DIRECT,96791.39949794742
com.audiomack,VUNGLE,95996.00027300067
6449243946,VUNGLE,95290.64077697802
393048976,VUNGLE,95110.81033500459
6471572249,VUNGLE,94831.9369219995
468996152,NIMBUS,94761.33735900228
6449190344,MINTEGRAL,94242.56922799988
1589762792,VERVE,93871.53256898085
wool.match.color.sort.jam.puzzle,VUNGLE,93843.91855598254
1454213029,VUNGLE,92990.8879009999
6751533084,VUNGLE,92990.1519449995
608206510,VUNGLE,92429.23145799793
6747875092,INMOBI,92148.48633194297
642831690,VUNGLE,91998.29341793036
com.king.farmheroessaga,VUNGLE,91886.04802402202
6747875092,VERVE,91833.34130190268
com.samsung.android.app.spage,SAMSUNG,91686.70195999992
1589762792,VUNGLE,91685.44081300001
com.zynga.words3,VUNGLE,91445.46441299333
1423046460,INMOBI,90541.67565996422
6504122823,VUNGLE,90503.53536799975
714796093,VUNGLE,90484.63579799884
com.tranzmate,VUNGLE,90149.9345709832
512939461,VUNGLE,90129.84483399728
com.Beauchamp.Messenger.external,VUNGLE,89602.24837100116
1658958534,VUNGLE,89410.98234996719
1463509237,APPODEAL,89229.66137899987
1617391485,SMAATO,88706.81290696193
net.supertreat.solitaire,VUNGLE,88650.35880799995
6741703805,VUNGLE,88564.37280498902
video.downloader.videodownloader,INMOBI,88532.75770395552
io.voodoo.paper2,VUNGLE,88482.6959179983
6740326134,INNERACTIVE_DIRECT,88400.76476000051
com.oakever.tiletrip,MINTEGRAL,88266.60322396626
1502193377,VUNGLE,88177.61778194092
382002079,INNERACTIVE_DIRECT,88140.52077698363
1664415775,VUNGLE,87925.21990999988
297368629,VUNGLE,87601.88619100153
1331794412,VUNGLE,87500.68916393252
com.nebula.mahjongtile,BIGO,87346.65336099738
com.handmark.expressweather,VUNGLE,86635.78616599941
1207472156,INNERACTIVE_DIRECT,86460.71958478015
com.dramawave.app,VUNGLE,86329.29985200304
6692629257,VUNGLE,86241.92806994633
6749456493,APPODEAL,86164.59712850564
6446891679,VUNGLE,86160.34929599005
1572661625,VUNGLE,86139.9828299308
6443760593,VUNGLE,86134.43009799937
6633425539,VUNGLE,86116.31979193624
526641427,VUNGLE,86087.55403396611
6479238647,VUNGLE,85805.62489592648
1623318294,VUNGLE,85578.05617899948
6502597181,VUNGLE,85543.72709998743
1633296501,VUNGLE,85371.51092099777
kidultlovin.word.zen,BIGO,85272.51776799148
com.easybrain.number.puzzle.game,VUNGLE,85199.85047097795
514485964,VUNGLE,85024.71281299379
6737874398,VUNGLE,84871.89662300404
553834731,IRONSOURCE,84812.309153998
6751056652,INMOBI,84625.06663899984
6748950306,UNITY,84595.79841789602
6446354191,VUNGLE,84521.94086895291
724594093,VUNGLE,84388.51011500286
382617920,ZMATICOO,84369.80846289423
com.miniclip.cricketleague,VUNGLE,84266.11919399671
com.Hadiz.Holeucaneat,VUNGLE,84238.80535101457
com.easybrain.sudoku.android,VUNGLE,84193.74373997537
1374403536,VUNGLE,83869.6733149623
com.robtopx.geometryjumplite,INNERACTIVE_DIRECT,83741.47558798538
6740043080,APPODEAL,83549.35772775627
1366502697,VUNGLE,83469.782388998
727296976,VUNGLE,83455.63351500043
6740510106,VUNGLE,83218.63078888769
com.loomgames.pixelflow,INNERACTIVE_DIRECT,83170.23303700007
com.mxtech.videoplayer.ad,DOUBLECLICK,83154.20531995385
com.Cash.Drama,VUNGLE,82792.574683
488575683,NIMBUS,82474.73575000379
6754862574,VUNGLE,82262.53523600065
319881193,INNERACTIVE_DIRECT,82082.84647975418
1496354836,INMOBI,81969.7829429529
com.hitappsgames.wordsolitaire,VUNGLE,81652.1023189869
6448104157,INMOBI,81449.90079297715
1643509748,VUNGLE,81410.55962099915
6498883328,UNITY,81295.36717997749
com.pinger.textfree,VUNGLE,81225.30262500262
com.tmobile.m1,DOUBLECLICK,81036.214211002
1089225191,VUNGLE,80956.37789199997
1466297045,VUNGLE,80311.4200759974
6752376239,VUNGLE,80303.24016699972
6740326134,VUNGLE,80252.16875600052
1132762804,SMAATO,80230.95320200015
571801488,INNERACTIVE_DIRECT,80208.45006798972
1196764367,INMOBI,79960.90533596197
445338486,VUNGLE,79817.38086397499
6737214802,VUNGLE,79811.57914998956
1163786766,INMOBI,79685.43119889247
6446891577,VUNGLE,79505.0419949943
jp.naver.linemanga.android,APPODEAL,79360.44715400001
1370293473,DOUBLECLICK,79279.98770699867
1197961218,VUNGLE,79180.31518998025
1382466301,VUNGLE,79132.76811098162
com.oakever.tiletrip,BIGO,79115.35108996453
com.miniclip.carrom,VUNGLE,79044.13236294177
at.ner.SolitaireKlondike,VUNGLE,78979.54874600563
kidultlovin.word.zen,APPODEAL,78922.11500215433
6754900673,VUNGLE,78900.03424093431
1369521645,APPODEAL,78797.88860143645
1641107226,VUNGLE,78781.9551409928
6733244789,VUNGLE,78702.70150495671
com.netshort.abroad,INNERACTIVE_DIRECT,78574.95154899724
com.grindrapp.android,APPODEAL,77931.20384099266
com.ecffri.arrows,APPODEAL,77767.01566900068
1028294311,VUNGLE,77618.61306197962
jp.gocro.smartnews.android,VUNGLE,77569.54089600025
523001403,VUNGLE,77519.69055399856
416048305,INMOBI,77235.78121597444
free.vpn.unblock.proxy.vpnmaster,VUNGLE,77203.88429900717
com.kiloo.subwaysurf,INMOBI,76804.5455459721
1207472156,INMOBI,76791.49834099892
6514312894,VUNGLE,76749.68880699971
1470373330,VUNGLE,76598.57551499757
1498889847,VUNGLE,76315.95447301539
6444837964,VUNGLE,75976.5818849369
570060128,DOUBLECLICK,75781.88981899782
com.picsart.studio,VUNGLE,75630.50853489555
com.king.candycrushsaga,A9TAM,75212.41555401354
6504332779,INMOBI,75179.48130501644
com.rovio.baba,VUNGLE,75166.54547500308
1390423469,VUNGLE,74992.21148599587
6636495643,VUNGLE,74885.53636100309
1602508478,VERVE,74518.91440695769
com.goldendragon.luckyblessing,BIGO,74346.04365599962
6748397500,APPODEAL,74318.98833500105
500962489,APPODEAL,74127.94326802103
1633296501,INMOBI,74082.36769199795
1011626777,VUNGLE,74029.48026298717
6451208928,APPODEAL,73900.93627107551
com.mobilityware.solitaire,VUNGLE,73894.18430599864
1538912205,VUNGLE,73526.54070698752
1104692136,VUNGLE,73520.34456300075
1214223596,VUNGLE,73360.19058797322
6504324020,APPODEAL,73222.67019641658
281940292,NIMBUS,71652.03978499933
com.gamebrain.hexasort,VUNGLE,71631.24987197801
6446005634,BIGO,71498.65904899986
698255242,INNERACTIVE_DIRECT,71400.77019698148
444741112,VUNGLE,71096.56072401477
1500855883,DOUBLECLICK,70871.61225197765
6445905219,APPODEAL,70862.13755200058
com.superplaystudios.dicedreams,VUNGLE,70685.22448000059
com.domobile.applockwatcher,VUNGLE,70674.89259299326
398157427,DOUBLECLICK,70547.37619897266
com.inmobi.weather,INMOBI,70526.40243799791
com.ezt.pdfreader.pdfviewer,VUNGLE,70435.81880299447
1644099880,VUNGLE,70408.77241692609
com.king.candycrushsaga,UNITY,70083.20965400133
1465731199,VUNGLE,70022.49068096961
com.free.vpn.super.hotspot.open,INNERACTIVE_DIRECT,70015.02871700063
894546091,VUNGLE,69850.69549299924
1374403536,INNERACTIVE_DIRECT,69717.68234791986
6747875092,APPODEAL,69499.64626938739
6754098532,VUNGLE,69496.41336997582
6446890132,VUNGLE,69414.62605399199
com.pieyel.scrabble,VUNGLE,69392.23944399513
1542776143,VUNGLE,69385.86428100022
1618041797,VUNGLE,69375.75206894621
6468921495,APPLOVIN,69346.8724130655
393048976,DOUBLECLICK,69338.28916899663
