market_id,exchange,revenue
com.xm.csee,VUNGLE,80952.73714199442
com.block.juggle,INMOBI,80502.5267650125
com.metropcs.metrozone,INMOBI,80460.09194199939
com.sofascore.results,VUNGLE,80269.44362498331
com.tripledot.woodoku,VUNGLE,80061.34586799968
com.lenovo.anyshare.gps,VUNGLE,79122.96668198712
1619030760,VUNGLE,77807.51533396934
com.imo.android.imoim,VUNGLE,77713.59591699806
com.badoo.mobile,VUNGLE,77548.15861600934
6608975929,VUNGLE,77254.42732297341
1344700142,VUNGLE,76282.56981600572
6445905219,VUNGLE,75529.48242000108
com.grindrapp.android,INMOBI,75180.85204800942
1487882541,APPODEAL,74732.37268999981
com.flightradar24free,VUNGLE,74694.55074098754
com.miniclip.eightballpool,VUNGLE,74585.65195199939
com.imo.android.imoim,PANGLE,73888.33189800307
com.weather.Weather,INMOBI,72990.47344099988
382617920,VUNGLE,72517.72420192191
1644847077,VUNGLE,72300.78959997618
ai.character.app,VUNGLE,72207.01223498947
382617920,DOUBLECLICK,71823.93498890048
6502341730,BIGO,71708.44728599959
395979574,APPODEAL,71706.36926299638
1667538256,VUNGLE,71545.95231399708
605569663,VUNGLE,71435.65961100545
com.instabridge.android,VUNGLE,71413.06262702575
com.wood.block.sudoku.puzzle.bm,VUNGLE,71404.51057798981
6748950306,APPODEAL,71392.67869426576
319881193,MINTEGRAL,71216.77977496458
6502341730,VUNGLE,70688.12262599645
587366035,VUNGLE,70624.41109693212
1617391485,VERVE,68662.62868266169
6499306806,VUNGLE,68410.93109398849
1355464544,VUNGLE,68180.35252997931
336435697,VUNGLE,67931.09173702885
com.easybrain.crossword.puzzles,VUNGLE,67810.54820499083
295646461,VERVE,66470.98239400006
6499293031,VUNGLE,66273.84609600155
359917414,MOBILITYWARE,65386.27449000041
com.Beauchamp.Messenger.external,INNERACTIVE_DIRECT,65360.369424996214
1544750895,VUNGLE,65179.96953799666
6468921495,INNERACTIVE_DIRECT,64524.755780961976
com.blockchainvault,VUNGLE,64344.923748999885
550928207,VUNGLE,63833.971623954625
301987699,VUNGLE,62808.087146998005
1545567989,VUNGLE,62588.96628895634
295646461,VUNGLE,62074.43202599672
1250312807,VUNGLE,61942.92520300332
1025707485,VUNGLE,61575.194609016435
com.freereels.app,APPODEAL,61489.16524399933
1459645446,VERVE,60909.94902699808
1491074310,VUNGLE,60044.242503976304
1407852246,VUNGLE,60035.39115899892
1521236603,VUNGLE,59677.557191999695
com.playit.videoplayer,VUNGLE,59605.80153800895
579581125,NIMBUS,59527.10680000145
com.bigwinepot.nwdn.international,VUNGLE,59353.40771899963
592331499,VUNGLE,59080.70682999354
com.robtopx.geometryjumplite,VUNGLE,58886.76420498716
6747875092,VUNGLE,58775.36362500006
com.handmark.expressweather,VUNGLE,57942.40905399993
921765888,UNITY,56365.00543998777
com.enzo.paulo,VUNGLE,55908.822008001654
997362197,VUNGLE,55796.79011597644
net.zedge.android,INNERACTIVE_DIRECT,55659.67049500016
6590876141,VUNGLE,55534.33448598821
com.fugo.wow,VUNGLE,55492.33923398473
com.oakever.tiletrip,INNERACTIVE_DIRECT,55365.82432299662
1369521645,VUNGLE,55084.83183094972
com.miui.home,VUNGLE,54422.859741142674
6741408932,VUNGLE,54402.901846975
1463509237,VUNGLE,54258.994056000076
premium.gotube.adblock.utube,VUNGLE,54225.93564900352
6547858927,VUNGLE,53987.47456496919
1176027022,VUNGLE,53967.58073400042
com.kiloo.subwaysurf,VUNGLE,53948.63672799823
488575683,INMOBI,53868.8513019701
1444990764,VUNGLE,53862.75644999959
6748950306,INMOBI,53527.85521503129
336435697,UNITY,53361.92536000136
6755425214,VUNGLE,53344.90733497434
com.netshort.abroad,INNERACTIVE_DIRECT,53233.20715299767
com.truecaller,A9TAM,52929.98354100178
com.enflick.android.TextNow,NIMBUS,52831.92413200067
com.dubox.drive,ZMATICOO,52743.58618997794
6755183085,APPODEAL,52635.62961899992
1509453185,INMOBI,52491.46188499515
6463127238,VUNGLE,52473.888275972764
1095569891,VUNGLE,52430.70470398825
com.aws.android,VERVE,52372.09476999992
295646461,DOUBLECLICK,52308.04653100087
1500855883,VUNGLE,52235.80586099266
com.Gamnest.CandyRace,VUNGLE,51835.60366899942
1317978215,VUNGLE,51779.84624498
1602508478,VUNGLE,51254.89843597518
6444946155,VUNGLE,51114.1529670001
6754668686,VUNGLE,50954.39266300019
553834731,APPLOVIN,50617.245429000184
com.storymatrix.drama,APPODEAL,50454.618469999936
6758326278,VUNGLE,50386.1969739977
com.truecaller,INMOBI,50258.17630100138
1557392270,VUNGLE,50094.016478977705
com.hotmini.drama.hot,VUNGLE,49858.67003599988
6748397500,APPODEAL,49367.466764999874
543186831,VUNGLE,49141.86715099981
579581125,DOUBLECLICK,49013.74180700272
com.vitastudio.mahjong,BIGO,48835.17899099054
921765888,VUNGLE,48741.1747869813
6670430706,VUNGLE,48701.02675499842
6505095234,VUNGLE,48647.36100098619
com.gogo.launcher,VUNGLE,48638.14735517656
356928178,VUNGLE,48606.38268496684
1153883316,VUNGLE,48401.580010999816
591560124,UNITY,48367.63253698175
com.arrow.out,VUNGLE,48319.82855299256
6449190344,UNITY,47871.719467
6748950306,VERVE,47647.56442497219
921765888,INNERACTIVE_DIRECT,47478.28134600645
one.cryptoguru.cryptotradingacademy,VUNGLE,47459.35227999923
6754384144,VUNGLE,47293.35777599976
com.justplay.app,VUNGLE,46913.94713699996
6444407009,VUNGLE,46772.08197899929
1579356887,VUNGLE,46744.868309981466
1503251395,VUNGLE,46439.63501500384
com.offerup,VUNGLE,46410.94183200028
6504279468,VUNGLE,46407.61874198968
com.camerasideas.instashot,VUNGLE,46163.97121799094
1544750895,INNERACTIVE_DIRECT,45785.71644297578
6444946155,APPODEAL,45772.51823100012
com.truecaller,VERVE,45264.98367397736
6754384144,APPODEAL,45079.467283999955
free.tube.premium.advanced.tuber,VUNGLE,44859.49714399771
live.shorttv.apps,VUNGLE,44671.868566
399355755,DOUBLECLICK,44531.46252700008
io.randomco.travel,VUNGLE,44215.26401299993
429610587,VUNGLE,44208.05566299457
com.gamovation.tileclub,VUNGLE,43878.89563499774
com.miui.msa.global,XIAOMI,43797.14690037845
com.supercell.hayday,VUNGLE,43772.389023004915
6739069151,VUNGLE,43770.47407698873
6751225067,VUNGLE,43633.81069899974
com.soccer.score.star,VUNGLE,43536.812202002315
com.oakever.tiletrip,APPODEAL,43451.341157024915
1191435163,VUNGLE,43338.571770998205
6759763476,VUNGLE,43261.55001100051
314716233,INNERACTIVE_DIRECT,43248.4896289917
com.truecaller,INNERACTIVE_DIRECT,43221.27165500169
videoplayer.videodownloader.downloader,VUNGLE,43197.403206002935
6755815731,VUNGLE,42924.3587719916
com.samsung.android.game.gamehome,VUNGLE,42737.44948999989
com.applabstudios.ai.mail.homescreen.inbox,APPODEAL,42498.20030899995
6449486871,VUNGLE,42478.61235800086
6751222488,VUNGLE,42123.85182799208
1463509237,APPODEAL,41843.92678500001
1454213029,VUNGLE,41765.92018100001
com.android.thememanager,XIAOMI,41753.41448202192
1407852246,VERVE,41731.47756397719
com.billiardsgame.ballking,VUNGLE,41698.45761599991
6446197181,VUNGLE,41653.4973080001
com.applabstudios.ai.mail.homescreen.inbox,VUNGLE,41554.49760000007
6746465127,VUNGLE,41430.154300000686
com.freereels.app,INNERACTIVE_DIRECT,41205.7400649999
com.weather.Weather,VUNGLE,40837.020487999616
com.football.soccer.league,VUNGLE,40795.20544100136
com.vivo.appstore,VUNGLE,40775.171916022555
1660171117,APPODEAL,40675.01124804795
321916506,VUNGLE,40314.03388499807
6748397500,UNITY,40120.35828600015
1452992954,VUNGLE,39924.31400898801
6448104157,VUNGLE,39857.187633980255
com.miui.global.packageinstaller,VUNGLE,39704.2261070001
488575683,NIMBUS,39531.544799001975
479280326,VUNGLE,39441.453763996054
632064380,INNERACTIVE_DIRECT,39393.671801985074
com.storymatrix.drama,VUNGLE,39308.58793400135
com.miui.cleaner,XIAOMI,39217.680797008536
com.dubox.drive,VUNGLE,39172.740733000435
com.superking.parchisi.star,VUNGLE,39171.070202996845
com.gamma.scan,VUNGLE,39016.14964199796
884006786,VUNGLE,39001.32598400499
357218860,VUNGLE,38859.8782420028
1671705818,APPLOVIN,38839.03341019117
com.free.vpn.super.hotspot.open,VUNGLE,38824.51298800034
6749456493,VUNGLE,38573.19403898732
com.oakever.tiletrip,INMOBI,38520.7512939958
1443446174,VUNGLE,38455.802096
1500855883,DOUBLECLICK,38425.219827002365
com.miui.player,XIAOMI,38401.966864077345
1452227871,VUNGLE,38229.093700992766
com.ecffri.arrows,INNERACTIVE_DIRECT,38101.3489360001
com.zynga.words3,VUNGLE,37976.96261300048
1324604053,VUNGLE,37952.48204499569
1207472156,APPODEAL,37923.73370702654
6756913359,VUNGLE,37890.547428987076
1197354394,VUNGLE,37884.33675899874
500962489,APPODEAL,37813.97871100411
com.miui.videoplayer,XIAOMI,37787.26399104509
com.flow.mobile,VUNGLE,37667.979485001044
com.aura.news.hashtag.news,VUNGLE,37522.042706999884
498477945,VUNGLE,37509.617838007085
6504332779,VUNGLE,37404.299300988605
com.viber.voip,VUNGLE,37350.38734700305
6744317674,VUNGLE,37349.59621599711
6445905219,APPODEAL,37340.09293700012
393048976,VUNGLE,37255.598849000206
6737022506,VUNGLE,37246.34087199788
306310789,APPODEAL,37014.61800308473
6642698438,VUNGLE,36953.75299999325
com.mobilityware.Spades,VUNGLE,36886.381251999745
6450958246,VUNGLE,36839.100942999954
1589762792,VERVE,36772.43980199684
921765888,INMOBI,36737.59732100246
1486214495,VUNGLE,36658.430922998494
com.gimica.treasuremaster,VUNGLE,36622.101989999916
com.grindrapp.android,INNERACTIVE_DIRECT,36526.853325999306
591560124,VERVE,36492.61336599857
1538433480,VUNGLE,36390.36243099893
com.mxtech.videoplayer.ad,DOUBLECLICK,36312.784478965
359917414,CHARTBOOST,36247.761059998025
399355755,INMOBI,36240.95634499954
890378044,VUNGLE,35950.78526099987
319881193,INNERACTIVE_DIRECT,35919.12667397673
1492722342,VUNGLE,35826.07284900011
com.huub.tiger,DOUBLECLICK,35813.74003999907
com.easybrain.sudoku.android,VUNGLE,35747.32527300072
1671705818,DOUBLECLICK,35688.2618239907
com.herofightinggames.duck.blast,VUNGLE,35650.767053000585
6738771575,VUNGLE,35568.21739899418
6751270213,VUNGLE,35497.41650400085
921765888,MINTEGRAL,35406.1645700029
com.scores365,VUNGLE,35396.989152000366
jp.naver.linemanga.android,APPODEAL,35367.89794800005
1617391485,APPLOVIN,35334.06077973731
6480174499,VUNGLE,35318.41132499893
com.oakever.arrows,VUNGLE,35300.12647499916
398157427,DOUBLECLICK,35130.25807899913
1484468651,VUNGLE,34963.726317000095
com.freereels.app,TAURUSX,34897.59125099945
1500855883,MINTEGRAL,34692.02719799605
6759763476,APPODEAL,34665.54577900307
366247306,VUNGLE,34648.431959996386
301987699,APPODEAL,34621.51215399963
1410235921,VUNGLE,34608.21375300211
356928178,INNERACTIVE_DIRECT,34559.50140300538
6752973567,VUNGLE,34523.19039400002
1366502697,VUNGLE,34521.24113700112
314716233,DOUBLECLICK,34345.802151000025
1660171117,VERVE,34266.453737995704
6751533084,VUNGLE,34137.36655899996
com.pixel.art.coloring.color.number,INNERACTIVE_DIRECT,34074.101268001126
com.ecffri.arrows,APPODEAL,33935.48672600017
com.litatom.app,VUNGLE,33853.9807590017
1163786766,VUNGLE,33831.12241000757
com.community.oneroom,VUNGLE,33804.953141007325
com.king.candycrushsodasaga,VUNGLE,33473.64449200209
6465991018,VUNGLE,33059.822907999696
1550945606,VUNGLE,32969.48567699368
1407852246,APPODEAL,32957.22991000128
com.robtopx.geometryjumplite,INNERACTIVE_DIRECT,32827.83614299839
net.supertreat.solitaire,VUNGLE,32726.89356000005
1600871388,VUNGLE,32681.026267000023
com.mi.globalbrowser,XIAOMI,32672.034050057555
com.peoplefun.wordcross,VUNGLE,32550.18379099989
6499209744,INMOBI,32375.087677999993
com.dubox.drive,INMOBI,32337.396607029685
com.tmobile.m1,DOUBLECLICK,32226.046262998494
com.audiomack,VUNGLE,32127.876130987737
com.free.vpn.super.hotspot.open,INNERACTIVE_DIRECT,31798.402985000037
io.voodoo.paper2,VUNGLE,31792.309347997274
1420294918,VUNGLE,31591.780373999703
1487882541,MOBILITYWARE,31548.110479000097
com.handmark.expressweather,INMOBI,31368.56286800001
382617920,INMOBI,31344.10047900966
1132762804,VUNGLE,31222.84261300004
com.loomgames.pixelflow,APPODEAL,31157.532836000035
com.pinger.textfree,VUNGLE,31153.807171000277
com.niam.smartswitch.phonecloneapp.easytransfer,VUNGLE,31070.39599999999
com.easybrain.number.puzzle.game,VUNGLE,31069.730007003058
com.oakever.arrows,INNERACTIVE_DIRECT,30969.103101999837
6448392144,VUNGLE,30915.457627998516
6754862574,VUNGLE,30747.482729000818
com.king.farmheroessaga,VUNGLE,30612.44285799883
1635760774,VUNGLE,30557.494763998664
com.pieyel.scrabble,VUNGLE,30540.020947001496
6745003362,VUNGLE,30523.07126100132
517539894,VUNGLE,30512.852622999922
com.newreading.goodreels,VUNGLE,30416.279447999954
6449190344,BIGO,30391.530829000043
1442749804,VUNGLE,30270.732112999514
553834731,IRONSOURCE,30251.135036000127
6448176203,VUNGLE,30246.853625999884
498477945,INNERACTIVE_DIRECT,30114.150374003795
469463298,VUNGLE,29956.17539200098
6737874398,VUNGLE,29937.7596470005
6754900673,VUNGLE,29893.908178999354
com.fxroyale.app,VUNGLE,29858.46290999994
1667538616,VUNGLE,29761.160893000586
1521236603,APPLOVIN,29723.782351000013
6449190344,APPODEAL,29633.442719000104
1146465836,VUNGLE,29515.547983000433
6448104157,APPODEAL,29369.697896043857
6479238647,VUNGLE,29253.890835998973
1498889847,VUNGLE,29179.01307300141
video.downloader.videodownloader,INMOBI,29171.252270997673
1466346433,VUNGLE,29153.734152999983
1191435163,APPODEAL,29137.521278003034
608206510,VUNGLE,29064.921690003164
847492141,VUNGLE,29059.655883999585
570060128,UNITY,28939.451114000025
com.miniclip.carrom,VUNGLE,28800.851064996437
com.weaver.app.prod,INNERACTIVE_DIRECT,28769.22922199942
6747875092,VERVE,28738.64563999606
1089225191,VUNGLE,28629.665036000024
382617920,ZMATICOO,28594.519340002087
com.miniclip.cricketleague,VUNGLE,28562.87185000073
1584596271,APPODEAL,28551.98643700003
6758326278,APPODEAL,28466.207385003105
easy.launcher,DOUBLECLICK,28451.132928997966
894546091,VUNGLE,28284.734907000853
6474133872,VUNGLE,28072.52467900129
1502193377,INMOBI,28038.411487000412
382002079,INNERACTIVE_DIRECT,27986.13837700757
com.Beauchamp.Messenger.external,VUNGLE,27984.85979499976
6502597181,VUNGLE,27955.637388999527
1543351744,VUNGLE,27954.384164999996
6748950306,UNITY,27857.06128797058
1623318294,VUNGLE,27741.797652999972
570060128,DOUBLECLICK,27703.29607700043
6498883328,APPODEAL,27696.672436042325
com.hitappsgames.wordsolitaire,APPODEAL,27626.785260008768
1390423469,VUNGLE,27564.81517000096
1538433480,APPODEAL,27559.45336800005
1389111413,VUNGLE,27508.810122997736
free.vpn.unblock.proxy.vpnmaster,VUNGLE,27487.466036000667
com.grindrapp.android,MINTEGRAL,27469.580141999308
1502193377,VUNGLE,27458.419119002785
416048305,INMOBI,27456.347399992454
6748950306,INNERACTIVE_DIRECT,27450.63928997152
6473000893,VUNGLE,27425.492034001567
com.samsung.android.app.spage,SAMSUNG,27362.376952000224
512939461,VUNGLE,27228.117990999435
569077959,VUNGLE,27226.749992999965
6452119853,VUNGLE,27183.596165000632
1671315416,VUNGLE,27178.410558001826
6741703805,VUNGLE,27134.409903999327
1207472156,INNERACTIVE_DIRECT,27086.056699990484
1193508329,INMOBI,27068.4067690195
1466297045,VUNGLE,26990.844740000295
1423046460,APPODEAL,26927.991515034024
1207472156,INMOBI,26847.892547995223
281940292,NIMBUS,26842.85824200019
6752376239,VUNGLE,26796.531823000045
com.metropcs.metrozone,MINTEGRAL,26794.098703000014
1163786766,INMOBI,26708.0287990173
com.king.candycrushsaga,UNITY,26685.028355000206
6451208928,VUNGLE,26633.820355003234
6742812903,VUNGLE,26541.13704200223
com.radio.pocketfm,VUNGLE,26535.155539999545
com.easybrain.arrow.puzzle.game,VUNGLE,26483.30404200149
6754558455,VUNGLE,26464.769021000073
297368629,VUNGLE,26459.019265999308
445338486,VUNGLE,26443.171181002417
com.kiloo.subwaysurf,INMOBI,26434.89667700968
6749456493,APPODEAL,26402.4140330356
wool.match.color.sort.jam.puzzle,VUNGLE,26364.236725
1369521645,APPODEAL,26325.830036025825
514485964,VUNGLE,26279.606011000375
1633296501,VUNGLE,26114.674030999926
1028294311,VUNGLE,26004.363230000894
1544750895,APPODEAL,25908.341096008135
1658958534,VUNGLE,25832.016515000658
319881193,IRONSOURCE,25487.959922999056
6740043080,APPODEAL,25454.841619045237
com.mobilityware.solitaire,VUNGLE,25446.194456000067
com.Cash.Drama,VUNGLE,25432.014715999834
com.netshort.abroad,APPODEAL,25391.87662100024
359917414,INNERACTIVE_DIRECT,25340.481447998405
1595314851,VUNGLE,25302.9593930002
1502193377,UNITY,25229.79914900068
6751056652,INMOBI,25223.95866099999
com.domobile.applockwatcher,VUNGLE,25190.98903600764
com.dramawave.app,VUNGLE,25142.692082000707
6755183085,VUNGLE,25080.465021000033
com.easybrain.block.puzzle.games,VUNGLE,24933.044085000063
1086101495,VUNGLE,24908.491355999828
6482849843,APPODEAL,24907.078817015372
1572661625,VUNGLE,24906.538539003683
com.audiomack,INMOBI,24896.366317005395
1423046460,INMOBI,24796.361776961494
jp.gocro.smartnews.android,VUNGLE,24779.72729700013
1370293473,DOUBLECLICK,24767.003975000636
com.tranzmate,VUNGLE,24713.19521500019
1382466301,VUNGLE,24640.621474000673
469463298,INMOBI,24482.8160180007
1374403536,INNERACTIVE_DIRECT,24479.953319997247
1643509748,VUNGLE,24461.52240899994
com.superplaystudios.dicedreams,VUNGLE,24456.102102999932
488575683,VUNGLE,24450.228114002377
net.zedge.android,APPODEAL,24312.723321000005
1598997500,INNERACTIVE_DIRECT,24201.64527099983
com.rovio.baba,VUNGLE,24190.82924000044
1470373330,VUNGLE,24160.82083700036
6504324020,APPODEAL,24042.49661301783
com.easybrain.art.puzzle,VUNGLE,24036.670877999455
979101825,VUNGLE,24017.510721000188
526641427,VUNGLE,23944.678579999363
com.viber.voip,DOUBLECLICK,23943.164082997755
1569776448,VUNGLE,23904.191754004005
6449190344,MINTEGRAL,23883.420996000077
1572726361,VUNGLE,23815.005407000055
com.nebula.mahjongtile,BIGO,23785.667514000343
1633296501,INMOBI,23762.23670200001
com.Hadiz.Yogaflex,VUNGLE,23760.465877999533
com.ezt.pdfreader.pdfviewer,VUNGLE,23706.67759099947
com.bigwinepot.nwdn.international,APPODEAL,23674.06998000031
com.oakever.tiletrip,MINTEGRAL,23661.40847300275
com.Gamnest.CandyRace,INNERACTIVE_DIRECT,23627.62928699991
6449243946,VUNGLE,23546.098594000992
6443760593,VUNGLE,23439.91327900024
550928207,INNERACTIVE_DIRECT,23338.46788300194
6747875092,INMOBI,23240.49957397174
6498883328,UNITY,23192.138052991326
1584596271,VERVE,23188.108710000128
com.Hadiz.Holeucaneat,VUNGLE,23179.009982000214
1589762792,VUNGLE,23166.21471999998
834185106,VUNGLE,23125.134473000027
com.mi.globalbrowser,VUNGLE,23096.54052103104
1073936461,VUNGLE,23079.18731300003
1423046460,IRONSOURCE,23026.62218414014
com.puzzlegames.puzzlebrickslegend,VUNGLE,22981.720472995705
1193508329,INNERACTIVE_DIRECT,22950.98902800253
com.king.candycrushsaga,A9TAM,22944.094194998437
1196764367,INMOBI,22883.415311007786
501306812,VUNGLE,22865.938542999505
1496354836,INMOBI,22848.609646967325
1250312807,DOUBLECLICK,22845.607704999857
921765888,NIMBUS,22840.84062600022
com.hitappsgames.wordsolitaire,VUNGLE,22756.257155999487
6479528256,VUNGLE,22752.559384000022
6636495643,VUNGLE,22732.13237600006
1644099880,VUNGLE,22726.497040004742
6523424272,VUNGLE,22692.593144001843
com.pixel.art.coloring.color.number,VUNGLE,22670.13643800024
com.tranzmate,INNERACTIVE_DIRECT,22574.800239999142
6754558455,APPODEAL,22560.891962999976
kidultlovin.word.zen,APPODEAL,22550.84994000197
6742221896,IRONSOURCE,22530.845549973295
com.block.juggle,VERVE,22486.542609001874
eu.livesport.FlashScore_com,INNERACTIVE_DIRECT,22463.42471699911
6498883328,INMOBI,22445.465060978146
6740326134,VUNGLE,22378.29114399981
com.vincentb.MobControl,APPODEAL,22355.219882000903
6451208928,UNITY,22333.028225999555
kr.co.psynet,VUNGLE,22310.499429000312
6743091090,VUNGLE,22271.8696320009
6754098532,VUNGLE,22195.06780100152
523001403,VUNGLE,22139.723882000235
6504332779,INMOBI,22121.62347195113
642831690,VUNGLE,22098.214526004074
at.ner.SolitaireKlondike,VUNGLE,22049.87506399956
714796093,VUNGLE,21967.21201100031
1465731199,VUNGLE,21878.356772000734
1445472541,VUNGLE,21747.158711999986
1531594277,VUNGLE,21731.286253000086
1404165333,VUNGLE,21663.94620500001
1374403536,VUNGLE,21603.116374001525
727296976,VUNGLE,21527.040019999993
