market_id,exchange,ad_format,revenue,creative_type
com.firsttouchgames.dls7,VUNGLE,interstitial,365153.7660150523,video
6751056652,APPODEAL,interstitial,363390.2516930009,video
com.vitastudio.mahjong,INNERACTIVE_DIRECT,interstitial,356590.25634199,video
6482849843,VUNGLE,interstitial,353895.10148298973,video
295646461,VUNGLE,mrec,348569.02819100773,non_video
6743385713,VUNGLE,interstitial,347819.43236797035,video
1472419762,VUNGLE,interstitial,347778.73648099904,video
698255242,APPODEAL,interstitial,345548.96454899746,video
591560124,VUNGLE,banner,345233.47631716554,non_video
1344700142,VUNGLE,interstitial,339986.4650549305,video
880047117,VUNGLE,interstitial,339484.7623090125,video
com.freereels.app,VUNGLE,interstitial,333297.75375810056,video
506627515,VUNGLE,interstitial,325258.45826094976,video
com.microsoft.microsoftsolitairecollection,VUNGLE,interstitial,319317.38335607346,video
com.enflick.android.TextNow,INMOBI,interstitial,315779.28401499655,video
com.sec.android.app.samsungapps,SAMSUNG,interstitial,313319.64416492125,video
1600525061,NIMBUS,interstitial,312896.4166270741,video
591560124,APPODEAL,interstitial,305380.4825390016,video
com.king.candycrushsaga,VUNGLE,interstitial,304548.5843490409,video
428312806,VUNGLE,interstitial,303906.9691979942,video
314716233,VUNGLE,interstitial,303873.63939400093,video
6445905219,VUNGLE,interstitial,303685.59990498703,video
1500855883,VUNGLE,interstitial,298093.88349099725,video
314716233,NIMBUS,banner,296892.702058979,non_video
356928178,VUNGLE,interstitial,296607.9969930169,video
com.particlenews.newsbreak,DOUBLECLICK,interstitial,292622.0824989993,video
com.metro.minus1,VUNGLE,native,291067.00853400346,non_video
1671705818,VUNGLE,interstitial,288717.04430106183,video
698255242,VUNGLE,interstitial,287007.1535159983,video
1388988209,VUNGLE,interstitial,285471.95646808494,video
1636235979,MINTEGRAL,interstitial,283940.6170679942,video
281940292,VUNGLE,banner,282601.7093679966,non_video
1667538256,VUNGLE,interstitial,277824.7267820056,video
1215933788,VUNGLE,interstitial,276399.98393699655,video
com.lemon.lvoverseas,VUNGLE,interstitial,274107.9391040117,video
632064380,VUNGLE,banner,273454.1477490966,non_video
6468921495,UNITY,interstitial,273242.02418299805,video
382617920,DOUBLECLICK,native,269643.1497114398,non_video
1487882541,APPODEAL,interstitial,269120.8563000015,video
329218549,VUNGLE,interstitial,262825.85850999947,video
1407852246,VUNGLE,interstitial,262315.53832100215,video
com.macrovideo.v380pro,VUNGLE,interstitial,258814.37646098292,video
com.nebula.mahjongtile,VUNGLE,interstitial,255349.09921599584,video
com.tripledot.woodoku,VUNGLE,interstitial,253161.5395560005,video
351331194,VUNGLE,interstitial,252077.22048997128,video
632064380,APPLOVIN,banner,251273.90378108772,non_video
6754668686,VUNGLE,interstitial,251243.72938999656,video
com.tripledot.solitaire,VUNGLE,interstitial,249539.78603296055,video
6747875092,VUNGLE,interstitial,248013.76209599947,video
517539894,VUNGLE,interstitial,247351.98239997894,video
academy.gocrypto.trading,VUNGLE,interstitial,245784.27786600855,video
850417475,VUNGLE,interstitial,240581.04484297853,video
net.zedge.android,INNERACTIVE_DIRECT,interstitial,240344.62284399723,video
766443283,INNERACTIVE_DIRECT,native,240041.5001487563,non_video
295646461,APPODEAL,interstitial,239660.01119299966,video
com.miniclip.eightballpool,VUNGLE,interstitial,235977.0579040016,video
com.grindrapp.android,VUNGLE,interstitial,235902.63720499387,video
1521236603,VUNGLE,interstitial,235872.469867998,video
395979574,APPODEAL,interstitial,235304.02257099946,video
591560124,VUNGLE,native,230031.25668201633,non_video
591560124,INMOBI,interstitial,229006.23800199913,video
com.Beauchamp.Messenger.external,INNERACTIVE_DIRECT,interstitial,228873.82836799778,video
468996152,VUNGLE,mrec,228359.7643569934,non_video
com.ecffri.arrows,VUNGLE,interstitial,228187.31561999524,video
com.vitastudio.mahjong,INMOBI,interstitial,228127.0554549873,video
550928207,VUNGLE,interstitial,227172.6261778752,video
com.grindrapp.android,INMOBI,interstitial,226592.87535298732,video
6748950306,VUNGLE,banner,226348.23052007917,non_video
com.lenovo.anyshare.gps,VUNGLE,interstitial,224503.90526196666,video
com.mxtech.videoplayer.ad,VUNGLE,interstitial,223675.66102601035,video
6740043080,VUNGLE,interstitial,223631.6330309985,video
388627783,VUNGLE,interstitial,223077.53441397793,video
1660171117,VUNGLE,interstitial,221975.97236700068,video
com.easybrain.crossword.puzzles,VUNGLE,interstitial,221675.66070400312,video
com.resultadosfutbol.mobile,VUNGLE,interstitial,220253.6531538246,video
com.xiaomi.mipicks,MINTEGRAL,native,219171.9664769861,non_video
6504324020,VUNGLE,interstitial,218109.36894799265,video
com.block.juggle,BIGO,interstitial,218096.73072499834,video
6754384144,VUNGLE,interstitial,217851.4645379966,video
com.block.juggle,INMOBI,interstitial,217398.63438699752,video
com.wood.block.sudoku.puzzle.bm,VUNGLE,interstitial,217244.84864199735,video
1617391485,UNITY,interstitial,216448.99518199672,video
336435697,VUNGLE,interstitial,214229.19029588715,video
1544750895,VUNGLE,interstitial,213738.5907619936,video
1463509237,VUNGLE,interstitial,212618.78941599978,video
6502341730,VUNGLE,interstitial,212004.15479099893,video
1176027022,VUNGLE,interstitial,211638.3401810002,video
com.vitastudio.mahjong,BIGO,interstitial,210394.0312239983,video
6475168012,VUNGLE,interstitial,209899.72564099106,video
com.enflick.android.TextNow,INNERACTIVE_DIRECT,interstitial,209761.62883900243,video
com.instabridge.android,VUNGLE,interstitial,206196.95465600587,video
com.blockchainvault,VUNGLE,interstitial,204762.22973603816,video
517539894,NIMBUS,interstitial,204603.02529798867,video
591560124,INMOBI,native,204019.04691390565,non_video
553834731,DOUBLECLICK,interstitial,203329.06819101248,video
com.miui.global.packageinstaller,XIAOMI,native,202876.22781009972,non_video
com.metropcs.metrozone,MINTEGRAL,interstitial,202283.0043469996,video
6754243057,VUNGLE,interstitial,202215.21809000077,video
301987699,VUNGLE,interstitial,201796.70452899623,video
1207472156,VUNGLE,banner,201550.79840301786,non_video
1644847077,VUNGLE,interstitial,200286.8388739993,video
com.oakever.tiletrip,INNERACTIVE_DIRECT,interstitial,199712.0799399928,video
com.metropcs.metrozone,INMOBI,native,198865.0148219938,non_video
6746465127,VUNGLE,interstitial,197084.2168449974,video
com.bigwinepot.nwdn.international,VUNGLE,interstitial,196725.3298089953,video
1443446174,VUNGLE,interstitial,195186.4013519999,video
319881193,UNITY,interstitial,194751.74129600095,video
1355464544,VUNGLE,interstitial,194278.90206901787,video
com.imo.android.imoim,VUNGLE,interstitial,193514.7558093222,video
com.fugo.wow,VUNGLE,interstitial,192471.0025029947,video
6608975929,VUNGLE,interstitial,192444.48084400094,video
605569663,VUNGLE,interstitial,192000.83936866172,video
com.oakever.tiletrip,APPODEAL,interstitial,190962.53403799413,video
488575683,INMOBI,native,189838.93884891339,non_video
com.xiaomi.mipicks,BIGO,native,188616.50092600792,non_video
com.playit.videoplayer,VERVE,interstitial,186621.79843497995,video
6748950306,APPODEAL,interstitial,185841.61661599897,video
6499293031,VUNGLE,interstitial,185523.47257299986,video
543186831,VUNGLE,interstitial,184912.17700500594,video
579581125,VUNGLE,interstitial,184406.49155399596,video
6755183085,APPODEAL,interstitial,184149.3892880007,video
6754384144,APPODEAL,interstitial,183429.36477700068,video
com.flightradar24free,VUNGLE,interstitial,182924.5462871623,video
com.block.juggle,VUNGLE,native,182144.90304304723,non_video
1545567989,VUNGLE,interstitial,180408.38470901456,video
com.freereels.app,APPODEAL,interstitial,180085.68679199438,video
6444946155,VUNGLE,interstitial,180078.97330299966,video
1025707485,VUNGLE,interstitial,178499.59810799573,video
314716233,VUNGLE,banner,178424.48859899666,non_video
1617391485,INMOBI,banner,178273.08179201736,non_video
1444990764,VUNGLE,interstitial,178170.77288101055,video
1250312807,VUNGLE,interstitial,178013.64948697793,video
570060128,UNITY,interstitial,177686.2845380004,video
1671705818,DOUBLECLICK,interstitial,176676.45626800295,video
281940292,VERVE,native,175943.54754598826,non_video
6758184735,VUNGLE,interstitial,174087.3301600008,video
1196764367,VUNGLE,native,173252.03842096182,non_video
com.kiloo.subwaysurf,VUNGLE,interstitial,171952.77269199645,video
com.truecaller,BIGO,mrec,170261.11887200014,non_video
6590876141,VUNGLE,interstitial,169917.33516999916,video
premium.gotube.adblock.utube,VUNGLE,interstitial,169800.7701390024,video
6751222488,VUNGLE,interstitial,169533.64345300215,video
319881193,VERVE,native,169142.3393899833,non_video
com.playit.videoplayer,VUNGLE,interstitial,167364.3257739224,video
com.badoo.mobile,VUNGLE,interstitial,166757.2038119945,video
1584596271,APPODEAL,interstitial,165938.51552499985,video
com.metropcs.metrozone,DOUBLECLICK,interstitial,164752.61709700405,video
eu.livesport.FlashScore_com,VUNGLE,interstitial,164627.58627210744,video
553834731,APPLOVIN,interstitial,164242.9672219945,video
com.enzo.paulo,VUNGLE,interstitial,164093.17168200086,video
6468921495,INNERACTIVE_DIRECT,interstitial,162495.57056799706,video
592331499,VUNGLE,interstitial,162438.50264599864,video
1579356887,VUNGLE,interstitial,162051.8676319992,video
1317978215,VUNGLE,interstitial,161959.18773800047,video
fr.vinted,VUNGLE,native,161372.9415760066,non_video
382233851,VUNGLE,banner,160886.66728192102,non_video
6755425214,VUNGLE,interstitial,160013.9002740005,video
6499306806,VUNGLE,interstitial,158549.97691499878,video
com.miui.msa.global,XIAOMI,native,158546.6598178418,non_video
1153883316,VUNGLE,interstitial,158513.54806200607,video
295646461,VUNGLE,banner,157027.2680029759,non_video
314716233,NIMBUS,interstitial,156611.16715098973,video
1484468651,VUNGLE,interstitial,156347.5674179999,video
com.gogo.launcher,VUNGLE,native,156296.2234196299,non_video
6670430706,VUNGLE,interstitial,155902.44220902308,video
1617391485,INNERACTIVE_DIRECT,banner,155546.4811514256,non_video
com.miui.global.packageinstaller,XIAOMI,interstitial,154763.49254600026,video
ai.character.app,VUNGLE,interstitial,154677.27711008576,video
live.shorttv.apps,VUNGLE,interstitial,153171.42961899986,video
ball.sort.puzzle.color.sorting.bubble.games,INNERACTIVE_DIRECT,interstitial,152959.10188399933,video
com.camerasideas.instashot,VUNGLE,interstitial,152143.3309580036,video
com.imo.android.imoim,PANGLE,interstitial,151917.59365601974,video
382233851,INMOBI,native,151787.3661748019,non_video
com.handmark.expressweather,INMOBI,interstitial,151159.8149200002,video
6446197181,VUNGLE,interstitial,150592.75608500285,video
1452227871,VUNGLE,interstitial,149750.54664001014,video
6505095234,VUNGLE,interstitial,149748.81365199515,video
336435697,UNITY,interstitial,149645.2701480134,video
306310789,VUNGLE,banner,149504.61194880086,non_video
com.sofascore.results,VUNGLE,interstitial,149235.94961102004,video
one.cryptoguru.cryptotradingacademy,VUNGLE,interstitial,148306.01653099587,video
429610587,NIMBUS,interstitial,146559.79973498906,video
com.storymatrix.drama,VUNGLE,interstitial,145514.4859280254,video
com.storymatrix.drama,APPODEAL,interstitial,143811.8152609992,video
1538433480,VUNGLE,interstitial,143598.63186900408,video
com.free.vpn.super.hotspot.open,VUNGLE,interstitial,143229.73549899316,video
6463127238,VUNGLE,interstitial,142388.75171200302,video
6547858927,VUNGLE,interstitial,142199.82694099788,video
com.robtopx.geometryjumplite,VUNGLE,interstitial,141754.3676279994,video
921765888,VUNGLE,interstitial,141672.88043494333,video
319881193,VUNGLE,native,141656.36108385213,non_video
com.dubox.drive,VUNGLE,interstitial,140304.2651379947,video
319881193,INMOBI,native,139762.65359293862,non_video
1324604053,VUNGLE,interstitial,138493.37202799978,video
295646461,SMAATO,native,138224.1768809998,non_video
com.miui.cleaner,XIAOMI,interstitial,136707.75690800083,video
free.tube.premium.advanced.tuber,VUNGLE,interstitial,136658.5196259943,video
319881193,INMOBI,interstitial,136599.2239879957,video
1671705818,APPLOVIN,banner,136378.047719207,non_video
591560124,UNITY,interstitial,136059.05799400082,video
632064380,VUNGLE,mrec,134903.76428597595,non_video
591560124,INMOBI,banner,134879.0949319224,non_video
com.gamovation.tileclub,VUNGLE,interstitial,134353.05247701518,video
6449190344,BIGO,native,134293.0376700001,non_video
1176147574,VUNGLE,interstitial,134113.8924969883,video
6480174499,VUNGLE,interstitial,133801.45002299896,video
com.samsung.android.app.spage,VUNGLE,mrec,133529.84421700082,non_video
359917414,CHARTBOOST,interstitial,133181.8632100059,video
1492722342,VUNGLE,interstitial,133147.9480890001,video
com.justplay.app,VUNGLE,interstitial,133140.1216799992,video
301987699,APPODEAL,interstitial,132734.75940499987,video
com.offerup,VUNGLE,interstitial,132372.48620100002,video
1600871388,VUNGLE,interstitial,132366.4112930019,video
1207472156,APPODEAL,interstitial,132309.36566599988,video
6444946155,APPODEAL,interstitial,131991.84562499993,video
com.applabstudios.ai.mail.homescreen.inbox,APPODEAL,native,131435.12886900097,non_video
591560124,VERVE,interstitial,131349.2871649999,video
306310789,VUNGLE,interstitial,131304.68863199788,video
1491074310,VUNGLE,interstitial,131227.55556199985,video
com.aws.android,VERVE,interstitial,130436.38604999997,video
1610874732,VUNGLE,interstitial,130243.02286499154,video
359917414,MOBILITYWARE,interstitial,130236.15542799885,video
314716233,INMOBI,native,130089.5924440033,non_video
videoplayer.videodownloader.downloader,VUNGLE,interstitial,129807.3011270167,video
6502341730,BIGO,interstitial,129730.20143500001,video
632064380,APPLOVIN,mrec,129481.21173673938,non_video
com.hotmini.drama.hot,VUNGLE,interstitial,129404.74574599952,video
6498883328,APPODEAL,interstitial,128435.21800899967,video
com.pixel.art.coloring.color.number,INNERACTIVE_DIRECT,interstitial,128082.12144399981,video
6504279468,VUNGLE,interstitial,127943.00401200102,video
com.superking.parchisi.star,VUNGLE,interstitial,127077.00599900713,video
1544750895,KONTEXT,interstitial,126426.84231901845,video
com.xm.csee,VUNGLE,interstitial,126343.13779698158,video
com.bitsmedia.android.muslimpro,VUNGLE,interstitial,126087.45456201224,video
587366035,VUNGLE,interstitial,126057.83535399829,video
com.football.soccer.league,VUNGLE,interstitial,125769.52106500936,video
1617391485,VERVE,native,125734.28668781601,non_video
6449486871,VUNGLE,interstitial,125601.99794399693,video
com.grindrapp.android,INNERACTIVE_DIRECT,interstitial,125551.09917600811,video
1196764367,VUNGLE,banner,125430.61163598121,non_video
1486214495,VUNGLE,interstitial,124622.94318000063,video
579581125,NIMBUS,interstitial,124533.4410470039,video
com.soccer.score.star,VUNGLE,interstitial,124506.54003697966,video
com.ecffri.arrows,INNERACTIVE_DIRECT,interstitial,123576.64244099992,video
1619030760,VUNGLE,interstitial,123361.75940099971,video
1660171117,VERVE,interstitial,123253.95741300037,video
921765888,MINTEGRAL,interstitial,123179.27739198506,video
6748950306,INMOBI,native,123126.28484279319,non_video
com.weather.Weather,INMOBI,interstitial,122702.57287200018,video
890378044,VUNGLE,interstitial,122113.37008300137,video
io.randomco.travel,VUNGLE,interstitial,121597.01010999805,video
1544750895,INNERACTIVE_DIRECT,interstitial,121296.10176099975,video
1617391485,UNITY,banner,121104.38331767908,non_video
6748950306,VERVE,interstitial,120717.60079799923,video
591560124,INNERACTIVE_DIRECT,native,120380.21073000139,non_video
com.truecaller,A9TAM,mrec,119852.13958601256,non_video
382617920,INMOBI,native,119355.86219504295,non_video
com.gimica.treasuremaster,VUNGLE,interstitial,119309.60149799882,video
6504324020,VUNGLE,native,118938.71754192867,non_video
6448176203,VUNGLE,interstitial,118897.72564900054,video
921765888,UNITY,interstitial,118851.97297399957,video
com.supercell.hayday,VUNGLE,interstitial,118819.56321497863,video
6444407009,VUNGLE,interstitial,118767.38202499952,video
997362197,VUNGLE,interstitial,118506.61264400103,video
com.miui.home,VUNGLE,native,117353.75254389989,non_video
com.scores365,VUNGLE,interstitial,117342.3469850073,video
501306812,VUNGLE,interstitial,115747.16796400474,video
com.freereels.app,INNERACTIVE_DIRECT,interstitial,115686.70948799694,video
com.arrow.out,VUNGLE,interstitial,115626.66815199645,video
295646461,VERVE,interstitial,114830.3693839997,video
884006786,VUNGLE,interstitial,114802.20906502055,video
com.billiardsgame.ballking,VUNGLE,interstitial,113895.69107499998,video
1410235921,VUNGLE,interstitial,113536.31856700126,video
1543351744,VUNGLE,interstitial,113173.87950299951,video
834185106,VUNGLE,interstitial,113139.22736499984,video
6737022506,VUNGLE,interstitial,112519.53464400169,video
1667538616,VUNGLE,interstitial,112456.8032909995,video
6748397500,UNITY,interstitial,111913.75070900004,video
com.block.juggle,BIGO,native,111550.01341398184,non_video
1095569891,VUNGLE,interstitial,110855.03812700245,video
1617391485,VERVE,banner,110720.61500686567,non_video
6504332779,VUNGLE,interstitial,110252.39986399922,video
1369521645,VUNGLE,interstitial,108311.95000599878,video
1608987929,VUNGLE,interstitial,107844.07345400004,video
com.Gamnest.CandyRace,VUNGLE,interstitial,107761.87259599642,video
com.metropcs.metrozone,VUNGLE,banner,107718.48331399399,non_video
319881193,UNITY,banner,107712.22982792938,non_video
com.truecaller,VERVE,interstitial,107430.09433297356,video
6752973567,VUNGLE,interstitial,107416.45012400001,video
1176147574,VUNGLE,banner,107276.4166228906,non_video
1466346433,VUNGLE,interstitial,106216.35438899975,video
1086101495,VUNGLE,interstitial,106087.03544900025,video
498477945,VUNGLE,interstitial,106035.1767219963,video
6745003362,VUNGLE,interstitial,105376.52220199895,video
com.enflick.android.TextNow,VUNGLE,banner,105339.46712899991,non_video
6740043080,VUNGLE,native,104747.5107318315,non_video
com.flow.mobile,VUNGLE,interstitial,104666.7256220009,video
com.hitappsgames.wordsolitaire,APPODEAL,interstitial,104589.68516499933,video
1146465836,VUNGLE,interstitial,104564.5671040045,video
com.samsung.android.game.gamehome,VUNGLE,native,104311.71420002068,non_video
6741408932,VUNGLE,interstitial,104209.01566900013,video
399355755,DOUBLECLICK,interstitial,104118.56881000118,video
1557392270,VUNGLE,interstitial,103887.82532800216,video
kr.co.psynet,VUNGLE,interstitial,103435.99747199449,video
com.mobilityware.Spades,VUNGLE,interstitial,103395.10248899517,video
com.vivo.appstore,VUNGLE,native,103283.3405281416,non_video
1073936461,DOUBLECLICK,interstitial,103177.62919499968,video
1191435163,VUNGLE,interstitial,102786.427116,video
6744317674,VUNGLE,interstitial,102742.04354999948,video
1531594277,VUNGLE,interstitial,102293.62775099964,video
382617920,VUNGLE,native,102247.52209494062,non_video
com.niam.smartswitch.phonecloneapp.easytransfer,VUNGLE,interstitial,102084.34612999871,video
ai.socialapps.speakmaster,INNERACTIVE_DIRECT,interstitial,102013.17051200003,video
1503251395,VUNGLE,interstitial,101992.84934801597,video
com.oakever.tiletrip,INMOBI,interstitial,101833.60189499616,video
6499209744,INMOBI,interstitial,101173.00307800008,video
com.weaver.app.prod,INNERACTIVE_DIRECT,interstitial,100980.9927389983,video
com.freereels.app,TAURUSX,interstitial,100976.24840002376,video
1073936461,APPLOVIN,interstitial,100937.3235009982,video
6449190344,UNITY,interstitial,100790.23928600039,video
6448104157,VUNGLE,interstitial,100652.94898900259,video
1572726361,VUNGLE,interstitial,100443.42468400132,video
1487882541,MOBILITYWARE,interstitial,100414.13529900159,video
1521236603,APPLOVIN,interstitial,100391.27864599494,video
com.litatom.app,VUNGLE,interstitial,100110.14749402006,video
6465991018,VUNGLE,interstitial,100024.24186699996,video
6756913359,VUNGLE,interstitial,99550.9132449995,video
1635760774,VUNGLE,interstitial,99526.57616899947,video
6452119853,VUNGLE,interstitial,99194.45754099982,video
1671315416,VUNGLE,interstitial,98557.25558101086,video
1595314851,VUNGLE,interstitial,98505.53024100246,video
Vidmate,VUNGLE,mrec,98234.72480614834,non_video
com.miui.videoplayer,XIAOMI,interstitial,98060.20074607407,video
295646461,SMAATO,mrec,97940.94009699994,non_video
319881193,VUNGLE,banner,97844.46566077451,non_video
6450958246,VUNGLE,interstitial,97731.82713299998,video
571801488,VUNGLE,banner,97731.0629720016,non_video
com.king.candycrushsodasaga,VUNGLE,interstitial,97649.10126701144,video
6446890186,VUNGLE,interstitial,97645.30511000026,video
6479528256,VUNGLE,interstitial,97299.91693699987,video
com.newreading.goodreels,VUNGLE,interstitial,97183.94038900021,video
1191435163,APPODEAL,interstitial,96592.22578399978,video
6755815731,VUNGLE,interstitial,95837.33849200021,video
com.weather.Weather,VUNGLE,interstitial,95576.43231300008,video
1660171117,APPODEAL,interstitial,95290.66025399973,video
847492141,VUNGLE,interstitial,94859.41586901527,video
com.easybrain.art.puzzle,VUNGLE,interstitial,94770.1860020214,video
1500855883,VUNGLE,native,94762.79509285079,non_video
com.applabstudios.ai.mail.homescreen.inbox,VUNGLE,native,94669.43424199813,non_video
321916506,VUNGLE,interstitial,94622.25030199914,video
6751270213,VUNGLE,interstitial,94487.72500899846,video
6471572249,VUNGLE,interstitial,94231.22353599961,video
com.android.thememanager,XIAOMI,interstitial,94000.54683200315,video
306310789,APPODEAL,interstitial,93600.62139000038,video
6449190344,MINTEGRAL,interstitial,93539.801143,video
com.gamma.scan,VUNGLE,native,93432.07950098334,non_video
1454213029,VUNGLE,interstitial,93294.34692599987,video
com.miui.player,XIAOMI,interstitial,93136.16975904822,video
6743385713,VUNGLE,native,93093.15855592595,non_video
6751533084,VUNGLE,interstitial,92438.1349229997,video
com.king.farmheroessaga,VUNGLE,interstitial,92346.55180402301,video
608206510,VUNGLE,interstitial,92172.8757809949,video
314716233,NIMBUS,mrec,92100.23082200374,non_video
6738771575,VUNGLE,interstitial,91995.35340400008,video
com.peoplefun.wordcross,VUNGLE,interstitial,91865.05395499972,video
net.zedge.android,VUNGLE,native,91845.81055394222,non_video
6471265311,VUNGLE,interstitial,91659.3244710005,video
1452992954,VUNGLE,interstitial,91553.69201600328,video
1589762792,VUNGLE,interstitial,91316.88851399999,video
921765888,INMOBI,interstitial,91270.65999199888,video
6642698438,VUNGLE,interstitial,90871.80372200072,video
1423046460,VUNGLE,banner,90664.94566385455,non_video
6751225067,VUNGLE,interstitial,90564.89642799996,video
714796093,VUNGLE,interstitial,90003.4186349996,video
6504122823,VUNGLE,interstitial,89835.6345919999,video
1463509237,APPODEAL,interstitial,89547.47449799973,video
6448104157,APPODEAL,interstitial,89542.19190499978,video
wool.match.color.sort.jam.puzzle,VUNGLE,interstitial,88933.53078000192,video
1584596271,VUNGLE,interstitial,88841.43050400016,video
net.supertreat.solitaire,VUNGLE,interstitial,88785.4218829999,video
com.Beauchamp.Messenger.external,VUNGLE,interstitial,88563.16691600242,video
1602508478,VUNGLE,interstitial,87785.24835500012,video
6749456493,VUNGLE,interstitial,87606.76396599949,video
1664415775,VUNGLE,interstitial,87443.33692699965,video
6740326134,INNERACTIVE_DIRECT,interstitial,87439.86864600095,video
com.audiomack,VUNGLE,interstitial,86432.677338013,video
399355755,INMOBI,interstitial,86401.37638200182,video
com.dramawave.app,VUNGLE,interstitial,86033.73222900399,video
512939461,VUNGLE,interstitial,85783.29741799869,video
1623318294,VUNGLE,interstitial,85585.27903899907,video
6443760593,VUNGLE,interstitial,85549.72240399849,video
1496354836,VUNGLE,native,85442.28988993204,non_video
6737874398,VUNGLE,interstitial,85201.14259500604,video
1407852246,VERVE,native,85031.63389792074,non_video
com.samsung.android.app.spage,SAMSUNG,native,84982.85100299914,non_video
