market_id,exchange,ad_format,revenue,creative_type
306310789,VUNGLE,interstitial,51177.935190000455,video
6758326278,VUNGLE,interstitial,50890.84164300003,video
premium.gotube.adblock.utube,VUNGLE,interstitial,50819.01502199941,video
553834731,APPLOVIN,interstitial,50569.79150200014,video
com.handmark.expressweather,VUNGLE,interstitial,50562.43715000013,video
com.block.juggle,VUNGLE,native,50562.25936196986,non_video
com.storymatrix.drama,APPODEAL,interstitial,50553.24311899993,video
6754668686,VUNGLE,interstitial,50548.254589000055,video
6755183085,APPODEAL,interstitial,50499.3411700001,video
632064380,VUNGLE,banner,50081.18372400038,non_video
com.hotmini.drama.hot,VUNGLE,interstitial,50077.361686999786,video
314716233,NIMBUS,interstitial,49724.69644399988,video
1176147574,VUNGLE,banner,49710.04167397727,non_video
6748397500,APPODEAL,interstitial,49446.15408799995,video
6449190344,UNITY,interstitial,49308.84060399989,video
1617391485,INNERACTIVE_DIRECT,banner,48864.38152073363,non_video
543186831,VUNGLE,interstitial,48774.87282699988,video
6670430706,VUNGLE,interstitial,48629.33654899834,video
921765888,UNITY,interstitial,48421.228158000325,video
1153883316,VUNGLE,interstitial,48275.87447799982,video
488575683,INMOBI,native,48158.16652098292,non_video
com.gogo.launcher,VUNGLE,native,47734.459292174535,non_video
632064380,APPLOVIN,mrec,47658.912501097024,non_video
591560124,INNERACTIVE_DIRECT,native,47617.60691299158,non_video
com.justplay.app,VUNGLE,interstitial,47257.31070399994,video
319881193,VERVE,native,47017.43313699988,non_video
com.vitastudio.mahjong,BIGO,interstitial,46980.828142999744,video
6754384144,VUNGLE,interstitial,46709.11544499987,video
6590876141,VUNGLE,interstitial,46516.589029000104,video
1459645446,VERVE,native,46417.38325199902,non_video
314716233,INMOBI,native,46341.85620400032,non_video
one.cryptoguru.cryptotradingacademy,VUNGLE,interstitial,45861.6005459998,video
591560124,INMOBI,banner,45611.81747699748,non_video
com.arrow.out,VUNGLE,interstitial,45484.79841299995,video
1207472156,VUNGLE,banner,45478.38017898921,non_video
1545567989,VUNGLE,interstitial,45338.09382400148,video
382233851,INMOBI,native,45326.40298600124,non_video
6444946155,APPODEAL,interstitial,45316.658615000066,video
6748950306,VUNGLE,banner,44837.09966698081,non_video
6759763476,VUNGLE,interstitial,44667.21672700056,video
579581125,VUNGLE,interstitial,44464.398270999576,video
632064380,VUNGLE,mrec,44420.040317003375,non_video
6754384144,APPODEAL,interstitial,44350.32817499991,video
com.supercell.hayday,VUNGLE,interstitial,44255.8817090055,video
com.miui.msa.global,XIAOMI,native,44216.88550636746,non_video
io.randomco.travel,VUNGLE,interstitial,44041.87720799989,video
live.shorttv.apps,VUNGLE,interstitial,43983.05935899993,video
com.soccer.score.star,VUNGLE,interstitial,43743.682444002305,video
com.camerasideas.instashot,VUNGLE,interstitial,43704.77261900119,video
com.weather.Weather,INMOBI,native,43255.59889100004,non_video
videoplayer.videodownloader.downloader,VUNGLE,interstitial,43105.92569700268,video
591560124,INNERACTIVE_DIRECT,interstitial,42966.92408399996,video
com.oakever.tiletrip,APPODEAL,interstitial,42849.53487000053,video
6444407009,VUNGLE,interstitial,42446.852607000095,video
com.samsung.android.game.gamehome,VUNGLE,native,42444.46485699951,non_video
6504324020,VUNGLE,native,42349.640710985695,non_video
com.offerup,VUNGLE,interstitial,42192.095390000184,video
319881193,INMOBI,interstitial,42181.357609000166,video
1503251395,VUNGLE,interstitial,42043.61049300546,video
6446197181,VUNGLE,interstitial,42033.88069700031,video
6755425214,VUNGLE,interstitial,41979.32426399987,video
6449486871,VUNGLE,interstitial,41736.8995090008,video
1544750895,INNERACTIVE_DIRECT,interstitial,41406.41380800003,video
1454213029,VUNGLE,interstitial,41299.93034700008,video
1463509237,APPODEAL,interstitial,41274.35165699995,video
com.gamovation.tileclub,VUNGLE,interstitial,41248.6141700033,video
579581125,NIMBUS,interstitial,41080.797209000055,video
6746465127,VUNGLE,interstitial,41040.63363600082,video
com.billiardsgame.ballking,VUNGLE,interstitial,41034.97420099986,video
591560124,UNITY,interstitial,40986.532428000006,video
6748397500,UNITY,interstitial,40808.08381900013,video
1500855883,VUNGLE,interstitial,40742.38485800018,video
com.vivo.appstore,VUNGLE,native,40709.05483102199,non_video
com.football.soccer.league,VUNGLE,interstitial,40704.46314200118,video
997362197,VUNGLE,interstitial,40622.08798700037,video
6505095234,VUNGLE,interstitial,40412.857413000514,video
com.freereels.app,INNERACTIVE_DIRECT,interstitial,39949.130263999796,video
356928178,VUNGLE,interstitial,39910.5556669967,video
1317978215,VUNGLE,interstitial,39765.68546799984,video
399355755,DOUBLECLICK,interstitial,39707.72310000018,video
com.applabstudios.ai.mail.homescreen.inbox,APPODEAL,native,39540.67925799996,non_video
com.storymatrix.drama,VUNGLE,interstitial,39414.45136000102,video
com.aws.android,VERVE,interstitial,39311.569922000184,video
587366035,VUNGLE,interstitial,39089.88767100001,video
1491074310,VUNGLE,interstitial,39043.622269999956,video
com.dubox.drive,VUNGLE,interstitial,39028.976804000136,video
com.superking.parchisi.star,VUNGLE,interstitial,38875.9215859993,video
319881193,INMOBI,native,38823.73325599745,non_video
1660171117,APPODEAL,interstitial,38514.315069000004,video
1443446174,VUNGLE,interstitial,38149.625456,video
1617391485,UNITY,banner,38056.86155789566,non_video
com.miui.global.packageinstaller,XIAOMI,native,37985.09401500618,non_video
6748950306,INMOBI,native,37832.47030298121,non_video
com.flow.mobile,VUNGLE,interstitial,37830.104240001194,video
com.miui.cleaner,XIAOMI,interstitial,37755.09079000067,video
com.enflick.android.TextNow,VUNGLE,banner,37620.523685999964,non_video
6445905219,APPODEAL,interstitial,37489.90251200004,video
com.free.vpn.super.hotspot.open,VUNGLE,interstitial,37407.14253600041,video
6547858927,VUNGLE,interstitial,37393.74630400058,video
com.ecffri.arrows,INNERACTIVE_DIRECT,interstitial,37275.86396500004,video
1579356887,VUNGLE,interstitial,36956.26947600017,video
1671705818,APPLOVIN,banner,36936.40653021378,non_video
com.oakever.tiletrip,INMOBI,interstitial,36868.80591300051,video
500962489,APPODEAL,interstitial,36700.302173000026,video
6450958246,VUNGLE,interstitial,36546.81922600003,video
com.mobilityware.Spades,VUNGLE,interstitial,36515.37330299998,video
free.tube.premium.advanced.tuber,VUNGLE,interstitial,36299.97861400025,video
1191435163,VUNGLE,interstitial,36248.16974799996,video
com.viber.voip,VUNGLE,native,36185.11521800225,non_video
884006786,VUNGLE,interstitial,36143.25266100476,video
359917414,CHARTBOOST,interstitial,35741.72519699885,video
314716233,VUNGLE,banner,35688.76993600148,non_video
6751222488,VUNGLE,interstitial,35658.52617100053,video
com.oakever.arrows,VUNGLE,interstitial,35643.78475799985,video
1617391485,VERVE,banner,35621.91496194889,non_video
com.herofightinggames.duck.blast,VUNGLE,interstitial,35461.5490580006,video
jp.naver.linemanga.android,APPODEAL,interstitial,35255.18969600002,video
890378044,VUNGLE,interstitial,35174.55838999998,video
6751225067,VUNGLE,interstitial,34981.15885800001,video
com.gimica.treasuremaster,VUNGLE,interstitial,34848.20300300004,video
com.zynga.words3,VUNGLE,interstitial,34840.024365000085,video
com.easybrain.sudoku.android,VUNGLE,interstitial,34838.33902699923,video
com.ecffri.arrows,APPODEAL,interstitial,34769.94407100007,video
com.gamma.scan,VUNGLE,native,34759.7820279995,non_video
1492722342,VUNGLE,interstitial,34701.52932399998,video
com.grindrapp.android,INNERACTIVE_DIRECT,interstitial,34644.56839899995,video
1366502697,VUNGLE,interstitial,34260.586658000866,video
6504279468,VUNGLE,interstitial,34097.241406000016,video
382233851,VUNGLE,banner,34089.01268297583,non_video
1484468651,VUNGLE,interstitial,33966.18456700017,video
6752973567,VUNGLE,interstitial,33906.770872999965,video
6740043080,VUNGLE,native,33896.47036100018,non_video
6751533084,VUNGLE,interstitial,33824.95483299999,video
com.freereels.app,TAURUSX,interstitial,33807.26012999953,video
301987699,APPODEAL,interstitial,33645.072142000165,video
6759763476,APPODEAL,interstitial,33517.32353,video
com.king.candycrushsodasaga,VUNGLE,interstitial,33491.221820001665,video
319881193,VUNGLE,native,33413.03053700422,non_video
468996152,VUNGLE,mrec,33384.772062999924,non_video
1407852246,VERVE,native,33285.71427899726,non_video
579581125,VUNGLE,native,33007.73878400289,non_video
1617391485,VERVE,native,32568.287153972644,non_video
net.supertreat.solitaire,VUNGLE,interstitial,32539.230631000053,video
1410235921,VUNGLE,interstitial,32524.285182001793,video
1369521645,VUNGLE,interstitial,32520.84117500011,video
6499209744,INMOBI,interstitial,32518.207697999987,video
1600871388,VUNGLE,interstitial,32360.714869000018,video
com.robtopx.geometryjumplite,INNERACTIVE_DIRECT,interstitial,32343.6786430001,video
1557392270,VUNGLE,interstitial,32247.54138500022,video
319881193,MINTEGRAL,native,32175.209047996865,non_video
921765888,INNERACTIVE_DIRECT,interstitial,32163.317691999826,video
1452992954,VUNGLE,interstitial,32109.489326000017,video
com.miui.player,XIAOMI,interstitial,31972.78462000485,video
398157427,DOUBLECLICK,interstitial,31823.790264000214,video
com.free.vpn.super.hotspot.open,INNERACTIVE_DIRECT,interstitial,31766.79665100009,video
306310789,VUNGLE,banner,31654.58723499486,non_video
1500855883,DOUBLECLICK,interstitial,31635.199503000018,video
com.pixel.art.coloring.color.number,INNERACTIVE_DIRECT,interstitial,31602.939637000065,video
6465991018,VUNGLE,interstitial,31451.132415999968,video
com.miui.videoplayer,XIAOMI,interstitial,31422.004724005303,video
1602508478,VUNGLE,interstitial,31386.34921099997,video
com.oakever.arrows,INNERACTIVE_DIRECT,interstitial,31331.35518900009,video
921765888,MINTEGRAL,interstitial,31305.560546999626,video
6737022506,VUNGLE,interstitial,31235.114418999918,video
1095569891,VUNGLE,interstitial,31190.968192000033,video
com.truecaller,INMOBI,mrec,31179.790420998925,non_video
6642698438,VUNGLE,interstitial,31064.045101000072,video
1176147574,VUNGLE,native,30907.65655600352,non_video
com.loomgames.pixelflow,APPODEAL,interstitial,30899.280376000013,video
6754862574,VUNGLE,interstitial,30895.851916000836,video
1487882541,MOBILITYWARE,interstitial,30812.38631900014,video
766443283,INNERACTIVE_DIRECT,banner,30714.762296006138,non_video
399355755,INMOBI,interstitial,30713.503711999914,video
1538433480,VUNGLE,interstitial,30691.036117999924,video
921765888,INMOBI,interstitial,30662.180384000196,video
com.scores365,VUNGLE,interstitial,30651.249269999917,video
com.niam.smartswitch.phonecloneapp.easytransfer,VUNGLE,interstitial,30576.330627000014,video
6463127238,VUNGLE,interstitial,30567.752890999975,video
com.king.farmheroessaga,VUNGLE,interstitial,30561.48759299843,video
1324604053,VUNGLE,interstitial,30533.044188000826,video
382617920,INMOBI,native,30461.72001700462,non_video
1486214495,VUNGLE,interstitial,30340.544244000033,video
6448176203,VUNGLE,interstitial,30190.773714999894,video
1452227871,VUNGLE,interstitial,30171.081466999713,video
com.newreading.goodreels,VUNGLE,interstitial,30166.293081999956,video
6737874398,VUNGLE,interstitial,30031.567888000598,video
io.voodoo.paper2,VUNGLE,interstitial,29998.085174000003,video
6480174499,VUNGLE,interstitial,29993.93483499996,video
6449190344,APPODEAL,interstitial,29864.79212700004,video
com.android.thememanager,XIAOMI,interstitial,29845.986709001478,video
net.zedge.android,VUNGLE,native,29828.39840600506,non_video
com.peoplefun.wordcross,VUNGLE,interstitial,29745.793589000103,video
com.litatom.app,VUNGLE,interstitial,29640.56770999973,video
1589762792,VERVE,interstitial,29575.992715000004,video
6755815731,VUNGLE,interstitial,29548.24668400011,video
553834731,IRONSOURCE,interstitial,29453.82375400015,video
com.pieyel.scrabble,VUNGLE,interstitial,29442.462675000595,video
314716233,INMOBI,interstitial,29318.966251999766,video
com.weaver.app.prod,INNERACTIVE_DIRECT,interstitial,29301.09197099943,video
com.easybrain.number.puzzle.game,VUNGLE,interstitial,29260.79697800157,video
1146465836,VUNGLE,interstitial,29142.564625000407,video
517539894,VUNGLE,interstitial,29105.756795000278,video
306310789,APPODEAL,interstitial,29092.75151700004,video
1521236603,APPLOVIN,interstitial,29057.88330000002,video
6744317674,VUNGLE,interstitial,28940.625597000097,video
921765888,VUNGLE,interstitial,28893.721928998155,video
608206510,VUNGLE,interstitial,28788.070441002757,video
1466346433,VUNGLE,interstitial,28776.167432000013,video
6738771575,VUNGLE,interstitial,28774.75609800021,video
1660171117,VERVE,interstitial,28773.361683999974,video
570060128,UNITY,interstitial,28707.360326000122,video
571801488,VUNGLE,banner,28681.680937004046,non_video
com.miniclip.cricketleague,VUNGLE,interstitial,28616.905332000664,video
6743385713,VUNGLE,native,28590.793239008774,non_video
1089225191,VUNGLE,interstitial,28521.911991000004,video
com.miniclip.carrom,VUNGLE,interstitial,28489.492769001867,video
6758326278,APPODEAL,interstitial,28458.366970999974,video
6756913359,VUNGLE,interstitial,28357.012498,video
easy.launcher,DOUBLECLICK,native,28292.36847999794,non_video
com.weather.Weather,INMOBI,interstitial,28114.982249999983,video
591560124,INNERACTIVE_DIRECT,banner,27961.24188099819,non_video
847492141,VUNGLE,interstitial,27860.460128003208,video
com.applabstudios.ai.mail.homescreen.inbox,VUNGLE,native,27824.042246000106,non_video
1191435163,APPODEAL,interstitial,27804.36906,video
com.audiomack,VUNGLE,interstitial,27781.08693599687,video
498477945,VUNGLE,interstitial,27738.510181001373,video
1543351744,VUNGLE,interstitial,27714.429570999975,video
1496354836,VUNGLE,native,27686.353159009454,non_video
1623318294,VUNGLE,interstitial,27631.321446000038,video
1196764367,VUNGLE,banner,27624.71827799946,non_video
1550945606,VUNGLE,interstitial,27616.14110900013,video
1390423469,VUNGLE,interstitial,27598.825684000924,video
Vidmate,VUNGLE,mrec,27459.56895099226,non_video
295646461,APPODEAL,banner,27420.806147000014,non_video
com.dubox.drive,ZMATICOO,interstitial,27342.390984998903,video
com.truecaller,VERVE,interstitial,27181.005384000517,video
1132762804,VUNGLE,interstitial,27056.94295500017,video
free.vpn.unblock.proxy.vpnmaster,VUNGLE,interstitial,27044.275724000654,video
com.block.juggle,BIGO,native,27016.204216000293,non_video
com.hitappsgames.wordsolitaire,APPODEAL,interstitial,26974.172553000037,video
321916506,VUNGLE,interstitial,26949.86289999999,video
1466297045,VUNGLE,interstitial,26844.304834000177,video
382617920,ZMATICOO,native,26814.868999002636,non_video
com.king.candycrushsaga,UNITY,interstitial,26805.73076200017,video
com.aura.news.hashtag.news,VUNGLE,banner,26756.682363999967,non_video
6502597181,VUNGLE,interstitial,26627.58300300001,video
6754558455,VUNGLE,interstitial,26605.021966999895,video
1498889847,VUNGLE,interstitial,26534.249625000208,video
1635760774,VUNGLE,interstitial,26419.138837000024,video
1667538616,VUNGLE,interstitial,26414.808278000233,video
video.downloader.videodownloader,INMOBI,interstitial,26409.386660999735,video
com.Beauchamp.Messenger.external,VUNGLE,interstitial,26332.737625999926,video
314716233,NIMBUS,mrec,26320.00382599986,non_video
6752376239,VUNGLE,interstitial,26298.45002400003,video
