market_id,app_name,account_name,am_name,total_spend_90d,non_vx_spend_90d,vx_spend_90d,vx_spend_pct_90d,vx_rank_90d,exchanges_above_vx_90d,vx_video_spend_90d,vx_video_pct_90d,vx_non_video_spend_90d,vx_non_video_pct_90d,non_vx_video_spend_90d,non_vx_video_pct_90d,non_vx_non_video_spend_90d,non_vx_non_video_pct_90d,vx_video_rank_90d,exchanges_above_vx_video_90d,vx_non_video_rank_90d,exchanges_above_vx_non_video_90d,from_previous_analysis,total_spend_30d,non_vx_spend_30d,vx_spend_30d,vx_spend_pct_30d,vx_rank_30d,exchanges_above_vx_30d,won_or_lost_rank_30d,vx_video_spend_30d,vx_video_pct_30d,vx_non_video_spend_30d,vx_non_video_pct_30d,non_vx_video_spend_30d,non_vx_video_pct_30d,non_vx_non_video_spend_30d,non_vx_non_video_pct_30d,vx_video_rank_30d,exchanges_above_vx_video_30d,vx_non_video_rank_30d,exchanges_above_vx_non_video_30d
com.xiaomi.mipicks,com.xiaomi.mipicks,Xiaomi Group,Sunton Sun,2086662.6584742384,948468.1101289836,1138194.5483452547,54.55,1,VX not present,0.0,0.0,1134417.9758830296,100.0,20139.828636000042,2.13,926957.6155832381,97.87,-1.0,VX not present,1.0,,,594628.4344484266,261745.25280618848,332883.1816422381,55.98,1,VX not present,Held,0.0,0.0,328931.96008022426,100.0,10681.442639000012,4.05,252813.24100212546,95.95,-1.0,VX not present,1.0,
468996152,OfferUp iOS,OfferUp,Kasey Geist,2079242.0710387328,205625.4617149724,1873616.6093237605,90.11,1,VX not present,1562167.6283806514,83.57,307175.2418239935,16.43,27919.10537600004,13.77,174804.85338900698,86.23,1.0,,1.0,,,496329.8076159929,36105.795941000535,460224.0116749924,92.73,1,VX not present,Held,394663.2398039798,87.47,56517.81861100005,12.53,9542.988626000035,26.3,26742.83624800008,73.7,1.0,,1.0,
295646461,Weather - The Weather Channel,The Weather Company,Lisa Tolentino,2038132.0703989028,862314.7089879166,1175817.3614109862,57.69,1,VX not present,640230.0816630241,55.01,523713.3564649836,44.99,458923.27618099935,53.18,404066.67238599923,46.82,1.0,,1.0,,,438067.7311940097,375993.29916801327,62074.43202599645,14.17,3,"APPODEAL, VERVE",Lost,17999.673326000157,29.37,43285.40021300016,70.63,313793.92870100006,81.53,71083.0832809994,18.47,3.0,"APPODEAL, VERVE",2.0,DOUBLECLICK
281940292,WeatherBug - Weather Forecast (iOS),WeatherBug,Lisa Tolentino,1786452.073661906,1462845.3706619083,323606.7029999976,18.11,2,VERVE,0.0,0.0,323666.15041199664,100.0,1130578.1480779876,77.46,328935.4805649878,22.54,-1.0,VX not present,1.0,,,608635.8748620107,518398.7611270111,90237.11373499964,14.83,2,VERVE,Held,0.0,0.0,86701.61856900001,100.0,403803.73326700134,79.3,105384.23360399682,20.7,-1.0,VX not present,1.0,
570060128,Duolingo,Duolingo,Matthew Hong,1775684.8241630394,254616.91549699483,1521067.9086660447,85.66,1,VX not present,1493660.7925130662,98.15,28097.66941799986,1.85,243494.633789,95.84,10558.67694900021,4.16,1.0,,1.0,,,566711.6635600266,56643.74707699938,510067.9164830272,90.0,1,VX not present,Held,492324.56907002215,96.32,18824.87936699991,3.68,51705.437254000324,91.07,5067.156794000041,8.93,1.0,,1.0,
382233851,Flightradar24 | Flight Tracker,Flightradar24 AB,Hadil Salameh,1733559.8831435284,614555.5702674104,1119004.312876118,64.55,1,VX not present,923627.6847637424,82.75,192508.25337692705,17.25,400543.8104719315,65.34,212464.7953927826,34.66,1.0,,2.0,INMOBI,,438261.46696088114,166631.4416408511,271630.02532003005,61.98,1,VX not present,Held,216245.2638469886,80.44,52567.60445998312,19.56,104277.3667009887,62.7,62024.55181500227,37.3,1.0,,2.0,INMOBI
com.eyecon.global,Eyecon,Eyecon Global Ltd,Dina Eraksan,1694834.0101739098,562760.1330838643,1132073.8770900455,66.8,1,VX not present,1073806.5149790128,94.28,65163.580525007026,5.72,540472.2697140189,95.09,27922.80003099907,4.91,1.0,,1.0,,,647740.9570065071,239996.48329800047,407744.4737085066,62.95,1,VX not present,Held,382274.8327573237,93.42,26908.1418950043,6.58,230284.23668701103,95.57,10665.45963800025,4.43,1.0,,1.0,
632064380,Vinted IOS,Vinted,Dumitru Cazacu,1591466.4053960494,498399.9247204802,1093066.4806755693,68.68,1,VX not present,0.0,0.0,1089040.2453459706,100.0,0.003565,0.0,496734.94977278216,100.0,-1.0,VX not present,1.0,,,553421.7912554316,179271.73789038984,374150.0533650418,67.61,1,VX not present,Held,0.0,0.0,371159.14738499233,100.0,0.0,0.0,176182.37239009628,100.0,-1.0,VX not present,1.0,
314716233,TextNow iOS,TextNow,Jack Dove,1570771.6823648852,1032113.4938658068,538658.1884990784,34.29,2,NIMBUS,303873.63939400093,56.76,231455.2674189975,43.24,355569.3191129893,34.53,674162.2454339723,65.47,1.0,,2.0,NIMBUS,,466026.5970980241,316999.2323410379,149027.36475698618,31.98,2,NIMBUS,Held,88549.67824899804,60.09,58809.88729500182,39.91,118883.09181499947,37.91,194675.08386999535,62.09,1.0,,2.0,NIMBUS
com.enflick.android.TextNow,TextNow Android,TextNow,Jack Dove,1479148.163425834,834960.2956289396,644187.8677968944,43.55,1,VX not present,425804.15875997866,66.22,217231.53071400136,33.78,608459.9596220003,73.44,220018.18613600012,26.56,1.0,,1.0,,,515782.8499859955,299527.3374579968,216255.51252799877,41.93,1,VX not present,Held,145494.03186299128,67.17,71105.60708100005,32.83,216550.34541500028,73.66,77438.14019500007,26.34,1.0,,1.0,
com.snaptube.premium,Snaptube,snaptube,Seven Tu,1468940.6461059055,65645.22342798262,1403295.422677923,95.53,1,VX not present,1324308.2697653188,94.21,81335.44849006725,5.79,64042.390500993686,98.41,1037.3028270000107,1.59,1.0,,1.0,,,489576.96907351207,20692.544393988443,468884.4246795236,95.77,1,VX not present,Held,442251.5405991123,94.06,27944.89289997328,5.94,20563.143693002312,98.83,243.7899049999996,1.17,1.0,,1.0,
com.metropcs.metrozone,MetroZone,Unity - Americas,Jack Dove,1441525.46527444,691146.5733075105,750378.8919669298,52.05,1,VX not present,618922.1730433014,82.23,133723.93716899387,17.77,402413.8900550038,58.32,287578.89353098307,41.68,1.0,,2.0,INMOBI,,511142.5409691036,212462.37047401545,298680.17049508815,58.43,1,VX not present,Held,251720.4401440656,84.04,47799.01516299991,15.96,100308.09569099892,47.29,111808.87183000059,52.71,1.0,,2.0,INMOBI
1207472156,Wordscapes,"PeopleFun, Inc.",Matthew Hong,1373657.1522919368,546082.79513971,827574.357152227,60.25,1,VX not present,604964.7296080012,73.2,221496.5672350222,26.8,319136.22121199995,58.55,225949.2316777218,41.45,1.0,,1.0,,,392315.35512766335,149587.93391266622,242727.42121499716,61.87,1,VX not present,Held,177905.26230000023,73.12,65396.77899399321,26.88,82461.89225299998,55.19,66955.81406598464,44.81,1.0,,1.0,
305343404,Tumblr,Automattic,Matthew Hong,1303167.9038673702,398743.8623000427,904424.0415673276,69.4,1,VX not present,859986.9459543717,95.77,37979.65263999884,4.23,393753.1290930161,98.89,4415.80046800225,1.11,1.0,,1.0,,,320055.9404569675,138158.99537198656,181896.94508498095,56.83,1,VX not present,Held,160525.4170969619,91.4,15103.311929000734,8.6,136328.39704198932,98.97,1415.2979199999936,1.03,1.0,,1.0,
1196764367,Words With Friends 3 Word Game,Zynga,Lisa Tolentino,1223812.110769913,397724.9012518613,826087.2095180518,67.5,1,VX not present,521311.85712499626,63.4,300985.362986943,36.6,254964.34793099947,64.53,140160.64711499517,35.47,1.0,,1.0,,,328502.5524949355,103207.17557493129,225295.37692000423,68.58,1,VX not present,Held,140262.88914600032,62.88,82814.21090599065,37.12,61809.906249000036,59.39,42259.364246001205,40.61,1.0,,1.0,
com.dywx.larkplayer,Lark Player,snaptube,Seven Tu,1222049.6065518176,66503.75063598425,1155545.8559158333,94.56,1,VX not present,1142398.086532157,98.71,14963.325416932044,1.29,57487.636002997795,87.06,8540.809496009484,12.94,1.0,,1.0,,,414691.57773818925,21541.937681988107,393149.64005620114,94.81,1,VX not present,Held,388637.75071001134,98.71,5059.231962000231,1.29,18372.914967000277,86.2,2942.5667820005333,13.8,1.0,,1.0,
1600525061,Locket iOS,"Locket Labs, Inc",Lisa Tolentino,1187945.812811389,311205.8859051191,876739.92690627,73.8,1,VX not present,863455.3843042124,99.0,8710.853136000103,1.0,312896.4166270741,99.97,90.47784400000111,0.03,1.0,,1.0,,,287460.2656669867,132415.71858700353,155044.54707998314,53.94,1,VX not present,Held,149616.48070398593,98.2,2738.996307999901,1.8,134389.3651940017,99.96,57.814591,0.04,1.0,,1.0,
1636235979,Reelshort-iOS,CrazyMaple Studio,Harper Zhang,1181747.9322767127,364791.90067096706,816956.0316057458,69.13,1,VX not present,813826.9702047936,99.97,205.91008199999993,0.03,365360.38824499457,99.96,164.12975200000002,0.04,1.0,,1.0,,,364173.08662898734,121246.40032700158,242926.68630198576,66.71,1,VX not present,Held,238696.43232998447,99.96,87.37542300000007,0.04,120900.48846400189,99.92,96.20186499999996,0.08,1.0,,1.0,
399355755,TextFree iOS (53),Pinger,Jack Dove,1168600.6975668285,283116.39025402226,885484.3073128063,75.77,1,VX not present,694023.946485889,79.05,183937.15779100568,20.95,212052.96442200302,74.7,71825.12495800189,25.3,1.0,,1.0,,,290157.70398001326,90642.86015099548,199514.8438290178,68.76,1,VX not present,Held,149027.57297702116,76.09,46821.035224005595,23.91,78393.89031500008,84.15,14764.939999999897,15.85,1.0,,1.0,
com.oakever.tiletrip,Tile Trip Android,OAKEVER GAMES PTE LTD,Aria Gao,1156922.132049322,757242.2203801468,399679.9116691753,34.55,1,VX not present,390494.87346513267,98.17,7267.248151000569,1.83,728582.5878909732,96.46,26706.97497299495,3.54,1.0,,1.0,,,305437.9346865797,206389.31730357147,99048.6173830082,32.43,1,VX not present,Held,96146.7189110171,98.21,1751.1199769998598,1.79,198543.86591900242,96.67,6847.5911309994135,3.33,1.0,,1.0,
net.zedge.android,ZEDGE Wallpapers & Ringtones,"Zedge, Inc.",Dumitru Cazacu,1135176.4635597183,425033.55821523455,710142.9053444838,62.56,1,VX not present,604630.1374749943,85.24,104665.06565494291,14.76,412105.80986599764,97.1,12303.621568973524,2.9,1.0,,1.0,,,352066.730371288,123118.89992631572,228947.8304449723,65.03,1,VX not present,Held,194511.71924699645,85.08,34104.66632200499,14.92,119650.82185400013,97.12,3550.1329139971945,2.88,1.0,,1.0,
571801488,iOS 365Scores: Live Scores & News,365scores,Beth Taylor-Lowen,1113181.294551454,121461.12969196968,991720.1648594844,89.09,1,VX not present,872257.8933711124,87.99,119046.26502100307,12.01,58824.60633300106,49.18,60792.677633005675,50.82,1.0,,1.0,,,367794.47754196194,37059.818394999005,330734.6591469629,89.92,1,VX not present,Held,281429.22903796606,87.08,41747.42991300441,12.92,18105.968701999904,49.97,18128.189548000184,50.03,1.0,,1.0,
1496354836,Woodoku,Tripledot Studios,Tori Edwards,1038547.0496297886,247588.12079353153,790958.9288362571,76.16,1,VX not present,647326.6139009985,82.03,141821.58813584913,17.97,133913.9282000003,54.39,112279.98708364756,45.61,1.0,,1.0,,,292684.39463116135,60030.05465914826,232654.33997201308,79.49,1,VX not present,Held,191486.81108500183,82.42,40839.80962701629,17.58,27005.070351,45.13,32827.80100700598,54.87,1.0,,1.0,
569077959,Timehop,Timehop,Jack Dove,1031537.1864759596,488220.213930962,543316.9725449976,52.67,1,VX not present,536728.46109599,100.0,0.0,0.0,489171.7155189613,99.97,128.79652200000004,0.03,1.0,,2.0,DOUBLECLICK,,216063.10323100263,188836.3532380027,27226.749992999987,12.6,2,NIMBUS,Lost,23134.87021400003,100.0,0.0,0.0,188822.95303800268,99.98,37.43740500000001,0.02,2.0,NIMBUS,2.0,DOUBLECLICK
1193508329,Sudoku - Classic Sudoku Puzzle Game,Easybrain Ltd,Dina Eraksan,1012958.173095418,446950.5477571695,566007.6253382483,55.88,1,VX not present,440719.86906902934,78.2,122878.73188979624,21.8,211542.02356399896,47.59,233013.11037888634,52.41,1.0,,1.0,,,265737.80131970195,132918.17184777508,132819.6294719269,49.98,1,VX not present,Held,99838.35970800542,74.78,33667.96893601713,25.22,60500.753405999974,45.99,71048.06404504334,54.01,1.0,,1.0,
1598997500,Video Lite,Snackbox Inc,Jack Dove,1007657.420033318,130881.19861097446,876776.2214223434,87.01,1,VX not present,865822.046293468,99.06,8243.450132998789,0.94,118182.95887200024,90.16,12895.426126995426,9.84,1.0,,2.0,DOUBLECLICK,,322610.0516629576,43466.83661199538,279143.21505096223,86.53,1,VX not present,Held,271142.8504489972,98.68,3619.8813759995815,1.32,40711.92288599998,93.43,2863.349589000084,6.57,1.0,,1.0,
6498883328,Tile Trip iOS,OAKEVER GAMES PTE LTD,Aria Gao,1004634.9645862532,514467.7640623357,490167.2005239176,48.79,1,VX not present,402611.2469369871,82.47,85580.49744090167,17.53,356742.26691599836,69.63,155628.9298594587,30.37,1.0,,1.0,,,246562.5435183397,113182.297325408,133380.2461929317,54.1,1,VX not present,Held,111269.01903999802,84.16,20934.720262006944,15.84,80477.64661100016,72.01,31278.25242900355,27.99,1.0,,1.0,
6449190344,Poly.AI iOS,Poly.AI Android,Seven Tu,979519.893543849,490976.3631130012,488543.53043084784,49.88,1,VX not present,481184.0177918504,98.3,8336.852003000033,1.7,349545.1125310004,70.96,143046.93879600003,29.04,1.0,,2.0,BIGO,,298448.7843179987,146031.4309780021,152417.35333999657,51.07,1,VX not present,Held,149116.18942699957,98.11,2873.4508560000027,1.89,128562.92233899988,87.38,18572.099407000034,12.62,1.0,,2.0,BIGO
6751056652,Pixel Flow!,Loom Games Oyun Yazilim ve Pazarlam,Dina Eraksan,977596.5029449963,571121.324586996,406475.1783580003,41.58,1,VX not present,405447.8632620021,100.0,0.0,0.0,571717.4006340004,100.0,0.023292,0.0,1.0,,-1.0,VX not present,,300790.19500099827,189132.56208899937,111657.6329119989,37.12,2,APPODEAL,Lost,111328.940738,100.0,0.0,0.0,187364.54053000017,100.0,0.0,0.0,2.0,APPODEAL,-1.0,VX not present
1638139403,Block Crush iOS,WONDERFUL TYCOON LIMITED,Sunton Sun,928570.0021441708,239452.98612418867,689117.016019982,74.21,1,VX not present,640993.2891809872,93.16,47058.80308495856,6.84,190842.29418300037,80.3,46814.94893596394,19.7,1.0,,1.0,,,222722.0028780579,43260.23165506187,179461.771222996,80.58,1,VX not present,Held,175488.79550599944,98.33,2983.5214289999662,1.67,39030.383072000004,91.11,3808.9906500001184,8.89,1.0,,1.0,
6504849169,NetShort_IOS,NETSTORY PTE LTD,Harper Zhang,920925.5473790002,116332.42836697654,804593.1190120237,87.37,1,VX not present,804988.1277260208,99.97,266.8056160000004,0.03,98369.02619700001,84.17,18495.455948999872,15.83,1.0,,6.0,"INMOBI, UNITY, DOUBLECLICK, APPODEAL, MINTEGRAL",,313193.15912099346,46563.19680099741,266629.96231999603,85.13,1,VX not present,Held,266059.6319679974,99.9,266.79581400000023,0.1,38733.260563,83.49,7661.5658579999745,16.51,1.0,,5.0,"INMOBI, UNITY, DOUBLECLICK, APPODEAL"
698255242,Geometry Dash Lite,RobTop Games AB,Tori Edwards,896086.8222926948,548466.6666458161,347620.1556468787,38.79,2,APPODEAL,287007.1535159983,83.67,56002.27437097554,16.33,451488.23579499754,82.92,93001.00340101207,17.08,2.0,APPODEAL,1.0,,,237451.78125303832,147000.44477705163,90451.3364759867,38.09,2,APPODEAL,Held,75676.05150999977,83.01,15485.750095001098,16.99,124588.76632699979,85.18,21669.485877998897,14.82,2.0,APPODEAL,1.0,
1370293473,VPN - Super Unlimited Proxy,Super Unlimited Inc.,Jack Dove,885695.5087150811,94730.4729529922,790965.035762089,89.3,1,VX not present,723972.451253904,92.05,62534.01581400404,7.95,50887.51293500004,53.56,44115.18875700396,46.44,1.0,,1.0,,,268389.6204510341,31983.266224001647,236406.35422703245,88.08,1,VX not present,Held,220748.55765201585,94.63,12525.501929000067,5.37,18545.733646999935,57.3,13818.258834999537,42.7,1.0,,2.0,DOUBLECLICK
1423046460,Paper.io 2,Voodoo,Hadil Salameh,883818.1488112715,354631.8629404702,529186.2858708013,59.88,1,VX not present,429495.1380739994,80.95,101054.27589285918,19.05,183223.7218389999,51.74,170871.38621065026,48.26,1.0,,1.0,,,232417.99146670825,102199.9925067551,130217.99895995314,56.03,1,VX not present,Held,102261.95364999992,78.41,28164.400110010392,21.59,52763.71372999992,51.61,49465.44864692959,48.39,1.0,,1.0,
6744975195,Sled Surfers iOS_CL,TabTale LTD,Dina Eraksan,879808.3466909667,30286.58096999989,849521.7657209669,96.56,1,VX not present,846791.0314259615,100.0,0.0,0.0,30057.53764500008,100.0,0.033836000000000005,0.0,1.0,,-1.0,VX not present,,223131.66239700248,9782.76526399998,213348.8971330025,95.62,1,VX not present,Held,214306.49840400252,100.0,0.0,0.0,9554.833589999982,100.0,0.0006180000000000001,0.0,1.0,,-1.0,VX not present
com.grindrapp.android,Grindr - Android,Grindr,Kasey Geist,864987.4668776699,577787.241219597,287200.22565807286,33.2,1,VX not present,235902.63720499387,81.95,51976.29954201953,18.05,503979.6382009942,87.5,72007.17099400106,12.5,1.0,,1.0,,,267987.9133979743,167474.40981000636,100513.50358796792,37.51,1,VX not present,Held,81568.14569002735,81.7,18275.13844000893,18.3,145965.90087099915,87.21,21400.61293400098,12.79,1.0,,1.0,
1407852246,Happy Color iOS (NEW),X-FLOW LTD,Kseniia Fesenko,845788.7553639633,580728.7340539572,265060.02131000615,31.34,1,VX not present,262315.53832100215,99.21,2085.429388999932,0.79,189093.3711710001,32.68,389548.21264779096,67.32,1.0,,12.0,"VERVE, INNERACTIVE_DIRECT, APPODEAL, A9TAM, INMOBI, MINTEGRAL, APPLOVIN, SMAATO, IRONSOURCE, BIGO, ZMATICOO",,233067.10048181497,173031.70932281602,60035.391158998944,25.76,1,VX not present,Held,59696.80175200131,98.49,915.6597469999889,1.51,54333.46916400002,31.65,117343.84719803974,68.35,1.0,,10.0,"VERVE, INMOBI, INNERACTIVE_DIRECT, APPODEAL, A9TAM, APPLOVIN, MINTEGRAL, IRONSOURCE, BIGO"
com.freereels.app,FreeReels-安卓,Skywork AI PTELTD,Ronald Long,832064.3301164239,492792.4354382899,339271.894678134,40.77,1,VX not present,333297.75375810056,97.04,10166.238602000665,2.96,483896.7046660145,98.89,5411.9745710011575,1.11,1.0,,1.0,,,325566.8428910045,173531.43383201797,152035.40905898658,46.7,1,VX not present,Held,150234.84542899474,97.23,4279.814784999929,2.77,167010.3626309995,98.6,2367.3405370000055,1.4,1.0,,1.0,
921765888,Audiomack | Download New Music,Audiomack Inc.,Lisa Tolentino,832002.5875627134,641356.1739498257,190646.41361288776,22.91,1,VX not present,141672.88043494333,74.87,47545.61707200713,25.13,498736.41223592917,77.91,141410.98841896863,22.09,1.0,,2.0,INNERACTIVE_DIRECT,,263728.56307277596,214987.3882857936,48741.17478698236,18.48,2,UNITY,Lost,28893.721928998155,59.94,19307.2469040039,40.06,174208.42108700387,81.98,38305.19211900312,18.02,5.0,"UNITY, INNERACTIVE_DIRECT, MINTEGRAL, INMOBI",1.0,
com.truecaller,True Caller Crackle,Crackle Technologies PTE LTD,Rutvij Jadav,830087.002452075,830087.002452075,0.0,0.0,9,"BIGO, VERVE, INNERACTIVE_DIRECT, INMOBI, A9TAM, ZMATICOO, CRITEO, MINTEGRAL",0.002471,2.48,0.097188,97.52,212277.38208398074,25.8,610578.65922802,74.2,9.0,"VERVE, INNERACTIVE_DIRECT, INMOBI, BIGO, MINTEGRAL, UNITY, IRONSOURCE, TAURUSX",8.0,"BIGO, A9TAM, INMOBI, VERVE, INNERACTIVE_DIRECT, ZMATICOO, CRITEO",,209626.0456280108,209626.0136490108,0.031979,0.0,7,"A9TAM, INMOBI, VERVE, INNERACTIVE_DIRECT, ZMATICOO, CRITEO",Won,0.0,0.0,0.030994,100.0,54619.606201000934,26.91,148333.85762600394,73.09,7.0,"VERVE, INNERACTIVE_DIRECT, INMOBI, MINTEGRAL, UNITY, TAURUSX",7.0,"A9TAM, INMOBI, INNERACTIVE_DIRECT, VERVE, ZMATICOO, CRITEO"
1487882541,IOS Spades,Mobility Ware,Natalie Kenyon,816354.528822985,397971.8069979959,418382.7218249891,51.25,1,VX not present,416243.9635860139,99.95,224.1630699999991,0.05,393879.6092940031,99.33,2644.1798000000504,0.67,1.0,,2.0,MOBILITYWARE,,223833.6359689971,111392.33111600096,112441.3048529962,50.23,1,VX not present,Held,111098.89804799644,99.95,55.41258700000003,0.05,109782.3999279999,99.81,211.57252899999975,0.19,1.0,,2.0,MOBILITYWARE
395979574,iOS Spider,Mobility Ware,Natalie Kenyon,782206.5267898871,365562.3100869374,416644.2167029497,53.27,1,VX not present,413360.2735730221,99.62,1559.9936410000103,0.38,332599.09365199856,91.26,31859.93414400042,8.74,1.0,,7.0,"APPODEAL, DOUBLECLICK, INNERACTIVE_DIRECT, VERVE, APPLOVIN, IRONSOURCE",,234647.26649697873,108957.2452819836,125690.02121499513,53.57,1,VX not present,Held,123100.382577998,99.71,363.89304999999626,0.29,97803.33697399966,90.99,9685.88849899992,9.01,1.0,,6.0,"INNERACTIVE_DIRECT, APPODEAL, DOUBLECLICK, APPLOVIN, VERVE"
6748397500,Arrows – Puzzle Escape,Lessmore UG (haftungsbeschränkt),Tori Edwards,771043.3142920521,313328.2472750241,457715.06701702793,59.36,1,VX not present,456959.51432903064,99.99,53.55007200000002,0.01,315151.4272399995,99.76,769.5748830000011,0.24,1.0,,5.0,"UNITY, APPODEAL, INNERACTIVE_DIRECT, APPLOVIN",,269653.90781599225,136432.47024799854,133221.43756799374,49.4,1,VX not present,Held,134280.55778399197,100.0,0.0,0.0,137131.46205800015,100.0,0.0,0.0,1.0,,1.0,
