account_id,account_name,app_id,app_name,total_7d_spend,daily_spend
561e8d966b8d90f61a003414,Scopely,59e7dc15a81a003c1700ebfe,Scrabble Go,43147.70189771201,6163.96
6315b8713c59f7001bacf8fb,Pocket FM Corp,6315b8bb85b5a14b0bbc9454,PocketFM Android,42708.06718464831,6101.15
579643ec6c081adf5c00004c,Microsoft Casual Games,579ba0736bccbf375f00007a,Microsoft Solitaire Collection Android,42495.465550593726,6070.78
57d1b461ae2b57d903000027,Easybrain Ltd,69165ca6db8feadf7f6ab9aa,Arrow Puzzle GP,42449.294038584696,6064.18
683bc1bb4c15ca0011ad2b91,WONDERFUL TYCOON LIMITED,68515eedd1432abf30525019,Block Crush GP,42287.12990289588,6041.02
57d1b461ae2b57d903000027,Easybrain Ltd,59d39cbfef6627a809002d5b,Sudoku - Classic Logic Puzzle Game,42248.35511371406,6035.48
684c3af4806ba9001147f9cd,Livesport sro,684fe594c195c4600e876f24,AND | Flashscore: Live Scores & News,41699.06986635996,5957.01
57d1b461ae2b57d903000027,Easybrain Ltd,5cb99eb2e520d93f2a43c588,Jigsaw Puzzles Android,41331.04885036471,5904.44
66d6b6896f113e001198b89c,Xiaomi Group,670f6b98238617185a65736c,com.miui.cleaner,41062.91389714744,5866.13
683bc1bb4c15ca0011ad2b91,WONDERFUL TYCOON LIMITED,68515f1b9f7ebc7d027598ec,Block Crush iOS,40922.45172190568,5846.06
6862932aaff9d800114174ac,Flightradar24 AB,686299fc79819ef02142b9ce,Flightradar24 Flight Tracker,40824.13837530865,5832.02
69379d46192ce0aadaecc874,Particle Media Inc,69437de9f9db799a8390058c,"Scoopz: Real Life, Real Videos",40552.74785222583,5793.25
68fa0d672fef766b2dac5f75,"SEEKEEHORIZON TECHNOLOGY (HK) CO,",68fa0df4c4da864926b0e4ff,Seekee - Ai Search & Assistant,40526.91208344551,5789.56
69c2321c4bae0d5981c00b17,深圳技威时代科技有限公司,69c248f169448a91164d8feb,yoosee-Android,40114.87732772414,5730.7
561e8d926b8d90f61a00013e,Miniclip SA,55a4e36aad6c18e83a000159,8 Ball Pool,39452.51425050625,5636.07
5b975fcedc73276356309362,OAKEVER GAMES PTE LTD,64cc9fcad4592a1f1c805a2c,ZenWord Android,39334.44128151998,5619.21
65532f6b6cdf5900118d1f51,STORYMATRIX PTE LTD,6553382acf969be4de4d9be6,DramaBox,39320.26462333896,5617.18
59650c95a4e548f217000ead,Picsart Inc,597b765f20522c9d77000202,PicsArt Photo Studio: Collage Maker & Pic Editor (IOS),39075.55330311966,5582.22
583c02c932ec4ba51300037e,Gamegou,609a2fe4c5d1524132e8e230,Soccer Super Star,38966.24418458277,5566.61
626a9cd05d54fa0018b746b3,InMobi,62b055e06894d1a44ef4d3a7,1Weather Android,38959.44249733185,5565.63
56b2844d24342c3622000032,Wattpad,5936ce6ff2dd8a5e180008f4,Wattpad_iOS_Interstitial,37969.73597431686,5424.25
561e8d966b8d90f61a0033c4,Moon Active,6267b266886bc70496f956fa,Travel Town Android,37597.112550441634,5371.02
66bf1c62ddea6f0011b313a9,NETSTORY PTE LTD,66c4140316d72e3cce1c86f1,NetShort_Andorid,37490.67076922185,5355.81
5d76031d57ec4f0017743734,INNOVATIVE CONNECTING PTE.LIMITED,5d8977f0c8e0320017598a33,Turbo,36772.201226401754,5253.17
6021599b8b3e5600159fcc76,HITAPPS GAMES LTD,68887b364afcdbfb426b9180,Word Solitaire: Associations Android,36350.37783831396,5192.91
