account_id,account_name,total_7d_spend,daily_spend
59e4bb543f0fa9a20900afa3,TabTale LTD,118151.73775520099,16878.82
698a6771eea67583ba0bada3,CharacterAI,117882.05908442856,16840.29
67078359be02e20011a686ec,365scores,116406.26795319188,16629.47
561e8d946b8d90f61a001509,Outfit7,115380.1410307792,16482.88
638badabfc61bb001443e715,"Locket Labs, Inc",114073.86606612535,16296.27
62b9ac4282628b001b5ab74a,Pinger,112773.51241346674,16110.5
6570788bee73b50011dbb6f6,Eyecon Global Ltd,112442.64698677443,16063.24
629f58df585252001b83d5f1,Super Unlimited Inc.,112272.27433956301,16038.9
63f725cfaa034900149db38c,Bigo,110888.55527454737,15841.22
561e8d926b8d90f61a00013e,Miniclip SA,110178.59161349242,15739.8
5aafdd4a0520357fabf54aa6,Badoo,108017.04765073309,15431.01
646dd642f8642700116df383,Jewel,104817.9176264772,14973.99
5b0fc58f19829714e5ad0d2f,Mattel163 Limited,103604.02249047786,14800.57
5d76031d57ec4f0017743734,INNOVATIVE CONNECTING PTE.LIMITED,102529.33376814847,14647.05
6108e1635335b40017097948,new insight,102139.1336802422,14591.3
561e8d936b8d90f61a000ade,Supercell,98083.81243810336,14011.97
5bb6123fa4ae3604537ad781,Fugo Games,96446.45089818204,13778.06
561e8d946b8d90f61a002087,Rovio,96280.49711689273,13754.36
65532f6b6cdf5900118d1f51,STORYMATRIX PTE LTD,94462.18936461254,13494.6
5efeed113191d60018f0f4e0,LY Corporation,94443.8650399352,13491.98
63e35991bbe8fa0014380604,Singapore New Reading Technology Pt,94134.16875946597,13447.74
664e27f28ffbbf0011f1d3b8,Grand Games,91496.09676205403,13070.87
683bc1bb4c15ca0011ad2b91,WONDERFUL TYCOON LIMITED,90001.12138857486,12857.3
6364b12e3ad6c7001711d812,Fodream Limited,88354.30357380821,12622.04
67d0848db62d6b0011ccb35e,SmartNews,87092.11631457222,12441.73
6920858f3fcd392133e22a59,Rakuten Viber,86811.61368040944,12401.66
5af2ae1e0f25612233aa2819,캐시워크,85519.23345074555,12217.03
561e8d936b8d90f61a0006b6,Electronic Arts,85276.79706595514,12182.4
63c7b6b2f22ae3001457f1fb,"Delight Room Co, Ltd",85249.66243786164,12178.52
5fc0a33dcb32b5001563f9dc,AmberMobile Limited,84585.85618359072,12083.69
6276c973f70e7c001895be79,RobTop Games AB,83780.61278500954,11968.66
561e8d976b8d90f61a003fcf,InstaShot,83655.02964990877,11950.72
6641b3748ffbbf0011f15c05,The Byte Combat (HongKong) Limited,82084.39589369556,11726.34
64075f57d6da1900141e5aba,Code Dish GmbH,81774.29566093837,11682.04
62a858f7348a840017e80ac5,"FUZHOU JIARUAN SOFTWARE TECHNOLOGY CO.,LTD.",80697.6319386823,11528.23
622f25f89bc0cb0014c6c06f,individual,79915.75730464602,11416.54
67b5b2c077bd1c00117b9adc,Sofa IT doo,79252.38549107479,11321.77
561e8d976b8d90f61a00418e,FGFF,76876.16423528963,10982.31
607d46752ca90f00153876e8,Jungle Frog LDA,75018.76477119526,10716.97
5d53cf81ff5bd700186c5f35,InfenitePlay LTD,74781.98670926547,10683.14
58910f6a5f5e338431000675,Jamcity INC.,73542.39274002072,10506.06
65f02b00af81650011344521,Scatterlab,71493.83066840004,10213.4
655c62f25942160011cb5305,SHUNYOU PTE LTD,71462.52021821713,10208.93
6315b8713c59f7001bacf8fb,Pocket FM Corp,67543.10760321358,9649.02
68ed0a0c4cac2a9dc3250a10,Loom Games Oyun Yazilim ve Pazarlam,66514.05331343596,9502.01
62f4b9c1a0cd3e00172cfe1c,Gameberry Labs Private Limited,66493.13257794475,9499.02
5f73ab8ec84db80016b354bb,Audiomack Inc.,65600.57969321456,9371.51
561e8d936b8d90f61a0014d2,Bertheussen IT,63867.29589129973,9123.9
5c52bd6ffbeb402419bef87d,SYBO Games,63071.98769435861,9010.28
61e93624cf7a710017932586,"Appgeneration, Lda",62058.94772555772,8865.56
674d6cfd2f5be200113e4217,Chengdu Xishangmeishu technology Co,61612.69076481165,8801.81
5f687c6436ca1e0016d5fd6d,INJOY TECHNOLOGY PTE.LTD.,60755.20487659327,8679.31
69c2321c4bae0d5981c00b17,深圳技威时代科技有限公司,59141.456323107166,8448.78
627b73f7023d420018e2f038,Chardonnay Partners LLC,56904.42670802154,8129.2
561e8d956b8d90f61a003219,"Appodeal, Inc.",56149.01238306318,8021.29
5bec0018c9af0a7962a96f4a,Rollic Games,56067.73709710934,8009.68
5dcf09394f6eed0018145e58,Unico Studio LLC,55247.66825062325,7892.52
5c657afed9e6e60012bab5d9,gamestudiopsv@gmail.com,54620.80587852796,7802.97
59650c95a4e548f217000ead,Picsart Inc,54585.62118678141,7797.95
561e8d976b8d90f61a003d3f,Fanatee Games,53817.35137450142,7688.19
561e8d946b8d90f61a002019,Mobiletech Software SRL,53653.02265999844,7664.72
61c991a5fe4ec600172e5e08,MOOVIT APP GLOBAL LTD,52939.12039380799,7562.73
680748860437920011951532,BeSoccer,52786.10779070085,7540.87
6666afb99ec3300011cdf91d,Appvestor ApS,52316.37401929618,7473.77
59fb487bbe77065f5800afc3,Azur Games,52255.78284114363,7465.11
624fcf9241887a0018618c00,GoTube Studio,52022.68104170891,7431.81
56b2844d24342c3622000032,Wattpad,50744.09617314639,7249.16
6159d295979b9a001749fd59,Supercent,50480.634161598886,7211.52
573c1e4c69d550c903000024,"LeYoo,Inc.",49966.810891906935,7138.12
5d8880f1444f7200181b5e1d,Lihuhu,46897.40634788696,6699.63
561e8d936b8d90f61a001412,Bitmango,46262.10927926074,6608.87
67a2e105ce727c001181897c,"HK Wanhua Network Tech Co, Limited",43959.72102393225,6279.96
63857a9148202e00149fcb08,Happibits Technologies Pte Ltd,43529.04762067307,6218.44
5981a22bcf89a5b87f001edf,ROCKETADS LTD BV,43330.24572709315,6190.04
638b3f012fb066001b8262d1,AtlasV,42869.05609343599,6124.15
68fa0d672fef766b2dac5f75,"SEEKEEHORIZON TECHNOLOGY (HK) CO,",41589.87549889888,5941.41
626a9cd05d54fa0018b746b3,InMobi,41386.22469665181,5912.32
619cc4d31a366f0017fe8d06,AI CREATIVITY S.R.L.,41047.03945915186,5863.86
561e8d956b8d90f61a0027d2,PlayStudios,40997.66424982888,5856.81
5c99bb9a419bc70011bbebcd,"HIGGS TECHNOLOGY CO.,LIMITED",40636.841622820895,5805.26
69a816c2814b9fb75404bc85,Kinkajoo Ltd,40088.728929963625,5726.96
66a8f651514c00001147b0d5,Clickfun Limited,39239.78307590957,5605.68
60f059faaf96d700177d115f,Yolo Oyun Yazılım ve Pazarlama AS,39096.045327355736,5585.15
65d4907595c34900110c9204,Social Chain Inc.,38515.836427493916,5502.26
62664065ca13b50011fb00a2,HIGAME Jsc,37100.12799037575,5300.02
64678a9ed7125400115d9869,GenDigital,36995.58141547511,5285.08
5ec6f4dbdae5f50015c2980b,PCA Bear LLC,36920.23528772564,5274.32
69834b2ea3ac73e99b7077db,Teamsnap,36899.89417557389,5271.41
6336ada8eff220001b2d1061,Pandas of Caribbean,36684.05956491523,5240.58
65e037799e0d93001113e55a,Rocketshield Browser Technology Lim,36522.78189851767,5217.54
5e3692d21cd3cb0018dd4329,SuperSonic Studios,36094.6862322759,5156.38
66e0182c82571e00117d2acb,FotMob AS,35285.292203604775,5040.76
677cecb33b9ea20011273987,Gravity Labs,35102.39138009594,5014.63
66c45f2c053da00011d69728,Standard Game Limited,34695.69264734922,4956.53
662686e7216c0b00118aef81,Chai Research Corp,34405.07615291618,4915.01
5cc67787e15f77001148cd13,Snail,33891.71357832798,4841.67
6375b18dfdfa75001bf507e2,Speelead Limited,33319.48369454358,4759.93
561e8d936b8d90f61a00046c,"Gamincat, Inc.",32809.013264898924,4687.0
66cd942b3db5f70011e66947,"Hongxing Media Co, Limited",32697.386551604966,4671.06
64684dd7d7125400115d9e39,Vicok Limited New,32565.750515151914,4652.25
58371a2bafd6eb8b130001ca,Samfinaco Limited,32439.208085804432,4634.17
676405dff3fa5d00114fee22,Opera Software Ireland,32389.3350221263,4627.05
561e8d936b8d90f61a000662,nerByte GMBH,32355.59202298126,4622.23
696df09b3eafeed3e7b21d7e,GlowMind Tech Limited,31842.302850069485,4548.9
6808dbeef6158900110477ca,Flow,31736.72019289873,4533.82
59f943ef3f415d7d580076a0,"Shenzhen AOE Network Technology Co., Ltd.",31715.151917711046,4530.74
649a9d5a29925f0011c63229,RNOVEL PTELTD,31413.565697620696,4487.65
5eb4c67d5e6ebc00166b8d04,广州勇往科技有限公司,30884.447750272593,4412.06
5efd8ef70165690015e8b224,Blackout Lab SL,30853.21304006706,4407.6
5f45fb2f150074001547df11,GeoTechnologies Inc.,30825.87960271232,4403.7
58adf6988e52ab4d320004d1,Microfun,30772.365394452383,4396.05
58734a33cbb41beb5600058f,Star Technology Investment Co Ltd.,30763.65870591926,4394.81
6863fe9df000940011f80bcb,Chesscom LLC,30579.263450519764,4368.47
64131058280ea30014b0ed99,LINE Digital Frontier,30237.355430815274,4319.62
561e8d936b8d90f61a00134a,Veraxen Ltd,29834.167232179534,4262.02
5dc9534f674ec70017d0306a,Think Yeah,29523.610547629574,4217.66
612549a07d54b700104c6ae3,"Magic Tavern, Inc.",29292.039206287354,4184.58
663c90f772fce00011b7f353,Citymapper (Via),29084.838698883836,4154.98
64ee40f968ec2e001173d7bc,WeatherBug,28807.583206764564,4115.37
677bd16443e94a0011b752b2,Samsung Electronics,28575.731977857926,4082.25
69328e99341082cebe0ccdca,MINIFRAME PTE LTD,28214.028869334426,4030.58
673afd953fa40700118c0ff2,Kami (HK) Limited,28186.03267754669,4026.58
60c319e160f8540017a53701,Spyke Games,28180.121376968287,4025.73
697702c10199fcad0554f955,Agile Quadrant Media Limited,28122.358492340427,4017.48
6556edd16cdf5900118d56ce,Closeli,27635.117309956033,3947.87
61b84202dacbc60017383dd8,RRTV,27597.759755165025,3942.54
60112a3ed3c4a000156a31d9,Superplay,27145.950157303796,3877.99
62f234d9f81a3c001bde7c25,MX Player,27139.51844478635,3877.07
561e8d956b8d90f61a003365,Fingersoft Oy,26980.72811432623,3854.39
64b77ab3d634830011209287,Weezer,26846.966073422223,3835.28
59d49801fa5a566117002fd5,Sweatcoin,26789.264413269488,3827.04
5821bd1c29f631ba3900041a,Zhongbo Soft,26704.97053767854,3815.0
561e8d936b8d90f61a0014ca,LOTUM Media GmbH,26690.94819107352,3812.99
561e8d956b8d90f61a003069,IdeaSolutions S.r.l.,26626.859397021988,3803.84
567acc79dea141ea32000008,Amanotes (PT),26583.46400999783,3797.64
6226eaddb6858a001bb4fb78,Parallel Space,26410.700026597708,3772.96
5d3a10eeddc71000189c7a37,Brainium Studios,26059.52790693897,3722.79
630dd09a2334a0001b28ad73,"Flextech, Inc.",25968.302360009642,3709.76
5bd009e27e1105796809759b,Big Cake Group Limited,25616.726487397926,3659.53
561e8d976b8d90f61a003e81,SpinX Games Limited (in use),25442.67472783807,3634.67
5898dc668d35674f40000046,Timehop,24978.424643719263,3568.35
681c05e62331ea0011439df0,"PSYNET Co,Ltd",24927.517624092216,3561.07
5fb510aa8072bf0015d8d59d,Tap2Play LLC,24572.408341471997,3510.34
65ca6ad44e9fff0011d273b7,"App Lab Studios, LLC",24438.23871325073,3491.18
65950837ab2b48001129b412,JUFOUCUS NETWORK TECHNOLOHGY LIMITE,24385.400238402166,3483.63
5a53889945eaab512501251e,AddApptr GmbH,24364.054719882144,3480.58
670153ce6f113e00119a0fad,SensusTech LLC,24199.85674976347,3457.12
609cb17937f3bf001593dd55,GMOTownWiFi,24115.367744229166,3445.05
674445ddd02cf30011f20eea,shenzhen kangyou jiankang Technolog,24062.388239528398,3437.48
6788b18b06da640011023eaf,Transsion OEM,23973.5094657383,3424.79
65e71ba517069f0011a36cfa,Rounds,23952.11556543462,3421.73
6406dc222ecde6001489f995,CONSTRUCT TECHNOLOGY PTE LTD,23883.330992565236,3411.9
561e8d946b8d90f61a001853,Century Games,23774.19786004831,3396.31
5b84c65ca73f7a027c553f4a,Rewards Game,23682.847556149118,3383.26
5ce6bee4142941540d1c9d36,Solitaire Grand Harvest,23593.699826525393,3370.53
60e59f4713bcb50017c45d89,PLAYDAYY TECHNOLOGIES PTE. LTD.,23590.72082410354,3370.1
624fd55d426bbc0011d5578d,personal,23517.583837810784,3359.65
679afd4877bd1c00117aaefd,"KAUCHE, Inc",23358.907223697013,3336.99
636231beddf9f8001beb4ffa,FlyFox,23342.930001532273,3334.7
5cdc50a461a35300113a8971,ikame,23239.73374137299,3319.96
6489c502a6bfa20014cb8ca7,Adorned Limited,23168.06542218424,3309.72
65de2ed395c34900110d36bb,SocialLoop LLC,23071.217978179975,3295.89
6540ac3b1ad27200118e909d,Wind's Choice Tech Limited,22987.284415026632,3283.9
5ce21c80d788b30012b31658,Treenod,22953.411225189906,3279.06
6108e61a892d1200173b458c,WEBTOON,22867.721291451562,3266.82
647deb456149810011be5192,Joyteractive Ltd,22833.440384489473,3261.92
664372d48ffbbf0011f17452,Nordeus,22746.089541982274,3249.44
5d130cdf37472100170775e1,Puzzle1Studio,22724.238748525295,3246.32
5c35531fec1d752b819317b1,HONGKONG VEGA LIMITED (Webeye),22410.07639171881,3201.44
617916e8f3ef190017a83854,Digitalchemy,22304.866046662788,3186.41
5c77abceef995c60fecc3f39,FunCorp,22239.957215739683,3177.14
63e0726b0dce2900138bf123,BALABOOM PTE LTD,22228.938742794868,3175.56
61825d0b78e35800177c13f0,EZTech,22215.08069899553,3173.58
6267e053f2d4b90018ad84e4,Burny Games,22128.071802908475,3161.15
56cb43391ba696884900000a,Ilyon Dynamics,22120.733919182534,3160.1
643d1561e09b08001442e672,Sliide,21904.63905333188,3129.23
5e01b8af1a0f960017f9603e,"MOONEE TECHNOLOGY CO., LIMITED",21840.389472736995,3120.06
561e8d936b8d90f61a001260,MAG Interactive,21628.59661973084,3089.8
62e85e3836ed04001b6d0adb,MediaLab,21610.884119049293,3087.27
63885d9b9d8b8c001477e945,"Shanghai Zhenglang Technology Co,L",21589.751938984162,3084.25
655377ea6cdf5900118d252a,OZION TECH PTE LTD,21587.653924444454,3083.95
65c3655fa3d8e100119171ba,9D Technologies,21140.359870501165,3020.05
59bbfb5389df7b9d3b000840,Trebel Music,21035.139371591074,3005.02
561e8d946b8d90f61a0017d9,Zentertain,21031.565454540018,3004.51
5de9e38ecca8210018d5923b,31Games,20758.534137179628,2965.5
561e8d936b8d90f61a0013cf,IP Timoshkov,20640.469110989186,2948.64
630d8dbfb1095d001bb0f04a,Bitsmedia Pte Ltd,20584.73501758715,2940.68
561e8d946b8d90f61a00170a,Kooapps Inc.,20495.937301012098,2927.99
6093fd75b33a50001533d418,Goodgame Studios,20474.210510096604,2924.89
5b4f0f700aa32c4f543a8b82,DragonPlus,20424.631251669547,2917.8
5cda78f561a35300113a86ab,Moonee,20240.454614667862,2891.49
68ba56d2257b3b6d2bd73f5a,Chongqing Fanni Network Technology,20229.96710858247,2890.0
6140b93df325530017ebcca3,ADONE PTE. LTD.,20197.38074563609,2885.34
61e5debc97db9400178b0529,wortise,20154.124916302964,2879.16
58665aa0444a4aeb0d000130,Instabridge Sweden AB,20018.47357994513,2859.78
62a1815d11112f001a291752,dely Inc.,19922.951340671327,2846.14
63465886049244001b5accb2,Ganxin,19907.289731542704,2843.9
623d267a77ab250011858b6d,personal,19864.93487193317,2837.85
602ad40427689c0015fb2d9e,PhotoCircle Inc.,19714.056231727547,2816.29
643c740fc34c0300130c743e,VPNABLE LTD,19329.800870585037,2761.4
65d36866a3d8e10011925549,SUBSUP PTE. LTD.,19323.291756802962,2760.47
668fb233514c00001146f038,Free VPN Planet SRL,19310.92920389195,2758.7
641d8986be2b36001370ca2a,Mackolik,19240.869897756114,2748.7
57fb4876297c8ce634000039,AbiGroup,19158.029755055588,2736.86
5dee0fe5eb22e8001714f2dc,dingdong,19116.61599204994,2730.95
5e05c0a26057ae0017e7d51c,FlintCast s.r.o.,19013.466735857517,2716.21
561e8d946b8d90f61a00183b,"Big Blue Bubble, Inc.",18911.15701611991,2701.59
6438b601943a92001427793d,AKRURA PTE LTD,18874.227045777257,2696.32
68b57bc85828fa59037e71c3,Ganko srl,18601.4609811087,2657.35
64b7f29fcca9af0011fd585d,Sonderads,18588.049141294607,2655.44
6694c47160e2ea00114a8599,Poligon Pte Ltd,18509.728559932977,2644.25
68b71eb3d7cac5dae6e2a61f,Mobicia Limited,18264.713302521373,2609.24
604ec2ae5a93950016a63fdd,"Gstarsoft Co.,ltd",18080.036813332175,2582.86
6155ad11120d4a0017386a18,Agave Games,18078.29537507975,2582.61
5fadec8fd8ff880015e844d9,Happy Dayzzz,18006.027332288053,2572.29
682b575afc11e60011201e88,Alpred SL,17909.874584747744,2558.55
689569d830ab905c133aa3c5,HONG KONG JIAHENG TECHNOLOGY LIMITE,17846.395124684033,2549.49
5a1aede25cc4979d7400c935,The Meet Group,17523.33488769969,2503.33
64b65d43cca9af0011fd40b2,UREAD GLOBAL PTE LTD,17518.469057331407,2502.64
561e8d976b8d90f61a003d96,Gram Games,17323.443797326956,2474.78
5d25ceb8ee15e60017672861,"Guangzhou Xiaomi information Service Co.,Ltd.",17177.413778007485,2453.92
659e4bc13d46f600110781db,JAGAT TECHNOLOGY PTE LTD,16989.112003079714,2427.02
5c81002b9eeed542aa90f233,Melons HK Limited,16967.92364063673,2423.99
6823ff6a9886e60011610e2b,JuTong,16916.64705733503,2416.66
6908648bf5a7288c87f52a5b,TANGE TECHNOLOGY (SINGAPORE) PTELT,16891.66419642635,2413.09
621e7a3f257d5f001422669b,Innplay Labs,16861.279840889107,2408.75
67c057525a9de100115b66ec,JustPlay GmbH,16786.922558293438,2398.13
645db622ff6cc50014413271,WindNovel Team,16785.939426980854,2397.99
5b1f351e3eddeb10ce7fa54c,IEC Global Pty Ltd.,16693.12824321006,2384.73
5fbcac40ba624b0015a61709,SKplanet,16641.565522816407,2377.37
62fc92193e90d2001bf7eb00,gomo,16523.559673289274,2360.51
5dcc0df6a4305a00173b9cf8,WeWard,16521.069896840363,2360.15
561e8d936b8d90f61a000838,Social Point,16445.710314090116,2349.39
561e8d936b8d90f61a000d42,PE Digital GmbH,16410.00616465792,2344.29
60c71d9d6b22ac0017d0bca4,AnyMind Group,16391.453476903174,2341.64
685a4add8cccbe0011f6c96c,"EaseVibe Technology Co, Limited",16390.783146816135,2341.54
6866251bdd4af80011a68567,Shenyang Yicheng Network Technology,16384.520401162503,2340.65
63d229657d9fc60014b1afdf,Paxie Games,16323.439524367071,2331.92
6298c12ee18acf001be07064,Candivore,16259.803476890838,2322.83
60afcdd4407e6d0018810836,Fomo Oyun Yazılım ve Pazarlama A.Ş. İstanbul İhtisas Serbest Bölge Şubesi,16255.33278370331,2322.19
577a61dcda179a9c3f000089,Kolibri Games (fka Fluffy Fairy),16255.16014661162,2322.17
5bd2ab5a79a00802b5118a87,Free Connected Limited,16096.121849089262,2299.45
66489a52557b6e0011538fab,BOBODOO PTE LTD,15889.839111871363,2269.98
5fc7301f7a7f0200153979c7,Aged Studio Limited,15887.260502006557,2269.61
561e8d936b8d90f61a0014bb,Soner Kara,15831.633831047802,2261.66
595cb8330ceef66964001700,Wemade Play,15788.525845972219,2255.5
5d9454a0a212f000180a7d7b,Inspired Square FZE,15586.640647134034,2226.66
5ec639e58150da0015b5c467,smart jam,15518.333598981879,2216.9
62223b5eb6858a001bb4e17c,InstantBits Inc,15454.004049872543,2207.71
6644af53557b6e0011536e74,Levit inc,15348.527263644559,2192.65
6991423beea67583ba0c1965,TRINAVA PTE LTD,15176.589594782801,2168.08
6376f00f3d02dc001b2940b6,MICHAT PTE. LIMITED,15130.583266589701,2161.51
5af96cda0bf9c14aa04bb8a8,HABBY PTE.LTD.,15085.120096266295,2155.02
64ecb0b0006b5a0011e57f9a,"Everyday Health, Inc",15060.631438249808,2151.52
65d404b895c34900110c8746,"Shenzhen Youzhida Technology Co, L",14906.722773321704,2129.53
653b61bc1f514a0011d4160d,fluct,14872.533713041212,2124.65
63dc9bbbab59840014f6a70b,Appsky Hong Kong Limited,14753.10156922172,2107.59
677d46d464147d001101c6c4,WONDERFUL IDEAS TECHNOLOGY LIMITED,14635.913928669073,2090.84
68ac1e339b1198be4a400981,JKSOL INFOTECH LLP,14560.911719420574,2080.13
69db7b997dbb2c94758de027,kakaopay,14554.529255082047,2079.22
57e3bb936c2966b53500009f,Moonfrog Labs Pvt. Ltd.,14485.771570428842,2069.4
561e8d976b8d90f61a00418f,Mobirix Corp.,14456.50574941124,2065.22
6915398050bffb2bb3a12605,YUKILASHSG,14378.964970499597,2054.14
65d1b497a3d8e10011923d10,Pixocial Technology (Singapore) Pte,14340.730676189642,2048.68
561e8d936b8d90f61a0014bd,"TextMe, Inc.",14339.961769475874,2048.57
6264fcbf56d5fd0011a66a2e,Miracle,14325.28994971605,2046.47
63e9eb09f5cef70013792355,"STICKET TECHNOLOGY CO, LIMITED",14314.697444876178,2044.96
5bf769c9efdc0d7c5359f96c,Apoggy Limited,14236.430005590544,2033.78
622f2440e19c1e00147fc083,individual,14166.49359894628,2023.78
63059267cf2375001ae03848,"Guangzhou Yourong Data Network Co., LTD",14111.083938175296,2015.87
5e4f394035080300173bd958,Kayac Inc.,14033.674117108127,2004.81
68f9f5db75ceafc7a8ee6155,LiveScore,13846.47751012459,1978.07
5e835e2eff9aca0015e0fd03,Aleksey Yarmolik IP,13770.99033687025,1967.28
65530fdb84a9bc0011812ed7,Vegoo,13764.015490958547,1966.29
5b5ec3e8337f272131edc824,MadBox,13612.814696068937,1944.69
561e8d946b8d90f61a001f18,Nordcurrent,13474.374521402271,1924.91
604a7ccb4f898b00151e2797,FunCraft,13430.78554245857,1918.68
561e8d936b8d90f61a0014bf,Candywriter,13403.507506921582,1914.79
59baf14999eaaa880a002c38,LOOP GAMES SAS,13368.765753604144,1909.82
5eb3c48aa80eba00159907c3,Matchingham Games Limited,13328.788888653959,1904.11
647064a3001eb40011826210,Zuuks Games,13324.402512585753,1903.49
561e8d946b8d90f61a0016d5,Big Duck Games,13176.090370035554,1882.3
65fa476ea576f30011b05d36,Yanadoo,13154.099031725007,1879.16
561e8d966b8d90f61a0039ab,Etermax,13131.70835988866,1875.96
561e8d956b8d90f61a0030cf,Ketchapp,13002.039255889467,1857.43
5c4698f387314c74d39455da,BlockPuzzleGame,12912.075140461053,1844.58
561e8d976b8d90f61a004735,Dots,12771.944033694972,1824.56
5f58b1ac675b0600157e7105,Papaya Gaming,12734.411670167032,1819.2
561e8d936b8d90f61a00059f,Wooga,12621.878555755777,1803.13
6943c0c727e1a44402a2712f,HEARTSNET PTE LTD,12564.726571125302,1794.96
5f0c183af52f8e001b9cc198,BOLOYO LIMITED,12532.775563658983,1790.4
64d4aff7bedba60011a4ca25,"Guangzhou Tongliang Technology Co,",12528.555459369334,1789.79
6875f522babc2000110fb14e,Chongqing JiguJigu  Network Technol,12521.84515212816,1788.84
634fbc9a6d4a18001764bb23,"HONG KONG JOLLY ART TECHNOLOGY CO., LIMITED",12462.483459677745,1780.35
5b38a50baad8781c4f929d98,POSEIDON TECHNOLOGY LIMITED,12433.740981586536,1776.25
5c6a96f373ca3d6bbe3fff38,AppQuantum,12431.624322901633,1775.95
