account_id,blocked_categories
5b2aad55ec47af23be0124fc,"[""V1-11"", ""V1-14"", ""V1-4"", ""V1-7"", ""V2-16""]"
658a2fc2ab2b4800112923f1,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9"", ""V2-11"", ""V2-12"", ""V2-16"", ""V2-3""]"
6247027c20721a0018bb6528,"[""V1-13"", ""V1-14"", ""V1-4""]"
5fc671cbba624b0015a61bf1,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7""]"
64afadea4da41800114faaeb,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
66f36da16f113e0011999ff8,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-6"", ""V1-7"", ""V1-9"", ""V2-11"", ""V2-16""]"
5d3a5de9ddc71000189c7a84,"[""V1-11"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-6""]"
568b8cb3bb2089a80600000a,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9""]"
5e96c1b29704720015d9f4ae,"[""V1-10"", ""V1-12"", ""V1-14"", ""V1-9""]"
5b1526a7de961d3317b1d475,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-6"", ""V1-7"", ""V1-9"", ""V2-13"", ""V2-14"", ""V2-16"", ""V2-18"", ""V2-21"", ""V2-9""]"
67e22d64b039580011378f33,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
670cfa366f113e00119a799f,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-6"", ""V1-7"", ""V1-9"", ""V2-1"", ""V2-11"", ""V2-16"", ""V2-21""]"
561e8d966b8d90f61a0033c4,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-6"", ""V1-7"", ""V1-9"", ""V2-13"", ""V2-16"", ""V2-19"", ""V2-21"", ""V2-3""]"
674d6cfd2f5be200113e4217,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
6862932aaff9d800114174ac,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
66d6b6896f113e001198b89c,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
619b548fc9c9c1001796f1f6,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-14"", ""V1-2"", ""V1-5"", ""V1-7"", ""V1-9""]"
668545a239a54a0011299e6e,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9"", ""V2-16""]"
5f064bf93191d60018f0fd5a,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9"", ""V2-21""]"
5d76031d57ec4f0017743734,"[""V1-14"", ""V1-7""]"
6021599b8b3e5600159fcc76,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9""]"
684c3af4806ba9001147f9cd,"[""V1-13"", ""V1-14"", ""V1-4"", ""V1-6"", ""V1-9"", ""V2-16""]"
67d0848db62d6b0011ccb35e,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-6"", ""V1-7"", ""V1-9"", ""V2-1"", ""V2-10"", ""V2-12"", ""V2-13"", ""V2-14"", ""V2-15"", ""V2-16"", ""V2-17"", ""V2-18"", ""V2-2"", ""V2-21"", ""V2-3"", ""V2-5"", ""V2-8"", ""V2-9""]"
5fc618102e8dd2001579b65d,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9""]"
68ed0a0c4cac2a9dc3250a10,"[""V1-1"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9"", ""V2-16"", ""V2-2"", ""V2-3""]"
65f02b00af81650011344521,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
6649f6de557b6e0011539536,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
634d301fa3774b001b7c0dbc,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
64c3551f1e5137001122d418,"[""V1-13"", ""V1-3"", ""V1-6""]"
62b9ac4282628b001b5ab74a,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9""]"
5fe2fafd6013fb0015208652,"[""V1-13"", ""V1-14""]"
5af5b8f9e408f136156e7cae,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9"", ""V2-2""]"
5b69051b3a5ab61db2c22189,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
629f58df585252001b83d5f1,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-6"", ""V1-7"", ""V1-9"", ""V2-1"", ""V2-12"", ""V2-13"", ""V2-15"", ""V2-16"", ""V2-21"", ""V2-5"", ""V2-9""]"
66bf1c62ddea6f0011b313a9,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
63f725cfaa034900149db38c,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-5"", ""V1-6"", ""V1-7"", ""V1-9"", ""V2-1"", ""V2-13"", ""V2-17"", ""V2-21""]"
58737456236d8f446400071c,"[""V1-1"", ""V1-13""]"
5aafdd4a0520357fabf54aa6,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-6"", ""V1-7"", ""V1-9"", ""V2-16""]"
561e8d966b8d90f61a003414,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9"", ""V2-15"", ""V2-21"", ""V2-3"", ""V2-5""]"
6920858f3fcd392133e22a59,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-6"", ""V1-7"", ""V1-9"", ""V2-11"", ""V2-15"", ""V2-16"", ""V2-3""]"
65532f6b6cdf5900118d1f51,"[""V1-14"", ""V1-6"", ""V2-15""]"
5bccfdfc02937a3064660fb7,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9""]"
64803209bfd9aa0011593484,"[""V1-1"", ""V1-10"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-5""]"
59e4bb543f0fa9a20900afa3,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
561e8d936b8d90f61a000ade,"[""V1-13"", ""V1-14"", ""V1-6""]"
561e8d946b8d90f61a001509,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
664e27f28ffbbf0011f1d3b8,"[""V1-13"", ""V1-14""]"
6570788bee73b50011dbb6f6,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9"", ""V2-11"", ""V2-16"", ""V2-21""]"
5f73ab8ec84db80016b354bb,"[""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
5ce32f41e15f77001148e36d,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9""]"
561e8d926b8d90f61a00013e,"[""V1-13"", ""V1-14""]"
638badabfc61bb001443e715,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
69c2321c4bae0d5981c00b17,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
561e8d976b8d90f61a00418e,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9"", ""V2-16""]"
5a57133a3610bbb671016ff3,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-3"", ""V1-4"", ""V1-5"", ""V1-6"", ""V1-7"", ""V1-9"", ""V2-21""]"
68fa0d672fef766b2dac5f75,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
5bb6123fa4ae3604537ad781,"[""V1-1"", ""V1-13"", ""V1-14""]"
58b91be73e5caab04b000296,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9""]"
683bc1bb4c15ca0011ad2b91,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
5b0fc58f19829714e5ad0d2f,"[""V1-1"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-6"", ""V1-7"", ""V1-9"", ""V2-1"", ""V2-10"", ""V2-11"", ""V2-13"", ""V2-16"", ""V2-17"", ""V2-18"", ""V2-21"", ""V2-3""]"
67b5b2c077bd1c00117b9adc,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-6"", ""V1-9""]"
5af2ae1e0f25612233aa2819,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9""]"
607d46752ca90f00153876e8,"[""V1-1"", ""V1-10"", ""V1-13"", ""V1-14"", ""V1-4"", ""V1-9""]"
64075f57d6da1900141e5aba,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-6"", ""V1-7"", ""V1-9"", ""V2-16"", ""V2-3"", ""V2-5""]"
561e8d936b8d90f61a0014d2,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9"", ""V2-21""]"
622f25f89bc0cb0014c6c06f,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9""]"
5f687c6436ca1e0016d5fd6d,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-6"", ""V1-9""]"
697702c10199fcad0554f955,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
561e8d946b8d90f61a002087,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9"", ""V2-16"", ""V2-21""]"
561e8d976b8d90f61a003fcf,"[""V1-1"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-3"", ""V1-5"", ""V1-7"", ""V1-9"", ""V2-16"", ""V2-3""]"
68b15a7cc3df44b6b016cb9f,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
655c62f25942160011cb5305,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9""]"
561e8d936b8d90f61a0006b6,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-6"", ""V1-9"", ""V2-3""]"
6698b45b60e2ea00114aa807,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9"", ""V2-16""]"
56b2844d24342c3622000032,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-6"", ""V1-9""]"
59650c95a4e548f217000ead,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9""]"
69a816c2814b9fb75404bc85,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-5"", ""V1-9""]"
5efeed113191d60018f0f4e0,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-6"", ""V1-9"", ""V2-13""]"
624fcf9241887a0018618c00,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9""]"
62f4b9c1a0cd3e00172cfe1c,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
63c7b6b2f22ae3001457f1fb,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9""]"
6276c973f70e7c001895be79,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-6"", ""V1-9"", ""V2-16""]"
6641b3748ffbbf0011f15c05,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
5c52bd6ffbeb402419bef87d,"[""V1-10"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-6"", ""V2-16"", ""V2-3""]"
696df09b3eafeed3e7b21d7e,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
69fa1edb63ed3b5eefe8c177,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9""]"
561e8d946b8d90f61a002019,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9""]"
680748860437920011951532,"[""V1-13"", ""V1-14"", ""V1-6"", ""V1-9""]"
6364b12e3ad6c7001711d812,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9""]"
5bec0018c9af0a7962a96f4a,"[""V1-13"", ""V1-14""]"
6315b8713c59f7001bacf8fb,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-6"", ""V1-7"", ""V1-9"", ""V2-13"", ""V2-14"", ""V2-15"", ""V2-16"", ""V2-19"", ""V2-21"", ""V2-3"", ""V2-4"", ""V2-5"", ""V2-8""]"
67078359be02e20011a686ec,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9""]"
643d1561e09b08001442e672,"[""V1-10"", ""V1-14"", ""V1-2"", ""V1-6"", ""V2-3""]"
5fc0a33dcb32b5001563f9dc,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9""]"
662686e7216c0b00118aef81,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
626a9cd05d54fa0018b746b3,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-6"", ""V1-7"", ""V1-9"", ""V2-1"", ""V2-11"", ""V2-12"", ""V2-13"", ""V2-14"", ""V2-15"", ""V2-16"", ""V2-17"", ""V2-18"", ""V2-19"", ""V2-21"", ""V2-3"", ""V2-4"", ""V2-5"", ""V2-8"", ""V2-9""]"
66c45f2c053da00011d69728,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
58910f6a5f5e338431000675,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9""]"
63857a9148202e00149fcb08,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9""]"
638b3f012fb066001b8262d1,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9""]"
676405dff3fa5d00114fee22,"[""V1-13"", ""V1-14"", ""V1-9"", ""V2-16""]"
6159d295979b9a001749fd59,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-3"", ""V1-4"", ""V1-5"", ""V1-9""]"
61c991a5fe4ec600172e5e08,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9"", ""V2-16""]"
6863fe9df000940011f80bcb,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-6"", ""V1-7"", ""V1-9"", ""V2-1"", ""V2-11"", ""V2-13"", ""V2-14"", ""V2-16"", ""V2-19"", ""V2-20"", ""V2-21"", ""V2-3"", ""V2-5"", ""V2-8""]"
627b73f7023d420018e2f038,"[""V1-13"", ""V1-14"", ""V1-9""]"
69dca1d80e0891e59aa248e0,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
5f45fb2f150074001547df11,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-6"", ""V1-7"", ""V1-9""]"
62f234d9f81a3c001bde7c25,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9"", ""V2-16""]"
6666afb99ec3300011cdf91d,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
