account_id,account_name,app_id,app_name,region,am_name,level,pub_daily_spend,blocked_creative_id,rtb_id,external_id,adomain,creative_daily_spend,potential_uplift_daily
5f064bf93191d60018f0fd5a,Lion Studios,,,Americas,Matthew Hong,account,23197.91,67055dc40f05bd0011e279ae_Video_cat3__pkg__bat_0_mat_0_20260320_OS9al,67055dc40f05bd0011e279ae,Video_cat3__pkg__bat_0_mat_0_20260320_OS9al,temu.com,7140.88,107.7
5f064bf93191d60018f0fd5a,Lion Studios,,,Americas,Matthew Hong,account,23197.91,67055dc40f05bd0011e279ae_Video_cat3__pkg__bat_0_mat_0_20250619_VvE8g,67055dc40f05bd0011e279ae,Video_cat3__pkg__bat_0_mat_0_20250619_VvE8g,temu.com,7134.25,107.6
5f064bf93191d60018f0fd5a,Lion Studios,,,Americas,Matthew Hong,account,23197.91,67055dc40f05bd0011e279ae_Video_cat3__pkg__bat_0_mat_0_20260429_0uD05,67055dc40f05bd0011e279ae,Video_cat3__pkg__bat_0_mat_0_20260429_0uD05,temu.com,7128.57,107.51
5f064bf93191d60018f0fd5a,Lion Studios,,,Americas,Matthew Hong,account,23197.91,67055dc40f05bd0011e279ae_Video_cat3__pkg__bat_0_mat_0_20250619_8egc0,67055dc40f05bd0011e279ae,Video_cat3__pkg__bat_0_mat_0_20250619_8egc0,temu.com,7125.09,107.46
5f064bf93191d60018f0fd5a,Lion Studios,,,Americas,Matthew Hong,account,23197.91,67055dc40f05bd0011e279ae_Video_cat3__pkg__bat_0_mat_0_20260429_PqBzL,67055dc40f05bd0011e279ae,Video_cat3__pkg__bat_0_mat_0_20260429_PqBzL,temu.com,7120.52,107.39
5b975fcedc73276356309362,OAKEVER GAMES PTE LTD,6642cf9be0cbed6459a1b767,Tile Trip iOS,APAC,Aria Gao,app,12829.1,5f6413c9612b1a0015099993_1362994,5f6413c9612b1a0015099993,1362994,dreamgames.com,12818.67,106.92
606c7bac7a37680015801ad8,jiayou,624d1d920ea4f6b17766ae63,Block Blast-ios,APAC,Sunton Sun,app,83845.04,5f6413c9612b1a0015099993_607231,5f6413c9612b1a0015099993,607231,dreamgames.com,1842.66,100.45
5b1526a7de961d3317b1d475,X-FLOW LTD,,,EMEA,Kseniia Fesenko,account,21432.61,67055dc40f05bd0011e279ae_Video_cat3__pkg__bat_0_mat_0_20250619_v5IrW,67055dc40f05bd0011e279ae,Video_cat3__pkg__bat_0_mat_0_20250619_v5IrW,temu.com,7166.85,99.87
606c7bac7a37680015801ad8,jiayou,624d1d920ea4f6b17766ae63,Block Blast-ios,APAC,Sunton Sun,app,83845.04,5f6413c9612b1a0015099993_1467238,5f6413c9612b1a0015099993,1467238,lessmore.games,1825.79,99.53
5b975fcedc73276356309362,OAKEVER GAMES PTE LTD,,,APAC,Aria Gao,account,222290.25,5f6413c9612b1a0015099993_750632,5f6413c9612b1a0015099993,750632,luckyday.com,668.83,96.66
561e8d936b8d90f61a000455,Mobility Ware,,,Americas,Natalie Kenyon,account,108386.73,5f6413c9612b1a0015099993_742454,5f6413c9612b1a0015099993,742454,tiktok.com,1371.37,96.64
5b1526a7de961d3317b1d475,X-FLOW LTD,,,EMEA,Kseniia Fesenko,account,21432.61,67055dc40f05bd0011e279ae_Video_cat3__pkg__bat_0_mat_0_20250619_ASzpF,67055dc40f05bd0011e279ae,Video_cat3__pkg__bat_0_mat_0_20250619_ASzpF,temu.com,6846.92,95.41
5b1526a7de961d3317b1d475,X-FLOW LTD,,,EMEA,Kseniia Fesenko,account,21432.61,67055dc40f05bd0011e279ae_Video_cat3__pkg__bat_0_mat_0_20250619_cJM73,67055dc40f05bd0011e279ae,Video_cat3__pkg__bat_0_mat_0_20250619_cJM73,temu.com,6827.74,95.14
622b9915ac4bf1001715b790,Activision Blizzard Media (King),,,Americas,Kasey Geist,account,90732.19,67055dc40f05bd0011e279ae_Video_cat3__pkg__bat_0_mat_0_20250925_uTlPO,67055dc40f05bd0011e279ae,Video_cat3__pkg__bat_0_mat_0_20250925_uTlPO,temu.com,1542.35,90.98
622b9915ac4bf1001715b790,Activision Blizzard Media (King),,,Americas,Kasey Geist,account,90732.19,67055dc40f05bd0011e279ae_Video_cat3__pkg__bat_0_mat_0_20250925_J6PKz,67055dc40f05bd0011e279ae,Video_cat3__pkg__bat_0_mat_0_20250925_J6PKz,temu.com,1541.17,90.91
622b9915ac4bf1001715b790,Activision Blizzard Media (King),,,Americas,Kasey Geist,account,90732.19,67055dc40f05bd0011e279ae_Video_cat3__pkg__bat_0_mat_0_20250925_cDBKw,67055dc40f05bd0011e279ae,Video_cat3__pkg__bat_0_mat_0_20250925_cDBKw,temu.com,1540.41,90.87
622b9915ac4bf1001715b790,Activision Blizzard Media (King),,,Americas,Kasey Geist,account,90732.19,67055dc40f05bd0011e279ae_Video_cat3__pkg__bat_0_mat_0_20250925_xrBfE,67055dc40f05bd0011e279ae,Video_cat3__pkg__bat_0_mat_0_20250925_xrBfE,temu.com,1540.43,90.87
622b9915ac4bf1001715b790,Activision Blizzard Media (King),,,Americas,Kasey Geist,account,90732.19,67055dc40f05bd0011e279ae_Video_cat3__pkg__bat_0_mat_0_20250925_LJOnN,67055dc40f05bd0011e279ae,Video_cat3__pkg__bat_0_mat_0_20250925_LJOnN,temu.com,1539.18,90.8
622b9915ac4bf1001715b790,Activision Blizzard Media (King),,,Americas,Kasey Geist,account,90732.19,67055dc40f05bd0011e279ae_Video_cat3__pkg__bat_0_mat_0_20250925_THgDb,67055dc40f05bd0011e279ae,Video_cat3__pkg__bat_0_mat_0_20250925_THgDb,temu.com,1536.0,90.61
622b9915ac4bf1001715b790,Activision Blizzard Media (King),,,Americas,Kasey Geist,account,90732.19,67055dc40f05bd0011e279ae_Video_cat3__pkg__bat_0_mat_0_20250925_UDind,67055dc40f05bd0011e279ae,Video_cat3__pkg__bat_0_mat_0_20250925_UDind,temu.com,1535.19,90.56
622b9915ac4bf1001715b790,Activision Blizzard Media (King),,,Americas,Kasey Geist,account,90732.19,67055dc40f05bd0011e279ae_Video_cat3__pkg__bat_0_mat_0_20250925_45VaL,67055dc40f05bd0011e279ae,Video_cat3__pkg__bat_0_mat_0_20250925_45VaL,temu.com,1534.66,90.53
622b9915ac4bf1001715b790,Activision Blizzard Media (King),,,Americas,Kasey Geist,account,90732.19,67055dc40f05bd0011e279ae_Video_cat3__pkg__bat_0_mat_0_20250925_MtQWX,67055dc40f05bd0011e279ae,Video_cat3__pkg__bat_0_mat_0_20250925_MtQWX,temu.com,1534.49,90.52
622b9915ac4bf1001715b790,Activision Blizzard Media (King),,,Americas,Kasey Geist,account,90732.19,67055dc40f05bd0011e279ae_Video_cat3__pkg__bat_0_mat_0_20250925_puQqY,67055dc40f05bd0011e279ae,Video_cat3__pkg__bat_0_mat_0_20250925_puQqY,temu.com,1494.63,88.17
606c7bac7a37680015801ad8,jiayou,624d1d920ea4f6b17766ae63,Block Blast-ios,APAC,Sunton Sun,app,83845.04,5f6413c9612b1a0015099993_761964,5f6413c9612b1a0015099993,761964,crowncoinscasino.com,1602.04,87.33
606c7bac7a37680015801ad8,jiayou,624d1d920ea4f6b17766ae63,Block Blast-ios,APAC,Sunton Sun,app,83845.04,5f6413c9612b1a0015099993_1429954,5f6413c9612b1a0015099993,1429954,twomerge.com,1460.45,79.61
561e8d926b8d90f61a00013e,Miniclip SA,,,EMEA,Louis Wallworth,account,16370.88,67055dc40f05bd0011e279ae_Video_cat3__pkg__bat_0_mat_0_20250619_v5IrW,67055dc40f05bd0011e279ae,Video_cat3__pkg__bat_0_mat_0_20250619_v5IrW,temu.com,7166.85,76.28
561e8d926b8d90f61a00013e,Miniclip SA,,,EMEA,Louis Wallworth,account,16370.88,67055dc40f05bd0011e279ae_Video_cat3__pkg__bat_0_mat_0_20260320_t6fNB,67055dc40f05bd0011e279ae,Video_cat3__pkg__bat_0_mat_0_20260320_t6fNB,temu.com,7146.21,76.06
5b975fcedc73276356309362,OAKEVER GAMES PTE LTD,659e1333a5c8c578aac410f0,Vita Mahjong Android,APAC,Aria Gao,app,70669.89,5f6413c9612b1a0015099993_1728195,5f6413c9612b1a0015099993,1728195,temu.com,1654.57,76.02
561e8d926b8d90f61a00013e,Miniclip SA,,,EMEA,Louis Wallworth,account,16370.88,67055dc40f05bd0011e279ae_Video_cat3__pkg__bat_0_mat_0_20260320_OS9al,67055dc40f05bd0011e279ae,Video_cat3__pkg__bat_0_mat_0_20260320_OS9al,temu.com,7140.88,76.0
561e8d926b8d90f61a00013e,Miniclip SA,,,EMEA,Louis Wallworth,account,16370.88,67055dc40f05bd0011e279ae_Video_cat3__pkg__bat_0_mat_0_20250619_VvE8g,67055dc40f05bd0011e279ae,Video_cat3__pkg__bat_0_mat_0_20250619_VvE8g,temu.com,7134.25,75.93
561e8d926b8d90f61a00013e,Miniclip SA,,,EMEA,Louis Wallworth,account,16370.88,67055dc40f05bd0011e279ae_Video_cat3__pkg__bat_0_mat_0_20250619_8egc0,67055dc40f05bd0011e279ae,Video_cat3__pkg__bat_0_mat_0_20250619_8egc0,temu.com,7125.09,75.84
606c7bac7a37680015801ad8,jiayou,624d1d920ea4f6b17766ae63,Block Blast-ios,APAC,Sunton Sun,app,83845.04,5f6413c9612b1a0015099993_1386198,5f6413c9612b1a0015099993,1386198,tiktok.com,1348.83,73.53
561e8d926b8d90f61a00013e,Miniclip SA,,,EMEA,Louis Wallworth,account,16370.88,67055dc40f05bd0011e279ae_Video_cat3__pkg__bat_0_mat_0_20250619_cJM73,67055dc40f05bd0011e279ae,Video_cat3__pkg__bat_0_mat_0_20250619_cJM73,temu.com,6827.74,72.67
5f064bf93191d60018f0fd5a,Lion Studios,,,Americas,Matthew Hong,account,23197.91,618a29d9ef3f360017e9acca_Video_cat3__pkg__bat_0_mat_0_20250717_2SINn,618a29d9ef3f360017e9acca,Video_cat3__pkg__bat_0_mat_0_20250717_2SINn,temu.com,4785.04,72.17
5f064bf93191d60018f0fd5a,Lion Studios,,,Americas,Matthew Hong,account,23197.91,618a29d9ef3f360017e9acca_Video_cat3__pkg__bat_0_mat_0_20250717_r9mlB,618a29d9ef3f360017e9acca,Video_cat3__pkg__bat_0_mat_0_20250717_r9mlB,temu.com,4771.69,71.97
5f064bf93191d60018f0fd5a,Lion Studios,,,Americas,Matthew Hong,account,23197.91,618a29d9ef3f360017e9acca_Video_cat3__pkg__bat_0_mat_0_20250717_HY5DM,618a29d9ef3f360017e9acca,Video_cat3__pkg__bat_0_mat_0_20250717_HY5DM,temu.com,4771.23,71.96
5f064bf93191d60018f0fd5a,Lion Studios,,,Americas,Matthew Hong,account,23197.91,618a29d9ef3f360017e9acca_Video_cat3__pkg__bat_0_mat_0_20250717_V65ei,618a29d9ef3f360017e9acca,Video_cat3__pkg__bat_0_mat_0_20250717_V65ei,temu.com,4770.82,71.95
5f064bf93191d60018f0fd5a,Lion Studios,,,Americas,Matthew Hong,account,23197.91,618a29d9ef3f360017e9acca_Video_cat3__pkg__bat_0_mat_0_20250717_wnaro,618a29d9ef3f360017e9acca,Video_cat3__pkg__bat_0_mat_0_20250717_wnaro,temu.com,4763.9,71.85
5f064bf93191d60018f0fd5a,Lion Studios,,,Americas,Matthew Hong,account,23197.91,618a29d9ef3f360017e9acca_Video_cat3__pkg__bat_0_mat_0_20250717_gdjpZ,618a29d9ef3f360017e9acca,Video_cat3__pkg__bat_0_mat_0_20250717_gdjpZ,temu.com,4764.1,71.85
5f064bf93191d60018f0fd5a,Lion Studios,,,Americas,Matthew Hong,account,23197.91,618a29d9ef3f360017e9acca_Video_cat3__pkg__bat_0_mat_0_20250717_QlYuF,618a29d9ef3f360017e9acca,Video_cat3__pkg__bat_0_mat_0_20250717_QlYuF,temu.com,4759.93,71.79
5f064bf93191d60018f0fd5a,Lion Studios,,,Americas,Matthew Hong,account,23197.91,618a29d9ef3f360017e9acca_Video_cat3__pkg__bat_0_mat_0_20250717_upA4E,618a29d9ef3f360017e9acca,Video_cat3__pkg__bat_0_mat_0_20250717_upA4E,temu.com,4751.71,71.67
5f064bf93191d60018f0fd5a,Lion Studios,,,Americas,Matthew Hong,account,23197.91,618a29d9ef3f360017e9acca_Video_cat3__pkg__bat_0_mat_0_20250717_8nnfC,618a29d9ef3f360017e9acca,Video_cat3__pkg__bat_0_mat_0_20250717_8nnfC,temu.com,4733.65,71.39
5f064bf93191d60018f0fd5a,Lion Studios,,,Americas,Matthew Hong,account,23197.91,618a29d9ef3f360017e9acca_Video_cat3__pkg__bat_0_mat_0_20250717_HfhMm,618a29d9ef3f360017e9acca,Video_cat3__pkg__bat_0_mat_0_20250717_HfhMm,temu.com,4727.45,71.3
606c7bac7a37680015801ad8,jiayou,633549fb3901c096a37b2893,Block Juggle—GP,APAC,Sunton Sun,app,54207.34,5f6413c9612b1a0015099993_1467238,5f6413c9612b1a0015099993,1467238,lessmore.games,1825.79,64.35
561e8d936b8d90f61a000455,Mobility Ware,,,Americas,Natalie Kenyon,account,108386.73,5f6413c9612b1a0015099993_1375408,5f6413c9612b1a0015099993,1375408,robinhood.com,862.55,60.78
5b975fcedc73276356309362,OAKEVER GAMES PTE LTD,6642cf9be0cbed6459a1b767,Tile Trip iOS,APAC,Aria Gao,app,12829.1,67055dc40f05bd0011e279ae_Video_cat3__pkg__bat_0_mat_0_20260320_c6izQ,67055dc40f05bd0011e279ae,Video_cat3__pkg__bat_0_mat_0_20260320_c6izQ,temu.com,7251.31,60.48
5b975fcedc73276356309362,OAKEVER GAMES PTE LTD,6642cf9be0cbed6459a1b767,Tile Trip iOS,APAC,Aria Gao,app,12829.1,67055dc40f05bd0011e279ae_Video_cat3__pkg__bat_0_mat_0_20260320_c4oce,67055dc40f05bd0011e279ae,Video_cat3__pkg__bat_0_mat_0_20260320_c4oce,temu.com,7197.2,60.03
606c7bac7a37680015801ad8,jiayou,624d1d920ea4f6b17766ae63,Block Blast-ios,APAC,Sunton Sun,app,83845.04,5f6413c9612b1a0015099993_1539959,5f6413c9612b1a0015099993,1539959,dreamgames.com,1071.33,58.4
606c7bac7a37680015801ad8,jiayou,624d1d920ea4f6b17766ae63,Block Blast-ios,APAC,Sunton Sun,app,83845.04,5f6413c9612b1a0015099993_1452538,5f6413c9612b1a0015099993,1452538,king.com,1031.63,56.24
67c01767cc8ae200116e5d00,Skywork AI PTELTD,,,APAC,Ronald Long,account,77392.7,5f6413c9612b1a0015099993_857141,5f6413c9612b1a0015099993,857141,royal.dominoislandgame.com,1110.38,55.87
606c7bac7a37680015801ad8,jiayou,624d1d920ea4f6b17766ae63,Block Blast-ios,APAC,Sunton Sun,app,83845.04,5f6413c9612b1a0015099993_1697096,5f6413c9612b1a0015099993,1697096,tiktok.com,972.14,52.99
56d55c72562b9c353800000d,Voodoo,,,EMEA,Hadil Salameh,account,43844.81,5f6413c9612b1a0015099993_682668,5f6413c9612b1a0015099993,682668,king.com,1852.9,52.82
56d55c72562b9c353800000d,Voodoo,,,EMEA,Hadil Salameh,account,43844.81,5f6413c9612b1a0015099993_607231,5f6413c9612b1a0015099993,607231,dreamgames.com,1842.66,52.53
57d1b461ae2b57d903000027,Easybrain Ltd,,,EMEA,Dina Eraksan,account,100981.67,67055dc40f05bd0011e279ae_Video_cat3__pkg__bat_0_mat_0_20250620_jneb5,67055dc40f05bd0011e279ae,Video_cat3__pkg__bat_0_mat_0_20250620_jneb5,temu.com,794.62,52.17
56d55c72562b9c353800000d,Voodoo,,,EMEA,Hadil Salameh,account,43844.81,5f6413c9612b1a0015099993_1518947,5f6413c9612b1a0015099993,1518947,freecash.com,1822.39,51.95
57d1b461ae2b57d903000027,Easybrain Ltd,,,EMEA,Dina Eraksan,account,100981.67,67055dc40f05bd0011e279ae_Video_cat3__pkg__bat_0_mat_0_20250620_8lO9v,67055dc40f05bd0011e279ae,Video_cat3__pkg__bat_0_mat_0_20250620_8lO9v,temu.com,788.6,51.77
56d55c72562b9c353800000d,Voodoo,,,EMEA,Hadil Salameh,account,43844.81,5f6413c9612b1a0015099993_983091,5f6413c9612b1a0015099993,983091,revolut.com,1815.7,51.76
622b9915ac4bf1001715b790,Activision Blizzard Media (King),,,Americas,Kasey Geist,account,90732.19,67055dc40f05bd0011e279ae_Video_cat3__pkg__bat_0_mat_0_20250620_fJC53,67055dc40f05bd0011e279ae,Video_cat3__pkg__bat_0_mat_0_20250620_fJC53,temu.com,846.12,49.91
622b9915ac4bf1001715b790,Activision Blizzard Media (King),,,Americas,Kasey Geist,account,90732.19,67055dc40f05bd0011e279ae_Video_cat3__pkg__bat_0_mat_0_20250620_KaxY9,67055dc40f05bd0011e279ae,Video_cat3__pkg__bat_0_mat_0_20250620_KaxY9,temu.com,839.92,49.55
622b9915ac4bf1001715b790,Activision Blizzard Media (King),,,Americas,Kasey Geist,account,90732.19,67055dc40f05bd0011e279ae_Video_cat3__pkg__bat_0_mat_0_20250620_0VKYk,67055dc40f05bd0011e279ae,Video_cat3__pkg__bat_0_mat_0_20250620_0VKYk,temu.com,839.75,49.54
622b9915ac4bf1001715b790,Activision Blizzard Media (King),,,Americas,Kasey Geist,account,90732.19,67055dc40f05bd0011e279ae_Video_cat3__pkg__bat_0_mat_0_20250620_N1YS6,67055dc40f05bd0011e279ae,Video_cat3__pkg__bat_0_mat_0_20250620_N1YS6,temu.com,839.33,49.51
622b9915ac4bf1001715b790,Activision Blizzard Media (King),,,Americas,Kasey Geist,account,90732.19,67055dc40f05bd0011e279ae_Video_cat3__pkg__bat_0_mat_0_20250620_v60Fe,67055dc40f05bd0011e279ae,Video_cat3__pkg__bat_0_mat_0_20250620_v60Fe,temu.com,839.08,49.5
622b9915ac4bf1001715b790,Activision Blizzard Media (King),,,Americas,Kasey Geist,account,90732.19,67055dc40f05bd0011e279ae_Video_cat3__pkg__bat_0_mat_0_20250620_GeQbR,67055dc40f05bd0011e279ae,Video_cat3__pkg__bat_0_mat_0_20250620_GeQbR,temu.com,837.31,49.39
622b9915ac4bf1001715b790,Activision Blizzard Media (King),,,Americas,Kasey Geist,account,90732.19,67055dc40f05bd0011e279ae_Video_cat3__pkg__bat_0_mat_0_20250620_6Hwsg,67055dc40f05bd0011e279ae,Video_cat3__pkg__bat_0_mat_0_20250620_6Hwsg,temu.com,833.73,49.18
622b9915ac4bf1001715b790,Activision Blizzard Media (King),,,Americas,Kasey Geist,account,90732.19,67055dc40f05bd0011e279ae_Video_cat3__pkg__bat_0_mat_0_20250620_aaK9A,67055dc40f05bd0011e279ae,Video_cat3__pkg__bat_0_mat_0_20250620_aaK9A,temu.com,832.92,49.13
5b975fcedc73276356309362,OAKEVER GAMES PTE LTD,659e1333a5c8c578aac410f0,Vita Mahjong Android,APAC,Aria Gao,app,70669.89,67055dc40f05bd0011e279ae_Video_cat3__pkg__bat_0_mat_0_20250620_QDtUK,67055dc40f05bd0011e279ae,Video_cat3__pkg__bat_0_mat_0_20250620_QDtUK,temu.com,1060.46,48.72
