app_id,domain,rtb_account_id,country,daily_spend
5b83e2f3ebcb4a0f62d80e85,casino.draftkings.com,602442ef9f0893001526406b,FR,0.0013
5b83e2f3ebcb4a0f62d80e85,casino.draftkings.com,602442ef9f0893001526406b,GB,0.0026
5b83e2f3ebcb4a0f62d80e85,casino.draftkings.com,602442ef9f0893001526406b,IN,0.0013
5b83e2f3ebcb4a0f62d80e85,casino.draftkings.com,602442ef9f0893001526406b,JP,0.0002
5b83e2f3ebcb4a0f62d80e85,casino.draftkings.com,602442ef9f0893001526406b,MX,0.0002
5b83e2f3ebcb4a0f62d80e85,casino.draftkings.com,602442ef9f0893001526406b,NL,0.0004
5b83e2f3ebcb4a0f62d80e85,casino.draftkings.com,602442ef9f0893001526406b,US,26.4402
5b83e2f3ebcb4a0f62d80e85,draftkings.com,67f579a965660600111030c2,US,0.0002
5c6bcec910122f720df1553b,draftkings.com,602442ef9f0893001526406b,US,0.0
5c88efab1c2e1f6eb4ca10cc,draftkings.com,602442ef9f0893001526406b,US,0.0
5cb99eb2e520d93f2a43c588,draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,0.0008
5cb99eb2e520d93f2a43c588,draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,0.1983
5cb99eb2e520d93f2a43c588,draftkings.com,5f6413c9612b1a0015099993,CA,0.0
5cb99eb2e520d93f2a43c588,draftkings.com,5f6413c9612b1a0015099993,US,0.0
5cb99eb2e520d93f2a43c588,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,0.0
5cd9793d9ccc2b0012438b7c,casino.draftkings.com,5f6413c9612b1a0015099993,CA,15.207
5cd9793d9ccc2b0012438b7c,casino.draftkings.com,5f6413c9612b1a0015099993,US,5.4549
5cd9793d9ccc2b0012438b7c,casino.draftkings.com,602442ef9f0893001526406b,CA,0.0008
5cd9793d9ccc2b0012438b7c,casino.draftkings.com,602442ef9f0893001526406b,GB,0.0001
5cd9793d9ccc2b0012438b7c,casino.draftkings.com,602442ef9f0893001526406b,IN,0.0012
5cd9793d9ccc2b0012438b7c,casino.draftkings.com,602442ef9f0893001526406b,KR,0.0004
5cd9793d9ccc2b0012438b7c,casino.draftkings.com,602442ef9f0893001526406b,NL,0.0006
5cd9793d9ccc2b0012438b7c,casino.draftkings.com,602442ef9f0893001526406b,US,3.4817
5cd9793d9ccc2b0012438b7c,draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,0.4232
5cd9793d9ccc2b0012438b7c,draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,0.1266
5cd9793d9ccc2b0012438b7c,draftkings.com,5f6413c9612b1a0015099993,CA,0.6464
5cd9793d9ccc2b0012438b7c,draftkings.com,5f6413c9612b1a0015099993,US,1.6553
5cd9793d9ccc2b0012438b7c,draftkings.com,602442ef9f0893001526406b,MX,0.0
5cd9793d9ccc2b0012438b7c,draftkings.com,602442ef9f0893001526406b,US,0.3511
5cd9793d9ccc2b0012438b7c,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,0.1222
5cd9793d9ccc2b0012438b7c,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,0.6507
5d81c924bf4aa20017e95920,casino.draftkings.com,5f6413c9612b1a0015099993,CA,37.3126
5d81c924bf4aa20017e95920,casino.draftkings.com,5f6413c9612b1a0015099993,US,165.3077
5d81c924bf4aa20017e95920,casino.draftkings.com,602442ef9f0893001526406b,US,0.0002
5d81c924bf4aa20017e95920,draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,0.2856
5d81c924bf4aa20017e95920,draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,3.3046
5d81c924bf4aa20017e95920,draftkings.com,5f6413c9612b1a0015099993,CA,3.2892
5d81c924bf4aa20017e95920,draftkings.com,5f6413c9612b1a0015099993,US,5.1579
5d81c924bf4aa20017e95920,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,0.0205
5d81c924bf4aa20017e95920,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,1.7729
5dc290cf1051eb0012a6b214,draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,0.0001
5dc290cf1051eb0012a6b214,draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,0.0014
5dc290cf1051eb0012a6b214,draftkings.com,5f6413c9612b1a0015099993,CA,0.0
5dc290cf1051eb0012a6b214,draftkings.com,5f6413c9612b1a0015099993,US,0.0
5dc290cf1051eb0012a6b214,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,0.0
5ebc16f75ebede000128445b,draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,0.0025
5ebc16f75ebede000128445b,draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,0.0838
5ebc16f75ebede000128445b,draftkings.com,5f6413c9612b1a0015099993,US,0.0
5ebc16f75ebede000128445b,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,0.0
5f45ffa82f1f7c000130fe19,casino.draftkings.com,5f6413c9612b1a0015099993,CA,0.2098
5f45ffa82f1f7c000130fe19,casino.draftkings.com,5f6413c9612b1a0015099993,US,0.0496
5f45ffa82f1f7c000130fe19,draftkings.com,5f6413c9612b1a0015099993,CA,0.0923
5f45ffa82f1f7c000130fe19,draftkings.com,5f6413c9612b1a0015099993,US,0.0932
5f45ffa82f1f7c000130fe19,draftkings.com,602442ef9f0893001526406b,JP,0.0
5f45ffa82f1f7c000130fe19,draftkings.com,602442ef9f0893001526406b,US,0.0065
5fdfae0fc5d4c9ab8efa6701,casino.draftkings.com,602442ef9f0893001526406b,DE,0.0
5fdfae0fc5d4c9ab8efa6701,draftkings.com,5e56893e6c71d40018de3ad1,US,0.0
5fdfae0fc5d4c9ab8efa6701,draftkings.com,602442ef9f0893001526406b,US,0.0
603cf6d080c4a228357168ea,casino.draftkings.com,602442ef9f0893001526406b,AU,0.0005
603cf6d080c4a228357168ea,casino.draftkings.com,602442ef9f0893001526406b,CA,0.0134
603cf6d080c4a228357168ea,casino.draftkings.com,602442ef9f0893001526406b,DE,0.0013
603cf6d080c4a228357168ea,casino.draftkings.com,602442ef9f0893001526406b,FR,0.0006
603cf6d080c4a228357168ea,casino.draftkings.com,602442ef9f0893001526406b,GB,0.0018
603cf6d080c4a228357168ea,casino.draftkings.com,602442ef9f0893001526406b,NL,0.0002
603cf6d080c4a228357168ea,casino.draftkings.com,602442ef9f0893001526406b,US,40.5245
603cf6d080c4a228357168ea,draftkings.com,5c4f514dbfa483080c46675f,US,0.0
603cf6d080c4a228357168ea,draftkings.com,5e56893e6c71d40018de3ad1,US,0.0928
603cf6d080c4a228357168ea,draftkings.com,5f8f4996f2a95d39439fccf1,US,0.0
603cf6d080c4a228357168ea,draftkings.com,6242aaf6f98c6b001865107f,US,0.0002
603cf6d080c4a228357168ea,draftkings.com,65660afecebd4a0011dcc2ac,BR,0.0
603cf6d080c4a228357168ea,draftkings.com,65660afecebd4a0011dcc2ac,CA,0.0001
603cf6d080c4a228357168ea,draftkings.com,65660afecebd4a0011dcc2ac,GB,0.0002
603cf6d080c4a228357168ea,draftkings.com,65660afecebd4a0011dcc2ac,US,0.4363
603cf6d080c4a228357168ea,draftkings.com,671bd87469f356001105653b,GB,0.0
603cf6d080c4a228357168ea,draftkings.com,671bd87469f356001105653b,US,0.0001
603cf6d080c4a228357168ea,draftkings.com,685d0956892f9d0011d79cb7,US,0.0004
60891c6075dd9017131842c0,casino.draftkings.com,5f6413c9612b1a0015099993,CA,21.7782
60891c6075dd9017131842c0,casino.draftkings.com,5f6413c9612b1a0015099993,US,23.8819
60891c6075dd9017131842c0,casino.draftkings.com,602442ef9f0893001526406b,US,0.0072
60891c6075dd9017131842c0,draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,0.5941
60891c6075dd9017131842c0,draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,0.5468
60891c6075dd9017131842c0,draftkings.com,5f6413c9612b1a0015099993,CA,2.382
60891c6075dd9017131842c0,draftkings.com,5f6413c9612b1a0015099993,US,6.6353
60891c6075dd9017131842c0,draftkings.com,602442ef9f0893001526406b,US,1.2044
60891c6075dd9017131842c0,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,0.1491
60891c6075dd9017131842c0,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,0.7105
60994b96c5d1524132e8e1a7,casino.draftkings.com,5f6413c9612b1a0015099993,CA,21.4675
60994b96c5d1524132e8e1a7,casino.draftkings.com,5f6413c9612b1a0015099993,US,60.738
60994b96c5d1524132e8e1a7,draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,0.3536
60994b96c5d1524132e8e1a7,draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,0.1943
60994b96c5d1524132e8e1a7,draftkings.com,5f6413c9612b1a0015099993,CA,7.3552
60994b96c5d1524132e8e1a7,draftkings.com,5f6413c9612b1a0015099993,US,30.0274
60994b96c5d1524132e8e1a7,draftkings.com,602442ef9f0893001526406b,CA,0.0036
60994b96c5d1524132e8e1a7,draftkings.com,602442ef9f0893001526406b,IN,0.0
60994b96c5d1524132e8e1a7,draftkings.com,602442ef9f0893001526406b,MX,0.0152
60994b96c5d1524132e8e1a7,draftkings.com,602442ef9f0893001526406b,US,5.6703
60994b96c5d1524132e8e1a7,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,0.128
60994b96c5d1524132e8e1a7,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,0.3996
6130d1b1e4bcd916bfa188d5,casino.draftkings.com,5f6413c9612b1a0015099993,CA,1.4098
6130d1b1e4bcd916bfa188d5,casino.draftkings.com,5f6413c9612b1a0015099993,US,0.4854
6130d1b1e4bcd916bfa188d5,draftkings.com,5f6413c9612b1a0015099993,CA,0.5318
6130d1b1e4bcd916bfa188d5,draftkings.com,5f6413c9612b1a0015099993,US,2.6024
615dd65a5e0f3b245d50aa97,draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,0.0055
615dd65a5e0f3b245d50aa97,draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,0.3234
615dd65a5e0f3b245d50aa97,draftkings.com,5f6413c9612b1a0015099993,CA,0.0
615dd65a5e0f3b245d50aa97,draftkings.com,5f6413c9612b1a0015099993,US,0.0
615dd65a5e0f3b245d50aa97,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,0.0
61fbd43bbb5dc5ef7a216388,casino.draftkings.com,5f6413c9612b1a0015099993,CA,4.9451
61fbd43bbb5dc5ef7a216388,casino.draftkings.com,5f6413c9612b1a0015099993,US,4.0731
61fbd43bbb5dc5ef7a216388,casino.draftkings.com,602442ef9f0893001526406b,CA,0.0001
61fbd43bbb5dc5ef7a216388,casino.draftkings.com,602442ef9f0893001526406b,IT,0.0002
61fbd43bbb5dc5ef7a216388,casino.draftkings.com,602442ef9f0893001526406b,US,3.4979
61fbd43bbb5dc5ef7a216388,draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,0.0674
61fbd43bbb5dc5ef7a216388,draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,0.0592
61fbd43bbb5dc5ef7a216388,draftkings.com,602442ef9f0893001526406b,US,0.0
625d3d93b090bdfbd3c527c0,casino.draftkings.com,5f6413c9612b1a0015099993,CA,0.0729
625d3d93b090bdfbd3c527c0,casino.draftkings.com,5f6413c9612b1a0015099993,US,23.4715
625d3d93b090bdfbd3c527c0,draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,0.0232
625d3d93b090bdfbd3c527c0,draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,0.2719
625d3d93b090bdfbd3c527c0,draftkings.com,5f6413c9612b1a0015099993,CA,0.0147
625d3d93b090bdfbd3c527c0,draftkings.com,5f6413c9612b1a0015099993,US,1.6522
625d3d93b090bdfbd3c527c0,draftkings.com,65660afecebd4a0011dcc2ac,US,0.0
625d3d93b090bdfbd3c527c0,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,0.2859
6315b8bb85b5a14b0bbc9454,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,0.0
6315b8bb85b5a14b0bbc9454,sportsbook.draftkings.com,618a29d9ef3f360017e9acca,US,0.0
63246d89d3a73abffd99d98b,draftkings.com,602442ef9f0893001526406b,US,0.0
63974e72c5c2a3f1faf76b37,draftkings.com,602442ef9f0893001526406b,US,0.0
649eeab39018de0fbec588f6,casino.draftkings.com,602442ef9f0893001526406b,US,1.8897
649eeab39018de0fbec588f6,draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,1.3577
649eeab39018de0fbec588f6,draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,1.5191
649eeab39018de0fbec588f6,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,0.9155
649eeab39018de0fbec588f6,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,5.3659
649fd139847c940a560e47aa,casino.draftkings.com,5f6413c9612b1a0015099993,CA,1.1261
649fd139847c940a560e47aa,casino.draftkings.com,5f6413c9612b1a0015099993,US,7.4032
649fd139847c940a560e47aa,draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,0.0553
649fd139847c940a560e47aa,draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,0.1532
649fd139847c940a560e47aa,draftkings.com,5f6413c9612b1a0015099993,CA,0.224
649fd139847c940a560e47aa,draftkings.com,5f6413c9612b1a0015099993,US,5.3232
649fd139847c940a560e47aa,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,0.1531
64a41edf830ec394da0090b7,casino.draftkings.com,5f6413c9612b1a0015099993,CA,0.7478
64a41edf830ec394da0090b7,casino.draftkings.com,5f6413c9612b1a0015099993,US,30.5188
64a41edf830ec394da0090b7,draftkings.com,5f6413c9612b1a0015099993,CA,0.0096
64a41edf830ec394da0090b7,draftkings.com,5f6413c9612b1a0015099993,US,2.9344
64a41f5638325e04da4db2f3,casino.draftkings.com,5f6413c9612b1a0015099993,CA,0.117
64a41f5638325e04da4db2f3,casino.draftkings.com,5f6413c9612b1a0015099993,US,14.8233
64a41f5638325e04da4db2f3,draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,0.1847
64a41f5638325e04da4db2f3,draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,2.9682
64a41f5638325e04da4db2f3,draftkings.com,5f6413c9612b1a0015099993,CA,0.0022
64a41f5638325e04da4db2f3,draftkings.com,5f6413c9612b1a0015099993,US,0.8191
64a41f5638325e04da4db2f3,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,0.1377
64db6180d4592a1f1c806bde,casino.draftkings.com,5f6413c9612b1a0015099993,CA,17.2098
64db6180d4592a1f1c806bde,casino.draftkings.com,5f6413c9612b1a0015099993,US,2.8773
64db6180d4592a1f1c806bde,draftkings.com,5f6413c9612b1a0015099993,CA,1.5765
64db6180d4592a1f1c806bde,draftkings.com,5f6413c9612b1a0015099993,US,2.5231
64de05bdabb23eee2a179c21,draftkings.com,602442ef9f0893001526406b,US,0.0
64e4c1ec575deb9efd61dafb,casino.draftkings.com,5f6413c9612b1a0015099993,CA,28.4979
64e4c1ec575deb9efd61dafb,casino.draftkings.com,5f6413c9612b1a0015099993,US,6.1417
64e4c1ec575deb9efd61dafb,draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,1.1799
64e4c1ec575deb9efd61dafb,draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,1.7999
64e4c1ec575deb9efd61dafb,draftkings.com,5f6413c9612b1a0015099993,CA,2.1213
64e4c1ec575deb9efd61dafb,draftkings.com,5f6413c9612b1a0015099993,US,8.211
64e4c1ec575deb9efd61dafb,draftkings.com,602442ef9f0893001526406b,US,1.4587
64e4c1ec575deb9efd61dafb,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,0.6024
64e4c1ec575deb9efd61dafb,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,4.245
6526703e4168a1c19383dcff,casino.draftkings.com,5f6413c9612b1a0015099993,CA,52.2515
6526703e4168a1c19383dcff,casino.draftkings.com,5f6413c9612b1a0015099993,US,3.8603
6526703e4168a1c19383dcff,casino.draftkings.com,602442ef9f0893001526406b,FR,0.0
6526703e4168a1c19383dcff,casino.draftkings.com,602442ef9f0893001526406b,US,1.2563
6526703e4168a1c19383dcff,draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,1.4846
6526703e4168a1c19383dcff,draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,1.2475
6526703e4168a1c19383dcff,draftkings.com,5f6413c9612b1a0015099993,CA,2.9606
6526703e4168a1c19383dcff,draftkings.com,5f6413c9612b1a0015099993,US,5.375
6526703e4168a1c19383dcff,draftkings.com,602442ef9f0893001526406b,US,3.6984
6526703e4168a1c19383dcff,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,0.7919
6526703e4168a1c19383dcff,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,4.111
659e1333a5c8c578aac410f0,draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,0.0228
659e1333a5c8c578aac410f0,draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,0.184
659e1333a5c8c578aac410f0,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,0.0
65a909094b4b5121d92d9993,casino.draftkings.com,5f6413c9612b1a0015099993,CA,12.4204
65a909094b4b5121d92d9993,casino.draftkings.com,5f6413c9612b1a0015099993,US,7.3191
65a909094b4b5121d92d9993,draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,1.4272
65a909094b4b5121d92d9993,draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,0.7702
65a909094b4b5121d92d9993,draftkings.com,5f6413c9612b1a0015099993,CA,1.5316
65a909094b4b5121d92d9993,draftkings.com,5f6413c9612b1a0015099993,US,6.5699
65a909094b4b5121d92d9993,draftkings.com,602442ef9f0893001526406b,CA,0.0014
65a909094b4b5121d92d9993,draftkings.com,602442ef9f0893001526406b,US,15.9729
65a909094b4b5121d92d9993,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,0.8992
65a909094b4b5121d92d9993,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,4.9733
65ba16acd5857e078ac1c087,casino.draftkings.com,5f6413c9612b1a0015099993,CA,6.0979
65ba16acd5857e078ac1c087,casino.draftkings.com,5f6413c9612b1a0015099993,US,13.8416
65ba16acd5857e078ac1c087,casino.draftkings.com,602442ef9f0893001526406b,US,1.1015
65ba16acd5857e078ac1c087,draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,0.357
65ba16acd5857e078ac1c087,draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,2.48
65ba16acd5857e078ac1c087,draftkings.com,5f6413c9612b1a0015099993,CA,0.7035
65ba16acd5857e078ac1c087,draftkings.com,5f6413c9612b1a0015099993,US,2.849
65ba16acd5857e078ac1c087,draftkings.com,602442ef9f0893001526406b,US,3.8776
65ba16acd5857e078ac1c087,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,0.2695
65ba16acd5857e078ac1c087,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,5.8452
661556bb5b2dea6d39bb0063,draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,0.0144
661556bb5b2dea6d39bb0063,draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,0.9141
661556bb5b2dea6d39bb0063,draftkings.com,5f6413c9612b1a0015099993,US,0.0
661556bb5b2dea6d39bb0063,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,0.0
66166d8dc0c070078a977c88,casino.draftkings.com,5f6413c9612b1a0015099993,CA,0.0704
66166d8dc0c070078a977c88,casino.draftkings.com,5f6413c9612b1a0015099993,US,9.4256
66166d8dc0c070078a977c88,draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,0.0157
66166d8dc0c070078a977c88,draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,0.1196
66166d8dc0c070078a977c88,draftkings.com,5f6413c9612b1a0015099993,CA,0.0036
66166d8dc0c070078a977c88,draftkings.com,5f6413c9612b1a0015099993,US,1.5295
66166d8dc0c070078a977c88,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,0.3377
661898f2c0c070078a977fb4,casino.draftkings.com,602442ef9f0893001526406b,AU,0.0003
661898f2c0c070078a977fb4,casino.draftkings.com,602442ef9f0893001526406b,CA,0.0049
661898f2c0c070078a977fb4,casino.draftkings.com,602442ef9f0893001526406b,DE,0.0006
661898f2c0c070078a977fb4,casino.draftkings.com,602442ef9f0893001526406b,ES,0.0003
661898f2c0c070078a977fb4,casino.draftkings.com,602442ef9f0893001526406b,GB,0.0018
661898f2c0c070078a977fb4,casino.draftkings.com,602442ef9f0893001526406b,NL,0.0004
661898f2c0c070078a977fb4,casino.draftkings.com,602442ef9f0893001526406b,US,19.5296
666979901c5137fed0edf34e,casino.draftkings.com,5f6413c9612b1a0015099993,CA,31.9064
666979901c5137fed0edf34e,casino.draftkings.com,5f6413c9612b1a0015099993,US,5.2323
666979901c5137fed0edf34e,draftkings.com,5f6413c9612b1a0015099993,CA,0.1613
666979901c5137fed0edf34e,draftkings.com,5f6413c9612b1a0015099993,US,3.2145
66ab1f501ea687af3dc00e4e,casino.draftkings.com,5f6413c9612b1a0015099993,US,19.0308
66ab1f501ea687af3dc00e4e,draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,0.3174
66ab1f501ea687af3dc00e4e,draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,0.5031
66ab1f501ea687af3dc00e4e,draftkings.com,5f6413c9612b1a0015099993,US,2.9541
66ab1f501ea687af3dc00e4e,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,0.244
66ab1f501ea687af3dc00e4e,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,0.3455
66ac9c873343191babdad3e8,casino.draftkings.com,5f6413c9612b1a0015099993,CA,0.1923
66ac9c873343191babdad3e8,casino.draftkings.com,5f6413c9612b1a0015099993,US,31.5863
66ac9c873343191babdad3e8,draftkings.com,5f6413c9612b1a0015099993,CA,0.0
66ac9c873343191babdad3e8,draftkings.com,5f6413c9612b1a0015099993,US,0.3275
66b0c2e2e33c9a548741f773,casino.draftkings.com,5f6413c9612b1a0015099993,US,25.1533
66b0c2e2e33c9a548741f773,draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,0.2714
66b0c2e2e33c9a548741f773,draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,0.1577
66b0c2e2e33c9a548741f773,draftkings.com,5f6413c9612b1a0015099993,US,0.8741
66b0c2e2e33c9a548741f773,draftkings.com,602442ef9f0893001526406b,CA,0.0
66b0c2e2e33c9a548741f773,draftkings.com,602442ef9f0893001526406b,US,0.0
66b0c2e2e33c9a548741f773,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,0.0375
