app_id,account_id,app_only_domains,app_only_market_ids
5950d4eef493bbec54002184,56d55c72562b9c353800000d,[],[]
59c0bfe44b342c7f280015fe,57d1b461ae2b57d903000027,[],"[""1064399844"", ""1066752474"", ""1073936461"", ""1087685392"", ""1095357836"", ""1098342019"", ""1100116796"", ""1103438575"", ""1105328798"", ""1117332465"", ""1140351199"", ""1160262973"", ""1163777816"", ""1166981451"", ""1191441346"", ""1198999113"", ""1203790171"", ""1207916285"", ""1209986063"", ""1216193188"", ""1223338261"", ""1227389093"", ""1230169843"", ""1243351872"", ""1251359095"", ""1272040721"", ""1274440615"", ""1277486668"", ""1287601809"", ""1310489416"", ""1313800622"", ""1330527681"", ""1350822588"", ""1355053216"", ""1360098321"", ""1411285750"", ""1412735962"", ""1434592327"", ""1434648535"", ""1446537009"", ""1449539396"", ""1449713068"", ""1459297734"", ""1466590208"", ""1470955012"", ""1474104369"", ""1475864805"", ""1476825164"", ""1476836651"", ""1482887935"", ""1487577418"", ""1494422884"", ""1496599497"", ""1500560833"", ""1502872313"", ""1505285543"", ""1508304853"", ""1509441273"", ""1523402128"", ""1524753887"", ""1528896160"", ""1536804215"", ""1549387337"", ""1557197419"", ""1558444241"", ""1563230518"", ""1575516934"", ""1575519620"", ""1575684487"", ""1578681725"", ""1581750845"", ""1588196796"", ""1593883221"", ""1597698322"", ""1600463540"", ""1601788065"", ""1606400625"", ""1616149789"", ""1622560807"", ""1632384400"", ""1633387208"", ""1635741553"", ""1640478624"", ""1641086404"", ""1643674029"", ""1664162753"", ""1667538256"", ""284791396"", ""295830095"", ""359917414"", ""387301602"", ""391855805"", ""395979574"", ""403274099"", ""468993187"", ""479280326"", ""487025819"", ""500962489"", ""500963785"", ""500964912"", ""572537866"", ""593715088"", ""597928938"", ""606413051"", ""6443474985"", ""6443760633"", ""6443916869"", ""6444123060"", ""6444758473"", ""6445882100"", ""6446482716"", ""6446669987"", ""6446947180"", ""6449250749"", ""6449806707"", ""6449934686"", ""6450030269"", ""6450620633"", ""6450958246"", ""6451380846"", ""6453475783"", ""645704840"", ""6462077019"", ""6463859997"", ""6465892380"", ""6467534785"", ""6467742649"", ""6473000893"", ""6473575512"", ""6475964307"", ""6476732051"", ""6477341267"", ""647804489"", ""6478316225"", ""6478738305"", ""6484265518"", ""6499317052"", ""6503436530"", ""6651830614"", ""6717586224"", ""6720740396"", ""6736685989"", ""6737193671"", ""6737788333"", ""6739206972"", ""6739694698"", ""6740520597"", ""6742104349"", ""6742443145"", ""6742874750"", ""6744087256"", ""6744435737"", ""6745124789"", ""6747065291"", ""6747660451"", ""6751533084"", ""6752946896"", ""789981425"", ""887640616"", ""894483184"", ""902398367"", ""949295212"", ""977549339"", ""979061864""]"
59d39cbfef6627a809002d5b,57d1b461ae2b57d903000027,[],"[""air.com.tectum.sudoku"", ""and.lihuhu.woober"", ""at.ner.Sudoku"", ""com.Appgeneration.Sudoku"", ""com.JindoBlu.OfflineGames"", ""com.StudioGoya.ClassicSudoku"", ""com.appynation.puzzlepage"", ""com.aquaman.sudoku"", ""com.bitmango.go.sudokunewspaper"", ""com.bitmango.sudokucafe1"", ""com.brain.square.puzzle.sudoku"", ""com.brainium.sudoku.free"", ""com.bruyere.android.sudoku"", ""com.classicpuzzle.freegames.sudoku"", ""com.conceptispuzzles.multisudoku"", ""com.coolmango.sudokufun"", ""com.crossfield.numberplace5"", ""com.domobile.sudoku"", ""com.dopuz.klotski.riddle"", ""com.dotfinger.sudoku.free"", ""com.fassor.android.sudoku"", ""com.free.puzzlegame.collection.puzzle"", ""com.gamovation.sudoku"", ""com.gape9.sudoku.puzzle"", ""com.hangxun.sudoku"", ""com.happydream.sudoku"", ""com.harpan.sudokuGooglePlay"", ""com.hashcube.sudokuquest"", ""com.icenta.sudoku.ui"", ""com.kraisoft.sudoku"", ""com.kristanix.android.sudokuepic2"", ""com.linkedbit.megasudoku"", ""com.linkedbit.megasudokufree"", ""com.llsoft.sudoku"", ""com.meevii.testappbundle"", ""com.microsoft.sudoku"", ""com.mobilityware.Sudoku"", ""com.mobirix.sudokuGame"", ""com.monkeys.sscramble"", ""com.newsudoku.number.maze"", ""com.ninecatsgames.csudoku"", ""com.numbergame.freesudoku.classic"", ""com.numberpuzzles.sudoku.fun"", ""com.nytimes.crossword"", ""com.onecmobile.sudoku"", ""com.oneup.sudoku.free"", ""com.oneup.sudoku.numbers.free"", ""com.openmygame.games.android.sudokumaster"", ""com.pinkpointer.sudoku"", ""com.puzzle.games.math.brain.sudoku"", ""com.puzzle.sudoku.free.games.sudoku"", ""com.puzzlegames.sudoku.free"", ""com.relitygames.sudokux"", ""com.scn.sudokuchamp"", ""com.smartcooper.sudoku"", ""com.soodexlabs.sudoku2"", ""com.staplegames.sudokuClassicGP"", ""com.submarineapps.sudoku"", ""com.sudoku.free.game.sudokufree.android"", ""com.sudoku.game.puzzle.adventure"", ""com.sudoku.number.puzzle.board.game.brain.android.slover.free.master"", ""com.sudoku.numbers.puzzlegame"", ""com.sudoku.puzzle.freebraingame"", ""com.sudoku.puzzlefree.casualgames"", ""com.sudoku.puzzles.free.killer.classic.fun"", ""com.sudoku.sddr.classic.puzzlegames"", ""com.supersimpleapps.sudoku"", ""com.tellmewow.senior.pastime"", ""com.theangrykraken.sudoku"", ""com.timOsStudios.premiumSudokuCardsGP"", ""com.unicostudio.sudoku"", ""com.uvmlab.classic"", ""com.wisdomlogix.braingames.logic.tricky.iqpuzzles"", ""com.zeeron.sudoku.puzzle"", ""coop.co.uk"", ""draziw.karavan.sudoku"", ""easy.classic.daily.sudoku.puzzles.solver.quest.free.challenge.games"", ""easy.sudoku.puzzle.solver.free"", ""ee.dustland.android.dustlandsudoku"", ""fun.sudoku.freepuzzle.master"", ""info.nullhouse.sudoku"", ""ittechco.sudoku2018"", ""jp.co.ohte.extremesudoku"", ""jp.co.puzzle.NPK"", ""le.lenovo.sudoku"", ""magic.sudoku.pro"", ""numberplace.ohte"", ""org.qtproject.hexsudoku"", ""sudoku.classic.brain.number.puzzle.games"", ""sudoku.classic.easy.puzzle.free.brain"", ""sudoku.easy.puzzle.brain.dovi"", ""sudoku.puzzle.brain.games.number.puzzles.free"", ""sudoku.puzzle.brain.number.free.android"", ""sudoku.puzzle.classic.math.games.train.brain"", ""sudoku.puzzle.free.game.brain"", ""sudoku.puzzle.games.scenery"", ""sudoku.puzzle.math.games"", ""sudoku.puzzle.tiktikgame"", ""techmasterplus.sudokupuzzlepro""]"
59e7db9b598ece421700ded4,561e8d966b8d90f61a003414,[],"[""1023782170"", ""1057860506"", ""1058317706"", ""1076615810"", ""1078776661"", ""1092689152"", ""1095569891"", ""1118406919"", ""1123930673"", ""1153883316"", ""1184083151"", ""1196764367"", ""1197041040"", ""1197354394"", ""1207472156"", ""1207472160"", ""1214223596"", ""1225078420"", ""1226926872"", ""1237172656"", ""1237529195"", ""1245525899"", ""1260789484"", ""1269460400"", ""1269540854"", ""1273162445"", ""1276152771"", ""1291854522"", ""1299611345"", ""1299956969"", ""1302451299"", ""1311141262"", ""1313561414"", ""1314642201"", ""1335823906"", ""1347684152"", ""1369521645"", ""1370245504"", ""1370307771"", ""1373182463"", ""1375433870"", ""1388081123"", ""1403535416"", ""1413942319"", ""1418492982"", ""1420294918"", ""1437273344"", ""1438250448"", ""1439243654"", ""1439282938"", ""1441957412"", ""1443448520"", ""1446527131"", ""1446728841"", ""1449821332"", ""1452741962"", ""1453351862"", ""1453795744"", ""1462123372"", ""1462860914"", ""1464051413"", ""1466588301"", ""1476429715"", ""1477668963"", ""1477794664"", ""1478404082"", ""1482382774"", ""1486915152"", ""1487585438"", ""1563215345"", ""1570303461"", ""1602508478"", ""306245714"", ""321916506"", ""383076094"", ""517840944"", ""550946484"", ""582340397"", ""603338614"", ""609067187"", ""6612024746"", ""663996719"", ""6736897776"", ""687877464"", ""694967269"", ""698848120"", ""708600202"", ""804379658"", ""922488002"", ""979759584"", ""994855806""]"
59e7dc15a81a003c1700ebfe,561e8d966b8d90f61a003414,[],"[""athena.studio.wordhome"", ""com.apprope.wordbubbles"", ""com.appynation.occw"", ""com.best.wordsearch.free"", ""com.bestword.freeword.flower"", ""com.bitmango.go.fourpicsonewordsolvethequiz"", ""com.bitmango.go.wordchampion"", ""com.bitmango.go.wordcookies"", ""com.bitmango.go.wordcookiescross"", ""com.bitmango.go.wordsearchhiddenwords"", ""com.bitmango.go.wordsfarmcross"", ""com.bitmango.go.wordtiles"", ""com.bitmango.wordscrush"", ""com.blacklight.word.alchemy"", ""com.bruyere.android.wordsearch"", ""com.crikey.wordtour"", ""com.crossword.bible.cookies.find.english"", ""com.disney.wordsofwonder_goo"", ""com.easybrain.word.puzzle.game"", ""com.econogames.peace.word.puzzle.gp"", ""com.fanatee.cody"", ""com.fanatee.noodles"", ""com.fanatee.stop"", ""com.fillword.cross.wordmind.en"", ""com.fotoable.WordVillas"", ""com.fugo.wow"", ""com.funstudio.wordtravels"", ""com.histonegames.hicrosswordg"", ""com.histudiogames.games.wordshop"", ""com.histudiogames.wordserenity"", ""com.histudiogames.wordtowng"", ""com.icogroup.apensar"", ""com.iscoolentertainment.snc"", ""com.iscoolentertainment.wordoxfree"", ""com.lazymasters.wordweekend"", ""com.lescapadou.ttsalphabet"", ""com.littleengine.wordpal"", ""com.marulgames.wordsurf"", ""com.mobilityware.zenwords"", ""com.peoplefun.wordchums"", ""com.peoplefun.wordcircle"", ""com.peoplefun.wordcross"", ""com.peoplefun.wordflowers"", ""com.peoplefun.wordsearch"", ""com.peoplefun.wordstacks"", ""com.peoplefun.wordvistas"", ""com.platinumplayer.word.addict"", ""com.puzzle1studio.go.wordcalmcross"", ""com.puzzlegamelab.wordsearchpopg"", ""com.qiiwi.wordington"", ""com.randomlogicgames.crossword"", ""com.randomlogicgames.guesstheword"", ""com.randomlogicgames.wordsearch"", ""com.rlg.guesstheemoji"", ""com.socketwire.wordfinder"", ""com.softtowelgames.cwp.android"", ""com.sonypicturestelevision.wordsoffortune"", ""com.theangrykraken.wordgame"", ""com.townsend.puzzlescapes"", ""com.vottzapps.wordle"", ""com.word.game.fun.puzzle.prison.escape.captain"", ""com.word.puzzle.game.connect"", ""com.wordchain"", ""com.wordgame.cross.android.en"", ""com.wordgame.puzzle.block.crush"", ""com.wordgame.words.connect"", ""com.wordloco.wordchallenge"", ""com.zynga.boggle"", ""com.zynga.crosswordswithfriends"", ""com.zynga.scramble"", ""com.zynga.scramble.paid"", ""com.zynga.words"", ""com.zynga.words3"", ""com.zynga.wwf2.free"", ""es.socialpoint.wordlife"", ""in.crossy.daily_crossword"", ""in.playsimple.tripcross"", ""in.playsimple.word_up"", ""in.playsimple.wordbingo"", ""in.playsimple.wordsearch"", ""in.playsimple.wordtrip"", ""se.maginteractive.wordalot"", ""se.maginteractive.wordbrain"", ""se.maginteractive.wordbrain2"", ""se.maginteractive.worddomination"", ""se.maginteractive.wordzee"", ""uk.co.harmonic.puzzle.word.pro.android"", ""word.connect.wordcross.wordgame"", ""word.search.puzzle"", ""word.tower.puzzle""]"
5a167dd1d0d008d90400a61d,57d1b461ae2b57d903000027,[],"[""1009442510"", ""1020187921"", ""1024071947"", ""1027352017"", ""1031002863"", ""1040798228"", ""1059894299"", ""1062006344"", ""1063628542"", ""1093108529"", ""1106374233"", ""1111468381"", ""1136343771"", ""1154169098"", ""1156137053"", ""1178924866"", ""1183717726"", ""1198965902"", ""1237405816"", ""1277229792"", ""1293646758"", ""1299491860"", ""1301401413"", ""1304342181"", ""1308131993"", ""1310491340"", ""1311347869"", ""1311379404"", ""1314839722"", ""1315399681"", ""1315906898"", ""1316038532"", ""1316897004"", ""1317195834"", ""1317690198"", ""1317765839"", ""1317932704"", ""1317978215"", ""1318233975"", ""1320398609"", ""1320599828"", ""1324079403"", ""1326107151"", ""1326764484"", ""1326885949"", ""1329514585"", ""1329702597"", ""1329724092"", ""1330926273"", ""1331831564"", ""1338677571"", ""1339021541"", ""1342165854"", ""1355384062"", ""1358361039"", ""1360270159"", ""1361036647"", ""1364842664"", ""1367778362"", ""1373278053"", ""1373708909"", ""1377332371"", ""1380107874"", ""1387559395"", ""1393967630"", ""1398019747"", ""1398813652"", ""1400326821"", ""1407213802"", ""1407852246"", ""1410134706"", ""1410839493"", ""1411398756"", ""1411400127"", ""1412771585"", ""1420058690"", ""1424916256"", ""1428302908"", ""1434442244"", ""1435567912"", ""1436858922"", ""1437615191"", ""1439776332"", ""1439776386"", ""1439776611"", ""1440717738"", ""1440756080"", ""1441501929"", ""1441949789"", ""1443688697"", ""1444246889"", ""1444870685"", ""1445135380"", ""1445380846"", ""1445391948"", ""1446750866"", ""1450154046"", ""1455194210"", ""1456596043"", ""1456652693"", ""1456708921"", ""1457297026"", ""1457817742"", ""1457954654"", ""1458102138"", ""1461096984"", ""1461733370"", ""1461734695"", ""1463730532"", ""1464641670"", ""1464878938"", ""1465610553"", ""1468096178"", ""1468246255"", ""1468868285"", ""1469036002"", ""1471087500"", ""1474735904"", ""1474932822"", ""1476239212"", ""1480710374"", ""1484750572"", ""1486756100"", ""1487291128"", ""1492055041"", ""1498418100"", ""1499138555"", ""1499339385"", ""1502948858"", ""1509205958"", ""1512344831"", ""1512700830"", ""1517805311"", ""1518806009"", ""1519726590"", ""1521972561"", ""1541658506"", ""1542336300"", ""1552688654"", ""1557392270"", ""1576528787"", ""1578990727"", ""1596254632"", ""1601146472"", ""1604351484"", ""1615336187"", ""1616087354"", ""1658965410"", ""1661790429"", ""548396960"", ""550892550"", ""6443535025"", ""6451237392"", ""6451400111"", ""6459449232"", ""6466376023"", ""6469688737"", ""6470471626"", ""6473984307"", ""6475333050"", ""6478901531"", ""6478906331"", ""6479338269"", ""6479516078"", ""6479971966"", ""6484507868"", ""6498701816"", ""6502889195"", ""6502889278"", ""6547847764"", ""6737672584"", ""6742396683"", ""6744382521"", ""6745823845""]"
5a30e47b794900452500459c,57d1b461ae2b57d903000027,[],"[""1011501094"", ""1098342019"", ""1101761147"", ""1113263978"", ""1115014615"", ""1127804471"", ""1161672426"", ""1174860947"", ""1190624509"", ""1205120029"", ""1212690976"", ""1235644749"", ""1239729922"", ""1244400052"", ""1266303977"", ""1266616243"", ""1286539159"", ""1297924322"", ""1360199580"", ""1370370115"", ""1375850193"", ""1438490632"", ""1440151043"", ""1442159428"", ""1475229898"", ""1476393158"", ""1477002422"", ""1498897533"", ""1508280486"", ""1510189987"", ""1523273449"", ""1528844711"", ""1530459925"", ""1530683904"", ""1531681453"", ""1533857603"", ""1540085348"", ""1546199312"", ""1548699730"", ""1554601502"", ""1555218430"", ""1578703763"", ""1580710905"", ""1589762792"", ""1590370263"", ""1611547216"", ""1615539825"", ""1642483304"", ""439873467"", ""445358235"", ""455696756"", ""468092531"", ""495583717"", ""523642255"", ""642831690"", ""6444705716"", ""6444733806"", ""6445890717"", ""6451403685"", ""6452981674"", ""6453476412"", ""6462668142"", ""6471573868"", ""6474012858"", ""6478391102"", ""6479604972"", ""657342303"", ""6654914710"", ""672246969"", ""6740025809"", ""6742224257"", ""6748057256"", ""6748354357"", ""6749558340"", ""6752535267"", ""6754129633"", ""6754964161"", ""6755918362"", ""6757208488"", ""6758813543"", ""6759943639"", ""6760698955"", ""6760742606"", ""779522558"", ""796882776"", ""804982722"", ""838802923"", ""848469604"", ""898285634"", ""945885228"", ""985977336"", ""998904099""]"
5a777f42d76bfe102f007091,5b1526a7de961d3317b1d475,[],"[""adult.coloring.book.mandala.colorfy.coloring.free"", ""com.abi.robber.puzzle.thief"", ""com.apalon.mandala.coloring.book"", ""com.appcraft.colorbook"", ""com.appcraft.lowpoly"", ""com.appcraft.unicorn"", ""com.art.color.number.coloring.book"", ""com.ascella.paintbynumber"", ""com.bricksbreaker.balls.crusher.bricks"", ""com.chuanmo.android.funcolor"", ""com.citybuilder.idle.game.money.cash"", ""com.cmever.always.color"", ""com.color.by.number.poly.art.puzzle"", ""com.coloring.paint"", ""com.dd.ddmerchant"", ""com.dd.doordash"", ""com.doordash.android.merchant.portal"", ""com.doordash.driverapp"", ""com.payfare.doordash"", ""com.relax.coloring.games.color.by.number.colourpop"", ""com.xflow.tower.tycoon.idle.game"", ""game.sudoku.master.puzzle.solver.daily.free"", ""jigsaw.puzzle.game""]"
5aafe5c62567717fa575bfc1,5aafdd4a0520357fabf54aa6,[],"[""1439167666"", ""1482358210"", ""1527156320"", ""1717602902""]"
5ae1d7c5cf3ad762761bbca1,5aafdd4a0520357fabf54aa6,"[""canvs.co.jp"", ""diverse-inc.co.jp"", ""evermatch.me"", ""iloveclub.me"", ""in-galaxy.com"", ""lomo.netacom.vn"", ""lovena.app"", ""mdates.app"", ""play.google.com"", ""sheinindia.in""]","[""com.ihappydate"", ""dating.mint"", ""fruitz.io"", ""gbcorp.c103.lumira.official"", ""io.chatyapp"", ""udate.com""]"
