app_id,total_available_rtb_spend,current_daily_spend,penetration_rate
5ccc189f8bb9bf001113c312,4116146.29,300.77889999999996,7.3e-05
5b337ffbe2a1de4671798e6e,4115592.5,515.2374,0.000125
5bed55f3be98a50010516c43,4114980.72,389.5909,9.5e-05
5fc46b579155ec6672d3dd40,4114783.54,319.58369999999996,7.8e-05
5fb364d5820f076c5b6d17c0,4113712.06,95.5185,2.3e-05
5ceed47d2c6c9900114c2ef5,4113221.98,282.5096,6.9e-05
52786f765182496c4c000007,4112605.74,252.83440000000002,6.1e-05
6541a41e16650d433dadc2dd,4112605.74,184.63219999999998,4.5e-05
666fe393429c14443ac5f121,4112605.74,116.2691,2.8e-05
6437bc706c9fd54552e57c90,4112605.74,138.811,3.4e-05
664eff3e2e53014522970669,4112605.74,124.842,3e-05
65f2b7d1c8510816ad30e1cc,4112605.74,395.6094,9.6e-05
611cd8ea05522425917c892a,4112583.5100000002,102.8285,2.5e-05
5ed6a2784a38b9000100a96b,4111993.96,215.829,5.2e-05
657346f307a456fc834c3d84,4111993.96,631.2719000000001,0.000154
6244594b25444ea515aafdea,4111993.96,208.2451,5.1e-05
6745526214a0e4daa676b931,4111440.17,173.3661,4.2e-05
671f509370f15768ffba14ed,4111440.17,240.49689999999998,5.8e-05
66a9a31546c33d7bd2414490,4111440.17,134.8249,3.3e-05
65b89c87aad06991469bec58,4111440.17,150.0854,3.7e-05
667133c4429c14443ac5f593,4111440.17,116.6241,2.8e-05
666fe4225a1052310022b223,4111440.17,134.5451,3.3e-05
62d6549b080ac5d5adb72158,4111440.17,396.71819999999997,9.6e-05
67b4179c1be9345ad1819df1,4111440.17,129.092,3.1e-05
664742c3244eef0e9a4faa55,4111440.17,141.6859,3.4e-05
63189473578f5271f8952424,4111440.17,186.8982,4.5e-05
62a86830d5fb2b25a1b8fe3b,4111440.17,284.9895,6.9e-05
65b78d234affe7a8358ee684,4111440.17,117.0644,2.8e-05
65b38a5ed5857e078ac19815,4111440.17,158.7628,3.9e-05
65965ea59f7b51b6598026c3,4111440.17,163.3178,4e-05
65816d14e8525ecc5feb76c4,4111440.17,243.5733,5.9e-05
5e8759b5df223a0001cfee01,4111440.17,355.3705,8.6e-05
6541a5a47b1a3c2b6f2b22b9,4111440.17,234.5255,5.7e-05
63467962432d31df66a94d7c,4111440.17,191.304,4.7e-05
652f566d4168a1c19383e95f,4111440.17,229.5541,5.6e-05
64899870bc94baaf208de74a,4111440.17,122.66499999999999,3e-05
6474be286a13011e433c1653,4111440.17,754.8382,0.000184
6397297dc977f9a89b88a281,4111440.17,693.3902,0.000169
630d7d8fca9f4b92d428866d,4111337.08,245.17280000000002,6e-05
63f2eb9fba6b272c0d85f740,4110725.3,114.0964,2.8e-05
6614e9c94965ba920b737bb5,4110171.5100000002,107.9657,2.6e-05
5e1fcb851e05b4001776d328,4110171.5100000002,147.0921,3.6e-05
5e6e540e6c45500001965dfc,4110171.5100000002,113.5736,2.8e-05
61ba3b770a2410fd9ae9ba67,4109449.34,159.6454,3.9e-05
6322fae255872ee49b9031f3,4108697.52,154.5143,3.8e-05
6329971ad3a73abffd99e1d8,4108303.67,504.7466,0.000123
5bed5cc98e9ba200114d23eb,4107740.08,163.83939999999998,4e-05
5866430a122659931e0001a3,4107740.08,143.23,3.5e-05
62e90d5c8305589b2e81e4d4,4107057.24,289.4381,7e-05
6422c9bc716f711ab2e01b0a,4106425.63,415.80969999999996,0.000101
5d8e6a86253c5e00178d85a4,4106370.38,321.92990000000003,7.8e-05
5f2598001c80d20001311d2e,4106370.38,207.6719,5.1e-05
613967477a4169b4b10f0683,4106370.38,172.1259,4.2e-05
614071874122cf8d97dcc273,4106370.38,102.958,2.5e-05
60eabf6ee69b07d2f60d8b01,4105981.34,337.5001,8.2e-05
5db02c5d7c8efe00127ef42f,4105321.41,179.3427,4.4e-05
6593cd453d17c7a5d543eaa3,4104753.32,195.2526,4.8e-05
65d6e769d1b71b57183c31e3,4104753.32,185.6531,4.5e-05
671f737b78c69e1cc1c00723,4104199.5300000003,310.22090000000003,7.6e-05
62e67cbbf08f6acac5cfc7d4,4104199.5300000003,268.0987,6.5e-05
600bbe040d26aa8aa41d6e12,4103973.17,190.2221,4.6e-05
62bfde415d756f0de97c227a,4103908.25,717.1324000000001,0.000175
67935cb7b7c0c84dcaf1bb4d,4103587.75,223.46110000000002,5.4e-05
63fc6f6b0a70e1886ba8de2a,4103587.75,123.2567,3e-05
672042ed78c69e1cc1c00930,4103587.75,671.6988,0.000164
66dfecebeb92fa8376898340,4103587.75,161.2,3.9e-05
6715c26920deb557b6b2226f,4103587.75,107.9488,2.6e-05
652fa66a814931c3829cb57e,4103587.75,142.3398,3.5e-05
667f275a3a75e04ec6cef768,4103587.75,187.7065,4.6e-05
6422ca2187a7879c2499ac0e,4103587.75,199.5502,4.9e-05
5a9576f6bd9d3db171008dc9,4103587.75,147.3544,3.6e-05
643ff6dfb5bf3c779834747d,4103587.75,244.0831,5.9e-05
67ba4b7f390c720c73a0f572,4103587.75,157.3484,3.8e-05
666815f588cc429f2d801899,4103587.75,310.9327,7.6e-05
65d561f025cdf63cf9a2d059,4103587.75,1004.4665,0.000245
65d6e5d87ec96f667da8384b,4103587.75,229.7724,5.6e-05
65fcefed31f8b0a507376476,4103587.75,110.31099999999999,2.7e-05
6625f296345a6dc6b1a3915a,4103587.75,179.1798,4.4e-05
66dfebe0655237cdd139d46c,4103383.62,277.8999,6.8e-05
67b5d673def9e46cb8d31af4,4102319.09,106.2567,2.6e-05
633777a06239f94fe8b9b3f6,4102319.09,247.2243,6e-05
672043e889f8ed3735060966,4102319.09,525.3163,0.000128
534b34f7b240b36e180000a0,4101357.38,717.499,0.000175
56f557084dd5097d7d000062,4100821.88,170.3909,4.2e-05
651e08615946c49eb49f884d,4100328.73,402.2964,9.8e-05
607020b57a9a3d53b679bfcf,4099525.09,458.7264,0.000112
68b9632689ca41b14ce7d8d0,4099315.32,122.67999999999999,3e-05
5fc46b76ab490f92f0f03d1a,4098651.0300000003,214.1764,5.2e-05
557f561eb2addf5a5a0000c1,4098517.96,174.2465,4.3e-05
5e7929f1b80bee00010d83c6,4098517.96,563.2481,0.000137
68075a5b6b08d751835d7e1b,4098046.66,98.8776,2.4e-05
61dd93565517f667ee23b08b,4098039.25,134.6508,3.3e-05
5e8ddd07ffc4250001bf09da,4097249.3,294.0335,7.2e-05
5a42e5a4066b92530c00bbba,4097249.3,153.2591,3.7e-05
643ff518ee7adadeacb6ef8f,4096347.11,143.303,3.5e-05
66f69bce059131ae892afac5,4096347.11,335.7488,8.2e-05
66cdd4ae18a521b86542743a,4094977.41,163.45589999999999,4e-05
67d27b9e043308f88f90f06e,4094977.41,233.51989999999998,5.7e-05
5ad95a99fe0739045d3ca202,4093713.1,468.6555,0.000114
5e27b0d6b5e9180011caa8e6,4093708.75,89.0789,2.2e-05
66f3b65de46ccf8835ad0aac,4093708.75,165.9462,4.1e-05
6760ffbad1fe06775a3b59d4,4093708.75,151.1786,3.7e-05
6061c839f6ecb9efc509c2f9,4093598.36,211.7543,5.2e-05
653b335e95201dc8a91e3797,4092023.56,525.0384,0.000128
613204609320c08658d6a7c5,4089199.7,341.124,8.3e-05
65327e6d9ffc51eee92bbefe,4087124.99,236.0736,5.8e-05
669f7ec6251757c475bc5f58,4085856.33,137.35639999999998,3.4e-05
67b2f9197077517f21dbf753,4085856.33,114.8889,2.8e-05
6870d7665ce1f23513a46961,4081583.9,117.0848,2.9e-05
6535e11a888fd4653692fd54,4074343.2600000002,223.948,5.5e-05
65deb57f7ec96f667da852d5,4074105.47,227.5221,5.6e-05
5ceed4b90685e900124d1276,4073778.48,146.4157,3.6e-05
5e85d7edf2ef5a00012a4388,4068740.99,264.357,6.5e-05
62d1327ec3490026ce022211,4067934.0100000002,673.4535,0.000166
62ed497532c5cd6dbde59874,4066184.71,217.0946,5.3e-05
60b8719faca0cdaa57d83dc9,4060499.31,105.8497,2.6e-05
6205dce90245ef25cee3fa94,4057733.44,66.14399999999999,1.6e-05
6302e63a0665bfe1f4ce5175,4026032.84,110.0498,2.7e-05
69017e99b383cce7e0b8120b,4017709.12,679.5088,0.000169
67624136b74186f469dfe6a4,3667665.18,166.276,4.5e-05
69a337c63630b752386bb689,3581786.55,935.0763,0.000261
577399fdc6f5c55f6b000027,3561373.98,395.2611,0.000111
5ef1f880e43d2c0001304bc5,3560208.41,192.3251,5.4e-05
680c8e466b08d751835daed9,3557221.65,278.5054,7.8e-05
62e17cb40265ed3fbab1b82d,3548815.44,360.4663,0.000102
63dcf952517f952995f2890a,3548815.44,121.2331,3.4e-05
6877133fa0186b1c1df82c2e,3544543.0100000002,191.6981,5.4e-05
6782131ea18672e70722cccc,3544543.0100000002,101.4145,2.9e-05
671f38e8136e386f160f4d1e,3540963.02,145.1473,4.1e-05
6825b935a288cde6eec35d43,3540963.02,538.0201,0.000152
673df315711ce4c5756bd7ae,3540963.02,120.8561,3.4e-05
67e3ecd0571d8b5b896a5cc0,3540963.02,176.8956,5e-05
680853bd39da3f86ec0a04d3,3540963.02,229.0978,6.5e-05
671b34de70f15768ffba0af2,3540963.02,156.5549,4.4e-05
682748f5f9be3da7403740f7,3540963.02,679.4084,0.000192
639067fdd8078568242f1745,3539694.36,302.856,8.6e-05
67e3ec1b571d8b5b896a5c91,3536690.59,379.3378,0.000107
689d95258ed4de354eda03aa,3536690.59,432.2066,0.000122
69a6bd2113ccef6d33213092,3535421.93,643.1248,0.000182
687f70f228d514326f546109,3535421.93,214.1709,6.1e-05
69088384bafb456cf25439ad,3535421.93,274.8924,7.8e-05
671b5676c55b9eb5a4cc9736,3532453.72,120.4449,3.4e-05
60b86f3c212a2c94d64ade9c,3528814.65,177.7609,5e-05
66011ecdf5d8b25533af1507,3524500.2600000002,77.0402,2.2e-05
66b588e05daffb232a9f899c,3524500.2600000002,279.6423,7.9e-05
681497de16e6847d6f09c5b6,3520227.83,146.33610000000002,4.2e-05
67ea240b6e7999d3c727559b,3520227.83,373.2439,0.000106
67f39f84b76095ec339ba448,3504935.68,1065.6439,0.000304
627e52524cc1c26529d340bd,3488277.08,216.8212,6.2e-05
611338aa64fce70de219ccad,3482745.7,251.1961,7.2e-05
5bfd0a035545206a73b2ae6f,3479870.87,315.7485,9.1e-05
6285b5d251454ca6c514b07c,3479870.87,492.9128,0.000142
64907066f3dfae89ebce6571,3476884.11,132.7946,3.8e-05
65c46911f31d94e5290f6849,3476884.11,406.6676,0.000117
6668166c506818ca1981fde7,3476884.11,699.0578,0.000201
63340ee0c8463b8aca742188,3476884.11,963.5304,0.000277
649ab3389a526f627370c20d,3476884.11,170.5821,4.9e-05
63f6e2af808a0368fef63542,3476884.11,585.3433,0.000168
65ac1db1f50a0c65af5429a6,3476884.11,223.9632,6.4e-05
687789e361fad0cbc8864afc,3476884.11,498.171,0.000143
65a47dcd6cf70883bd096162,3476884.11,241.9515,7e-05
668fd40aefa7b310eb765e24,3476884.11,120.8862,3.5e-05
67efbb78ee3e8a4c67ae5ba5,3476884.11,482.14649999999995,0.000139
6581bcfb49ecef5ea4c14dd1,3476884.11,161.9204,4.7e-05
6773be0d87298a2a13dc7edc,3476884.11,225.29149999999998,6.5e-05
63da0f4f8b4b872916fc0092,3475615.45,368.4502,0.000106
62951b7c8750d7f7bd58c45a,3473184.02,122.6742,3.5e-05
688b3e2fb474a91081b2283f,3472611.68,137.4356,4e-05
6316eca60258528e7d785a5d,3471915.36,327.107,9.4e-05
687971d428d514326f543d71,3471343.02,276.8193,8e-05
6390af79080a22c01bae01ab,3471335.61,236.4104,6.8e-05
5fd220914a9ae275930ef9c7,3470749.79,63.6001,1.8e-05
61efdedb534f01ced57e6be7,3470749.79,60.9712,1.8e-05
67bda2bcfb32c9bf51cef0df,3469643.47,152.7001,4.4e-05
563928d0742473ba050002a1,3469212.94,163.5298,4.7e-05
6678ed77b200e640317a2926,3469031.69,114.0633,3.3e-05
648eaf16c0b1342503140959,3469031.69,154.8117,4.5e-05
683d34d4108251a8f7dcb041,3469031.69,214.8571,6.2e-05
6683e6104d981e89bb8af7e6,3469031.69,442.6193,0.000128
651a9ff55946c49eb49f8489,3468477.9,162.4911,4.7e-05
66e2ce2c7989ef3cdecb9535,3468477.9,144.7677,4.2e-05
67d1e1671344946c80e455c1,3468477.9,634.4158,0.000183
678009f8d7a0b145879b0900,3468477.9,316.948,9.1e-05
649985c49d2b942ccedb99dd,3468477.9,258.3005,7.4e-05
636a20c3193f383daadbcda5,3468477.9,155.4967,4.5e-05
6486daf5ca87de90227bd02b,3468477.9,847.3452,0.000244
66bf154eb5852a686fdb680f,3468477.9,147.9934,4.3e-05
64818cdaec8a2acdf16880dd,3468477.9,392.1672,0.000113
6822af17a288cde6eec33c39,3468477.9,990.8298,0.000286
66066759c0c070078a97673c,3468374.81,886.0576,0.000255
652c2a24814931c3829caece,3467763.0300000003,136.65380000000002,3.9e-05
65a90b234b4b5121d92d999c,3465976.8,276.3431,8e-05
68a87109bf529294e179e912,3464759.2600000002,165.018,4.8e-05
68777d18a0186b1c1df833c4,3464759.2600000002,141.1474,4.1e-05
65aff32f552c0ce18dabeaf1,3464049.74,273.9408,7.9e-05
629f2140087f92feaebc3a88,3463509.15,149.4224,4.3e-05
6928542babee3367a0cf6d66,3463490.6,423.79,0.000122
693d48469aa432e02d68fa77,3463490.6,257.53569999999996,7.4e-05
686dc586df49b79de0b0b30b,3463490.6,113.1696,3.3e-05
69b607fb3ac540d86ba147f5,3463490.6,110.1952,3.2e-05
6938427bb92039a768f78757,3463490.6,160.9802,4.6e-05
5ec132b47c8927000121cb5e,3463490.6,325.0079,9.4e-05
69539feb58c80b13f78f8725,3463490.6,416.4073,0.00012
694a4ebe0909df412ec565fc,3463490.6,359.8465,0.000104
69a1cdeba5541394545119cf,3463490.6,412.5565,0.000119
560bb4f2f155120c6d0000b5,3463408.11,142.3648,4.1e-05
66ffb8f6059131ae892b1487,3462851.58,138.2054,4e-05
65ca260a9a4122e9e0de6fcc,3462297.79,444.42659999999995,0.000128
66a098e2251757c475bc62e9,3461791.05,148.22,4.3e-05
67ac1e5fc1d0e427bfd049e7,3461237.2600000002,152.0728,4.4e-05
681e10d82886e3f37cbd253e,3461237.2600000002,158.2306,4.6e-05
62e4e91c20a8713f0b239740,3460945.98,98.1238,2.8e-05
60af4ca0cf4957c21093e2d2,3460715.15,174.4403,5e-05
681c69ab16e6847d6f0a037f,3460625.48,280.9444,8.1e-05
678e20da2484c67c03b174d5,3460625.48,76.5833,2.2e-05
67cac5505e9a6e4e21f36eaa,3460625.48,114.501,3.3e-05
67ede9d07df0e71b0c82f337,3460625.48,127.8847,3.7e-05
63c05189b1534a69ed5d6574,3460625.48,147.5447,4.3e-05
63d28037b2b734c58069ebe0,3460625.48,143.4736,4.1e-05
67f66b470e7f5e9548875740,3460625.48,188.21359999999999,5.4e-05
644bb5cbdfe96b344d33df6a,3460625.48,214.7762,6.2e-05
60af4c15cf4957c21093e2bd,3460625.48,319.0315,9.2e-05
673ef71f01f19870b26603c8,3460625.48,472.2647,0.000136
63340f39fcf4cd2a6e9aa676,3460625.48,154.21,4.5e-05
67bda34c658cf18e67f4396c,3460625.48,421.8665,0.000122
68b6880a45dd3cedc41fb20a,3460625.48,569.9272,0.000165
657772ebcb315bc80c03ea42,3460625.48,215.0586,6.2e-05
668004574d6765df32fe9e83,3460625.48,300.9526,8.7e-05
6625dfaa345a6dc6b1a39108,3460625.48,222.0314,6.4e-05
65a0df39a5c8c578aac418e7,3460625.48,144.036,4.2e-05
669d12befa880d1a7613169f,3460625.48,444.0176,0.000128
66cda322f04eb8d914d2b496,3460625.48,226.3135,6.5e-05
68aea78b0212c2d06bac02c3,3460625.48,858.9041,0.000248
66682d2cd3c5ac7c6bb8fd8d,3460625.48,462.83619999999996,0.000134
65d58e877ec96f667da83448,3460625.48,126.3968,3.7e-05
66ffb7a8921600c00d737309,3460625.48,179.2623,5.2e-05
64d1357dd0a59bea1ebdb39c,3460625.48,236.2206,6.8e-05
67061cebef3ddf40c491406f,3460625.48,533.6908,0.000154
64097c1a3526fb1af30022c6,3459356.82,121.756,3.5e-05
6465dc33f2d97627bcb1a244,3459356.82,100.15259999999999,2.9e-05
672c2a28f480c4987a7d1456,3459356.82,170.7054,4.9e-05
6731adc4c55b9eb5a4ccd6a4,3459356.82,206.01500000000001,6e-05
67320ba6640cc01ab98ab580,3459356.82,81.5358,2.4e-05
63ca9e9da3d5c7cf2c7a9c5d,3457570.59,302.3844,8.7e-05
67aa5c4dac670fb86b08922f,3456353.05,182.752,5.3e-05
68a87550bf529294e179e931,3456353.05,104.0157,3e-05
6826e530f9be3da740373c23,3456353.05,253.80440000000002,7.3e-05
67481b77c888eff2ee922d3a,3456353.05,402.1162,0.000116
68c38a7e4b9f993905bab4d8,3456353.05,784.5241000000001,0.000227
556c6feaf4961f595d00013c,3456353.05,713.6078,0.000206
68d0f1ad8b1a09e16986d7af,3456353.05,140.1964,4.1e-05
6826fcf01cd2863ca808749c,3456353.05,171.6356,5e-05
699ec101646fe748385223b5,3455084.39,338.9273,9.8e-05
68c279934b9f993905baa467,3455084.39,318.13919999999996,9.2e-05
698c340d3630b752386a5c3a,3455084.39,75.6459,2.2e-05
698dade53630b752386a773b,3455084.39,147.084,4.3e-05
698f1052ec24d3c731fde315,3455084.39,141.85330000000002,4.1e-05
68e3bd7b7724be505b759a5b,3455084.39,150.8902,4.4e-05
68e3bda75f81a96145dc4e8f,3455084.39,343.18670000000003,9.9e-05
68edf98e1a93eb43afc48f6a,3455084.39,179.1248,5.2e-05
68f99d6ec4da864926b0dcdf,3455084.39,167.7911,4.9e-05
690878d035735890d3495d9c,3455084.39,301.19530000000003,8.7e-05
68f9fd1dc4da864926b0e301,3455084.39,213.74949999999998,6.2e-05
68f9ff79adc1b994d6b7c2ae,3455084.39,186.6151,5.4e-05
698daaaa3630b752386a7724,3455084.39,194.8869,5.6e-05
69008122b383cce7e0b80542,3455084.39,23.078500000000002,7e-06
68fb1cdfa2cdf41cc58f3a97,3455084.39,134.5035,3.9e-05
692023a0c74437f4954e6b0b,3455084.39,143.5011,4.2e-05
69fc2d4d637148d12c1d1583,3455084.39,332.55519999999996,9.6e-05
6921db083b47a3d1a14a1135,3455084.39,249.6228,7.2e-05
695ca693012a302218f6484a,3455084.39,93.1122,2.7e-05
695cc1c696e85e768a56a720,3455084.39,197.3012,5.7e-05
695e4a50012a302218f66696,3455084.39,123.3706,3.6e-05
695f5d7f012a302218f674d5,3455084.39,495.26570000000004,0.000143
6989c0210df678167264bc4e,3455084.39,525.4848000000001,0.000152
69688a50de96560c91c4ba70,3455084.39,226.5329,6.6e-05
6968be64de96560c91c4c21f,3455084.39,442.4484,0.000128
696f9c129557abdc3c8d4660,3455084.39,74.1472,2.1e-05
697364b39557abdc3c8d85ca,3455084.39,152.36260000000001,4.4e-05
6973cb519557abdc3c8d8abf,3455084.39,97.48310000000001,2.8e-05
6977782a98041b8148efbd05,3455084.39,196.0695,5.7e-05
6979b63fd4ba143db9069379,3455084.39,306.1373,8.9e-05
697b3fbfd4ba143db906b46f,3455084.39,121.36800000000001,3.5e-05
69804bc98a0253803d28f64c,3455084.39,252.609,7.3e-05
69804dcddb5168d5e451c0e7,3455084.39,335.5721,9.7e-05
69806ded8a0253803d28f9bb,3455084.39,140.077,4.1e-05
695ca97a96e85e768a56a49b,3455084.39,524.5948999999999,0.000152
695c15922e042815bc62e6ec,3455084.39,197.0979,5.7e-05
69268fb3f65130bc5467ca7f,3455084.39,156.2089,4.5e-05
695bba07c9bdaccfbb31ef23,3455084.39,732.9661,0.000212
6936782ac8ad2d987a2e5bd8,3455084.39,228.9795,6.6e-05
6936be4ead1560663eab1e5c,3455084.39,303.8654,8.8e-05
6937f1965cdd890926d69651,3455084.39,127.8307,3.7e-05
6937f8c55cdd890926d69775,3455084.39,441.3896,0.000128
6939907bb92039a768f79b52,3455084.39,154.7741,4.5e-05
693fd8508a8e970b1eee9a90,3455084.39,199.6485,5.8e-05
698c31230df678167264e563,3455084.39,98.2433,2.8e-05
68b6b11a0e4ccdf0435abc0a,3455084.39,1099.0879,0.000318
698b78750df678167264da1b,3455084.39,264.5564,7.7e-05
694fb95658c80b13f78f588e,3455084.39,140.2562,4.1e-05
6951f77232da56a443ce9372,3455084.39,147.9855,4.3e-05
695353c0dd28ef10e3725196,3455084.39,167.9929,4.9e-05
6956166816da9127a3d3e709,3455084.39,272.3145,7.9e-05
695b2e5a2e042815bc62d8de,3455084.39,586.2533,0.00017
695b7a29c9bdaccfbb31e99f,3455084.39,269.6518,7.8e-05
693fdcc19aa432e02d691510,3455084.39,131.5143,3.8e-05
636d12dd241b83168b524457,3455084.39,536.0022,0.000155
68abe2591c02171360dbd0d1,3455084.39,105.8746,3.1e-05
5ec133907c8927000121cb62,3455084.39,677.1469999999999,0.000196
69bbcc8b5dc7653a6257bde8,3455084.39,490.35020000000003,0.000142
68a2e879c1651e2c85a3859b,3455084.39,237.15030000000002,6.9e-05
69c1f2ffa8a6fba7d1a1771e,3455084.39,163.4183,4.7e-05
69c208bfa8a6fba7d1a178b8,3455084.39,197.3482,5.7e-05
69c3866bfc715c15d6ae9272,3455084.39,331.0186,9.6e-05
69ca95b127ccf417bf78c1ac,3455084.39,395.60380000000004,0.000114
69cbdb1429ef4f8d2a743fa3,3455084.39,917.9387,0.000266
69ccbea4a1176c00b1ac27a3,3455084.39,283.0643,8.2e-05
69ccc8aa8a916d2a3115759d,3455084.39,276.01869999999997,8e-05
69ce1e7c715ad1f70d6b626a,3455084.39,185.17430000000002,5.4e-05
69d0f75138a5fc953359e443,3455084.39,569.2455,0.000165
69d470b25c9606f21f666535,3455084.39,289.3787,8.4e-05
69bb6bdd60b51605279de0c0,3455084.39,492.711,0.000143
69d4dba5c6080cd56d9ec589,3455084.39,722.3688,0.000209
66bb27a8aac742b8e39013ed,3455084.39,232.2707,6.7e-05
69df277d7067309f02ccd963,3455084.39,196.4539,5.7e-05
69e1569367d7824cc7740141,3455084.39,244.7303,7.1e-05
