app_id,rtb_account_id,rtb_account_name,rtb_contact_name,rtb_connection_id,rtb_connection_name,list_type,conn_daily_spend,app_available_spend,available_network_spend,penetration_rate,estimated_daily_uplift
67f39f84b76095ec339ba448,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,674d58062be0a4da17375426,RTB - Temu Hybrid US,allow,137900.16,1065.6439,3504935.68,0.000304,41.92
69a335d4646fe74838526bfe,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,674d58062be0a4da17375426,RTB - Temu Hybrid US,allow,137900.16,1023.0179,3455084.39,0.000296,40.82
6286157287862c977f37336a,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,67690a997f53d01c71ab4768,RTB - Temu Hybrid EU,allow,122567.69,861.2196,2669743.89,0.000323,39.59
6822af17a288cde6eec33c39,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,674d58062be0a4da17375426,RTB - Temu Hybrid US,allow,137900.16,990.8298,3468477.9,0.000286,39.44
6756d6829d0f2cfb524eed56,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,673598849d6a7bcf892e103c,RTB - Temu Hybrid Glo,allow,106982.9,1157.481,3165067.46,0.000366,39.16
68b6b11a0e4ccdf0435abc0a,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,67690a997f53d01c71ab4768,RTB - Temu Hybrid EU,allow,122567.69,1099.0879,3455084.39,0.000318,38.98
63340ee0c8463b8aca742188,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,674d58062be0a4da17375426,RTB - Temu Hybrid US,allow,137900.16,963.5304,3476884.11,0.000277,38.2
6284a850442dce6cae1615e8,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,67690a997f53d01c71ab4768,RTB - Temu Hybrid EU,allow,122567.69,1030.6906,3383637.17,0.000305,37.38
67f39f84b76095ec339ba448,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,67690a997f53d01c71ab4768,RTB - Temu Hybrid EU,allow,122567.69,1065.6439,3504935.68,0.000304,37.26
69cbdb1429ef4f8d2a743fa3,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,674d58062be0a4da17375426,RTB - Temu Hybrid US,allow,137900.16,917.9387,3455084.39,0.000266,36.68
6756d6829d0f2cfb524eed56,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,6780bd430510f6af103e8a71,RTB - Temu Hybrid US iOS,allow,99616.25,1157.481,3165067.46,0.000366,36.46
69eae084731c8519ff93da28,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,679322307f3abac79b0c54d4,RTB - Temu Hybrid EU iOS,allow,73776.61,1707.1476,3455084.39,0.000494,36.45
69a335d4646fe74838526bfe,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,67690a997f53d01c71ab4768,RTB - Temu Hybrid EU,allow,122567.69,1023.0179,3455084.39,0.000296,36.28
69a337c63630b752386bb689,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,674d58062be0a4da17375426,RTB - Temu Hybrid US,allow,137900.16,935.0763,3581786.55,0.000261,35.99
6286157287862c977f37336a,66e46b7a0f05bd0011e180e6,Exchange - RTB - Albatross,Robert Korepta,696a8b40850b5555fd0cb734,Albatross Americas - Fullscreen Display EP Test,allow,109014.84,861.2196,2669743.89,0.000323,35.21
66066759c0c070078a97673c,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,674d58062be0a4da17375426,RTB - Temu Hybrid US,allow,137900.16,886.0576,3468374.81,0.000255,35.16
6822af17a288cde6eec33c39,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,67690a997f53d01c71ab4768,RTB - Temu Hybrid EU,allow,122567.69,990.8298,3468477.9,0.000286,35.05
68b6b11a0e4ccdf0435abc0a,66e46b7a0f05bd0011e180e6,Exchange - RTB - Albatross,Robert Korepta,696a8b40850b5555fd0cb734,Albatross Americas - Fullscreen Display EP Test,allow,109014.84,1099.0879,3455084.39,0.000318,34.67
6286157287862c977f37336a,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,673598849d6a7bcf892e103c,RTB - Temu Hybrid Glo,allow,106982.9,861.2196,2669743.89,0.000323,34.56
68aea78b0212c2d06bac02c3,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,674d58062be0a4da17375426,RTB - Temu Hybrid US,allow,137900.16,858.9041,3460625.48,0.000248,34.2
68b6b11a0e4ccdf0435abc0a,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,673598849d6a7bcf892e103c,RTB - Temu Hybrid Glo,allow,106982.9,1099.0879,3455084.39,0.000318,34.02
63340ee0c8463b8aca742188,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,67690a997f53d01c71ab4768,RTB - Temu Hybrid EU,allow,122567.69,963.5304,3476884.11,0.000277,33.95
6486daf5ca87de90227bd02b,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,674d58062be0a4da17375426,RTB - Temu Hybrid US,allow,137900.16,847.3452,3468477.9,0.000244,33.65
69eae0643e2ffb9da91d5c24,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,674d58062be0a4da17375426,RTB - Temu Hybrid US,allow,137900.16,838.5545000000001,3455084.39,0.000243,33.51
6284a850442dce6cae1615e8,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,673598849d6a7bcf892e103c,RTB - Temu Hybrid Glo,allow,106982.9,1030.6906,3383637.17,0.000305,32.63
69cbdb1429ef4f8d2a743fa3,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,67690a997f53d01c71ab4768,RTB - Temu Hybrid EU,allow,122567.69,917.9387,3455084.39,0.000266,32.6
67f39f84b76095ec339ba448,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,673598849d6a7bcf892e103c,RTB - Temu Hybrid Glo,allow,106982.9,1065.6439,3504935.68,0.000304,32.52
69a335d4646fe74838526bfe,66e46b7a0f05bd0011e180e6,Exchange - RTB - Albatross,Robert Korepta,696a8b40850b5555fd0cb734,Albatross Americas - Fullscreen Display EP Test,allow,109014.84,1023.0179,3455084.39,0.000296,32.27
6286157287862c977f37336a,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,6780bd430510f6af103e8a71,RTB - Temu Hybrid US iOS,allow,99616.25,861.2196,2669743.89,0.000323,32.18
69a337c63630b752386bb689,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,67690a997f53d01c71ab4768,RTB - Temu Hybrid EU,allow,122567.69,935.0763,3581786.55,0.000261,31.99
68b6b11a0e4ccdf0435abc0a,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,6780bd430510f6af103e8a71,RTB - Temu Hybrid US iOS,allow,99616.25,1099.0879,3455084.39,0.000318,31.68
69a335d4646fe74838526bfe,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,673598849d6a7bcf892e103c,RTB - Temu Hybrid Glo,allow,106982.9,1023.0179,3455084.39,0.000296,31.67
68c38a7e4b9f993905bab4d8,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,674d58062be0a4da17375426,RTB - Temu Hybrid US,allow,137900.16,784.5241000000001,3456353.05,0.000227,31.3
66066759c0c070078a97673c,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,67690a997f53d01c71ab4768,RTB - Temu Hybrid EU,allow,122567.69,886.0576,3468374.81,0.000255,31.25
6822af17a288cde6eec33c39,66e46b7a0f05bd0011e180e6,Exchange - RTB - Albatross,Robert Korepta,696a8b40850b5555fd0cb734,Albatross Americas - Fullscreen Display EP Test,allow,109014.84,990.8298,3468477.9,0.000286,31.18
6822af17a288cde6eec33c39,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,673598849d6a7bcf892e103c,RTB - Temu Hybrid Glo,allow,106982.9,990.8298,3468477.9,0.000286,30.6
68aea78b0212c2d06bac02c3,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,67690a997f53d01c71ab4768,RTB - Temu Hybrid EU,allow,122567.69,858.9041,3460625.48,0.000248,30.4
6284a850442dce6cae1615e8,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,6780bd430510f6af103e8a71,RTB - Temu Hybrid US iOS,allow,99616.25,1030.6906,3383637.17,0.000305,30.38
67f39f84b76095ec339ba448,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,6780bd430510f6af103e8a71,RTB - Temu Hybrid US iOS,allow,99616.25,1065.6439,3504935.68,0.000304,30.28
63340ee0c8463b8aca742188,66e46b7a0f05bd0011e180e6,Exchange - RTB - Albatross,Robert Korepta,696a8b40850b5555fd0cb734,Albatross Americas - Fullscreen Display EP Test,allow,109014.84,963.5304,3476884.11,0.000277,30.2
6486daf5ca87de90227bd02b,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,67690a997f53d01c71ab4768,RTB - Temu Hybrid EU,allow,122567.69,847.3452,3468477.9,0.000244,29.91
69eae0643e2ffb9da91d5c24,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,67690a997f53d01c71ab4768,RTB - Temu Hybrid EU,allow,122567.69,838.5545000000001,3455084.39,0.000243,29.78
63340ee0c8463b8aca742188,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,673598849d6a7bcf892e103c,RTB - Temu Hybrid Glo,allow,106982.9,963.5304,3476884.11,0.000277,29.63
69a335d4646fe74838526bfe,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,6780bd430510f6af103e8a71,RTB - Temu Hybrid US iOS,allow,99616.25,1023.0179,3455084.39,0.000296,29.49
695bba07c9bdaccfbb31ef23,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,674d58062be0a4da17375426,RTB - Temu Hybrid US,allow,137900.16,732.9661,3455084.39,0.000212,29.23
69cbdb1429ef4f8d2a743fa3,66e46b7a0f05bd0011e180e6,Exchange - RTB - Albatross,Robert Korepta,696a8b40850b5555fd0cb734,Albatross Americas - Fullscreen Display EP Test,allow,109014.84,917.9387,3455084.39,0.000266,29.0
69d4dba5c6080cd56d9ec589,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,674d58062be0a4da17375426,RTB - Temu Hybrid US,allow,137900.16,722.3688,3455084.39,0.000209,28.82
6822af17a288cde6eec33c39,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,6780bd430510f6af103e8a71,RTB - Temu Hybrid US iOS,allow,99616.25,990.8298,3468477.9,0.000286,28.49
69cbdb1429ef4f8d2a743fa3,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,673598849d6a7bcf892e103c,RTB - Temu Hybrid Glo,allow,106982.9,917.9387,3455084.39,0.000266,28.46
556c6feaf4961f595d00013c,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,674d58062be0a4da17375426,RTB - Temu Hybrid US,allow,137900.16,713.6078,3456353.05,0.000206,28.41
69a337c63630b752386bb689,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,673598849d6a7bcf892e103c,RTB - Temu Hybrid Glo,allow,106982.9,935.0763,3581786.55,0.000261,27.92
68c38a7e4b9f993905bab4d8,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,67690a997f53d01c71ab4768,RTB - Temu Hybrid EU,allow,122567.69,784.5241000000001,3456353.05,0.000227,27.82
66066759c0c070078a97673c,66e46b7a0f05bd0011e180e6,Exchange - RTB - Albatross,Robert Korepta,696a8b40850b5555fd0cb734,Albatross Americas - Fullscreen Display EP Test,allow,109014.84,886.0576,3468374.81,0.000255,27.8
6668166c506818ca1981fde7,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,674d58062be0a4da17375426,RTB - Temu Hybrid US,allow,137900.16,699.0578,3476884.11,0.000201,27.72
63340ee0c8463b8aca742188,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,6780bd430510f6af103e8a71,RTB - Temu Hybrid US iOS,allow,99616.25,963.5304,3476884.11,0.000277,27.59
66066759c0c070078a97673c,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,673598849d6a7bcf892e103c,RTB - Temu Hybrid Glo,allow,106982.9,886.0576,3468374.81,0.000255,27.28
68aea78b0212c2d06bac02c3,66e46b7a0f05bd0011e180e6,Exchange - RTB - Albatross,Robert Korepta,696a8b40850b5555fd0cb734,Albatross Americas - Fullscreen Display EP Test,allow,109014.84,858.9041,3460625.48,0.000248,27.04
5ec133907c8927000121cb62,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,674d58062be0a4da17375426,RTB - Temu Hybrid US,allow,137900.16,677.1469999999999,3455084.39,0.000196,27.03
6756d6829d0f2cfb524eed56,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,679322307f3abac79b0c54d4,RTB - Temu Hybrid EU iOS,allow,73776.61,1157.481,3165067.46,0.000366,27.0
65d561f025cdf63cf9a2d059,66e46b7a0f05bd0011e180e6,Exchange - RTB - Albatross,Robert Korepta,696a8b40850b5555fd0cb734,Albatross Americas - Fullscreen Display EP Test,allow,109014.84,1004.4665,4103587.75,0.000245,26.71
6486daf5ca87de90227bd02b,66e46b7a0f05bd0011e180e6,Exchange - RTB - Albatross,Robert Korepta,696a8b40850b5555fd0cb734,Albatross Americas - Fullscreen Display EP Test,allow,109014.84,847.3452,3468477.9,0.000244,26.6
68aea78b0212c2d06bac02c3,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,673598849d6a7bcf892e103c,RTB - Temu Hybrid Glo,allow,106982.9,858.9041,3460625.48,0.000248,26.53
69cbdb1429ef4f8d2a743fa3,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,6780bd430510f6af103e8a71,RTB - Temu Hybrid US iOS,allow,99616.25,917.9387,3455084.39,0.000266,26.5
69eae0643e2ffb9da91d5c24,66e46b7a0f05bd0011e180e6,Exchange - RTB - Albatross,Robert Korepta,696a8b40850b5555fd0cb734,Albatross Americas - Fullscreen Display EP Test,allow,109014.84,838.5545000000001,3455084.39,0.000243,26.49
682748f5f9be3da7403740f7,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,674d58062be0a4da17375426,RTB - Temu Hybrid US,allow,137900.16,679.4084,3540963.02,0.000192,26.48
6486daf5ca87de90227bd02b,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,673598849d6a7bcf892e103c,RTB - Temu Hybrid Glo,allow,106982.9,847.3452,3468477.9,0.000244,26.1
69a337c63630b752386bb689,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,6780bd430510f6af103e8a71,RTB - Temu Hybrid US iOS,allow,99616.25,935.0763,3581786.55,0.000261,26.0
69eae0643e2ffb9da91d5c24,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,673598849d6a7bcf892e103c,RTB - Temu Hybrid Glo,allow,106982.9,838.5545000000001,3455084.39,0.000243,26.0
695bba07c9bdaccfbb31ef23,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,67690a997f53d01c71ab4768,RTB - Temu Hybrid EU,allow,122567.69,732.9661,3455084.39,0.000212,25.98
69d4dba5c6080cd56d9ec589,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,67690a997f53d01c71ab4768,RTB - Temu Hybrid EU,allow,122567.69,722.3688,3455084.39,0.000209,25.62
66066759c0c070078a97673c,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,6780bd430510f6af103e8a71,RTB - Temu Hybrid US iOS,allow,99616.25,886.0576,3468374.81,0.000255,25.4
556c6feaf4961f595d00013c,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,67690a997f53d01c71ab4768,RTB - Temu Hybrid EU,allow,122567.69,713.6078,3456353.05,0.000206,25.25
67d1e1671344946c80e455c1,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,674d58062be0a4da17375426,RTB - Temu Hybrid US,allow,137900.16,634.4158,3468477.9,0.000183,25.24
69a6bd2113ccef6d33213092,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,674d58062be0a4da17375426,RTB - Temu Hybrid US,allow,137900.16,643.1248,3535421.93,0.000182,25.1
623ae0f656e1b8e981816dc2,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,674d58062be0a4da17375426,RTB - Temu Hybrid US,allow,137900.16,624.5987,3450670.95,0.000181,24.96
69e6e1a6b1e4be9ed98861c3,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,674d58062be0a4da17375426,RTB - Temu Hybrid US,allow,137900.16,620.4581,3455084.39,0.00018,24.82
68c38a7e4b9f993905bab4d8,66e46b7a0f05bd0011e180e6,Exchange - RTB - Albatross,Robert Korepta,696a8b40850b5555fd0cb734,Albatross Americas - Fullscreen Display EP Test,allow,109014.84,784.5241000000001,3456353.05,0.000227,24.75
68aea78b0212c2d06bac02c3,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,6780bd430510f6af103e8a71,RTB - Temu Hybrid US iOS,allow,99616.25,858.9041,3460625.48,0.000248,24.7
6668166c506818ca1981fde7,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,67690a997f53d01c71ab4768,RTB - Temu Hybrid EU,allow,122567.69,699.0578,3476884.11,0.000201,24.64
6486daf5ca87de90227bd02b,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,6780bd430510f6af103e8a71,RTB - Temu Hybrid US iOS,allow,99616.25,847.3452,3468477.9,0.000244,24.31
68c38a7e4b9f993905bab4d8,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,673598849d6a7bcf892e103c,RTB - Temu Hybrid Glo,allow,106982.9,784.5241000000001,3456353.05,0.000227,24.29
69eae0643e2ffb9da91d5c24,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,6780bd430510f6af103e8a71,RTB - Temu Hybrid US iOS,allow,99616.25,838.5545000000001,3455084.39,0.000243,24.21
5ec133907c8927000121cb62,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,67690a997f53d01c71ab4768,RTB - Temu Hybrid EU,allow,122567.69,677.1469999999999,3455084.39,0.000196,24.02
6286157287862c977f37336a,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,679322307f3abac79b0c54d4,RTB - Temu Hybrid EU iOS,allow,73776.61,861.2196,2669743.89,0.000323,23.83
5fa43a77959e8551bb20d2be,66e46b7a0f05bd0011e180e6,Exchange - RTB - Albatross,Robert Korepta,696a8b40850b5555fd0cb734,Albatross Americas - Fullscreen Display EP Test,allow,109014.84,898.6765,4119846.38,0.000218,23.77
682748f5f9be3da7403740f7,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,67690a997f53d01c71ab4768,RTB - Temu Hybrid EU,allow,122567.69,679.4084,3540963.02,0.000192,23.53
68b6b11a0e4ccdf0435abc0a,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,679322307f3abac79b0c54d4,RTB - Temu Hybrid EU iOS,allow,73776.61,1099.0879,3455084.39,0.000318,23.46
695b2e5a2e042815bc62d8de,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,674d58062be0a4da17375426,RTB - Temu Hybrid US,allow,137900.16,586.2533,3455084.39,0.00017,23.44
63f6e2af808a0368fef63542,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,674d58062be0a4da17375426,RTB - Temu Hybrid US,allow,137900.16,585.3433,3476884.11,0.000168,23.17
695bba07c9bdaccfbb31ef23,66e46b7a0f05bd0011e180e6,Exchange - RTB - Albatross,Robert Korepta,696a8b40850b5555fd0cb734,Albatross Americas - Fullscreen Display EP Test,allow,109014.84,732.9661,3455084.39,0.000212,23.11
69d4dba5c6080cd56d9ec589,66e46b7a0f05bd0011e180e6,Exchange - RTB - Albatross,Robert Korepta,696a8b40850b5555fd0cb734,Albatross Americas - Fullscreen Display EP Test,allow,109014.84,722.3688,3455084.39,0.000209,22.78
69d0f75138a5fc953359e443,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,674d58062be0a4da17375426,RTB - Temu Hybrid US,allow,137900.16,569.2455,3455084.39,0.000165,22.75
68b6880a45dd3cedc41fb20a,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,674d58062be0a4da17375426,RTB - Temu Hybrid US,allow,137900.16,569.9272,3460625.48,0.000165,22.75
695bba07c9bdaccfbb31ef23,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,673598849d6a7bcf892e103c,RTB - Temu Hybrid Glo,allow,106982.9,732.9661,3455084.39,0.000212,22.68
68c38a7e4b9f993905bab4d8,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,6780bd430510f6af103e8a71,RTB - Temu Hybrid US iOS,allow,99616.25,784.5241000000001,3456353.05,0.000227,22.61
6284a850442dce6cae1615e8,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,679322307f3abac79b0c54d4,RTB - Temu Hybrid EU iOS,allow,73776.61,1030.6906,3383637.17,0.000305,22.5
556c6feaf4961f595d00013c,66e46b7a0f05bd0011e180e6,Exchange - RTB - Albatross,Robert Korepta,696a8b40850b5555fd0cb734,Albatross Americas - Fullscreen Display EP Test,allow,109014.84,713.6078,3456353.05,0.000206,22.46
69eae084731c8519ff93da28,5caf77f1e04ca66a2d4bcd7c,Exchange - RTB - ByteDance,Francis Torralba,685a21266d0d8332fec4ca4a,RTB - ByteDance Global (Main) - new,allow,45427.03,1707.1476,3455084.39,0.000494,22.44
67d1e1671344946c80e455c1,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,67690a997f53d01c71ab4768,RTB - Temu Hybrid EU,allow,122567.69,634.4158,3468477.9,0.000183,22.43
67f39f84b76095ec339ba448,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,679322307f3abac79b0c54d4,RTB - Temu Hybrid EU iOS,allow,73776.61,1065.6439,3504935.68,0.000304,22.43
69d4dba5c6080cd56d9ec589,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,673598849d6a7bcf892e103c,RTB - Temu Hybrid Glo,allow,106982.9,722.3688,3455084.39,0.000209,22.36
69a6bd2113ccef6d33213092,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,67690a997f53d01c71ab4768,RTB - Temu Hybrid EU,allow,122567.69,643.1248,3535421.93,0.000182,22.31
623ae0f656e1b8e981816dc2,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,67690a997f53d01c71ab4768,RTB - Temu Hybrid EU,allow,122567.69,624.5987,3450670.95,0.000181,22.18
69e6e1a6b1e4be9ed98861c3,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,67690a997f53d01c71ab4768,RTB - Temu Hybrid EU,allow,122567.69,620.4581,3455084.39,0.00018,22.06
556c6feaf4961f595d00013c,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,673598849d6a7bcf892e103c,RTB - Temu Hybrid Glo,allow,106982.9,713.6078,3456353.05,0.000206,22.04
6668166c506818ca1981fde7,66e46b7a0f05bd0011e180e6,Exchange - RTB - Albatross,Robert Korepta,696a8b40850b5555fd0cb734,Albatross Americas - Fullscreen Display EP Test,allow,109014.84,699.0578,3476884.11,0.000201,21.91
69a335d4646fe74838526bfe,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,679322307f3abac79b0c54d4,RTB - Temu Hybrid EU iOS,allow,73776.61,1023.0179,3455084.39,0.000296,21.84
6668166c506818ca1981fde7,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,673598849d6a7bcf892e103c,RTB - Temu Hybrid Glo,allow,106982.9,699.0578,3476884.11,0.000201,21.5
5ec133907c8927000121cb62,66e46b7a0f05bd0011e180e6,Exchange - RTB - Albatross,Robert Korepta,696a8b40850b5555fd0cb734,Albatross Americas - Fullscreen Display EP Test,allow,109014.84,677.1469999999999,3455084.39,0.000196,21.37
636d12dd241b83168b524457,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,674d58062be0a4da17375426,RTB - Temu Hybrid US,allow,137900.16,536.0022,3455084.39,0.000155,21.37
67061cebef3ddf40c491406f,67055dc40f05bd0011e279ae,Exchange - RTB - Temu,Robert Korepta,674d58062be0a4da17375426,RTB - Temu Hybrid US,allow,137900.16,533.6908,3460625.48,0.000154,21.24
