account_id,account_name,total_spend_7d,daily_spend
5e96c1b29704720015d9f4ae,Guru Network Limited,200254.2429132359,28607.74898760513
6107c3b4abaef100175b9029,Lessmore UG (haftungsbeschränkt),195779.2184530374,27968.459779005345
64afadea4da41800114faaeb,Unity - Americas,193964.98324812634,27709.283321160907
622a3f10c690c40013e4728e,TextNow,186967.56131289905,26709.651616128434
69379d46192ce0aadaecc874,Particle Media Inc,182860.87697113233,26122.982424447477
670cfa366f113e00119a799f,Vinted,179343.72248063417,25620.53178294774
619b548fc9c9c1001796f1f6,Gimica GmbH,175578.12772211275,25082.589674587536
561e8d966b8d90f61a0033c4,Moon Active,173869.17251206504,24838.45321600929
658a2fc2ab2b4800112923f1,HANGZHOU JF SOFTWARE CO LTD,173142.11271295708,24734.58753042244
6247027c20721a0018bb6528,First Touch Games,172107.32293246224,24586.760418923175
5ce32f41e15f77001148e36d,Zego Global Pte Ltd,165987.05463181896,23712.436375974135
64803209bfd9aa0011593484,Bluetile Games,154700.411258571,22100.058751224427
67e22d64b039580011378f33,"Guangzhou Hongshi information Technology Co., Ltd.",150255.66333979007,21465.094762827153
58b91be73e5caab04b000296,Mavericks Mobile,149272.15153111154,21324.593075873076
668545a239a54a0011299e6e,Automattic,148935.42920519167,21276.489886455955
5d3a5de9ddc71000189c7a84,"Shanghai Linguan Data Co., Ltd.",147881.36086762857,21125.90869537551
5fe2fafd6013fb0015208652,GamoVation,144049.92148753643,20578.560212505203
67078359be02e20011a686ec,365scores,144021.50566034677,20574.500808620967
5fc618102e8dd2001579b65d,App Central ltd,141898.13959641283,20271.16279948755
6862932aaff9d800114174ac,Flightradar24 AB,141760.43483391393,20251.49069055913
66f36da16f113e0011999ff8,Meitu China,139793.72336538648,19970.531909340927
5a57133a3610bbb671016ff3,FALCON GLOBAL LTD.,136445.29096812732,19492.18442401819
66d6b6896f113e001198b89c,Xiaomi Group,134350.08777662885,19192.86968237555
683bc1bb4c15ca0011ad2b91,WONDERFUL TYCOON LIMITED,132727.9717309895,18961.138818712785
6649f6de557b6e0011539536,Snackbox Inc,130352.01267743083,18621.716096775832
58737456236d8f446400071c,FIOGONIA LIMITED,125276.70152563193,17896.671646518847
59e4bb543f0fa9a20900afa3,TabTale LTD,124973.48603507421,17853.355147867744
698a6771eea67583ba0bada3,CharacterAI,124096.92507451974,17728.13215350282
66bf1c62ddea6f0011b313a9,NETSTORY PTE LTD,122923.92616809622,17560.5608811566
561e8d926b8d90f61a00013e,Miniclip SA,122313.56844381684,17473.366920545264
5efeed113191d60018f0f4e0,LY Corporation,121285.5799892229,17326.51142703184
561e8d936b8d90f61a000ade,Supercell,121016.79732849797,17288.11390407114
561e8d966b8d90f61a003414,Scopely,119995.98368778329,17142.28338396904
5d76031d57ec4f0017743734,INNOVATIVE CONNECTING PTE.LIMITED,116910.57941864796,16701.511345521136
64c3551f1e5137001122d418,BYTEDANCE PTE LTD,115050.06577641581,16435.723682345117
62b9ac4282628b001b5ab74a,Pinger,114425.1568090548,16346.450972722114
5b69051b3a5ab61db2c22189,株式会社GOODROID,114108.48169266478,16301.211670380682
5c657afed9e6e60012bab5d9,gamestudiopsv@gmail.com,113009.87342995129,16144.267632850184
5bccfdfc02937a3064660fb7,Musi Inc.,110366.0151460489,15766.5735922927
6570788bee73b50011dbb6f6,Eyecon Global Ltd,108071.0818653851,15438.7259807693
67b5b2c077bd1c00117b9adc,Sofa IT doo,103498.81507810886,14785.545011158409
5aafdd4a0520357fabf54aa6,Badoo,103047.29307178868,14721.041867398382
561e8d946b8d90f61a001509,Outfit7,101636.70585949064,14519.529408498664
6698b45b60e2ea00114aa807,Poly.AI Android,100997.77410321093,14428.253443315847
63e35991bbe8fa0014380604,Singapore New Reading Technology Pt,100180.08848629842,14311.441212328346
67d0848db62d6b0011ccb35e,SmartNews,98611.28030373927,14087.32575767704
5fc0a33dcb32b5001563f9dc,AmberMobile Limited,98544.14075333587,14077.734393333696
63f725cfaa034900149db38c,Bigo,97783.42912614971,13969.061303735672
583c02c932ec4ba51300037e,Gamegou,96304.61334833932,13757.801906905617
629f58df585252001b83d5f1,Super Unlimited Inc.,94516.02241338813,13502.288916198304
561e8d956b8d90f61a003219,"Appodeal, Inc.",92988.77478025983,13284.110682894261
5af5b8f9e408f136156e7cae,"Zedge, Inc.",92683.74594183489,13240.535134547841
6364b12e3ad6c7001711d812,Fodream Limited,92562.4708410852,13223.210120155029
6641b3748ffbbf0011f15c05,The Byte Combat (HongKong) Limited,90842.0274812046,12977.432497314943
561e8d946b8d90f61a002087,Rovio,90761.51063261279,12965.930090373255
561e8d936b8d90f61a0006b6,Electronic Arts,86752.08853209979,12393.155504585684
638badabfc61bb001443e715,"Locket Labs, Inc",86736.87713748968,12390.982448212812
5b0fc58f19829714e5ad0d2f,Mattel163 Limited,83951.1231571691,11993.0175938813
63c7b6b2f22ae3001457f1fb,"Delight Room Co, Ltd",83694.65775266124,11956.379678951605
5bb6123fa4ae3604537ad781,Fugo Games,82272.11950781793,11753.159929688276
646dd642f8642700116df383,Jewel,81833.80681990681,11690.543831415258
561e8d976b8d90f61a003fcf,InstaShot,81513.37571621295,11644.767959458992
65532f6b6cdf5900118d1f51,STORYMATRIX PTE LTD,79702.50736221793,11386.072480316847
6276c973f70e7c001895be79,RobTop Games AB,78042.02548465377,11148.860783521968
65f02b00af81650011344521,Scatterlab,77707.25162658046,11101.03594665435
59fb487bbe77065f5800afc3,Azur Games,77590.08788323721,11084.298269033887
655c62f25942160011cb5305,SHUNYOU PTE LTD,77505.38432332312,11072.197760474732
5af2ae1e0f25612233aa2819,캐시워크,76753.94308797929,10964.849012568471
6108e1635335b40017097948,new insight,72931.58823029515,10418.798318613593
5c52bd6ffbeb402419bef87d,SYBO Games,72877.2727197457,10411.038959963671
5d53cf81ff5bd700186c5f35,InfenitePlay LTD,72432.28639465496,10347.469484950709
5f73ab8ec84db80016b354bb,Audiomack Inc.,72299.68274462313,10328.526106374733
62a858f7348a840017e80ac5,"FUZHOU JIARUAN SOFTWARE TECHNOLOGY CO.,LTD.",70748.96037281831,10106.994338974046
5b1526a7de961d3317b1d475,X-FLOW LTD,69956.76683527831,9993.823833611186
58910f6a5f5e338431000675,Jamcity INC.,67844.16303046273,9692.023290066105
64075f57d6da1900141e5aba,Code Dish GmbH,67390.06380176404,9627.151971680578
622f25f89bc0cb0014c6c06f,individual,63623.55688033372,9089.07955433339
680748860437920011951532,BeSoccer,62666.1857367491,8952.312248107015
5dcf09394f6eed0018145e58,Unico Studio LLC,62415.354578207625,8916.479225458232
5bec0018c9af0a7962a96f4a,Rollic Games,62098.86642615558,8871.266632307941
59650c95a4e548f217000ead,Picsart Inc,61589.35307835255,8798.479011193222
62f4b9c1a0cd3e00172cfe1c,Gameberry Labs Private Limited,60931.95969174945,8704.565670249922
607d46752ca90f00153876e8,Jungle Frog LDA,60806.07908291268,8686.582726130382
6920858f3fcd392133e22a59,Rakuten Viber,58675.59293692256,8382.227562417509
6666afb99ec3300011cdf91d,Appvestor ApS,58517.35838771585,8359.62262681655
61e93624cf7a710017932586,"Appgeneration, Lda",56837.45056630435,8119.6357951863365
65e71ba517069f0011a36cfa,Rounds,56753.73800521363,8107.676857887661
561e8d936b8d90f61a0014d2,Bertheussen IT,56670.26862424363,8095.752660606233
561e8d936b8d90f61a001412,Bitmango,56641.217327468745,8091.602475352678
561e8d976b8d90f61a00418e,FGFF,55917.23836750534,7988.17690964362
5f687c6436ca1e0016d5fd6d,INJOY TECHNOLOGY PTE.LTD.,55721.75157419275,7960.250224884679
56b2844d24342c3622000032,Wattpad,55627.55394446548,7946.793420637926
561e8d946b8d90f61a002019,Mobiletech Software SRL,54445.97555019712,7777.996507171018
66e0182c82571e00117d2acb,FotMob AS,53869.81699181072,7695.688141687247
674d6cfd2f5be200113e4217,Chengdu Xishangmeishu technology Co,53740.41824194061,7677.202605991516
561e8d976b8d90f61a003d3f,Fanatee Games,53303.070325349756,7614.724332192823
66a8f651514c00001147b0d5,Clickfun Limited,53092.05338449236,7584.579054927481
63857a9148202e00149fcb08,Happibits Technologies Pte Ltd,51694.71797912439,7384.959711303484
68ed0a0c4cac2a9dc3250a10,Loom Games Oyun Yazilim ve Pazarlam,51622.792831903025,7374.684690271861
664e27f28ffbbf0011f1d3b8,Grand Games,50757.05576839542,7251.007966913631
627b73f7023d420018e2f038,Chardonnay Partners LLC,50609.55279956757,7229.936114223939
6159d295979b9a001749fd59,Supercent,50170.0742743396,7167.1534677628
573c1e4c69d550c903000024,"LeYoo,Inc.",48905.14346201088,6986.449066001554
5e3692d21cd3cb0018dd4329,SuperSonic Studios,47827.7997639339,6832.542823419129
6315b8713c59f7001bacf8fb,Pocket FM Corp,47671.185575035,6810.169367862143
5d8880f1444f7200181b5e1d,Lihuhu,46920.987609558695,6702.998229936957
619cc4d31a366f0017fe8d06,AI CREATIVITY S.R.L.,46917.53028111768,6702.504325873954
61c991a5fe4ec600172e5e08,MOOVIT APP GLOBAL LTD,45747.63234399703,6535.376049142433
5c99bb9a419bc70011bbebcd,"HIGGS TECHNOLOGY CO.,LIMITED",45665.56063915382,6523.651519879117
67a2e105ce727c001181897c,"HK Wanhua Network Tech Co, Limited",45630.19594688723,6518.59942098389
561e8d956b8d90f61a0027d2,PlayStudios,45423.29078183422,6489.041540262032
624fcf9241887a0018618c00,GoTube Studio,45268.35238147111,6466.907483067301
561e8d936b8d90f61a000662,nerByte GMBH,44109.13511975097,6301.305017107282
5cc67787e15f77001148cd13,Snail,43632.35186872046,6233.193124102923
638b3f012fb066001b8262d1,AtlasV,42385.067345777104,6055.009620825301
66c45f2c053da00011d69728,Standard Game Limited,42016.92674598536,6002.4181065693365
68fa0d672fef766b2dac5f75,"SEEKEEHORIZON TECHNOLOGY (HK) CO,",40952.10542824571,5850.300775463673
677bd16443e94a0011b752b2,Samsung Electronics,40255.94851498633,5750.849787855191
5981a22bcf89a5b87f001edf,ROCKETADS LTD BV,40079.794051835575,5725.6848645479395
65e037799e0d93001113e55a,Rocketshield Browser Technology Lim,39311.08406786388,5615.869152551983
662686e7216c0b00118aef81,Chai Research Corp,38924.20778637931,5560.601112339901
62664065ca13b50011fb00a2,HIGAME Jsc,37930.320026308655,5418.617146615522
5eb4c67d5e6ebc00166b8d04,广州勇往科技有限公司,37695.02337503618,5385.003339290883
64678a9ed7125400115d9869,GenDigital,37497.510033844505,5356.787147692072
561e8d936b8d90f61a00046c,"Gamincat, Inc.",35490.810838832374,5070.11583411891
677cecb33b9ea20011273987,Gravity Labs,35143.88956968663,5020.555652812376
5821bd1c29f631ba3900041a,Zhongbo Soft,34905.98374133778,4986.569105905398
5efd8ef70165690015e8b224,Blackout Lab SL,34794.67911440959,4970.6684449156555
58371a2bafd6eb8b130001ca,Samfinaco Limited,34707.14903542465,4958.164147917807
65d4907595c34900110c9204,Social Chain Inc.,34381.61034152913,4911.658620218447
5d3a10eeddc71000189c7a37,Brainium Studios,33817.461737652564,4831.065962521795
5dc9534f674ec70017d0306a,Think Yeah,32942.57289281784,4706.08184183112
60f059faaf96d700177d115f,Yolo Oyun Yazılım ve Pazarlama AS,32846.61337818992,4692.373339741417
62e85e3836ed04001b6d0adb,MediaLab,32413.629497789636,4630.518499684234
676405dff3fa5d00114fee22,Opera Software Ireland,31710.62898458604,4530.089854940863
5b4f0f700aa32c4f543a8b82,DragonPlus,31607.224741117,4515.317820159571
5f45fb2f150074001547df11,GeoTechnologies Inc.,31439.186819329312,4491.31240276133
64684dd7d7125400115d9e39,Vicok Limited New,31339.618818963932,4477.088402709133
61b84202dacbc60017383dd8,RRTV,31026.116680876687,4432.302382982384
6788b18b06da640011023eaf,Transsion OEM,30620.023035486385,4374.289005069483
59d49801fa5a566117002fd5,Sweatcoin,30054.479118661267,4293.49701695161
567acc79dea141ea32000008,Amanotes (PT),29705.127454629874,4243.5896363756965
6875f522babc2000110fb14e,Chongqing JiguJigu  Network Technol,29703.751759490086,4243.393108498583
643d1561e09b08001442e672,Sliide,29592.431379351554,4227.490197050222
649a9d5a29925f0011c63229,RNOVEL PTELTD,29422.343421745074,4203.191917392153
60112a3ed3c4a000156a31d9,Superplay,29314.359409830322,4187.76562997576
6375b18dfdfa75001bf507e2,Speelead Limited,29155.953543055595,4165.136220436513
561e8d946b8d90f61a001853,Century Games,29097.95516215757,4156.850737451082
5bd009e27e1105796809759b,Big Cake Group Limited,29049.087132530272,4149.869590361467
58734a33cbb41beb5600058f,Star Technology Investment Co Ltd.,28927.06121502031,4132.437316431473
62f234d9f81a3c001bde7c25,MX Player,28737.03824063236,4105.2911772331945
561e8d976b8d90f61a003e81,SpinX Games Limited (in use),28438.59130418895,4062.6559005984213
561e8d956b8d90f61a003069,IdeaSolutions S.r.l.,28229.317043067553,4032.759577581079
6336ada8eff220001b2d1061,Pandas of Caribbean,28169.683638245257,4024.240519749322
59f943ef3f415d7d580076a0,"Shenzhen AOE Network Technology Co., Ltd.",28117.171945462196,4016.7388493517424
5b84c65ca73f7a027c553f4a,Rewards Game,27872.755832398532,3981.822261771219
58adf6988e52ab4d320004d1,Microfun,27787.874077708475,3969.696296815496
6556edd16cdf5900118d56ce,Closeli,27458.980639574285,3922.7115199391837
64b77ab3d634830011209287,Weezer,27292.485482073673,3898.9264974390962
6808dbeef6158900110477ca,Flow,27050.604986525934,3864.372140932276
5fb510aa8072bf0015d8d59d,Tap2Play LLC,26999.6052747066,3857.0864678152284
643c740fc34c0300130c743e,VPNABLE LTD,26956.071368088466,3850.867338298352
561e8d956b8d90f61a003365,Fingersoft Oy,26523.192697423172,3789.0275282033103
5ce21c80d788b30012b31658,Treenod,26498.533741968313,3785.5048202811877
5e4f394035080300173bd958,Kayac Inc.,26151.886749702047,3735.9838213860066
68b57bc85828fa59037e71c3,Ganko srl,26082.521748340358,3726.074535477194
642fcca2b04a200010798b74,Infinity,26011.306136999818,3715.9008767142595
63d229657d9fc60014b1afdf,Paxie Games,25956.383016950276,3708.0547167071823
626a9cd05d54fa0018b746b3,InMobi,25735.907673983762,3676.5582391405374
63885d9b9d8b8c001477e945,"Shanghai Zhenglang Technology Co,L",25672.668348033967,3667.524049719138
561e8d936b8d90f61a0014ca,LOTUM Media GmbH,25608.653516643393,3658.379073806199
561e8d936b8d90f61a0014d7,qxxy,25522.22804448363,3646.0325777833755
5898dc668d35674f40000046,Timehop,25449.006655164398,3635.5723793091997
673afd953fa40700118c0ff2,Kami (HK) Limited,25444.062032535374,3634.8660046479104
69834b2ea3ac73e99b7077db,Teamsnap,25395.245016430817,3627.8921452044024
6406dc222ecde6001489f995,CONSTRUCT TECHNOLOGY PTE LTD,25123.409235238214,3589.0584621768876
612549a07d54b700104c6ae3,"Magic Tavern, Inc.",25113.000099408582,3587.571442772655
663c90f772fce00011b7f353,Citymapper (Via),24756.88896703713,3536.6984238624473
5a53889945eaab512501251e,AddApptr GmbH,24668.59175062723,3524.08453580389
664372d48ffbbf0011f17452,Nordeus,24647.379869816614,3521.054267116659
60c71d9d6b22ac0017d0bca4,AnyMind Group,24515.01807740417,3502.145439629167
630dd09a2334a0001b28ad73,"Flextech, Inc.",24482.03620731427,3497.4337439020387
5ce6bee4142941540d1c9d36,Solitaire Grand Harvest,24290.021163231966,3470.0030233188522
63465886049244001b5accb2,Ganxin,24219.559886631643,3459.937126661663
65c3655fa3d8e100119171ba,9D Technologies,24132.22606123356,3447.4608658905086
56cb43391ba696884900000a,Ilyon Dynamics,24101.276242549047,3443.0394632212924
636231beddf9f8001beb4ffa,FlyFox,24033.00224954619,3433.2860356494557
655377ea6cdf5900118d252a,OZION TECH PTE LTD,23994.543848727026,3427.791978389575
6540ac3b1ad27200118e909d,Wind's Choice Tech Limited,23993.09146921008,3427.5844956014403
60e59f4713bcb50017c45d89,PLAYDAYY TECHNOLOGIES PTE. LTD.,23988.751026629823,3426.964432375689
57fb4876297c8ce634000039,AbiGroup,23926.38016216806,3418.0543088811514
647deb456149810011be5192,Joyteractive Ltd,23828.041661262097,3404.005951608871
61825d0b78e35800177c13f0,EZTech,23604.440252560405,3372.062893222915
5bd2ab5a79a00802b5118a87,Free Connected Limited,23049.28119280449,3292.754456114927
621e7a3f257d5f001422669b,Innplay Labs,22988.24802247785,3284.03543178255
6093fd75b33a50001533d418,Goodgame Studios,22985.851694643556,3283.693099234794
681c05e62331ea0011439df0,"PSYNET Co,Ltd",22935.40764844308,3276.48680692044
674445ddd02cf30011f20eea,shenzhen kangyou jiankang Technolog,22898.042169991648,3271.1488814273785
5de9e38ecca8210018d5923b,31Games,22870.953384995864,3267.2790549994093
5d25ceb8ee15e60017672861,"Guangzhou Xiaomi information Service Co.,Ltd.",22823.018989677945,3260.431284239706
63e0726b0dce2900138bf123,BALABOOM PTE LTD,22816.138641459453,3259.4483773513502
64727dcb7df05c001149ddd7,AppWizard LLC,22731.962281830896,3247.4231831186994
58665aa0444a4aeb0d000130,Instabridge Sweden AB,22651.425266929567,3235.9178952756524
65950837ab2b48001129b412,JUFOUCUS NETWORK TECHNOLOHGY LIMITE,22468.07288830665,3209.7246983295217
6108e61a892d1200173b458c,WEBTOON,22438.686107610134,3205.5265868014476
5d130cdf37472100170775e1,Puzzle1Studio,22408.54826489614,3201.2211806994487
609cb17937f3bf001593dd55,GMOTownWiFi,22079.70802492004,3154.2440035600057
561e8d936b8d90f61a00134a,Veraxen Ltd,21892.531988597406,3127.5045697996293
60afcdd4407e6d0018810836,Fomo Oyun Yazılım ve Pazarlama A.Ş. İstanbul İhtisas Serbest Bölge Şubesi,21838.881278101864,3119.8401825859805
6267e053f2d4b90018ad84e4,Burny Games,21577.430713390415,3082.4901019129165
561e8d946b8d90f61a0017d9,Zentertain,21572.76128786572,3081.823041123674
5d5a4104cec59b0017a0151f,adpopcorn,21451.647328090843,3064.5210468701202
595cb8330ceef66964001700,Wemade Play,21147.064859520655,3021.009265645808
617916e8f3ef190017a83854,Digitalchemy,21094.96282400845,3013.566117715493
6489c502a6bfa20014cb8ca7,Adorned Limited,21092.824844449595,3013.260692064228
630d8dbfb1095d001bb0f04a,Bitsmedia Pte Ltd,21044.76257179851,3006.3946531140728
64b7f29fcca9af0011fd585d,Sonderads,20954.628340533687,2993.518334361955
60c319e160f8540017a53701,Spyke Games,20810.604307314738,2972.943472473534
5c77abceef995c60fecc3f39,FunCorp,20643.095646264002,2949.0136637520004
5dee0fe5eb22e8001714f2dc,dingdong,20362.517293898476,2908.9310419854964
64ee40f968ec2e001173d7bc,WeatherBug,20339.771517108114,2905.6816453011593
6863fe9df000940011f80bcb,Chesscom LLC,20158.789095381475,2879.827013625925
668fb233514c00001146f038,Free VPN Planet SRL,20134.673919090048,2876.3819884414356
63dc9bbbab59840014f6a70b,Appsky Hong Kong Limited,20111.75921537393,2873.108459339133
604a7ccb4f898b00151e2797,FunCraft,20035.98737068784,2862.283910098263
5af96cda0bf9c14aa04bb8a8,HABBY PTE.LTD.,19979.608928053927,2854.229846864847
5f196634b421040016eb35e3,Seven Studio,19977.779409524737,2853.9684870749625
6908648bf5a7288c87f52a5b,TANGE TECHNOLOGY (SINGAPORE) PTELT,19669.936212631965,2809.990887518852
64131058280ea30014b0ed99,LINE Digital Frontier,19408.02450692937,2772.5749295613386
6140b93df325530017ebcca3,ADONE PTE. LTD.,19330.30045574192,2761.471493677417
5ec6f4dbdae5f50015c2980b,PCA Bear LLC,19307.61007561671,2758.2300108023874
5fc7301f7a7f0200153979c7,Aged Studio Limited,19167.15369341755,2738.164813345364
65530fdb84a9bc0011812ed7,Vegoo,19082.82401439042,2726.117716341488
623d267a77ab250011858b6d,personal,19071.080940577653,2724.440134368236
65ca6ad44e9fff0011d273b7,"App Lab Studios, LLC",19070.814556337184,2724.4020794767407
679afd4877bd1c00117aaefd,"KAUCHE, Inc",18941.392325679797,2705.913189382828
68b71eb3d7cac5dae6e2a61f,Mobicia Limited,18883.39479063687,2697.6278272338386
6298c12ee18acf001be07064,Candivore,18815.971160723468,2687.9958801033526
659e4bc13d46f600110781db,JAGAT TECHNOLOGY PTE LTD,18790.372300175943,2684.3389000251345
64d4aff7bedba60011a4ca25,"Guangzhou Tongliang Technology Co,",18698.89034635151,2671.270049478787
561e8d946b8d90f61a001f18,Nordcurrent,18677.574648155107,2668.2249497364437
5fadec8fd8ff880015e844d9,Happy Dayzzz,18636.258191284593,2662.3225987549417
5dcc0df6a4305a00173b9cf8,WeWard,18633.165271355872,2661.880753050839
5a1aede25cc4979d7400c935,The Meet Group,18578.5677296476,2654.081104235371
5eb4a4cc5ed33f00154fdaaf,AviaGames Inc,18568.265011551324,2652.6092873644748
69930b23eea67583ba0c3092,Yazio GmbH,18392.158300040897,2627.4511857201283
5c81002b9eeed542aa90f233,Melons HK Limited,18359.919505269423,2622.8456436099177
5b1f351e3eddeb10ce7fa54c,IEC Global Pty Ltd.,18289.826519011636,2612.8323598588054
5cdc50a461a35300113a8971,ikame,18254.336958753986,2607.762422679141
670153ce6f113e00119a0fad,SensusTech LLC,18126.428688240016,2589.4898126057165
5f0c183af52f8e001b9cc198,BOLOYO LIMITED,18121.67510715122,2588.8107295930313
59bbfb5389df7b9d3b000840,Trebel Music,18016.32573783782,2573.760819691117
6376f00f3d02dc001b2940b6,MICHAT PTE. LIMITED,17941.471234005232,2563.0673191436044
6155ad11120d4a0017386a18,Agave Games,17916.987277903132,2559.569611129019
561e8d946b8d90f61a00170a,Kooapps Inc.,17910.119588509402,2558.5885126442004
62a1815d11112f001a291752,dely Inc.,17719.634187803575,2531.376312543368
5e05c0a26057ae0017e7d51c,FlintCast s.r.o.,17408.02847351753,2486.8612105025045
5fbcac40ba624b0015a61709,SKplanet,17354.16791089211,2479.1668444131583
5bf769c9efdc0d7c5359f96c,Apoggy Limited,17275.260342702324,2467.8943346717606
645382d9ff6cc5001440b5a1,Wellresion Limited,17221.05665789554,2460.150951127934
66cd942b3db5f70011e66947,"Hongxing Media Co, Limited",17120.054550290904,2445.7220786129865
5c4698f387314c74d39455da,BlockPuzzleGame,16997.522938764596,2428.2175626806566
65d8443ea3d8e1001192a39d,FRAUD - YJMOBI TECHNOLOGY LIMITED,16967.966224504315,2423.9951749291877
645db622ff6cc50014413271,WindNovel Team,16940.666192182474,2420.095170311782
653b61bc1f514a0011d4160d,fluct,16691.466983058384,2384.495283294055
57a86a528a987ad67e000034,eyewind,16682.423582966774,2383.2033689952536
6226eaddb6858a001bb4fb78,Parallel Space,16671.273765571757,2381.6105379388223
6438b601943a92001427793d,AKRURA PTE LTD,16661.368560924908,2380.195508703558
5a6f56062c250d182f0056f3,Kwalee Ltd,16570.175756598037,2367.167965228291
64b65d43cca9af0011fd40b2,UREAD GLOBAL PTE LTD,16489.648009669294,2355.6640013813276
5e072f709b72ee0018763bc3,TAPCLAP,16394.32433551429,2342.046333644899
66a249877c55ea0011ab075c,QuestionAI,16353.003944298594,2336.143420614085
64ecb0b0006b5a0011e57f9a,"Everyday Health, Inc",16269.295790510012,2324.1851129300017
59baf14999eaaa880a002c38,LOOP GAMES SAS,16165.496708545437,2309.356672649348
62fc92193e90d2001bf7eb00,gomo,16041.623675632069,2291.6605250902953
5eb3c48aa80eba00159907c3,Matchingham Games Limited,15968.339817591726,2281.1914025131036
68f9f5db75ceafc7a8ee6155,LiveScore,15965.766645184398,2280.823806454914
5c35531fec1d752b819317b1,HONGKONG VEGA LIMITED (Webeye),15910.996784793002,2272.9995406847147
577a61dcda179a9c3f000089,Kolibri Games (fka Fluffy Fairy),15903.47292384916,2271.9247034070227
66d2a1e93db5f70011e69274,GROW APP SOLUTIONS LLP,15897.025050268248,2271.0035786097496
642f9c11943a9200142717fc,NewMiracle,15743.009682408618,2249.001383201231
561e8d976b8d90f61a003d96,Gram Games,15721.506805847883,2245.9295436925545
5a9d60d3b1c1666c2e0056ba,Homa Games,15709.564866474206,2244.2235523534578
62223b5eb6858a001bb4e17c,InstantBits Inc,15641.85718203412,2234.5510260048745
5d08502c835a3800184d6345,WuHan PaPa Interactive Technology Ltd.,15608.860085478223,2229.8371550683178
696df09b3eafeed3e7b21d7e,GlowMind Tech Limited,15574.539196170626,2224.934170881518
6940fbf7aa92acbac5362ff8,"Correa Pallet, Inc",15518.458086390481,2216.9225837700687
5e01b8af1a0f960017f9603e,"MOONEE TECHNOLOGY CO., LIMITED",15483.771970701051,2211.9674243858644
60013911308f3f00157538f4,"Wonder Kingdom Co., Limited",15383.98288370687,2197.711840529553
65d36866a3d8e10011925549,SUBSUP PTE. LTD.,15365.063782609408,2195.009111801344
604ec2ae5a93950016a63fdd,"Gstarsoft Co.,ltd",15340.95657598419,2191.5652251405986
672dbc7fbc41190011d1cd5d,Beijing Youyun Innovation Informati,15284.20709093572,2183.45815584796
68d4f92fa6eceade8070c48d,Sporta Technologies Pvt Ltd,15152.101218678843,2164.585888382692
68089002f6158900110472cb,GARDEN SKY HONG KONG LIMITED,15042.349672722461,2148.907096103209
69328e99341082cebe0ccdca,MINIFRAME PTE LTD,14878.84044538127,2125.548635054467
62039965111ad40014df3be3,y,14720.101947879979,2102.871706839997
561e8d976b8d90f61a00418f,Mobirix Corp.,14677.056979625622,2096.7224256608033
5b5ec3e8337f272131edc824,MadBox,14625.222382165626,2089.317483166518
561e8d936b8d90f61a001260,MAG Interactive,14542.666022418292,2077.5237174883273
64631cb61aec7f0014e2bfed,NEW_FOREVER SATURN CORPORATION LIMITED,14536.343951739032,2076.6205645341474
65d1b497a3d8e10011923d10,Pixocial Technology (Singapore) Pte,14379.562520460848,2054.2232172086924
561e8d956b8d90f61a0030cf,Ketchapp,14247.289487500031,2035.3270696428615
