pub_account,pub_account_id,region,am_name,pub_app,pub_app_id,pub_market_id,pub_daily_spend,level,block_type,block_value,adv_title,network_share,adv_daily_spend,est_uplift_daily
SmartNews,67d0848db62d6b0011ccb35e,Americas,Lisa Tolentino,,,,17169.5169,account,domain,com.toki,,0.00021335,952.7527,3.6632
STORYMATRIX PTE LTD,65532f6b6cdf5900118d1f51,APAC,Aria Gao,,,,13271.1524,account,domain,yesplay.bet,,0.000276,1232.5174,3.6628
Supercell,561e8d936b8d90f61a000ade,EMEA,Hadil Salameh,,,,12295.0462,account,market id,905382680,Unibet Casino Real Money Slots,0.00029788,1330.2275,3.6625
Super Unlimited Inc.,629f58df585252001b83d5f1,Americas,Ary Bai,,,,14620.1457,account,market id,com.huuuge.casino.texas,Billionaire Casino Slots 777,0.0002504,1118.2137,3.6609
The Weather Company,685efaf2892f9d0011d7b87f,Americas,Lisa Tolentino,,,,31265.5923,account,domain,sutochno.ru,,0.00011684,521.7666,3.6531
Vinted,670cfa366f113e00119a799f,EMEA,Dumitru Cazacu,,,,20742.455,account,market id,com.app.lazzi.chat,Lazzi - Live Video Chat,0.00017596,785.7573,3.6498
STORYMATRIX PTE LTD,65532f6b6cdf5900118d1f51,APAC,Aria Gao,,,,13271.1524,account,domain,vip.oiytrexz.hair,,0.00027481,1227.1933,3.647
Vinted,670cfa366f113e00119a799f,EMEA,Dumitru Cazacu,,,,20742.455,account,market id,io.randomco.travel,Travel Town - Merge Adventure,0.00017564,784.3562,3.6433
Supercell,561e8d936b8d90f61a000ade,EMEA,Hadil Salameh,,,,12295.0462,account,market id,com.playrix.gardenscapes,Gardenscapes,0.0002963,1323.1778,3.6431
SmartNews,67d0848db62d6b0011ccb35e,Americas,Lisa Tolentino,,,,17169.5169,account,domain,murka.com,,0.00021199,946.6787,3.6398
Zynga,56c3a378adccd1cb7e00000a,Americas,Lisa Tolentino,Words With Friends 3 Word Game,5dfae2bf66091a78d58169d1,1196764367,20005.5822,app,market id,6446005634,Hunting Sniper,0.00018157,810.8069,3.6323
Outfit7,561e8d946b8d90f61a001509,EMEA,Tori Edwards,Talking Tom Gold Run - Android,571de51b3fcc597c3900002e,com.outfit7.talkingtomgoldrun,769.3648,app,domain,aliexpress.com,,0.0047205,21080.0194,3.6318
Teamsnap,69834b2ea3ac73e99b7077db,Americas,Matthew Hong,,,,511.7224,account,market id,1482155847,Royal Match,0.00709533,31685.1121,3.6308
Rovio,561e8d946b8d90f61a002087,EMEA,Dina Eraksan,,,,8225.591,account,market id,6469620341,Betmaster - Casino En Vivo,0.00044138,1971.0185,3.6306
Super Unlimited Inc.,629f58df585252001b83d5f1,Americas,Ary Bai,,,,14620.1457,account,market id,1098157959,Evony,0.00024825,1108.5964,3.6295
Scopely,561e8d966b8d90f61a003414,Americas,Natalie Kenyon,,,,13489.8832,account,market id,603097018,Caesars Slots - Casino Games,0.00026892,1200.9181,3.6278
365scores,67078359be02e20011a686ec,EMEA,Beth Taylor-Lowen,,,,5727.4248,account,market id,com.superlive.liveapp,SuperLive- Live Stream & Chat,0.00063301,2826.7683,3.6255
Flow Games Bilisim Yazilim ve Pazar,69fa1edb63ed3b5eefe8c177,EMEA,Dina Eraksan,,,,6249.2342,account,market id,com.cyphergames.royalsmash,Royal Smash! - Physics Puzzle,0.00057991,2589.6521,3.624
Samsung Electronics,677bd16443e94a0011b752b2,Americas,Jack Dove,Samsung News,6837c96a71e5cc220d1c9a48,com.samsung.android.app.spage,665.2748,app,domain,betboom.ru,,0.00544072,24296.2416,3.6196
Flightradar24 AB,6862932aaff9d800114174ac,EMEA,Hadil Salameh,,,,20154.5437,account,market id,air.com.playtika.slotomania,Slotomania™ Slots Casino Games,0.00017954,801.7497,3.6185
Lion Studios,5f064bf93191d60018f0fd5a,Americas,Matthew Hong,,,,17974.8562,account,market id,1452906710,Wizz App - chat now,0.00020127,898.819,3.6179
Bitmango,561e8d936b8d90f61a001412,APAC,Ives Cui,,,,4192.2792,account,domain,mf.cola,,0.00086294,3853.5875,3.6177
Mackolik,641d8986be2b36001370ca2a,EMEA,Louis Wallworth,,,,3132.2769,account,market id,1522266397,Bingo Cash - Win Real Money,0.00115404,5153.5247,3.6148
Livesport sro,684c3af4806ba9001147f9cd,EMEA,Louis Wallworth,,,,17567.0336,account,domain,williamsinteractive.com,,0.00020574,918.7617,3.6143
GamoVation,5fe2fafd6013fb0015208652,EMEA,Hadil Salameh,,,,15710.5964,account,market id,6737067328,Hard Rock Bet Casino,0.00022978,1026.0975,3.6099
The Weather Company,685efaf2892f9d0011d7b87f,Americas,Lisa Tolentino,,,,31265.5923,account,domain,dabble.com.au,,0.00011538,515.2519,3.6075
SYBO Games,5c52bd6ffbeb402419bef87d,EMEA,Louis Wallworth,,,,6325.6752,account,market id,1287282214,Call of Duty®: Mobile,0.00057019,2546.2509,3.6068
Chesscom LLC,6863fe9df000940011f80bcb,Americas,Lisa Tolentino,,,,4584.3269,account,market id,com.productmadness.cashmancasino,Cashman Casino Slots Games,0.00078637,3511.6488,3.605
InstaShot,561e8d976b8d90f61a003fcf,APAC,Harper Zhang,,,,8194.0566,account,domain,ajaib88ku.net,,0.00043987,1964.2972,3.6043
Automattic,668545a239a54a0011299e6e,Americas,Matthew Hong,,,,18332.7787,account,market id,com.chato.amigo,Chato - Video Chat & Have Fun,0.00019652,877.5659,3.6027
FALCON GLOBAL LTD.,5a57133a3610bbb671016ff3,APAC,Nam Trinh,,,,10046.5933,account,market id,1223338261,Solitaire Grand Harvest,0.00035812,1599.2147,3.5978
GeoTechnologies Inc.,5f45fb2f150074001547df11,APAC,Nam Trinh,,,,4318.6085,account,domain,funstage.com,,0.00083259,3718.0377,3.5956
Rollic Games,5bec0018c9af0a7962a96f4a,EMEA,Dina Eraksan,,,,5962.8382,account,market id,ca.sugarbush.jackpotcity,Jackpot City: Online Casino,0.00060282,2691.9771,3.5945
Lion Studios,5f064bf93191d60018f0fd5a,Americas,Matthew Hong,,,,17974.8562,account,market id,com.g5e.hiddencity.android,Hidden City: Hidden Object,0.00019982,892.344,3.5918
Superplay,60112a3ed3c4a000156a31d9,EMEA,Beth Taylor-Lowen,,,,2876.964,account,market id,com.dreamgames.royalmatch,Royal Match,0.00124784,5572.3984,3.59
Wooga,561e8d936b8d90f61a00059f,EMEA,Hadil Salameh,,,,1152.719,account,domain,googll.store,,0.0031123,13898.3949,3.5876
Happibits Technologies Pte Ltd,63857a9148202e00149fcb08,APAC,Ronald Long,,,,4878.672,account,market id,6738049542,Merge Restyle,0.00073353,3275.6581,3.5786
Livesport sro,684c3af4806ba9001147f9cd,EMEA,Louis Wallworth,,,,17567.0336,account,domain,spinxgames.com,,0.0002036,909.188,3.5766
STORYMATRIX PTE LTD,65532f6b6cdf5900118d1f51,APAC,Aria Gao,,,,13271.1524,account,market id,406889139,Coin Master,0.00026945,1203.2848,3.576
Rovio,561e8d946b8d90f61a002087,EMEA,Dina Eraksan,,,,8225.591,account,market id,1590150482,"Snoggle: Chat, Meet & Date App",0.00043408,1938.4501,3.5706
Chardonnay Partners LLC,627b73f7023d420018e2f038,EMEA,Kseniia Fesenko,,,,4543.7019,account,market id,com.squareup.cash,Cash App,0.00078564,3508.3684,3.5697
Zynga,56c3a378adccd1cb7e00000a,Americas,Lisa Tolentino,Toon Blast,6268445fe544d565a3f73230,1176027022,4308.4236,app,domain,mercadolivre.com.br,,0.00082847,3699.6506,3.5694
INNOVATIVE CONNECTING PTE.LIMITED,5d76031d57ec4f0017743734,APAC,Harper Zhang,,,,17638.3593,account,domain,pari-apk.ru,,0.00020234,903.5672,3.5689
InstaShot,561e8d976b8d90f61a003fcf,APAC,Harper Zhang,InShot iOS,55cd7d5c343bb084400002f2,997362197,2363.4179,app,domain,shopee.vn,,0.00150791,6733.7751,3.5638
Chesscom LLC,6863fe9df000940011f80bcb,Americas,Lisa Tolentino,,,,4584.3269,account,domain,opera.com,,0.00077632,3466.78,3.5589
Rovio,561e8d946b8d90f61a002087,EMEA,Dina Eraksan,,,,8225.591,account,market id,739699649,Slotpark Casino Slots Online,0.00043234,1930.6877,3.5563
FGFF,561e8d976b8d90f61a00418e,Americas,Ary Bai,Color by Number: Coloring Book Free - Pixel Art,5a9d7e3baa237ef24900b88e,com.tfgco.apps.coloring.free.color.by.number,965.0543,app,domain,robinhood.com,,0.00368384,16450.6693,3.5551
Super Unlimited Inc.,629f58df585252001b83d5f1,Americas,Ary Bai,,,,14620.1457,account,market id,1356980152,Jackpot World™ - Casino Slots,0.00024295,1084.9041,3.5519
HURELAX PTE LTD,67b5bff30471850011443643,APAC,Sunton Sun,Mahjong - Royal Tiles IOS,685b5c3275c4436861cc7bec,6747492600,21052.9461,app,market id,1064020872,Foodvisor - AI Calorie Counter,0.00016861,752.9649,3.5498
Chesscom LLC,6863fe9df000940011f80bcb,Americas,Lisa Tolentino,,,,4584.3269,account,market id,6754009969,Jackpot Nights,0.00077428,3457.6665,3.5496
SmartNews,67d0848db62d6b0011ccb35e,Americas,Lisa Tolentino,,,,17169.5169,account,domain,solitairesmash.com,,0.00020646,921.981,3.5448
Big Duck Games,561e8d946b8d90f61a0016d5,Americas,Ary Bai,,,,1134.8606,account,domain,cloudfront.net,,0.00312299,13946.1054,3.5442
Vinted,670cfa366f113e00119a799f,EMEA,Dumitru Cazacu,,,,20742.455,account,domain,dabble.com,,0.00017084,762.9131,3.5437
Voodoo,56d55c72562b9c353800000d,EMEA,Hadil Salameh,,,,29726.8704,account,market id,com.novabrain.tool.cleanboost,CleanBoost - Junk Cleaner,0.00011912,531.9406,3.541
Supercell,561e8d936b8d90f61a000ade,EMEA,Hadil Salameh,,,,12295.0462,account,domain,111percent.net,,0.00028774,1284.9627,3.5378
Zynga,56c3a378adccd1cb7e00000a,Americas,Lisa Tolentino,Harry Potter,5ea35bf014514a0001c0cd9e,com.zynga.pottermatch,665.7495,app,market id,com.king.candycrushsaga,Candy Crush Saga,0.00531377,23729.3467,3.5376
Rollic Games,5bec0018c9af0a7962a96f4a,EMEA,Dina Eraksan,,,,5962.8382,account,market id,1667151711,KashKick: Get paid to have fun,0.00059315,2648.7825,3.5368
SmartNews,67d0848db62d6b0011ccb35e,Americas,Lisa Tolentino,,,,17169.5169,account,domain,williamsinteractive.com,,0.00020574,918.7617,3.5325
Lion Studios,5f064bf93191d60018f0fd5a,Americas,Matthew Hong,,,,17974.8562,account,market id,com.chato.amigo,Chato - Video Chat & Have Fun,0.00019652,877.5659,3.5323
WONDERFUL TYCOON LIMITED,683bc1bb4c15ca0011ad2b91,APAC,Sunton Sun,,,,9607.5382,account,domain,learnings.ai,,0.00036756,1641.3901,3.5314
Mackolik,641d8986be2b36001370ca2a,EMEA,Louis Wallworth,Mackolik Android,64219729dd087c60bef127d1,com.kokteyl.mackolik,1799.8482,app,market id,com.sgiggle.production,"Tango: Live Stream, Video Chat",0.00196154,8759.5259,3.5305
Microfun,58adf6988e52ab4d320004d1,APAC,Ronald Long,,,,3852.5195,account,market id,6618142292,Flambé®: Merge and Cook,0.00091505,4086.2773,3.5252
Bitmango,561e8d936b8d90f61a001412,APAC,Ives Cui,,,,4192.2792,account,market id,com.vitastudio.mahjong,Vita Mahjong,0.00084083,3754.8251,3.525
Electronic Arts,561e8d936b8d90f61a0006b6,Americas,Kasey Geist,,,,7340.4433,account,market id,com.football.app.android,Football.com : Sports Betting,0.00047974,2142.333,3.5215
InfenitePlay LTD,5d53cf81ff5bd700186c5f35,APAC,Nam Trinh,,,,4068.4454,account,market id,1304885184,Vegas Live Slots Casino,0.00086554,3865.1651,3.5214
Rollic Games,5bec0018c9af0a7962a96f4a,EMEA,Dina Eraksan,,,,5962.8382,account,market id,6737852275,Fanatics Casino - Real Money,0.00059052,2637.0554,3.5212
Super Unlimited Inc.,629f58df585252001b83d5f1,Americas,Ary Bai,,,,14620.1457,account,market id,1071775157,Casumo Casino & Sports Betting,0.0002408,1075.3129,3.5205
Lion Studios,5f064bf93191d60018f0fd5a,Americas,Matthew Hong,,,,17974.8562,account,market id,com.xparty.androidapp,Xena - Group Voice Party,0.00019582,874.4633,3.5198
Dream Games,5f3414f3b421040016eb5132,EMEA,Dina Eraksan,,,,954.2543,account,domain,robinhood.com,,0.00368384,16450.6693,3.5153
Bigo,63f725cfaa034900149db38c,APAC,Harper Zhang,imo_stable,640554dbf2aab3d34f7b4432,com.imo.android.imoim,5552.0238,app,market id,com.superlive.liveapp,SuperLive- Live Stream & Chat,0.00063301,2826.7683,3.5145
Grindr,5b2aad55ec47af23be0124fc,Americas,Kasey Geist,,,,29268.7004,account,domain,privacypolicies.com,,0.00011993,535.5778,3.5103
STORYMATRIX PTE LTD,65532f6b6cdf5900118d1f51,APAC,Aria Gao,,,,13271.1524,account,domain,Didi.com,,0.00026442,1180.8151,3.5092
Rollic Games,5bec0018c9af0a7962a96f4a,EMEA,Dina Eraksan,,,,5962.8382,account,market id,ca.betty.app,Betty Casino: Real Money Slots,0.00058848,2627.9335,3.509
Mackolik,641d8986be2b36001370ca2a,EMEA,Louis Wallworth,,,,3132.2769,account,market id,com.draftkings.casino,DraftKings Casino - Real Money,0.00111961,4999.782,3.5069
Bitsmedia Pte Ltd,630d8dbfb1095d001bb0f04a,APAC,Ives Cui,,,,2809.8509,account,market id,com.dreamgames.royalmatch,Royal Match,0.00124784,5572.3984,3.5062
GamoVation,5fe2fafd6013fb0015208652,EMEA,Hadil Salameh,,,,15710.5964,account,market id,538775096,Betway Sports Betting – Live,0.00022308,996.1842,3.5047
The Weather Company,685efaf2892f9d0011d7b87f,Americas,Lisa Tolentino,,,,31265.5923,account,domain,note.com,,0.00011204,500.3386,3.5031
The Weather Company,685efaf2892f9d0011d7b87f,Americas,Lisa Tolentino,,,,31265.5923,account,domain,privacy.twomerge.com,,0.00011204,500.3307,3.503
Chesscom LLC,6863fe9df000940011f80bcb,Americas,Lisa Tolentino,,,,4584.3269,account,domain,capital.com,,0.00076363,3410.077,3.5007
Moonfrog Labs Pvt. Ltd.,57e3bb936c2966b53500009f,Americas,Rutvij Jadav,Ludo Club - Fun Dice Game,5ba20b6db9cb8e04476e4c7d,com.moonfrog.ludo.club,741.3472,app,domain,aliexpress.com,,0.0047205,21080.0194,3.4995
Mobility Ware,561e8d936b8d90f61a000455,Americas,Natalie Kenyon,IOS Castle,5ba95087cc094f074544b7dd,1382466301,2210.4787,app,market id,6743212841,Betty Casino: Real Money Slots,0.00158284,7068.3945,3.4988
Lihuhu,5d8880f1444f7200181b5e1d,APAC,Nam Trinh,,,,2096.2355,account,market id,1620306376,Jackpot City Real Money Casino,0.00166889,7452.6558,3.4984
Supercell,561e8d936b8d90f61a000ade,EMEA,Hadil Salameh,,,,12295.0462,account,market id,1369317521,Game of Thrones Slots Casino,0.00028444,1270.215,3.4972
SmartNews,67d0848db62d6b0011ccb35e,Americas,Lisa Tolentino,,,,17169.5169,account,domain,spinxgames.com,,0.0002036,909.188,3.4957
STORYMATRIX PTE LTD,65532f6b6cdf5900118d1f51,APAC,Aria Gao,,,,13271.1524,account,domain,jjwin.net,,0.00026334,1175.995,3.4949
SmartNews,67d0848db62d6b0011ccb35e,Americas,Lisa Tolentino,,,,17169.5169,account,domain,huuuge.com,,0.00020342,908.3799,3.4926
Meitu China,66f36da16f113e0011999ff8,APAC,Aria Gao,,,,24447.8325,account,market id,com.voicemaker.android,SUGO：Voice Chat Party,0.00014281,637.7316,3.4914
madarsoft,6228871f2435180014928c15,,Sales Ops,,,,978.1377,account,market id,6468921495,Vita Mahjong,0.00356895,15937.6227,3.4909
Bitmango,561e8d936b8d90f61a001412,APAC,Ives Cui,,,,4192.2792,account,domain,funstage.com,,0.00083259,3718.0377,3.4904
Super Unlimited Inc.,629f58df585252001b83d5f1,Americas,Ary Bai,,,,14620.1457,account,market id,com.naver.linewebtoon,"WEBTOON: Manga, Comics, Manhwa",0.00023869,1065.9033,3.4897
madarsoft,6228871f2435180014928c15,,Sales Ops,,,,978.1377,account,domain,shein.com,,0.00356724,15929.9594,3.4892
Grindr,5b2aad55ec47af23be0124fc,Americas,Kasey Geist,,,,29268.7004,account,market id,com.novabrain.tool.cleanboost,CleanBoost - Junk Cleaner,0.00011912,531.9406,3.4865
Moonfrog Labs Pvt. Ltd.,57e3bb936c2966b53500009f,Americas,Rutvij Jadav,,,,1480.2967,account,market id,com.shopee.my,Shopee 8.8 Merdeka Sale,0.0023526,10505.8339,3.4825
Activision Blizzard Media (King),622b9915ac4bf1001715b790,Americas,Kasey Geist,Candy Crush Saga_iOS,632cc70d35cc2d93ebf3b2d5,553834731,22359.8132,app,market id,1521236603,Travel Town - Merge Adventure,0.00015569,695.2609,3.4812
Supercell,561e8d936b8d90f61a000ade,EMEA,Hadil Salameh,,,,12295.0462,account,domain,topgamesinc.com,,0.00028295,1263.541,3.4789
Rakuten Viber,6920858f3fcd392133e22a59,EMEA,Tori Edwards,,,,13432.4778,account,domain,bingoblitz.com,,0.00025897,1156.4668,3.4786
FIOGONIA LIMITED,58737456236d8f446400071c,EMEA,Louis Wallworth,,,,14140.8659,account,market id,com.tripledot.solitaire,Solitaire.com - Classic Cards,0.00024578,1097.5444,3.4755
Zynga,56c3a378adccd1cb7e00000a,Americas,Lisa Tolentino,Toy Blast,62684160e2a0ef078b8fc737,net.peakgames.amy,1409.5637,app,domain,playtika.com,,0.00246446,11005.37,3.4738
Badoo,5aafdd4a0520357fabf54aa6,EMEA,Beth Taylor-Lowen,,,,13667.4902,account,domain,huuugegames.com,,0.00025368,1132.846,3.4672
Mackolik,641d8986be2b36001370ca2a,EMEA,Louis Wallworth,,,,3132.2769,account,market id,1065803457,Лига Ставок — ставки на спорт,0.00110688,4942.9364,3.4671
Super Unlimited Inc.,629f58df585252001b83d5f1,Americas,Ary Bai,,,,14620.1457,account,market id,445338486,LOVOO - Dating App & Chat App,0.00023711,1058.8638,3.4666
Mobility Ware,561e8d936b8d90f61a000455,Americas,Natalie Kenyon,iOS Spider,53e0f868838d31b86d00002f,395979574,8541.9234,app,domain,bolegames.com,,0.00040566,1811.51,3.4651
Rovio,561e8d946b8d90f61a002087,EMEA,Dina Eraksan,,,,8225.591,account,market id,betmastermx.casino,Betmaster - Casino En Vivo,0.00042099,1879.9874,3.4629
Supercell,561e8d936b8d90f61a000ade,EMEA,Hadil Salameh,,,,12295.0462,account,market id,586634331,House of Fun: Casino Slots,0.00028159,1257.4715,3.4621
Mattel163 Limited,5b0fc58f19829714e5ad0d2f,APAC,Aria Gao,,,,9455.6047,account,domain,1xbet.com,,0.00036604,1634.5926,3.4611
Super Unlimited Inc.,629f58df585252001b83d5f1,Americas,Ary Bai,,,,14620.1457,account,domain,olymptrade.com,,0.00023673,1057.1613,3.4611
Super Unlimited Inc.,629f58df585252001b83d5f1,Americas,Ary Bai,,,,14620.1457,account,market id,com.draftkings.sportsbook,DraftKings: Sports & Casino,0.00023661,1056.6225,3.4593
SmartNews,67d0848db62d6b0011ccb35e,Americas,Lisa Tolentino,,,,17169.5169,account,market id,1452906710,Wizz App - chat now,0.00020127,898.819,3.4558
Vinted,670cfa366f113e00119a799f,EMEA,Dumitru Cazacu,,,,20742.455,account,domain,bonprix.nl,,0.00016647,743.3846,3.453
Flightradar24 AB,6862932aaff9d800114174ac,EMEA,Hadil Salameh,,,,20154.5437,account,market id,1594780436,Jackpot Crazy-Vegas Cash Slots,0.00017102,763.6981,3.4468
Supercell,561e8d936b8d90f61a000ade,EMEA,Hadil Salameh,,,,12295.0462,account,domain,playstudios.com,,0.00028032,1251.8228,3.4466
Mobility Ware,561e8d936b8d90f61a000455,Americas,Natalie Kenyon,iOS FreeCell,53e0f922936129bc6d000033,301987699,6126.0103,app,market id,1475514684,Bubble Cash,0.00056188,2509.1536,3.4421
365scores,67078359be02e20011a686ec,EMEA,Beth Taylor-Lowen,,,,5727.4248,account,domain,superlive.chat,,0.00060058,2681.984,3.4398
MOOVIT APP GLOBAL LTD,61c991a5fe4ec600172e5e08,EMEA,Beth Taylor-Lowen,,,,4616.6726,account,market id,1311478292,Mighty Fu Casino: Slots Game,0.00074499,3326.8556,3.4394
LY Corporation,5efeed113191d60018f0f4e0,APAC,Ives Cui,,,,6925.4959,account,domain,grammarly.com,,0.00049645,2216.9673,3.4382
STORYMATRIX PTE LTD,65532f6b6cdf5900118d1f51,APAC,Aria Gao,,,,13271.1524,account,domain,bingoblitz.com,,0.00025897,1156.4668,3.4368
Chesscom LLC,6863fe9df000940011f80bcb,Americas,Lisa Tolentino,,,,4584.3269,account,domain,fanatics.com,,0.00074944,3346.7247,3.4357
Happibits Technologies Pte Ltd,63857a9148202e00149fcb08,APAC,Ronald Long,,,,4878.672,account,market id,1484442152,Merge Mansion: Puzzles & Story,0.00070394,3143.518,3.4343
Super Unlimited Inc.,629f58df585252001b83d5f1,Americas,Ary Bai,,,,14620.1457,account,market id,447553564,Slotomania™ Slots Machine Game,0.00023478,1048.4503,3.4325
FIOGONIA LIMITED,58737456236d8f446400071c,EMEA,Louis Wallworth,,,,14140.8659,account,market id,net.peakgames.Yuzbir,101 Okey Plus Rummy Board Game,0.00024263,1083.4957,3.431
Zynga,56c3a378adccd1cb7e00000a,Americas,Lisa Tolentino,Toon Blast,6268445fe544d565a3f73230,1176027022,4308.4236,app,market id,638689075,Township,0.00079502,3550.2733,3.4253
Chardonnay Partners LLC,627b73f7023d420018e2f038,EMEA,Kseniia Fesenko,,,,4543.7019,account,market id,com.moonactive.coinmaster,Coin Master,0.00075281,3361.7875,3.4206
Chesscom LLC,6863fe9df000940011f80bcb,Americas,Lisa Tolentino,,,,4584.3269,account,market id,1311478292,Mighty Fu Casino: Slots Game,0.00074499,3326.8556,3.4153
madarsoft,6228871f2435180014928c15,,Sales Ops,,,,978.1377,account,market id,1375031369,DraftKings: Sports & Casino,0.00349025,15586.1815,3.4139
Super Unlimited Inc.,629f58df585252001b83d5f1,Americas,Ary Bai,,,,14620.1457,account,market id,com.youdagames.gop3multiplayer,Governor of Poker 3 Card Games,0.00023345,1042.5035,3.4131
Particle Media Inc,69379d46192ce0aadaecc874,Americas,Natalie Kenyon,NewsBreak: Local News & Alerts,69437e3201d2a42bf6087b94,1132762804,17572.2189,app,domain,ciciai.com,,0.00019413,866.9275,3.4114
Samsung Electronics,677bd16443e94a0011b752b2,Americas,Jack Dove,Gaming Hub,6837cbfb71e5cc220d1c9a6b,com.samsung.android.game.gamehome,2529.0936,app,market id,com.freecash.app2,Freecash: Earn Money,0.00134819,6020.4993,3.4097
InstaShot,561e8d976b8d90f61a003fcf,APAC,Harper Zhang,InShot iOS,55cd7d5c343bb084400002f2,997362197,2363.4179,app,market id,1166619854,Фонбет – ставки на спорт,0.00144255,6441.8814,3.4093
Vinted,670cfa366f113e00119a799f,EMEA,Dumitru Cazacu,,,,20742.455,account,market id,566325832,Trading 212,0.00016416,733.0749,3.4051
WONDERFUL TYCOON LIMITED,683bc1bb4c15ca0011ad2b91,APAC,Sunton Sun,,,,9607.5382,account,domain,ivymobile.com,,0.00035439,1582.5823,3.4048
Rollic Games,5bec0018c9af0a7962a96f4a,EMEA,Dina Eraksan,,,,5962.8382,account,market id,1287282214,Call of Duty®: Mobile,0.00057019,2546.2509,3.3999
Microsoft Casual Games,579643ec6c081adf5c00004c,Americas,Matthew Hong,Microsoft Solitaire Collection iOS,579b9dc8b8582d866e000061,1103438575,9489.2641,app,market id,1223338261,Solitaire Grand Harvest,0.00035812,1599.2147,3.3983
Rollic Games,5bec0018c9af0a7962a96f4a,EMEA,Dina Eraksan,,,,5962.8382,account,market id,485126024,DoubleDown™ Casino Vegas Slots,0.00056974,2544.2507,3.3973
Mobility Ware,561e8d936b8d90f61a000455,Americas,Natalie Kenyon,iOS FreeCell,53e0f922936129bc6d000033,301987699,6126.0103,app,market id,719525810,WSOP Poker: Texas Holdem Game,0.00055393,2473.667,3.3934
Super Unlimited Inc.,629f58df585252001b83d5f1,Americas,Ary Bai,,,,14620.1457,account,domain,tr.okx.com,,0.00023202,1036.0966,3.3921
Rakuten Viber,6920858f3fcd392133e22a59,EMEA,Tori Edwards,,,,13432.4778,account,domain,huntingsniper.games,,0.00025246,1127.383,3.3911
Badoo,5aafdd4a0520357fabf54aa6,EMEA,Beth Taylor-Lowen,,,,13667.4902,account,domain,boo.world,,0.00024809,1107.8901,3.3908
Badoo,5aafdd4a0520357fabf54aa6,EMEA,Beth Taylor-Lowen,,,,13667.4902,account,domain,jackpotcity.ca,,0.00024782,1106.6891,3.3871
Livesport sro,684c3af4806ba9001147f9cd,EMEA,Louis Wallworth,,,,17567.0336,account,domain,sportybet.com,,0.00019275,860.7418,3.386
Super Unlimited Inc.,629f58df585252001b83d5f1,Americas,Ary Bai,,,,14620.1457,account,market id,1632626653,Golden Nugget Online Casino,0.00023107,1031.8782,3.3783
Super Unlimited Inc.,629f58df585252001b83d5f1,Americas,Ary Bai,,,,14620.1457,account,market id,1550778601,YesPlay: Live Casino and Slots,0.00023105,1031.7936,3.378
Super Unlimited Inc.,629f58df585252001b83d5f1,Americas,Ary Bai,,,,14620.1457,account,market id,com.ballytechnologies.quickhitslots,Quick Hit Casino Slots Games,0.00023104,1031.7569,3.3779
STORYMATRIX PTE LTD,65532f6b6cdf5900118d1f51,APAC,Aria Gao,,,,13271.1524,account,domain,papaya.com,,0.00025412,1134.8093,3.3725
Zynga,56c3a378adccd1cb7e00000a,Americas,Lisa Tolentino,Toy Blast,62684160e2a0ef078b8fc737,net.peakgames.amy,1409.5637,app,domain,kwai.com,,0.0023901,10673.2944,3.369
Zynga,56c3a378adccd1cb7e00000a,Americas,Lisa Tolentino,Toon Blast,6268445fe544d565a3f73230,1176027022,4308.4236,app,domain,juno-beauty-pe.com,,0.00078186,3491.4936,3.3686
STORYMATRIX PTE LTD,65532f6b6cdf5900118d1f51,APAC,Aria Gao,,,,13271.1524,account,domain,huuugegames.com,,0.00025368,1132.846,3.3666
MOOVIT APP GLOBAL LTD,61c991a5fe4ec600172e5e08,EMEA,Beth Taylor-Lowen,,,,4616.6726,account,market id,1202888212,PlayOJO Real Money Casino,0.00072835,3252.5254,3.3625
Veraxen Ltd,561e8d936b8d90f61a00134a,EMEA,Kseniia Fesenko,,,,1626.5089,account,market id,6747492600,Mahjong Blast,0.0020655,9223.7685,3.3596
Super Unlimited Inc.,629f58df585252001b83d5f1,Americas,Ary Bai,,,,14620.1457,account,market id,6737067328,Hard Rock Bet Casino,0.00022978,1026.0975,3.3594
Rollic Games,5bec0018c9af0a7962a96f4a,EMEA,Dina Eraksan,,,,5962.8382,account,market id,1475514684,Bubble Cash,0.00056188,2509.1536,3.3504
Playsimple Games,568b8cb3bb2089a80600000a,Americas,Rutvij Jadav,Word Search Explorer : Fun Game,63dd0e73ff93460cff697297,1602508478,2455.9444,app,market id,6744304405,Cider Casino - Real Money,0.00136267,6085.2,3.3467
Supercell,561e8d936b8d90f61a000ade,EMEA,Hadil Salameh,,,,12295.0462,account,market id,1480805172,Cash Tornado™ Slots - Casino,0.00027208,1214.9943,3.3452
Scopely,561e8d966b8d90f61a003414,Americas,Natalie Kenyon,,,,13489.8832,account,domain,jackpotcity.ca,,0.00024782,1106.6891,3.3431
Sofa IT doo,67b5b2c077bd1c00117b9adc,EMEA,Dumitru Cazacu,,,,9215.4959,account,domain,instagram.com,,0.00036266,1619.504,3.3421
Outfit7,561e8d946b8d90f61a001509,EMEA,Tori Edwards,,,,12276.9088,account,market id,1480805172,Cash Tornado™ Slots - Casino,0.00027208,1214.9943,3.3403
Chesscom LLC,6863fe9df000940011f80bcb,Americas,Lisa Tolentino,,,,4584.3269,account,market id,1202888212,PlayOJO Real Money Casino,0.00072835,3252.5254,3.339
