rtb_connection_id,rtb_connection_name,total_spend_7d,daily_spend
6a02bec227baf5dc37a91a04,RTB - ByteDance Global - WL - Duolingo (all other),32730.438515000104,4675.776930714301
615ff8cd38009092a90489bd,Exchange - RTB - Bluesea US Video,32114.477485799893,4587.782497971413
60c9b8690b948b0016617881,RTB - Appreciate Video Android,31966.743271000018,4566.6776101428595
67d1279c32432829c9a3757d,Exchange - RTB - Shareit Video,31353.589395666393,4479.084199380914
5fd73d75d06c830016c1b5f4,RTB - Kayzen - USA Video,31137.620588414247,4448.231512630607
665e5bdd21064ac8d9f14fea,RTB - RTBHouse Video US,30872.851007279696,4410.407286754243
641b2396b9b821526fe44cc3,RTB - Moloco Native APAC EP,30121.74764100006,4303.106805857152
66312df8f1c607e22b2a6e4e,RTB - BetweenX NWS Static Interstitial EP,29745.02451174293,4249.289215963276
673e1c958ce95446a9482e4b,Exchange - RTB - Yandex Static Interstitial,29552.21018699507,4221.744312427867
67f9678f665fb3221ee9d624,RTB - Thunder Monetize - Americas - Video,27440.129770000032,3920.018538571433
61936f32954556a188764b4c,RTB - Remerge Video - No ID,26609.135905321997,3801.305129331714
625d1c3bc2b4fd5c8638dc04,Exchange - RTB - Ignite Video 09,25400.22433958433,3628.6034770834754
69084fd6c383dc19689afae4,RTB - Kwai Video- ios,24818.121029742106,3545.4458613917295
68621e5997dd436f2105f6a2,Exchange - RTB - Zmaticoo - US Video,24186.249830068773,3455.178547152682
666a6fcb1d57fb5d3c6006e1,Exchange - RTB - Ignite Video 05,24045.46799518884,3435.0668564555485
6502bd52453f6c5b7c68c3bf,Exchange - RTB - Shareit (Xtend) Static Interstitial - SG EP,23854.445130499967,3407.7778757857095
69334e3c8a10c39937e87752,RTB - Magnite Direct Placements - Americas Banner,23734.71604999005,3390.6737214271498
66cde97c340c253115b70b75,RTB - Rhebus HK Thunder - APAC - Banner,23399.90579000003,3342.8436842857186
5fbc07b0b3a7a6001676e391,RTB - Personaly Banner,23367.970763700003,3338.281537671429
6169927d8a4854900a3f8d4e,RTB - Bidmachine - Video (EU Endpoint),22890.56860561982,3270.08122937426
6695d48759ef9c2f46ea381d,Exchange - RTB - Domob SG Video,22534.107109506138,3219.1581585008767
69c1634afc479fd5f00ce392,RTB - Bigabid Interstitial - Prefiltering,22178.6640199999,3168.3805742857
6a1cee589db7f700e6b1bdd7,RTB - Boomtech - Video - US EP,21788.393110340934,3112.627587191562
6552476a37437ddf41f327db,RTB - Bigabid Rewarded,21674.736165999948,3096.3908808571355
6a226d18ca909e83b61a8c21,Exchange - RTB - Xiaomi Video System API,21461.96136875185,3065.9944812502645
62ff5e23cd7daf41a2caf0e8,Exchange - RTB - Galaxy US Banner,21385.078349360687,3055.011192765812
6880d8a434bf17191290ccf6,Exchange - RTB - Zmaticoo - US Video -  Android WL,21356.299175385073,3050.8998821978676
672b098b6efcd43430706608,Exchange - RTB - Novabeyond iOS Video - SG EP,21296.148322978475,3042.3069032826393
65b8ded016d2249f9722afbc,RTB - Yeahmobi RU Video,19710.035896712132,2815.719413816019
697123c2be49e7d9f2aa6fad,RTB - Adikteev Banner (DID PF),19624.4330014736,2803.490428781943
647d421ff2247a1357f75325,Exchange - RTB - Ignite Native 13,19304.91692584769,2757.8452751210984
68c89bf89ebaf5071cc69d77,Exchange - RTB - Kidoz US,19158.645379442733,2736.9493399203902
69825dda1160b3d4570ddd07,RTB - Appier JP / ES Prefiltering,18989.097721165494,2712.728245880785
6494839e6fdf35233e02c1f5,RTB - InMobi iDSP Banner EP,18951.774620056,2707.3963742937144
685a263857e688edba53be43,RTB - Bytedance - CA AU EG NZ (Main) - new,18895.630285790114,2699.3757551128733
6768d92f13096126869c4ce0,RTB - Temu Native US Android,18379.07985960577,2625.5828370865383
60f0c55d8b63dd00161567a6,RTB - Moloco Banner APAC EP,18258.937806000253,2608.419686571465
69498ccc4edfe61694687960,RTB - YouAppi Video - Prefiltering Americas,18174.995806892402,2596.4279724132
61936f8d5972cc30ef6ad456,RTB - Remerge Video - IDFA,18169.847986382032,2595.6925694831475
641d694f43228b35db8d6b6d,Exchange - RTB - Microcloud Video SG server,17907.307917324546,2558.186845332078
62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,17677.47291856008,2525.3532740800115
6135c438ab396f94ab41f6ea,Exchange - RTB - BigoDsp EU Banner,17451.011057465308,2493.001579637901
66e48c4a23fd6eeebcc80d55,RTB - Albatross Americas,17360.484040566073,2480.069148652296
5f8f4aceda7fd800163b064c,RTB - Bidmachine - Video (US Endpoint),16961.896067458547,2423.128009636935
668605e4415080a6e4ca4bd2,Exchange - RTB - Ignite Video 07,16527.07725522878,2361.0110364612547
5fd85a9f13c8bf00165ad093,RTB - Kayzen - EU Banner,16387.184282656315,2341.0263260937595
66422db5b42aef474894bd5d,RTB - Rise - US - iOS - Banner,16195.741644000023,2313.677377714289
6214affe1372efd13e1faaf2,Exchange - RTB - Ignite Video 14,15703.593235370196,2243.370462195742
6398af0c625f2336d66b9f1a,RTB - Bidease Native,15458.789214754319,2208.398459250617
5ebb0241de6f63000f498492,RTB - Jampp Banner,15366.960540002394,2195.280077143199
5eb9d39f6285bc0016aa70df,RTB - YouAppi Banner,15314.051291892918,2187.7216131275595
68dc4a1df33b11d0ad0664ba,RTB - Start.io - IL / CA / SA Android Fullscreen,15294.614035542878,2184.9448622204113
6a3101e605e90d685d037b81,RTB - Easy Tech e-commerce,15049.523663645974,2149.9319519494247
61e94ccaaf20c2cac3ecdc55,Exchange - RTB - Ignite Video 01,14475.643664304478,2067.94909490064
64ddc8dd6c18248a35ac5728,Exchange - RTB - Shareit (Xtend) - Video - SG EP,14268.749754700044,2038.3928221000062
6a065c95b3a0ff86506731ae,RTB - Dataseat Banner (IOS Exploit) Allow List,13890.182734286978,1984.3118191838541
63e68f6866294762ad55a756,RTB - Smadex Native,13787.581770980072,1969.6545387114388
68637f3567d0924e4a418c50,Exchange - RTB - Zmaticoo - US Hybrid,13756.374556931909,1965.196365275987
6852c44337dd771efa0f2240,RTB - RTB House Native EMEA EP,13649.61910011319,1949.9455857304558
68c1b68342c2cd0b000aae2b,RTB - Smadex Native In Banner,13453.563139160093,1921.9375913085846
64c17064a4e2a7e85a57c3f9,RTB - RevX Video APAC,13379.085729919976,1911.2979614171395
69029c57be65a80d7a5618bf,RTB - Acuityads Static Interstitial [New EP] - APAC,13122.563064000042,1874.6518662857202
680a6ef9da8e5a572a733ba2,RTB - Rhebus HK Thunder - APAC - Video,12759.761649999957,1822.8230928571368
62a2aced4228f27099f4c033,Exchange - RTB - Ignite Video 08,12701.392663345698,1814.4846661922425
68c8a3a0ca55911b0d43067c,RTB - Jampp Native in Banner,12642.914776200267,1806.1306823143238
69dee1de0cf1e5f0b4f8b8e2,RTB - Playdigo - Video (285),12598.526800409953,1799.7895429157074
6a27ae2bc2e750d0793888cd,Exchange - RTB - BigoDsp SouthAmerica Video,12497.501542711278,1785.3573632444682
6852c46e37dd771efa0f2242,RTB - RTB House Native APAC EP,12312.574530823327,1758.9392186890468
6168e62d552eabcfeb0ffa77,Exchange - RTB - Flatads New,12046.763995031533,1720.9662850045047
60bdcb087e4f2f0016bc668d,RTB - Mintegral Video - MTG wish list,11958.446929689982,1708.349561384283
68a4ff74c6004eae5468ca88,RTB - Moloco Native in Banner US EP,11942.993920999976,1706.1419887142822
66e9e548c49ca9fc1118694e,RTB - Start.io - US CTR Test,11871.675462299661,1695.9536374713803
69decfaaea191310d7fccd28,Albatross APAC Fullscreen Display Test,11780.567873142965,1682.938267591852
69fe102dddd145e4d7db0d08,RTB - Jampp Video - JP Unthrottled,11596.23196228627,1656.6045660408959
6a0758760ea7941dc660db13,RTB - Thunder Monetize - Americas - Banner Instl = 0,11562.69578999997,1651.81368428571
66c59aff9ecea596d2b08283,Exchange - RTB - Ignite Video 21,11012.72016548014,1573.2457379257341
65e57f1b09144a5f9319c85a,Exchange - RTB - Domob Banner - US EP,10987.139504309402,1569.5913577584859
617f9934da07ecc24df59988,Exchange - RTB - AdTiming Interstitial Display,10718.448831990063,1531.2069759985804
60c9ba6bc2a83c001699a75f,RTB - Appreciate Banner Android,10674.890055000018,1524.9842935714312
6926420c247abc20257195ba,RTB - Acuityads Banner [176742092 EP] - APAC,10306.122040300026,1472.3031486142895
615ff88ebb1d63ce246500bd,Exchange - RTB - Bluesea Video,10214.326259899979,1459.189465699997
620cd1e5533b5cfab422a878,Exchange - RTB - BigoDsp  SG Video 1251,10103.190894552212,1443.3129849360303
65a8770d802f679ec7025e1f,RTB - Appreciate Banner iOS,9799.610419999985,1399.9443457142836
68c2f4ef7b441056ccecd9bd,RTB - Adikteev Native In Banner (DID PF),9750.570929107713,1392.9387041582447
6a22365f91519ebfc97c5eb2,Exchange - RTB - Ignite Video Amazon Low CTR,9572.343868823362,1367.4776955461946
5fd73e352753900016c80c27,RTB - Kayzen - APAC Video,9403.242524444853,1343.3203606349791
5e89fdd31d4efd001639e10b,RTB - Yeahmobi,9324.18439040611,1332.0263414865872
5f5276ca016336000f3205b0,RTB - Appier Video US,9262.836777805633,1323.262396829376
6524c7bc0293fea4c6da9223,Exchange - RTB - BigoDsp US Video iOS 1223,8848.00145080185,1264.0002072574073
645007f7e5cc4f781441ec60,RTB - BetweenX NWS Banner EP,8770.975640405013,1252.996520057859
69c1636ffc479fd5f00ce395,RTB - Bigabid Rewarded Prefiltering,8713.293993000021,1244.7562847142888
6966fbad3eb08409a53a1a10,RTB - YouAppi Video - Prefiltering EMEA,8689.962913328969,1241.4232733327099
6214b128bd9c2e4e2f4a470a,Exchange - RTB - Ignite Interstitial 17,8601.764573681603,1228.8235105259432
671f064cfd2e2f574a64e372,RTB - Tradplus Video - SG EP,8453.254312631692,1207.6077589473846
6a39eb6afca65453211003bd,Exchange - RTB - Xiaomi EU Video System API,8440.973695617913,1205.8533850882734
671f05adfd2e2f574a64e370,RTB - Tradplus Video - US EP,8404.431848758883,1200.633121251269
63584b46acf218c5afba21e9,RTB - Brave Banner,8384.731591000042,1197.8187987142917
64ecf86c2f56a48df271382d,RTB - LoopMe Static Interstitial,8356.093389269992,1193.7276270385703
68a44e4ac6004eae5468c4d2,RTB - Temu Hybrid GLO iOS Exp,8158.265991579206,1165.466570225601
66b34a77a6c6de4744790a52,Exchange - RTB - Shareit (Xtend) - Video - US EP,8153.4505347999975,1164.7786478285711
6839f28bedd688e8319d99ab,Criteo - US - fullscreen video,8033.877712799977,1147.6968161142825
6168e6f11588a37182bd0cab,Exchange - RTB - Flatads SG ep,7965.860928406475,1137.9801326294964
62563b02fd58448131a87412,Exchange - RTB - Smaato Banner,7825.509061425023,1117.9298659178605
6716391091a29b91e15cd2d0,Appier TW,7732.212640584094,1104.6018057977276
69bb1dff82b15398b1c62d0a,RTB - Dataseat Video (iOS Indonesia),7731.120102862043,1104.4457289802917
63e2fd56c2ad43b51b8693e4,RTB - Adikteev Native (DID PF),7657.215454593303,1093.8879220847575
624520df75fd8b6b8d22b62e,Exchange - RTB - Domob Video,7591.090541817701,1084.4415059739572
5fdbcbeebd7bc300104c1821,RTB - Lifestreet Video Tier 1 Geo,7510.830638124348,1072.9758054463355
653af59355ea1834871b676e,RTB - Jampp Native,7494.982444513731,1070.7117777876758
689dadf515a143ec9a57fee5,RTB - Temu Hybrid EU New Inv,7257.527473353495,1036.7896390504993
63325ae59e370a52e1720ae1,Exchange - RTB - Ignite Video 04,7236.178279370956,1033.739754195851
5fffe963475b140016af8584,RTB - Opera EU Banner,7192.853411795759,1027.5504873993941
5fd73ea06baf05001633d6af,RTB - Kayzen - APAC Banner,6847.934520699138,978.2763600998769
69afe5dca09dbafebe40d7cf,RTB - Yeahmobi US EP - low ecpr,6795.226500485359,970.7466429264798
6193705428aa366c1671fa82,RTB - Remerge Banner - IDFA,6750.717052994005,964.388150427715
67e33f1ab2417fa62d59d80b,RTB - Start.io Banner Android,6737.000041379814,962.4285773399735
695d641b65f848fb8e72b53b,RTB - Adikteev Video (EXCLUDE DID PF + IDFA-less),6686.348283025185,955.1926118607407
6320169c474c347fe6eaaf0a,Exchange - RTB - Novabeyond US AOS Video,6671.877028482023,953.1252897831462
692641ca7541d0c513aaee0f,RTB - Acuityads Banner [664 EP] - APAC,6209.778472479984,887.1112103542835
5fd73dc988a9cf00168392a6,RTB - Kayzen - USA Banner,6000.929603886899,857.2756576981284
69b127ace44a6184d69b2536,RTB - Yeahmobi Static Interstitial - low ecpr,5920.060573654161,845.7229390934516
6966fb60504aa5ac7d6cf4c8,RTB - YouAppi Video - Prefiltering APAC,5918.3660789964415,845.4808684280631
636b489179dc2b4e8980d271,Exchange - RTB - Bluesea banner EU,5750.025715700011,821.4322451000015
673159fe9ef4cd7d949fe1a6,Exchange - RTB - Galaxy Video SEA,5691.260345090002,813.0371921557146
6a06e84ab15f3cf1042cc6cd,Exchange - RTB - Shareit Static Interstitial - EU,5660.029471135693,808.5756387336704
62ff5e5fbb59ba02137baf22,Exchange - RTB - Galaxy Video,5627.187701329997,803.8839573328568
60fa56ed1c045000160952e6,RTB - BidSwitch Banner,5573.465469999991,796.2093528571415
69e9ccaacc377904644ed514,RTB - Yeahmobi - ID only,5564.892954992016,794.9847078560023
634f8f18275e7269cb06ed7c,Exchange - RTB - Chongda VUNBC2GMZ,5550.852819999988,792.9789742857126
62cc63d364d544a6f6a21da7,RTB - Acuityads Banner [New EP],5482.62499957999,783.2321427971414
6660df55cc95aeae1df046a7,RTB - Bigabid Interstitial UK & CA,5422.454844000015,774.6364062857165
68015af9fc59780889cc8481,RTB - Yabbi - US/RU/UZ banner,5312.595486197718,758.9422123139597
64de27efe3dbfa35bcff3623,[Ad Credits] RTB - Aarki Native,5302.753438337253,757.5362054767504
690cceb921f40e2b44a1e582,RTB - Appier Video Germany iOS,5263.450694762963,751.9215278232805
68ffc01b2793a0c0827aea75,RTB - Bigabid MREC US,5020.840197000019,717.262885285717
66479098b20aaa65a1d32658,Exchange - RTB - Kidoz Rewarded,4903.320777085529,700.4743967265041
6765b3633fbff48ec683e8e9,RTB - RevX Video India Android,4872.324800769968,696.0464001099954
663186aa2f5f91ef8171d07f,Exchange - RTB - Yandex Native,4741.0493462479635,677.292763749709
6466ebd903589dafe31256be,RTB - Yeahmobi US EP - Static Interstitial,4727.088049245461,675.2982927493515
668c2602457c8ce6a61f9124,RTB - Jampp Video Indonesia Android,4652.826609172033,664.6895155960048
69c556003b503c4cfcca447d,Exchange - RTB - Kidoz GB Interstitial/Rewarded,4559.384919620731,651.3407028029616
6707e2cdf9685d2b2297bcce,RTB - MezzoMedia - Banner (JP/KR),4547.474704575,649.6392435107143
673e1c9d8ce95446a9482e4d,RTB - Playdigo - Video (Old Algo),4544.981746439996,649.2831066342851
65a87656802f679ec7025e1d,RTB - Appreciate Video iOS,4535.400417999984,647.9143454285692
699cfc5262c35aa2d7122c47,RTB - YouAppi Banner - Prefiltering Americas,4529.89928681332,647.12846954476
626729f6939e19eeb106e997,RTB - Youappi - Native EP,4528.073141242145,646.8675916060207
67b837eeddaca3c9ba50de11,Exchange - RTB - Bidmatrix Video - APAC EP,4519.0994476165715,645.585635373796
62563b253867021f8a470d50,Exchange - RTB - Smaato Video,4490.6030949999895,641.5147278571413
64888b087d1cea749a95cc7d,RTB - RTB House Banner EMEA EP,4485.699976664574,640.8142823806535
62cc617ae6432e1bf4d947cc,RTB - Acuityads Video [New EP],4483.00783937,640.4296913385714
6839eea7edd688e8319d99a5,RTB - Criteo - US - Banner Object Only,4377.135570239994,625.3050814628563
65b7131b8f74f03679858a18,RTB - Topon Static Interstitial,4375.7416116986915,625.1059445283845
63d74424c85c5bef1f98b1fd,Exchange - RTB - OperaUnite Banner,4228.29765742155,604.0425224887929
664d295870eb85f5bbea5219,RTB - Appier JP,4155.634207757005,593.6620296795721
66bba4b07548d4264c80cbb6,Pubmatic Global Banner - Android,4143.13956505199,591.8770807217128
68ffaf9c2793a0c0827aea71,RTB - Start.io - Rewarded Hybrid - new geos,4124.121934434231,589.1602763477473
68a501e9ab7c18b08d2d349a,RTB - Moloco Native in Banner EU EP,4091.5384049999902,584.5054864285701
699cfc70ebac36bb5f0b4fc3,RTB - YouAppi Banner - Prefiltering EMEA,4082.799877761208,583.2571253944583
66f5872776b6c430af39d5d1,RTB - Start.io - APAC Static Interstitial Medium,4011.4825173905742,573.0689310557963
64c1743bb555131f0ea6f2e0,RTB - RevX Banner US,3958.846990010005,565.5495700014293
667a0f6aea74175dae6af21d,RTB - Acuityads Static Interstitial [2024 EP],3886.7970866000155,555.2567266571451
69dd3e7526377e8459c98fa8,RTB - Start.io - RTB Override test,3883.626994154482,554.8038563077831
66e4916183f51c6e7581f0c7,RTB - Albatross EU Video & Display,3880.0626853860063,554.294669340858
67d1319832432829c9a3757f,Exchange - RTB - Shareit Static Interstitial,3836.0812829739584,548.0116118534227
68f871b607efbb54986be1cf,RTB - RTB Max SG Video,3640.8372614800055,520.1196087828579
697920fc37580b6379589fe4,RTB - YouAppi Video UK,3630.161258726216,518.5944655323166
650ab36bcd0160d001dca6cc,Exchange - RTB - Microcloud Static Interstitial,3507.9988785770315,501.14269693957596
667a8b302b1e74343d110ab9,Exchange - RTB - Ignite banner 10,3497.0069983210724,499.57242833158176
688ae8be78a825df4eedba59,Exchange - RTB - Zmaticoo - US Video - iOS,3474.633586214517,496.37622660207387
63d76103fc1d3b922d5f2729,Exchange - RTB - OperaUnite Video,3470.7904838813124,495.8272119830446
670783ad55b633f05c28140e,RTB - Temu GLO Banner,3470.235789628068,495.7479699468668
61937007d80deefc449e7e3e,RTB - Remerge Banner - No ID,3430.5093082560193,490.07275832228845
67103628fe72cf94d24247d6,RTB - Exchange - Bidease - Ukraine All,3410.909472726402,487.2727818180574
68ba73af6d36c82d5a150ee7,RTB - Algorix Video - US EP - high CTR,3363.437725599984,480.49110365714057
69e65aa0e39dbc084f19f333,Exchange - RTB - DiscoverTech Banner,3294.443129999954,470.6347328571363
