publisher_account_id,publisher_account_name,publisher_daily_spend,blocked_rtb_connection_id,blocked_rtb_connection_name,rtb_connection_daily_spend,rtb_pct_of_network,potential_uplift
5b975fcedc73276356309362,OAKEVER GAMES PTE LTD,222290.25,68015af9fc59780889cc8481,RTB - Yabbi - US/RU/UZ banner,560.47,0.01,28.28
606c7bac7a37680015801ad8,jiayou,142957.36,63e2fd56c2ad43b51b8693e4,RTB - Adikteev Native (DID PF),869.45,0.02,28.22
59e4bb543f0fa9a20900afa3,TabTale LTD,17310.61,621f1ca28fe6c30240ef650e,Exchange - RTB - Advlion APAC Video 10058,7141.01,0.16,28.06
619b548fc9c9c1001796f1f6,Gimica GmbH,28175.04,66422db5b42aef474894bd5d,RTB - Rise - US - iOS - Banner,4376.88,0.1,28.0
5e96c1b29704720015d9f4ae,Guru Network Limited,27965.32,66cde8e279ffc97e9107ca53,RTB - Rhebus HK Thunder - US - Banner,4303.68,0.1,27.32
606c7bac7a37680015801ad8,jiayou,142957.36,67103628fe72cf94d24247d6,RTB - Exchange - Bidease - Ukraine All,829.97,0.02,26.94
56c3a378adccd1cb7e00000a,Zynga,61089.37,5fd85a9f13c8bf00165ad093,RTB - Kayzen - EU Banner,1940.06,0.04,26.91
606c7bac7a37680015801ad8,jiayou,142957.36,62563b02fd58448131a87412,Exchange - RTB - Smaato Banner,819.4,0.02,26.59
606c7bac7a37680015801ad8,jiayou,142957.36,5fd73dc988a9cf00168392a6,RTB - Kayzen - USA Banner,794.45,0.02,25.78
5b975fcedc73276356309362,OAKEVER GAMES PTE LTD,222290.25,5fffe963475b140016af8584,RTB - Opera EU Banner,506.6,0.01,25.57
5bd009e27e1105796809759b,Big Cake Group Limited,3232.53,60c06e573c721d0016a2184e,RTB - Mintegral  Video NO US,34471.99,0.78,25.3
67b5bff30471850011443643,HURELAX PTE LTD,55938.01,5fd85a9f13c8bf00165ad093,RTB - Kayzen - EU Banner,1940.06,0.04,24.64
5bd009e27e1105796809759b,Big Cake Group Limited,3232.53,610114023b0d9d6e3e3d8c8c,RTB - Mintegral hardcore video,33392.31,0.76,24.51
5f064bf93191d60018f0fd5a,Lion Studios,23197.91,66422db5b42aef474894bd5d,RTB - Rise - US - iOS - Banner,4376.88,0.1,23.05
619b548fc9c9c1001796f1f6,Gimica GmbH,28175.04,6494839e6fdf35233e02c1f5,RTB - InMobi iDSP Banner EP,3578.56,0.08,22.89
5e96c1b29704720015d9f4ae,Guru Network Limited,27965.32,6494839e6fdf35233e02c1f5,RTB - InMobi iDSP Banner EP,3578.56,0.08,22.72
619b548fc9c9c1001796f1f6,Gimica GmbH,28175.04,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,22.56
57d1b461ae2b57d903000027,Easybrain Ltd,100981.67,5fd73ea06baf05001633d6af,RTB - Kayzen - APAC Banner,979.34,0.02,22.45
5e96c1b29704720015d9f4ae,Guru Network Limited,27965.32,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,22.39
5fe2fafd6013fb0015208652,GamoVation,18225.1,618a2b05c9484e4393ccdec3,RTB - Bidease Banner,5399.69,0.12,22.34
59baf611f2287a750a0034c2,CrazyMaple Studio,43950.76,62ff5e23cd7daf41a2caf0e8,Exchange - RTB - Galaxy US Banner,2236.75,0.05,22.32
6021599b8b3e5600159fcc76,HITAPPS GAMES LTD,18150.12,618a2b05c9484e4393ccdec3,RTB - Bidease Banner,5399.69,0.12,22.25
64803209bfd9aa0011593484,Bluetile Games,17927.39,618a2b05c9484e4393ccdec3,RTB - Bidease Banner,5399.69,0.12,21.98
5bd009e27e1105796809759b,Big Cake Group Limited,3232.53,60c06de4baf1a10016f0a466,RTB - Mintegral  Video,29654.52,0.67,21.76
561e8d936b8d90f61a001412,Bitmango,5624.02,6793206500696fce1a6ca07e,RTB - Temu Hybrid Glo iOS,15995.63,0.36,20.42
5c05196699e4374b87bda3b9,Tripledot Studios,72942.71,65e57f1b09144a5f9319c85a,Exchange - RTB - Domob Banner - US EP,1229.09,0.03,20.35
67d0848db62d6b0011ccb35e,SmartNews,17460.91,607718045820a60016c5234f,RTB - Smadex Banner,5052.83,0.11,20.03
583c02c932ec4ba51300037e,Gamegou,24986.93,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,20.0
66f36da16f113e0011999ff8,Meitu China,24491.95,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,19.61
5c05196699e4374b87bda3b9,Tripledot Studios,72942.71,60fa56ed1c045000160952e6,RTB - BidSwitch Banner,1114.78,0.03,18.46
57d1b461ae2b57d903000027,Easybrain Ltd,100981.67,5fd73dc988a9cf00168392a6,RTB - Kayzen - USA Banner,794.45,0.02,18.21
561e8d976b8d90f61a0045d7,"PeopleFun, Inc.",34224.18,62a830a7975125fe4e90d762,Exchange - RTB - Bluesea banner US,2328.61,0.05,18.09
5d3a5de9ddc71000189c7a84,"Shanghai Linguan Data Co., Ltd.",22298.2,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,17.85
5b1526a7de961d3317b1d475,X-FLOW LTD,21432.61,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,17.16
56c3a378adccd1cb7e00000a,Zynga,61089.37,65e57f1b09144a5f9319c85a,Exchange - RTB - Domob Banner - US EP,1229.09,0.03,17.05
685efaf2892f9d0011d7b87f,The Weather Company,31947.81,62a830a7975125fe4e90d762,Exchange - RTB - Bluesea banner US,2328.61,0.05,16.89
606c7bac7a37680015801ad8,jiayou,142957.36,5fffe963475b140016af8584,RTB - Opera EU Banner,506.6,0.01,16.44
670cfa366f113e00119a799f,Vinted,20406.53,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,16.34
561e8d936b8d90f61a001260,MAG Interactive,3763.39,5fffe93223b7ae0016876e86,RTB - Opera EU Video,19038.09,0.43,16.27
5c05196699e4374b87bda3b9,Tripledot Studios,72942.71,5fd73ea06baf05001633d6af,RTB - Kayzen - APAC Banner,979.34,0.02,16.22
59e4bb543f0fa9a20900afa3,TabTale LTD,17310.61,6466ebd903589dafe31256be,RTB - Yeahmobi US EP - Static Interstitial,4074.86,0.09,16.01
561e8d976b8d90f61a0045d7,"PeopleFun, Inc.",34224.18,5fd85a9f13c8bf00165ad093,RTB - Kayzen - EU Banner,1940.06,0.04,15.07
6107c3b4abaef100175b9029,Lessmore UG (haftungsbeschränkt),67254.91,5fd73ea06baf05001633d6af,RTB - Kayzen - APAC Banner,979.34,0.02,14.95
619b548fc9c9c1001796f1f6,Gimica GmbH,28175.04,62a830a7975125fe4e90d762,Exchange - RTB - Bluesea banner US,2328.61,0.05,14.89
634d301fa3774b001b7c0dbc,ToGather Fun Limited,18458.12,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,14.78
5e96c1b29704720015d9f4ae,Guru Network Limited,27965.32,62a830a7975125fe4e90d762,Exchange - RTB - Bluesea banner US,2328.61,0.05,14.78
5bec0018c9af0a7962a96f4a,Rollic Games,12008.57,618a2b05c9484e4393ccdec3,RTB - Bidease Banner,5399.69,0.12,14.72
58737456236d8f446400071c,FIOGONIA LIMITED,18370.55,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,14.71
5fe2fafd6013fb0015208652,GamoVation,18225.1,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,14.59
6021599b8b3e5600159fcc76,HITAPPS GAMES LTD,18150.12,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,14.53
668545a239a54a0011299e6e,Automattic,18101.09,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,14.49
64803209bfd9aa0011593484,Bluetile Games,17927.39,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,14.35
619b548fc9c9c1001796f1f6,Gimica GmbH,28175.04,62ff5e23cd7daf41a2caf0e8,Exchange - RTB - Galaxy US Banner,2236.75,0.05,14.31
58b91be73e5caab04b000296,Mavericks Mobile,17802.06,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,14.25
5e96c1b29704720015d9f4ae,Guru Network Limited,27965.32,62ff5e23cd7daf41a2caf0e8,Exchange - RTB - Galaxy US Banner,2236.75,0.05,14.2
619b548fc9c9c1001796f1f6,Gimica GmbH,28175.04,5fbc07b0b3a7a6001676e391,RTB - Personaly Banner,2219.45,0.05,14.2
59e4bb543f0fa9a20900afa3,TabTale LTD,17310.61,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,13.86
5d76031d57ec4f0017743734,INNOVATIVE CONNECTING PTE.LIMITED,17297.61,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,13.85
56c3a378adccd1cb7e00000a,Zynga,61089.37,5fd73ea06baf05001633d6af,RTB - Kayzen - APAC Banner,979.34,0.02,13.58
5c05196699e4374b87bda3b9,Tripledot Studios,72942.71,5fd73dc988a9cf00168392a6,RTB - Kayzen - USA Banner,794.45,0.02,13.16
5c05196699e4374b87bda3b9,Tripledot Studios,72942.71,67e33f1ab2417fa62d59d80b,RTB - Start.io Banner Android,790.27,0.02,13.09
561e8d976b8d90f61a0045d7,"PeopleFun, Inc.",34224.18,6135c438ab396f94ab41f6ea,Exchange - RTB - BigoDsp EU Banner,1654.15,0.04,12.85
583c02c932ec4ba51300037e,Gamegou,24986.93,62ff5e23cd7daf41a2caf0e8,Exchange - RTB - Galaxy US Banner,2236.75,0.05,12.69
619b548fc9c9c1001796f1f6,Gimica GmbH,28175.04,5ebb0241de6f63000f498492,RTB - Jampp Banner,1962.7,0.04,12.55
6107c3b4abaef100175b9029,Lessmore UG (haftungsbeschränkt),67254.91,62563b02fd58448131a87412,Exchange - RTB - Smaato Banner,819.4,0.02,12.51
5a57133a3610bbb671016ff3,FALCON GLOBAL LTD.,15625.61,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,12.51
561e8d966b8d90f61a003414,Scopely,15577.3,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,12.47
66f36da16f113e0011999ff8,Meitu China,24491.95,62ff5e23cd7daf41a2caf0e8,Exchange - RTB - Galaxy US Banner,2236.75,0.05,12.44
67b5bff30471850011443643,HURELAX PTE LTD,55938.01,5fd73ea06baf05001633d6af,RTB - Kayzen - APAC Banner,979.34,0.02,12.44
619b548fc9c9c1001796f1f6,Gimica GmbH,28175.04,5fd85a9f13c8bf00165ad093,RTB - Kayzen - EU Banner,1940.06,0.04,12.41
5e96c1b29704720015d9f4ae,Guru Network Limited,27965.32,5fd85a9f13c8bf00165ad093,RTB - Kayzen - EU Banner,1940.06,0.04,12.32
6107c3b4abaef100175b9029,Lessmore UG (haftungsbeschränkt),67254.91,5fd73dc988a9cf00168392a6,RTB - Kayzen - USA Banner,794.45,0.02,12.13
670cfa366f113e00119a799f,Vinted,20406.53,6695d48759ef9c2f46ea381d,Exchange - RTB - Domob SG Video,2531.86,0.06,11.73
6107c3b4abaef100175b9029,Lessmore UG (haftungsbeschränkt),67254.91,66b34a77a6c6de4744790a52,Exchange - RTB - Shareit (Xtend) - Video - US EP,766.05,0.02,11.7
66bf1c62ddea6f0011b313a9,NETSTORY PTE LTD,14306.19,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,11.45
56c3a378adccd1cb7e00000a,Zynga,61089.37,62563b02fd58448131a87412,Exchange - RTB - Smaato Banner,819.4,0.02,11.36
5d3a5de9ddc71000189c7a84,"Shanghai Linguan Data Co., Ltd.",22298.2,62ff5e23cd7daf41a2caf0e8,Exchange - RTB - Galaxy US Banner,2236.75,0.05,11.32
65e71ba517069f0011a36cfa,Rounds,10348.36,65b8ded016d2249f9722afbc,RTB - Yeahmobi RU Video,4762.63,0.11,11.19
56c3a378adccd1cb7e00000a,Zynga,61089.37,5fd73dc988a9cf00168392a6,RTB - Kayzen - USA Banner,794.45,0.02,11.02
5fc0a33dcb32b5001563f9dc,AmberMobile Limited,13603.0,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,10.89
5b1526a7de961d3317b1d475,X-FLOW LTD,21432.61,62ff5e23cd7daf41a2caf0e8,Exchange - RTB - Galaxy US Banner,2236.75,0.05,10.88
619b548fc9c9c1001796f1f6,Gimica GmbH,28175.04,6135c438ab396f94ab41f6ea,Exchange - RTB - BigoDsp EU Banner,1654.15,0.04,10.58
670cfa366f113e00119a799f,Vinted,20406.53,62ff5e23cd7daf41a2caf0e8,Exchange - RTB - Galaxy US Banner,2236.75,0.05,10.36
5f064bf93191d60018f0fd5a,Lion Studios,23197.91,5fd85a9f13c8bf00165ad093,RTB - Kayzen - EU Banner,1940.06,0.04,10.22
67b5bff30471850011443643,HURELAX PTE LTD,55938.01,5fd73dc988a9cf00168392a6,RTB - Kayzen - USA Banner,794.45,0.02,10.09
5fe2fafd6013fb0015208652,GamoVation,18225.1,62a830a7975125fe4e90d762,Exchange - RTB - Bluesea banner US,2328.61,0.05,9.63
5bec0018c9af0a7962a96f4a,Rollic Games,12008.57,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,9.61
65e71ba517069f0011a36cfa,Rounds,10348.36,6466ebd903589dafe31256be,RTB - Yeahmobi US EP - Static Interstitial,4074.86,0.09,9.57
6570788bee73b50011dbb6f6,Eyecon Global Ltd,11760.77,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,9.41
634d301fa3774b001b7c0dbc,ToGather Fun Limited,18458.12,62ff5e23cd7daf41a2caf0e8,Exchange - RTB - Galaxy US Banner,2236.75,0.05,9.37
58737456236d8f446400071c,FIOGONIA LIMITED,18370.55,62ff5e23cd7daf41a2caf0e8,Exchange - RTB - Galaxy US Banner,2236.75,0.05,9.33
5c05196699e4374b87bda3b9,Tripledot Studios,72942.71,68015af9fc59780889cc8481,RTB - Yabbi - US/RU/UZ banner,560.47,0.01,9.28
5fe2fafd6013fb0015208652,GamoVation,18225.1,62ff5e23cd7daf41a2caf0e8,Exchange - RTB - Galaxy US Banner,2236.75,0.05,9.25
6021599b8b3e5600159fcc76,HITAPPS GAMES LTD,18150.12,62ff5e23cd7daf41a2caf0e8,Exchange - RTB - Galaxy US Banner,2236.75,0.05,9.22
668545a239a54a0011299e6e,Automattic,18101.09,62ff5e23cd7daf41a2caf0e8,Exchange - RTB - Galaxy US Banner,2236.75,0.05,9.19
6021599b8b3e5600159fcc76,HITAPPS GAMES LTD,18150.12,6398af0c625f2336d66b9f1a,RTB - Bidease Native,2227.74,0.05,9.18
64803209bfd9aa0011593484,Bluetile Games,17927.39,62ff5e23cd7daf41a2caf0e8,Exchange - RTB - Galaxy US Banner,2236.75,0.05,9.1
58b91be73e5caab04b000296,Mavericks Mobile,17802.06,62ff5e23cd7daf41a2caf0e8,Exchange - RTB - Galaxy US Banner,2236.75,0.05,9.04
561e8d976b8d90f61a00418e,FGFF,11237.39,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,9.0
670cfa366f113e00119a799f,Vinted,20406.53,5fd85a9f13c8bf00165ad093,RTB - Kayzen - EU Banner,1940.06,0.04,8.99
62a858f7348a840017e80ac5,"FUZHOU JIARUAN SOFTWARE TECHNOLOGY CO.,LTD.",11031.25,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,8.83
59e4bb543f0fa9a20900afa3,TabTale LTD,17310.61,62ff5e23cd7daf41a2caf0e8,Exchange - RTB - Galaxy US Banner,2236.75,0.05,8.79
5d76031d57ec4f0017743734,INNOVATIVE CONNECTING PTE.LIMITED,17297.61,62ff5e23cd7daf41a2caf0e8,Exchange - RTB - Galaxy US Banner,2236.75,0.05,8.78
5d130cdf37472100170775e1,Puzzle1Studio,2395.15,6793206500696fce1a6ca07e,RTB - Temu Hybrid Glo iOS,15995.63,0.36,8.7
561e8d926b8d90f61a00013e,Miniclip SA,16370.88,62a830a7975125fe4e90d762,Exchange - RTB - Bluesea banner US,2328.61,0.05,8.65
59e4bb543f0fa9a20900afa3,TabTale LTD,17310.61,6502bd52453f6c5b7c68c3bf,Exchange - RTB - Shareit (Xtend) Static Interstitial - SG EP,2148.51,0.05,8.44
619b548fc9c9c1001796f1f6,Gimica GmbH,28175.04,645007f7e5cc4f781441ec60,RTB - BetweenX NWS Banner EP,1316.54,0.03,8.42
561e8d976b8d90f61a003d3f,Fanatee Games,4595.97,60c06d797ff8af0016c93940,RTB - Mintegral Banner,8057.48,0.18,8.41
607d46752ca90f00153876e8,Jungle Frog LDA,10291.05,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,8.24
58737456236d8f446400071c,FIOGONIA LIMITED,18370.55,5fd85a9f13c8bf00165ad093,RTB - Kayzen - EU Banner,1940.06,0.04,8.09
59e4bb543f0fa9a20900afa3,TabTale LTD,17310.61,64ddc8dd6c18248a35ac5728,Exchange - RTB - Shareit (Xtend) - Video - SG EP,2054.16,0.05,8.07
5fe2fafd6013fb0015208652,GamoVation,18225.1,5fd85a9f13c8bf00165ad093,RTB - Kayzen - EU Banner,1940.06,0.04,8.03
6021599b8b3e5600159fcc76,HITAPPS GAMES LTD,18150.12,5fd85a9f13c8bf00165ad093,RTB - Kayzen - EU Banner,1940.06,0.04,7.99
668545a239a54a0011299e6e,Automattic,18101.09,5fd85a9f13c8bf00165ad093,RTB - Kayzen - EU Banner,1940.06,0.04,7.97
5a57133a3610bbb671016ff3,FALCON GLOBAL LTD.,15625.61,62ff5e23cd7daf41a2caf0e8,Exchange - RTB - Galaxy US Banner,2236.75,0.05,7.93
561e8d966b8d90f61a003414,Scopely,15577.3,62ff5e23cd7daf41a2caf0e8,Exchange - RTB - Galaxy US Banner,2236.75,0.05,7.91
64803209bfd9aa0011593484,Bluetile Games,17927.39,5fd85a9f13c8bf00165ad093,RTB - Kayzen - EU Banner,1940.06,0.04,7.9
