match_key,rtb_account_id,creative_id,daily_spend
5bc0e10e25c7d7796ebe8fc0_jm1vY29iBwA7NqQ4:i:DGOypFVl7bP6D98o,5bc0e10e25c7d7796ebe8fc0,jm1vY29iBwA7NqQ4:i:DGOypFVl7bP6D98o,1184.8284
5bc0e10e25c7d7796ebe8fc0_jm1vY29iBwA7NqQ4:i:XxY3dEeV2yf0c5Ip,5bc0e10e25c7d7796ebe8fc0,jm1vY29iBwA7NqQ4:i:XxY3dEeV2yf0c5Ip,1151.2238428571422
5bc0e10e25c7d7796ebe8fc0_mFiPldQEiZn1v3rs:i:AQAvupDWMjFKiYXt,5bc0e10e25c7d7796ebe8fc0,mFiPldQEiZn1v3rs:i:AQAvupDWMjFKiYXt,1204.4889142857141
5bc0e10e25c7d7796ebe8fc0_mFiPldQEiZn1v3rs:i:EGg18aTnH7dmqfwO,5bc0e10e25c7d7796ebe8fc0,mFiPldQEiZn1v3rs:i:EGg18aTnH7dmqfwO,1113.1326857142858
5bc0e10e25c7d7796ebe8fc0_mFiPldQEiZn1v3rs:i:Evcca2leQcuk2ZBh,5bc0e10e25c7d7796ebe8fc0,mFiPldQEiZn1v3rs:i:Evcca2leQcuk2ZBh,1098.441114285714
5bc0e10e25c7d7796ebe8fc0_mFiPldQEiZn1v3rs:i:MAfqiDYj8EdQJoll,5bc0e10e25c7d7796ebe8fc0,mFiPldQEiZn1v3rs:i:MAfqiDYj8EdQJoll,1246.0546285714283
5bc0e10e25c7d7796ebe8fc0_mFiPldQEiZn1v3rs:i:RA27xgmnyptlYqPi,5bc0e10e25c7d7796ebe8fc0,mFiPldQEiZn1v3rs:i:RA27xgmnyptlYqPi,2663.4736142857137
5bc0e10e25c7d7796ebe8fc0_mFiPldQEiZn1v3rs:i:SjsDDyGpJyj7TCuG,5bc0e10e25c7d7796ebe8fc0,mFiPldQEiZn1v3rs:i:SjsDDyGpJyj7TCuG,1109.7934857142857
5bc0e10e25c7d7796ebe8fc0_mFiPldQEiZn1v3rs:i:lBbv8Qe6RNRUxbQw,5bc0e10e25c7d7796ebe8fc0,mFiPldQEiZn1v3rs:i:lBbv8Qe6RNRUxbQw,2786.1675285714296
5bc0e10e25c7d7796ebe8fc0_mFiPldQEiZn1v3rs:i:vjrl7Lzs3sNneesm,5bc0e10e25c7d7796ebe8fc0,mFiPldQEiZn1v3rs:i:vjrl7Lzs3sNneesm,1022.1529714285715
5bc0e10e25c7d7796ebe8fc0_qEpw5F7rgEI7UysJ:i:l7AqFF0zGW2aH1uv,5bc0e10e25c7d7796ebe8fc0,qEpw5F7rgEI7UysJ:i:l7AqFF0zGW2aH1uv,1360.6317571428576
5bc0e10e25c7d7796ebe8fc0_r1HjNJi1MKNJdFL5:i:TpmyyuSltkCnuMai,5bc0e10e25c7d7796ebe8fc0,r1HjNJi1MKNJdFL5:i:TpmyyuSltkCnuMai,1700.6867142857143
5bc0e10e25c7d7796ebe8fc0_r1HjNJi1MKNJdFL5:i:Y6ICthC6xdPaApMT,5bc0e10e25c7d7796ebe8fc0,r1HjNJi1MKNJdFL5:i:Y6ICthC6xdPaApMT,1742.7661857142846
5bc0e10e25c7d7796ebe8fc0_s99OYg8OamZl0zaC:i:TmqZazVXmAIldRTz,5bc0e10e25c7d7796ebe8fc0,s99OYg8OamZl0zaC:i:TmqZazVXmAIldRTz,1082.3995142857145
5bc0e10e25c7d7796ebe8fc0_s99OYg8OamZl0zaC:i:Z2eHVACqcYEa3Qgs,5bc0e10e25c7d7796ebe8fc0,s99OYg8OamZl0zaC:i:Z2eHVACqcYEa3Qgs,2261.3407714285745
5bc0e10e25c7d7796ebe8fc0_scopely:i:CzRnyBInvXMWYOuC,5bc0e10e25c7d7796ebe8fc0,scopely:i:CzRnyBInvXMWYOuC,1586.8890714285715
5bc0e10e25c7d7796ebe8fc0_scopely:i:WX7xKkmLenR5e8Ep,5bc0e10e25c7d7796ebe8fc0,scopely:i:WX7xKkmLenR5e8Ep,3537.110800000002
5bc0e10e25c7d7796ebe8fc0_scopely:i:YrqdjnepbvLzHk6i,5bc0e10e25c7d7796ebe8fc0,scopely:i:YrqdjnepbvLzHk6i,1123.7721571428574
5e56893e6c71d40018de3ad1_2q_m14617315016207,5e56893e6c71d40018de3ad1,2q_m14617315016207,1743.65927857822
5e56893e6c71d40018de3ad1_58_125750,5e56893e6c71d40018de3ad1,58_125750,1257.8447062356408
5e56893e6c71d40018de3ad1_5u_121682,5e56893e6c71d40018de3ad1,5u_121682,1257.4349628270436
5e89fcef428f870016d9e994_m14617315016207,5e89fcef428f870016d9e994,m14617315016207,1321.9400268620298
5e89fcef428f870016d9e994_vi_128ea51c5492acb51a16ebd04867ce67EndCard_cdf1cd8a13f6df3985b99795e64d9336,5e89fcef428f870016d9e994,vi_128ea51c5492acb51a16ebd04867ce67EndCard_cdf1cd8a13f6df3985b99795e64d9336,1215.3978900000004
5e89fcef428f870016d9e994_vi_222634b4a50a6e1eba47ed2679f66706EndCard_88fb9043a9bcfe69d27168b81145733a,5e89fcef428f870016d9e994,vi_222634b4a50a6e1eba47ed2679f66706EndCard_88fb9043a9bcfe69d27168b81145733a,1288.3728285714278
5e89fcef428f870016d9e994_vi_29f78f03dd056712a83b905fab682812EndCard_cb40c9e78d7c8e5705b5438352bc79a9,5e89fcef428f870016d9e994,vi_29f78f03dd056712a83b905fab682812EndCard_cb40c9e78d7c8e5705b5438352bc79a9,1004.7114142857143
5f6413c9612b1a0015099993_1008733,5f6413c9612b1a0015099993,1008733,1053.776385435311
5f6413c9612b1a0015099993_1010387,5f6413c9612b1a0015099993,1010387,1103.330521123892
5f6413c9612b1a0015099993_1033302,5f6413c9612b1a0015099993,1033302,1201.8931723355388
5f6413c9612b1a0015099993_1051024,5f6413c9612b1a0015099993,1051024,1469.0757834286212
5f6413c9612b1a0015099993_1051152,5f6413c9612b1a0015099993,1051152,1013.1453415738672
5f6413c9612b1a0015099993_1057145,5f6413c9612b1a0015099993,1057145,3999.125477578644
5f6413c9612b1a0015099993_1061860,5f6413c9612b1a0015099993,1061860,2823.854589476613
5f6413c9612b1a0015099993_1063242,5f6413c9612b1a0015099993,1063242,1395.2504078970471
5f6413c9612b1a0015099993_1080564,5f6413c9612b1a0015099993,1080564,1540.1964516552903
5f6413c9612b1a0015099993_1094420,5f6413c9612b1a0015099993,1094420,1069.0354994961579
5f6413c9612b1a0015099993_1094599,5f6413c9612b1a0015099993,1094599,1491.9641949522556
5f6413c9612b1a0015099993_1096372,5f6413c9612b1a0015099993,1096372,1308.898652123765
5f6413c9612b1a0015099993_1111087,5f6413c9612b1a0015099993,1111087,1203.9343908483881
5f6413c9612b1a0015099993_1115029,5f6413c9612b1a0015099993,1115029,1057.1617872728873
5f6413c9612b1a0015099993_1120240,5f6413c9612b1a0015099993,1120240,2397.8499204790965
5f6413c9612b1a0015099993_1152231,5f6413c9612b1a0015099993,1152231,1361.7717243909972
5f6413c9612b1a0015099993_1155591,5f6413c9612b1a0015099993,1155591,2369.4530563835474
5f6413c9612b1a0015099993_1157963,5f6413c9612b1a0015099993,1157963,2183.970295329948
5f6413c9612b1a0015099993_1162864,5f6413c9612b1a0015099993,1162864,1015.7138023705568
5f6413c9612b1a0015099993_1166880,5f6413c9612b1a0015099993,1166880,3596.1728589412023
5f6413c9612b1a0015099993_1190746,5f6413c9612b1a0015099993,1190746,6448.729847327829
5f6413c9612b1a0015099993_1195982,5f6413c9612b1a0015099993,1195982,1074.8160987387334
5f6413c9612b1a0015099993_1197167,5f6413c9612b1a0015099993,1197167,1087.5774484562257
5f6413c9612b1a0015099993_1206122,5f6413c9612b1a0015099993,1206122,2261.319400972124
5f6413c9612b1a0015099993_1206125,5f6413c9612b1a0015099993,1206125,1812.91735963377
5f6413c9612b1a0015099993_1207690,5f6413c9612b1a0015099993,1207690,1228.685666145018
5f6413c9612b1a0015099993_1210686,5f6413c9612b1a0015099993,1210686,1764.1186494967722
5f6413c9612b1a0015099993_1216647,5f6413c9612b1a0015099993,1216647,2456.6635259869645
5f6413c9612b1a0015099993_1219467,5f6413c9612b1a0015099993,1219467,5944.463339000037
5f6413c9612b1a0015099993_1221328,5f6413c9612b1a0015099993,1221328,1058.700707622084
5f6413c9612b1a0015099993_1237269,5f6413c9612b1a0015099993,1237269,2362.1543547603796
5f6413c9612b1a0015099993_1242215,5f6413c9612b1a0015099993,1242215,3453.1628145493314
5f6413c9612b1a0015099993_1242231,5f6413c9612b1a0015099993,1242231,1584.215385553829
5f6413c9612b1a0015099993_1243040,5f6413c9612b1a0015099993,1243040,2397.520579103769
5f6413c9612b1a0015099993_1243217,5f6413c9612b1a0015099993,1243217,1013.7489998721165
5f6413c9612b1a0015099993_1245087,5f6413c9612b1a0015099993,1245087,1895.4593155061568
5f6413c9612b1a0015099993_1251154,5f6413c9612b1a0015099993,1251154,2329.0888247478547
5f6413c9612b1a0015099993_1251717,5f6413c9612b1a0015099993,1251717,1170.3509399383345
5f6413c9612b1a0015099993_1256224,5f6413c9612b1a0015099993,1256224,2920.892575288231
5f6413c9612b1a0015099993_1259032,5f6413c9612b1a0015099993,1259032,9793.749286459668
5f6413c9612b1a0015099993_1263499,5f6413c9612b1a0015099993,1263499,1165.335125275534
5f6413c9612b1a0015099993_1265448,5f6413c9612b1a0015099993,1265448,1064.1141756138443
5f6413c9612b1a0015099993_1271201,5f6413c9612b1a0015099993,1271201,1605.127347877679
5f6413c9612b1a0015099993_1272483,5f6413c9612b1a0015099993,1272483,2846.645760509157
5f6413c9612b1a0015099993_1275414,5f6413c9612b1a0015099993,1275414,1588.8989592065816
5f6413c9612b1a0015099993_1275584,5f6413c9612b1a0015099993,1275584,6582.835235112165
5f6413c9612b1a0015099993_1275955,5f6413c9612b1a0015099993,1275955,1358.5315877625685
5f6413c9612b1a0015099993_1276091,5f6413c9612b1a0015099993,1276091,1066.5759153013491
5f6413c9612b1a0015099993_1288618,5f6413c9612b1a0015099993,1288618,2723.692481081453
5f6413c9612b1a0015099993_1290659,5f6413c9612b1a0015099993,1290659,1442.8966027704846
5f6413c9612b1a0015099993_1296041,5f6413c9612b1a0015099993,1296041,1065.238836166959
5f6413c9612b1a0015099993_1303947,5f6413c9612b1a0015099993,1303947,1259.7001533439955
5f6413c9612b1a0015099993_1304558,5f6413c9612b1a0015099993,1304558,1000.030408219799
5f6413c9612b1a0015099993_1306750,5f6413c9612b1a0015099993,1306750,2240.710722060984
5f6413c9612b1a0015099993_1310487,5f6413c9612b1a0015099993,1310487,1332.3218860600216
5f6413c9612b1a0015099993_1311577,5f6413c9612b1a0015099993,1311577,6747.539853333344
5f6413c9612b1a0015099993_1315531,5f6413c9612b1a0015099993,1315531,1300.7523058602837
5f6413c9612b1a0015099993_1315650,5f6413c9612b1a0015099993,1315650,1087.015186737066
5f6413c9612b1a0015099993_1319175,5f6413c9612b1a0015099993,1319175,1085.8410999885466
5f6413c9612b1a0015099993_1320089,5f6413c9612b1a0015099993,1320089,1392.8116321298644
5f6413c9612b1a0015099993_1321255,5f6413c9612b1a0015099993,1321255,1070.5349894098206
5f6413c9612b1a0015099993_1324686,5f6413c9612b1a0015099993,1324686,2922.247110885806
5f6413c9612b1a0015099993_1331825,5f6413c9612b1a0015099993,1331825,1248.6675757464777
5f6413c9612b1a0015099993_1332945,5f6413c9612b1a0015099993,1332945,1623.6648556603543
5f6413c9612b1a0015099993_1338146,5f6413c9612b1a0015099993,1338146,1015.6701460513362
5f6413c9612b1a0015099993_1340440,5f6413c9612b1a0015099993,1340440,1255.1423605788732
5f6413c9612b1a0015099993_1341038,5f6413c9612b1a0015099993,1341038,2645.7690825480013
5f6413c9612b1a0015099993_1348256,5f6413c9612b1a0015099993,1348256,1306.3044324301925
5f6413c9612b1a0015099993_1350710,5f6413c9612b1a0015099993,1350710,1269.1152537740556
5f6413c9612b1a0015099993_1351368,5f6413c9612b1a0015099993,1351368,1890.712727428238
5f6413c9612b1a0015099993_1357425,5f6413c9612b1a0015099993,1357425,1671.0371605400921
5f6413c9612b1a0015099993_1358628,5f6413c9612b1a0015099993,1358628,1363.0346754972736
5f6413c9612b1a0015099993_1362994,5f6413c9612b1a0015099993,1362994,24181.603653013906
5f6413c9612b1a0015099993_1363135,5f6413c9612b1a0015099993,1363135,2484.2085834992404
5f6413c9612b1a0015099993_1366085,5f6413c9612b1a0015099993,1366085,1220.247838580061
5f6413c9612b1a0015099993_1367063,5f6413c9612b1a0015099993,1367063,5639.475971872
5f6413c9612b1a0015099993_1369081,5f6413c9612b1a0015099993,1369081,4586.801840871532
5f6413c9612b1a0015099993_1369688,5f6413c9612b1a0015099993,1369688,2328.473583264286
5f6413c9612b1a0015099993_1369975,5f6413c9612b1a0015099993,1369975,1680.2841022937307
5f6413c9612b1a0015099993_1370918,5f6413c9612b1a0015099993,1370918,1213.5173210835985
5f6413c9612b1a0015099993_1371087,5f6413c9612b1a0015099993,1371087,1936.5355207341095
5f6413c9612b1a0015099993_1371222,5f6413c9612b1a0015099993,1371222,1063.7414784434964
5f6413c9612b1a0015099993_1372178,5f6413c9612b1a0015099993,1372178,1985.1477269845984
5f6413c9612b1a0015099993_1373771,5f6413c9612b1a0015099993,1373771,1653.975453469824
5f6413c9612b1a0015099993_1375408,5f6413c9612b1a0015099993,1375408,10954.477788924967
5f6413c9612b1a0015099993_1377512,5f6413c9612b1a0015099993,1377512,2159.6248297353877
5f6413c9612b1a0015099993_1384368,5f6413c9612b1a0015099993,1384368,3133.4561835778773
5f6413c9612b1a0015099993_1387742,5f6413c9612b1a0015099993,1387742,1899.2262713888356
5f6413c9612b1a0015099993_1389951,5f6413c9612b1a0015099993,1389951,1497.4021713649804
5f6413c9612b1a0015099993_1390845,5f6413c9612b1a0015099993,1390845,1799.0493199191637
5f6413c9612b1a0015099993_1392568,5f6413c9612b1a0015099993,1392568,2074.925788476547
5f6413c9612b1a0015099993_1406460,5f6413c9612b1a0015099993,1406460,44360.43339181957
5f6413c9612b1a0015099993_1408435,5f6413c9612b1a0015099993,1408435,1653.160401830349
5f6413c9612b1a0015099993_1412705,5f6413c9612b1a0015099993,1412705,3548.918732506386
5f6413c9612b1a0015099993_1414230,5f6413c9612b1a0015099993,1414230,1360.3579873785804
5f6413c9612b1a0015099993_1414336,5f6413c9612b1a0015099993,1414336,1305.4485350400003
5f6413c9612b1a0015099993_1415256,5f6413c9612b1a0015099993,1415256,1023.5949003009898
5f6413c9612b1a0015099993_1415297,5f6413c9612b1a0015099993,1415297,2183.69272496794
5f6413c9612b1a0015099993_1415996,5f6413c9612b1a0015099993,1415996,1286.7716371172214
5f6413c9612b1a0015099993_1421596,5f6413c9612b1a0015099993,1421596,1294.1457986314927
5f6413c9612b1a0015099993_1421614,5f6413c9612b1a0015099993,1421614,6979.251680921136
5f6413c9612b1a0015099993_1421785,5f6413c9612b1a0015099993,1421785,1177.440912122674
5f6413c9612b1a0015099993_1426753,5f6413c9612b1a0015099993,1426753,2935.7002568215607
5f6413c9612b1a0015099993_1428214,5f6413c9612b1a0015099993,1428214,1803.6006119540955
5f6413c9612b1a0015099993_1428233,5f6413c9612b1a0015099993,1428233,2776.5135716521754
5f6413c9612b1a0015099993_1428243,5f6413c9612b1a0015099993,1428243,5006.991812495603
5f6413c9612b1a0015099993_1429006,5f6413c9612b1a0015099993,1429006,1215.4652762453113
5f6413c9612b1a0015099993_1431109,5f6413c9612b1a0015099993,1431109,3175.955175967429
5f6413c9612b1a0015099993_1433019,5f6413c9612b1a0015099993,1433019,2034.565970586384
5f6413c9612b1a0015099993_1433374,5f6413c9612b1a0015099993,1433374,3591.771355922027
5f6413c9612b1a0015099993_1440939,5f6413c9612b1a0015099993,1440939,1638.696590770625
5f6413c9612b1a0015099993_1441939,5f6413c9612b1a0015099993,1441939,1358.3829065877324
5f6413c9612b1a0015099993_1442360,5f6413c9612b1a0015099993,1442360,1707.0643322098294
5f6413c9612b1a0015099993_1442364,5f6413c9612b1a0015099993,1442364,1743.7757528919597
5f6413c9612b1a0015099993_1442365,5f6413c9612b1a0015099993,1442365,2336.834828753797
5f6413c9612b1a0015099993_1444254,5f6413c9612b1a0015099993,1444254,1235.099968170661
5f6413c9612b1a0015099993_1450888,5f6413c9612b1a0015099993,1450888,1223.327927779083
5f6413c9612b1a0015099993_1451898,5f6413c9612b1a0015099993,1451898,2106.805339683878
5f6413c9612b1a0015099993_1452540,5f6413c9612b1a0015099993,1452540,4858.608658639276
5f6413c9612b1a0015099993_1452541,5f6413c9612b1a0015099993,1452541,1543.9960136736029
5f6413c9612b1a0015099993_1454853,5f6413c9612b1a0015099993,1454853,1364.8654687007422
5f6413c9612b1a0015099993_1455399,5f6413c9612b1a0015099993,1455399,1535.618778364895
5f6413c9612b1a0015099993_1464279,5f6413c9612b1a0015099993,1464279,1407.8300551046402
5f6413c9612b1a0015099993_1464593,5f6413c9612b1a0015099993,1464593,1073.273749991966
5f6413c9612b1a0015099993_1464595,5f6413c9612b1a0015099993,1464595,2274.170761037059
5f6413c9612b1a0015099993_1467216,5f6413c9612b1a0015099993,1467216,1141.8792624267085
5f6413c9612b1a0015099993_1467232,5f6413c9612b1a0015099993,1467232,1488.7786038162214
5f6413c9612b1a0015099993_1467243,5f6413c9612b1a0015099993,1467243,1236.4300919629684
5f6413c9612b1a0015099993_1467596,5f6413c9612b1a0015099993,1467596,14622.903973705439
5f6413c9612b1a0015099993_1467598,5f6413c9612b1a0015099993,1467598,1435.7065630597958
5f6413c9612b1a0015099993_1467599,5f6413c9612b1a0015099993,1467599,2665.9841205477023
5f6413c9612b1a0015099993_1467730,5f6413c9612b1a0015099993,1467730,1476.725916326898
5f6413c9612b1a0015099993_1467732,5f6413c9612b1a0015099993,1467732,1107.0369630592174
5f6413c9612b1a0015099993_1467745,5f6413c9612b1a0015099993,1467745,11415.643282328749
5f6413c9612b1a0015099993_1467990,5f6413c9612b1a0015099993,1467990,1167.2135540115016
5f6413c9612b1a0015099993_1468102,5f6413c9612b1a0015099993,1468102,1278.0774396540144
5f6413c9612b1a0015099993_1468107,5f6413c9612b1a0015099993,1468107,1162.2522933461837
5f6413c9612b1a0015099993_1468143,5f6413c9612b1a0015099993,1468143,1833.9691931808507
5f6413c9612b1a0015099993_1468227,5f6413c9612b1a0015099993,1468227,1257.746022352663
5f6413c9612b1a0015099993_1468884,5f6413c9612b1a0015099993,1468884,2031.772060330314
5f6413c9612b1a0015099993_1469120,5f6413c9612b1a0015099993,1469120,6248.9497167636755
5f6413c9612b1a0015099993_1469122,5f6413c9612b1a0015099993,1469122,2531.4171531429306
5f6413c9612b1a0015099993_1469483,5f6413c9612b1a0015099993,1469483,1433.969494218022
5f6413c9612b1a0015099993_1473426,5f6413c9612b1a0015099993,1473426,1375.091551634448
5f6413c9612b1a0015099993_1475559,5f6413c9612b1a0015099993,1475559,2104.9540752335897
5f6413c9612b1a0015099993_1476508,5f6413c9612b1a0015099993,1476508,1066.3250433163064
5f6413c9612b1a0015099993_1476512,5f6413c9612b1a0015099993,1476512,3071.668690448241
5f6413c9612b1a0015099993_1477625,5f6413c9612b1a0015099993,1477625,1348.6361981450552
5f6413c9612b1a0015099993_1479802,5f6413c9612b1a0015099993,1479802,1011.5580580840922
5f6413c9612b1a0015099993_1479934,5f6413c9612b1a0015099993,1479934,1774.4122004204987
5f6413c9612b1a0015099993_1480439,5f6413c9612b1a0015099993,1480439,1104.5393053958496
5f6413c9612b1a0015099993_1480951,5f6413c9612b1a0015099993,1480951,1849.3330916015623
5f6413c9612b1a0015099993_1481230,5f6413c9612b1a0015099993,1481230,3389.967503486569
5f6413c9612b1a0015099993_1481796,5f6413c9612b1a0015099993,1481796,1634.7545420424178
5f6413c9612b1a0015099993_1482108,5f6413c9612b1a0015099993,1482108,1550.406779112569
5f6413c9612b1a0015099993_1482137,5f6413c9612b1a0015099993,1482137,3342.810045981377
5f6413c9612b1a0015099993_1482243,5f6413c9612b1a0015099993,1482243,1132.3833076772714
5f6413c9612b1a0015099993_1483076,5f6413c9612b1a0015099993,1483076,1482.980458357583
5f6413c9612b1a0015099993_1483137,5f6413c9612b1a0015099993,1483137,1084.8070168371316
5f6413c9612b1a0015099993_1483448,5f6413c9612b1a0015099993,1483448,1523.3603037374448
5f6413c9612b1a0015099993_1485630,5f6413c9612b1a0015099993,1485630,2604.5322357832747
5f6413c9612b1a0015099993_1487607,5f6413c9612b1a0015099993,1487607,4014.4285741166527
5f6413c9612b1a0015099993_1488890,5f6413c9612b1a0015099993,1488890,1004.9688004627171
5f6413c9612b1a0015099993_1489439,5f6413c9612b1a0015099993,1489439,2265.4188013708017
5f6413c9612b1a0015099993_1493864,5f6413c9612b1a0015099993,1493864,1484.324701963551
5f6413c9612b1a0015099993_1499609,5f6413c9612b1a0015099993,1499609,1677.8816625764227
5f6413c9612b1a0015099993_227454,5f6413c9612b1a0015099993,227454,2014.1232441769114
5f6413c9612b1a0015099993_227474,5f6413c9612b1a0015099993,227474,3580.9741567717424
5f6413c9612b1a0015099993_408348,5f6413c9612b1a0015099993,408348,1481.0171472718243
5f6413c9612b1a0015099993_408880,5f6413c9612b1a0015099993,408880,3362.477296544374
5f6413c9612b1a0015099993_434137,5f6413c9612b1a0015099993,434137,4484.019288932359
5f6413c9612b1a0015099993_451843,5f6413c9612b1a0015099993,451843,1096.2765046480104
5f6413c9612b1a0015099993_545150,5f6413c9612b1a0015099993,545150,1108.9145264536412
5f6413c9612b1a0015099993_566426,5f6413c9612b1a0015099993,566426,1467.2035770016707
5f6413c9612b1a0015099993_572728,5f6413c9612b1a0015099993,572728,3441.8949878997123
5f6413c9612b1a0015099993_625841,5f6413c9612b1a0015099993,625841,2680.399309549442
5f6413c9612b1a0015099993_639942,5f6413c9612b1a0015099993,639942,2448.5425859229103
5f6413c9612b1a0015099993_666392,5f6413c9612b1a0015099993,666392,3950.238924925568
5f6413c9612b1a0015099993_670267,5f6413c9612b1a0015099993,670267,1429.118186698916
5f6413c9612b1a0015099993_682668,5f6413c9612b1a0015099993,682668,3239.5153955746414
5f6413c9612b1a0015099993_692035,5f6413c9612b1a0015099993,692035,1706.4623795953073
5f6413c9612b1a0015099993_692037,5f6413c9612b1a0015099993,692037,1311.6912500842136
5f6413c9612b1a0015099993_703011,5f6413c9612b1a0015099993,703011,1646.2404553357762
5f6413c9612b1a0015099993_710283,5f6413c9612b1a0015099993,710283,5899.046732528049
5f6413c9612b1a0015099993_742454,5f6413c9612b1a0015099993,742454,2030.8078032217304
5f6413c9612b1a0015099993_752860,5f6413c9612b1a0015099993,752860,1119.850086789026
5f6413c9612b1a0015099993_775315,5f6413c9612b1a0015099993,775315,3271.762801522439
5f6413c9612b1a0015099993_779332,5f6413c9612b1a0015099993,779332,1174.8147170273776
5f6413c9612b1a0015099993_780399,5f6413c9612b1a0015099993,780399,4525.007259374942
5f6413c9612b1a0015099993_795023,5f6413c9612b1a0015099993,795023,1564.735891108674
5f6413c9612b1a0015099993_808172,5f6413c9612b1a0015099993,808172,1666.9685315807212
5f6413c9612b1a0015099993_810790,5f6413c9612b1a0015099993,810790,1007.3626887941822
5f6413c9612b1a0015099993_818302,5f6413c9612b1a0015099993,818302,1009.1604211921068
5f6413c9612b1a0015099993_820147,5f6413c9612b1a0015099993,820147,1371.4203127012522
5f6413c9612b1a0015099993_821039,5f6413c9612b1a0015099993,821039,7389.2716533662615
5f6413c9612b1a0015099993_848893,5f6413c9612b1a0015099993,848893,3671.336395032298
5f6413c9612b1a0015099993_880279,5f6413c9612b1a0015099993,880279,1469.4523068820854
5f6413c9612b1a0015099993_888755,5f6413c9612b1a0015099993,888755,1515.6098365456535
5f6413c9612b1a0015099993_888757,5f6413c9612b1a0015099993,888757,1177.9274053554457
5f6413c9612b1a0015099993_888763,5f6413c9612b1a0015099993,888763,1236.5078992649544
5f6413c9612b1a0015099993_888807,5f6413c9612b1a0015099993,888807,1137.2265943982145
5f6413c9612b1a0015099993_890139,5f6413c9612b1a0015099993,890139,1058.2935372190595
5f6413c9612b1a0015099993_893572,5f6413c9612b1a0015099993,893572,8800.333876057486
5f6413c9612b1a0015099993_897099,5f6413c9612b1a0015099993,897099,4002.355637502183
5f6413c9612b1a0015099993_909629,5f6413c9612b1a0015099993,909629,1541.102570500316
5f6413c9612b1a0015099993_909630,5f6413c9612b1a0015099993,909630,2016.7758985301878
5f6413c9612b1a0015099993_962390,5f6413c9612b1a0015099993,962390,2916.1449805407674
5f6413c9612b1a0015099993_963513,5f6413c9612b1a0015099993,963513,6502.763966407461
5f6413c9612b1a0015099993_964685,5f6413c9612b1a0015099993,964685,5942.081136583392
5f6413c9612b1a0015099993_972732,5f6413c9612b1a0015099993,972732,1079.4572854443857
5f6413c9612b1a0015099993_983410,5f6413c9612b1a0015099993,983410,1581.9800118153996
5f6413c9612b1a0015099993_991709,5f6413c9612b1a0015099993,991709,1040.9625345432135
5f6413c9612b1a0015099993_992292,5f6413c9612b1a0015099993,992292,1581.9679164629144
5f6413c9612b1a0015099993_994056,5f6413c9612b1a0015099993,994056,2202.5222548638026
5f6413c9612b1a0015099993_999094,5f6413c9612b1a0015099993,999094,2483.2334719072305
5f6413c9612b1a0015099993_999136,5f6413c9612b1a0015099993,999136,1494.058399760493
