publisher_account_id,publisher_account_name,publisher_daily_spend,blocked_rtb_account_id,blocked_rtb_account_name,rtb_account_daily_spend,rtb_pct_of_network,potential_uplift
5d3a5de9ddc71000189c7a84,"Shanghai Linguan Data Co., Ltd.",20508.84,5fffe796e4fa2100156e364a,Exchange - RTB - Opera,74978.06,1.74,355.91
685efaf2892f9d0011d7b87f,The Weather Company,45901.97,65b7e5c3d5f847001169024b,Exchange - RTB - Kwai,32536.79,0.75,345.68
68799f38babc2000110fe539,Duolingo,48704.33,5fd73c61617f68000fb6584f,Exchange - RTB - Kayzen,29248.29,0.68,329.71
5efeed113191d60018f0f4e0,LY Corporation,16775.45,5e56893e6c71d40018de3ad1,Exchange - RTB - Webeye,83980.95,1.94,326.07
606c7bac7a37680015801ad8,jiayou,194722.19,671bd87469f356001105653b,Exchange - RTB - Tradplus,6894.7,0.16,310.74
68799f38babc2000110fe539,Duolingo,48704.33,66cde67e3db5f70011e66c74,Exchange - RTB - Rhebus HK Limited,26871.25,0.62,302.91
5b0fc58f19829714e5ad0d2f,Mattel163 Limited,11928.09,5caf77f1e04ca66a2d4bcd7c,Exchange - RTB - ByteDance,108308.6,2.51,299.02
5b975fcedc73276356309362,OAKEVER GAMES PTE LTD,162928.38,63d743e53639240014ba0ddd,Exchange - RTB - OperaUnite,7925.75,0.18,298.88
579643ec6c081adf5c00004c,Microsoft Casual Games,34754.68,6526e0feb1392d001124df7d,Exchange - RTB - Topon,36698.8,0.85,295.21
5efeed113191d60018f0f4e0,LY Corporation,16775.45,5fffe796e4fa2100156e364a,Exchange - RTB - Opera,74978.06,1.74,291.12
65532f6b6cdf5900118d1f51,STORYMATRIX PTE LTD,11552.84,5caf77f1e04ca66a2d4bcd7c,Exchange - RTB - ByteDance,108308.6,2.51,289.61
579643ec6c081adf5c00004c,Microsoft Casual Games,34754.68,61e94b2bc6dbdc0017ea3870,Exchange - RTB - Ignite,34765.52,0.8,279.66
579643ec6c081adf5c00004c,Microsoft Casual Games,34754.68,65660afecebd4a0011dcc2ac,Exchange - RTB - Start.io,34683.05,0.8,278.99
68799f38babc2000110fe539,Duolingo,48704.33,615ff7aacf8ca30017d834ea,Exchange - RTB - Bluesea,23696.81,0.55,267.13
579643ec6c081adf5c00004c,Microsoft Casual Games,34754.68,65b7e5c3d5f847001169024b,Exchange - RTB - Kwai,32536.79,0.75,261.73
68799f38babc2000110fe539,Duolingo,48704.33,5f9b336ea3b86126bbdb3aa1,Exchange - RTB - Aarki,22706.85,0.53,255.97
68799f38babc2000110fe539,Duolingo,48704.33,60770b778d0e4a0015f20ea9,Exchange - RTB - Smadex,22189.77,0.51,250.14
56d55c72562b9c353800000d,Voodoo,36290.37,5fd73c61617f68000fb6584f,Exchange - RTB - Kayzen,29248.29,0.68,245.67
579643ec6c081adf5c00004c,Microsoft Casual Games,34754.68,5fd73c61617f68000fb6584f,Exchange - RTB - Kayzen,29248.29,0.68,235.27
561e8d976b8d90f61a0045d7,"PeopleFun, Inc.",33871.38,5fd73c61617f68000fb6584f,Exchange - RTB - Kayzen,29248.29,0.68,229.3
65532f6b6cdf5900118d1f51,STORYMATRIX PTE LTD,11552.84,5e56893e6c71d40018de3ad1,Exchange - RTB - Webeye,83980.95,1.94,224.56
6107c3b4abaef100175b9029,Lessmore UG (haftungsbeschränkt),27869.85,61e94b2bc6dbdc0017ea3870,Exchange - RTB - Ignite,34765.52,0.8,224.26
5efeed113191d60018f0f4e0,LY Corporation,16775.45,5e89fcef428f870016d9e994,Exchange - RTB - Yeahmobi,57497.08,1.33,223.25
65532f6b6cdf5900118d1f51,STORYMATRIX PTE LTD,11552.84,60bdc983a982ad0017edb6f7,Exchange - RTB - Mintegral,81317.9,1.88,217.44
579643ec6c081adf5c00004c,Microsoft Casual Games,34754.68,66cde67e3db5f70011e66c74,Exchange - RTB - Rhebus HK Limited,26871.25,0.62,216.15
68799f38babc2000110fe539,Duolingo,48704.33,63924801f7a526001bc728e2,Exchange - RTB - Yandex,17915.58,0.41,201.96
65532f6b6cdf5900118d1f51,STORYMATRIX PTE LTD,11552.84,5fffe796e4fa2100156e364a,Exchange - RTB - Opera,74978.06,1.74,200.49
56c3a378adccd1cb7e00000a,Zynga,59579.42,62d4edd34b2125001b0a042a,Exchange - RTB - Galaxy,14228.06,0.33,196.2
579643ec6c081adf5c00004c,Microsoft Casual Games,34754.68,615ff7aacf8ca30017d834ea,Exchange - RTB - Bluesea,23696.81,0.55,190.62
68799f38babc2000110fe539,Duolingo,48704.33,61c23cfa1958de001706a194,Exchange- RTB- Acuityads,16634.78,0.39,187.52
658a2fc2ab2b4800112923f1,HANGZHOU JF SOFTWARE CO LTD,23878.01,65b7e5c3d5f847001169024b,Exchange - RTB - Kwai,32536.79,0.75,179.82
579643ec6c081adf5c00004c,Microsoft Casual Games,34754.68,60770b778d0e4a0015f20ea9,Exchange - RTB - Smadex,22189.77,0.51,178.5
5b0fc58f19829714e5ad0d2f,Mattel163 Limited,11928.09,6135c233b2f85d001747c3d2,Exchange - RTB - Bigodsp,62452.94,1.45,172.42
607d46752ca90f00153876e8,Jungle Frog LDA,8553.87,5e56893e6c71d40018de3ad1,Exchange - RTB - Webeye,83980.95,1.94,166.27
68799f38babc2000110fe539,Duolingo,48704.33,62d4edd34b2125001b0a042a,Exchange - RTB - Galaxy,14228.06,0.33,160.39
68799f38babc2000110fe539,Duolingo,48704.33,561e8d936b8d90f61a000d2f,Exchange - RTB - Jampp,14141.92,0.33,159.42
606c7bac7a37680015801ad8,jiayou,194722.19,60ebaee89459b10017db3907,Exchange - RTB - Magnite,3522.24,0.08,158.74
68799f38babc2000110fe539,Duolingo,48704.33,644fff26ff6cc5001440892f,Exchange - RTB - BetweenX NWS,13927.43,0.32,157.0
65532f6b6cdf5900118d1f51,STORYMATRIX PTE LTD,11552.84,5e89fcef428f870016d9e994,Exchange - RTB - Yeahmobi,57497.08,1.33,153.74
65e71ba517069f0011a36cfa,Rounds,7893.91,5e56893e6c71d40018de3ad1,Exchange - RTB - Webeye,83980.95,1.94,153.44
579643ec6c081adf5c00004c,Microsoft Casual Games,34754.68,61936e419aca75001740e38a,Exchange - RTB - Remerge,19021.5,0.44,153.01
6107c3b4abaef100175b9029,Lessmore UG (haftungsbeschränkt),27869.85,615ff7aacf8ca30017d834ea,Exchange - RTB - Bluesea,23696.81,0.55,152.86
58737456236d8f446400071c,FIOGONIA LIMITED,17767.16,6526e0feb1392d001124df7d,Exchange - RTB - Topon,36698.8,0.85,150.91
68799f38babc2000110fe539,Duolingo,48704.33,61dba28ceabd16001728ae11,Exchange - RTB - Advlion,13121.92,0.3,147.92
66f36da16f113e0011999ff8,Meitu China,19631.97,65b7e5c3d5f847001169024b,Exchange - RTB - Kwai,32536.79,0.75,147.84
579643ec6c081adf5c00004c,Microsoft Casual Games,34754.68,63924801f7a526001bc728e2,Exchange - RTB - Yandex,17915.58,0.41,144.11
5efeed113191d60018f0f4e0,LY Corporation,16775.45,6526e0feb1392d001124df7d,Exchange - RTB - Topon,36698.8,0.85,142.49
606c7bac7a37680015801ad8,jiayou,194722.19,67cffc9a23012b0011aed182,Exchange - RTB - Shareit,3133.18,0.07,141.21
685efaf2892f9d0011d7b87f,The Weather Company,45901.97,61dba28ceabd16001728ae11,Exchange - RTB - Advlion,13121.92,0.3,139.41
579643ec6c081adf5c00004c,Microsoft Casual Games,34754.68,61c23cfa1958de001706a194,Exchange- RTB- Acuityads,16634.78,0.39,133.81
573c1e4c69d550c903000024,"LeYoo,Inc.",6804.85,618a29d9ef3f360017e9acca,Exchange - RTB - Bidease,79879.34,1.85,125.81
65532f6b6cdf5900118d1f51,STORYMATRIX PTE LTD,11552.84,5fbc06efdcdfdb0015dda411,Exchange - RTB - Personaly,46070.0,1.07,123.19
68799f38babc2000110fe539,Duolingo,48704.33,60c86e9b217f2400175cfe6b,Exchange - RTB - Bigabid,10737.74,0.25,121.04
68799f38babc2000110fe539,Duolingo,48704.33,649482d5cec8d700113d2881,Exchange - RTB - InMobi iDSP,10594.66,0.25,119.43
579643ec6c081adf5c00004c,Microsoft Casual Games,34754.68,62d4edd34b2125001b0a042a,Exchange - RTB - Galaxy,14228.06,0.33,114.45
579643ec6c081adf5c00004c,Microsoft Casual Games,34754.68,561e8d936b8d90f61a000d2f,Exchange - RTB - Jampp,14141.92,0.33,113.76
677bd16443e94a0011b752b2,Samsung Electronics,5960.0,60bdc983a982ad0017edb6f7,Exchange - RTB - Mintegral,81317.9,1.88,112.17
579643ec6c081adf5c00004c,Microsoft Casual Games,34754.68,644fff26ff6cc5001440892f,Exchange - RTB - BetweenX NWS,13927.43,0.32,112.03
561e8d976b8d90f61a0045d7,"PeopleFun, Inc.",33871.38,62d4edd34b2125001b0a042a,Exchange - RTB - Galaxy,14228.06,0.33,111.54
579643ec6c081adf5c00004c,Microsoft Casual Games,34754.68,5e8e56f8fc8d4200150b3c16,Exchange - RTB - Appier,13860.04,0.32,111.49
68799f38babc2000110fe539,Duolingo,48704.33,67ef127dc1727d00118d86e2,Exchange - RTB - Criteo,9663.28,0.22,108.93
579643ec6c081adf5c00004c,Microsoft Casual Games,34754.68,61dba28ceabd16001728ae11,Exchange - RTB - Advlion,13121.92,0.3,105.55
561e8d976b8d90f61a0045d7,"PeopleFun, Inc.",33871.38,61dba28ceabd16001728ae11,Exchange - RTB - Advlion,13121.92,0.3,102.87
65532f6b6cdf5900118d1f51,STORYMATRIX PTE LTD,11552.84,6526e0feb1392d001124df7d,Exchange - RTB - Topon,36698.8,0.85,98.13
575d1c861295e1447c0000e5,snaptube,52678.89,63d743e53639240014ba0ddd,Exchange - RTB - OperaUnite,7925.75,0.18,96.64
5efeed113191d60018f0f4e0,LY Corporation,16775.45,615ff7aacf8ca30017d834ea,Exchange - RTB - Bluesea,23696.81,0.55,92.01
68799f38babc2000110fe539,Duolingo,48704.33,64c165a37c1dd00011cb65f1,Exchange - RTB - RevX,8009.4,0.19,90.29
5b0fc58f19829714e5ad0d2f,Mattel163 Limited,11928.09,65b7e5c3d5f847001169024b,Exchange - RTB - Kwai,32536.79,0.75,89.83
68799f38babc2000110fe539,Duolingo,48704.33,63d743e53639240014ba0ddd,Exchange - RTB - OperaUnite,7925.75,0.18,89.34
65532f6b6cdf5900118d1f51,STORYMATRIX PTE LTD,11552.84,65b7e5c3d5f847001169024b,Exchange - RTB - Kwai,32536.79,0.75,87.0
5b975fcedc73276356309362,OAKEVER GAMES PTE LTD,162928.38,6168e52a9008de00174bc182,Exchange - RTB - Flatads,2267.47,0.05,85.51
579643ec6c081adf5c00004c,Microsoft Casual Games,34754.68,649482d5cec8d700113d2881,Exchange - RTB - InMobi iDSP,10594.66,0.25,85.22
68799f38babc2000110fe539,Duolingo,48704.33,62451df8df1c7b0011064d0d,Exchange - RTB - DoMob,7296.24,0.17,82.25
677bd16443e94a0011b752b2,Samsung Electronics,5960.0,5e89fcef428f870016d9e994,Exchange - RTB - Yeahmobi,57497.08,1.33,79.31
56c3a378adccd1cb7e00000a,Zynga,59579.42,624a723e1bad4b0011a0cfd7,Exchange - RTB - Xtend,5707.0,0.13,78.7
65532f6b6cdf5900118d1f51,STORYMATRIX PTE LTD,11552.84,5fd73c61617f68000fb6584f,Exchange - RTB - Kayzen,29248.29,0.68,78.21
68799f38babc2000110fe539,Duolingo,48704.33,671bd87469f356001105653b,Exchange - RTB - Tradplus,6894.7,0.16,77.72
685efaf2892f9d0011d7b87f,The Weather Company,45901.97,62451df8df1c7b0011064d0d,Exchange - RTB - DoMob,7296.24,0.17,77.52
685efaf2892f9d0011d7b87f,The Weather Company,45901.97,671bd87469f356001105653b,Exchange - RTB - Tradplus,6894.7,0.16,73.25
607d46752ca90f00153876e8,Jungle Frog LDA,8553.87,61e94b2bc6dbdc0017ea3870,Exchange - RTB - Ignite,34765.52,0.8,68.83
69834b2ea3ac73e99b7077db,Teamsnap,3624.49,618a29d9ef3f360017e9acca,Exchange - RTB - Bidease,79879.34,1.85,67.01
58910f6a5f5e338431000675,Jamcity INC.,9885.26,5fd73c61617f68000fb6584f,Exchange - RTB - Kayzen,29248.29,0.68,66.92
5b1526a7de961d3317b1d475,X-FLOW LTD,9870.45,5fd73c61617f68000fb6584f,Exchange - RTB - Kayzen,29248.29,0.68,66.82
68799f38babc2000110fe539,Duolingo,48704.33,5f8f4996f2a95d39439fccf1,Exchange - RTB - Bidmachine,5792.8,0.13,65.3
579643ec6c081adf5c00004c,Microsoft Casual Games,34754.68,64c165a37c1dd00011cb65f1,Exchange - RTB - RevX,8009.4,0.19,64.43
68799f38babc2000110fe539,Duolingo,48704.33,624a723e1bad4b0011a0cfd7,Exchange - RTB - Xtend,5707.0,0.13,64.33
579643ec6c081adf5c00004c,Microsoft Casual Games,34754.68,63d743e53639240014ba0ddd,Exchange - RTB - OperaUnite,7925.75,0.18,63.76
677bd16443e94a0011b752b2,Samsung Electronics,5960.0,5fbc06efdcdfdb0015dda411,Exchange - RTB - Personaly,46070.0,1.07,63.55
65532f6b6cdf5900118d1f51,STORYMATRIX PTE LTD,11552.84,615ff7aacf8ca30017d834ea,Exchange - RTB - Bluesea,23696.81,0.55,63.36
59bbfb5389df7b9d3b000840,Trebel Music,2463.24,5caf77f1e04ca66a2d4bcd7c,Exchange - RTB - ByteDance,108308.6,2.51,61.75
5f45fb2f150074001547df11,GeoTechnologies Inc.,4229.48,6135c233b2f85d001747c3d2,Exchange - RTB - Bigodsp,62452.94,1.45,61.14
65532f6b6cdf5900118d1f51,STORYMATRIX PTE LTD,11552.84,5f9b336ea3b86126bbdb3aa1,Exchange - RTB - Aarki,22706.85,0.53,60.72
685efaf2892f9d0011d7b87f,The Weather Company,45901.97,624a723e1bad4b0011a0cfd7,Exchange - RTB - Xtend,5707.0,0.13,60.63
65532f6b6cdf5900118d1f51,STORYMATRIX PTE LTD,11552.84,60770b778d0e4a0015f20ea9,Exchange - RTB - Smadex,22189.77,0.51,59.33
579643ec6c081adf5c00004c,Microsoft Casual Games,34754.68,62451df8df1c7b0011064d0d,Exchange - RTB - DoMob,7296.24,0.17,58.69
683bc1bb4c15ca0011ad2b91,WONDERFUL TYCOON LIMITED,17755.34,62d4edd34b2125001b0a042a,Exchange - RTB - Galaxy,14228.06,0.33,58.47
683bc1bb4c15ca0011ad2b91,WONDERFUL TYCOON LIMITED,17755.34,61dba28ceabd16001728ae11,Exchange - RTB - Advlion,13121.92,0.3,53.92
630d8dbfb1095d001bb0f04a,Bitsmedia Pte Ltd,2971.09,5fffe796e4fa2100156e364a,Exchange - RTB - Opera,74978.06,1.74,51.56
65532f6b6cdf5900118d1f51,STORYMATRIX PTE LTD,11552.84,5e150c8b5fd7df7b642140df,Exchange - RTB - YouAppi,18456.45,0.43,49.35
69328e99341082cebe0ccdca,MINIFRAME PTE LTD,1935.76,5caf77f1e04ca66a2d4bcd7c,Exchange - RTB - ByteDance,108308.6,2.51,48.53
59bbfb5389df7b9d3b000840,Trebel Music,2463.24,5e56893e6c71d40018de3ad1,Exchange - RTB - Webeye,83980.95,1.94,47.88
561e8d936b8d90f61a00134a,Veraxen Ltd,3073.87,645a4ac71263430014fc0a33,Exchange - RTB - RTBHouse,66201.56,1.53,47.1
607d46752ca90f00153876e8,Jungle Frog LDA,8553.87,615ff7aacf8ca30017d834ea,Exchange - RTB - Bluesea,23696.81,0.55,46.92
579643ec6c081adf5c00004c,Microsoft Casual Games,34754.68,5f8f4996f2a95d39439fccf1,Exchange - RTB - Bidmachine,5792.8,0.13,46.6
579643ec6c081adf5c00004c,Microsoft Casual Games,34754.68,624a723e1bad4b0011a0cfd7,Exchange - RTB - Xtend,5707.0,0.13,45.91
59bbfb5389df7b9d3b000840,Trebel Music,2463.24,618a29d9ef3f360017e9acca,Exchange - RTB - Bidease,79879.34,1.85,45.54
68799f38babc2000110fe539,Duolingo,48704.33,631c290e3f7bdc001bdfb779,Exchange - RTB - Novabeyond,3997.32,0.09,45.06
56c3a378adccd1cb7e00000a,Zynga,59579.42,67cffc9a23012b0011aed182,Exchange - RTB - Shareit,3133.18,0.07,43.21
5af5b8f9e408f136156e7cae,"Zedge, Inc.",13085.08,62d4edd34b2125001b0a042a,Exchange - RTB - Galaxy,14228.06,0.33,43.09
59bbfb5389df7b9d3b000840,Trebel Music,2463.24,5fffe796e4fa2100156e364a,Exchange - RTB - Opera,74978.06,1.74,42.75
685efaf2892f9d0011d7b87f,The Weather Company,45901.97,631c290e3f7bdc001bdfb779,Exchange - RTB - Novabeyond,3997.32,0.09,42.47
5b975fcedc73276356309362,OAKEVER GAMES PTE LTD,162928.38,6242aaf6f98c6b001865107f,Exchange - RTB - BidMatrix,1042.38,0.02,39.31
68799f38babc2000110fe539,Duolingo,48704.33,62563a74f5c7a20011b32398,Exchange - RTB - Smaato,3431.68,0.08,38.68
5c77abceef995c60fecc3f39,FunCorp,2867.24,5e89fcef428f870016d9e994,Exchange - RTB - Yeahmobi,57497.08,1.33,38.16
65532f6b6cdf5900118d1f51,STORYMATRIX PTE LTD,11552.84,62d4edd34b2125001b0a042a,Exchange - RTB - Galaxy,14228.06,0.33,38.04
65532f6b6cdf5900118d1f51,STORYMATRIX PTE LTD,11552.84,561e8d936b8d90f61a000d2f,Exchange - RTB - Jampp,14141.92,0.33,37.81
5fc7301f7a7f0200153979c7,Aged Studio Limited,2604.35,6135c233b2f85d001747c3d2,Exchange - RTB - Bigodsp,62452.94,1.45,37.65
5d3a5de9ddc71000189c7a84,"Shanghai Linguan Data Co., Ltd.",20508.84,63d743e53639240014ba0ddd,Exchange - RTB - OperaUnite,7925.75,0.18,37.62
561e8d976b8d90f61a00402a,Gameloft - Master Account,1933.33,60bdc983a982ad0017edb6f7,Exchange - RTB - Mintegral,81317.9,1.88,36.39
59bbfb5389df7b9d3b000840,Trebel Music,2463.24,6135c233b2f85d001747c3d2,Exchange - RTB - Bigodsp,62452.94,1.45,35.61
68799f38babc2000110fe539,Duolingo,48704.33,67cffc9a23012b0011aed182,Exchange - RTB - Shareit,3133.18,0.07,35.32
65532f6b6cdf5900118d1f51,STORYMATRIX PTE LTD,11552.84,61dba28ceabd16001728ae11,Exchange - RTB - Advlion,13121.92,0.3,35.09
5f45fb2f150074001547df11,GeoTechnologies Inc.,4229.48,61e94b2bc6dbdc0017ea3870,Exchange - RTB - Ignite,34765.52,0.8,34.03
58737456236d8f446400071c,FIOGONIA LIMITED,17767.16,685d0956892f9d0011d79cb7,Exchange - RTB - Zmaticoo,8269.11,0.19,34.0
68799f38babc2000110fe539,Duolingo,48704.33,60c9b375fb988e0017d6e500,Exchange - RTB - Appreciate,3014.84,0.07,33.99
685efaf2892f9d0011d7b87f,The Weather Company,45901.97,67cffc9a23012b0011aed182,Exchange - RTB - Shareit,3133.18,0.07,33.29
59bbfb5389df7b9d3b000840,Trebel Music,2463.24,5e89fcef428f870016d9e994,Exchange - RTB - Yeahmobi,57497.08,1.33,32.78
579643ec6c081adf5c00004c,Microsoft Casual Games,34754.68,631c290e3f7bdc001bdfb779,Exchange - RTB - Novabeyond,3997.32,0.09,32.15
5efeed113191d60018f0f4e0,LY Corporation,16775.45,63d743e53639240014ba0ddd,Exchange - RTB - OperaUnite,7925.75,0.18,30.77
69834b2ea3ac73e99b7077db,Teamsnap,3624.49,65660afecebd4a0011dcc2ac,Exchange - RTB - Start.io,34683.05,0.8,29.1
579643ec6c081adf5c00004c,Microsoft Casual Games,34754.68,60ebaee89459b10017db3907,Exchange - RTB - Magnite,3522.24,0.08,28.33
561e8d936b8d90f61a001260,MAG Interactive,1950.8,6135c233b2f85d001747c3d2,Exchange - RTB - Bigodsp,62452.94,1.45,28.2
561e8d976b8d90f61a00402a,Gameloft - Master Account,1933.33,6135c233b2f85d001747c3d2,Exchange - RTB - Bigodsp,62452.94,1.45,27.95
579643ec6c081adf5c00004c,Microsoft Casual Games,34754.68,62563a74f5c7a20011b32398,Exchange - RTB - Smaato,3431.68,0.08,27.6
69834b2ea3ac73e99b7077db,Teamsnap,3624.49,65b7e5c3d5f847001169024b,Exchange - RTB - Kwai,32536.79,0.75,27.3
68799f38babc2000110fe539,Duolingo,48704.33,6168e52a9008de00174bc182,Exchange - RTB - Flatads,2267.47,0.05,25.56
630d8dbfb1095d001bb0f04a,Bitsmedia Pte Ltd,2971.09,6526e0feb1392d001124df7d,Exchange - RTB - Topon,36698.8,0.85,25.24
579643ec6c081adf5c00004c,Microsoft Casual Games,34754.68,63d743303639240014ba0dd0,Exchange - RTB - Microcloud,3114.03,0.07,25.05
69834b2ea3ac73e99b7077db,Teamsnap,3624.49,5fd73c61617f68000fb6584f,Exchange - RTB - Kayzen,29248.29,0.68,24.54
579643ec6c081adf5c00004c,Microsoft Casual Games,34754.68,60c9b375fb988e0017d6e500,Exchange - RTB - Appreciate,3014.84,0.07,24.25
561e8d936b8d90f61a00059f,Wooga,1577.95,6135c233b2f85d001747c3d2,Exchange - RTB - Bigodsp,62452.94,1.45,22.81
69834b2ea3ac73e99b7077db,Teamsnap,3624.49,66cde67e3db5f70011e66c74,Exchange - RTB - Rhebus HK Limited,26871.25,0.62,22.54
630d8dbfb1095d001bb0f04a,Bitsmedia Pte Ltd,2971.09,65b7e5c3d5f847001169024b,Exchange - RTB - Kwai,32536.79,0.75,22.37
57fb4876297c8ce634000039,AbiGroup,3257.52,5fd73c61617f68000fb6584f,Exchange - RTB - Kayzen,29248.29,0.68,22.05
65532f6b6cdf5900118d1f51,STORYMATRIX PTE LTD,11552.84,64c165a37c1dd00011cb65f1,Exchange - RTB - RevX,8009.4,0.19,21.42
59bbfb5389df7b9d3b000840,Trebel Music,2463.24,6526e0feb1392d001124df7d,Exchange - RTB - Topon,36698.8,0.85,20.92
68799f38babc2000110fe539,Duolingo,48704.33,6391345e690bb000176c1058,Exchange - RTB - Kidoz,1816.19,0.04,20.47
69834b2ea3ac73e99b7077db,Teamsnap,3624.49,615ff7aacf8ca30017d834ea,Exchange - RTB - Bluesea,23696.81,0.55,19.88
59bbfb5389df7b9d3b000840,Trebel Music,2463.24,61e94b2bc6dbdc0017ea3870,Exchange - RTB - Ignite,34765.52,0.8,19.82
59bbfb5389df7b9d3b000840,Trebel Music,2463.24,65660afecebd4a0011dcc2ac,Exchange - RTB - Start.io,34683.05,0.8,19.77
65532f6b6cdf5900118d1f51,STORYMATRIX PTE LTD,11552.84,62451df8df1c7b0011064d0d,Exchange - RTB - DoMob,7296.24,0.17,19.51
69834b2ea3ac73e99b7077db,Teamsnap,3624.49,5f9b336ea3b86126bbdb3aa1,Exchange - RTB - Aarki,22706.85,0.53,19.05
69834b2ea3ac73e99b7077db,Teamsnap,3624.49,60770b778d0e4a0015f20ea9,Exchange - RTB - Smadex,22189.77,0.51,18.61
59bbfb5389df7b9d3b000840,Trebel Music,2463.24,65b7e5c3d5f847001169024b,Exchange - RTB - Kwai,32536.79,0.75,18.55
68799f38babc2000110fe539,Duolingo,48704.33,5f3dc36a8421a5001528b784,Exchange - RTB - Pubmatic,1644.84,0.04,18.54
65532f6b6cdf5900118d1f51,STORYMATRIX PTE LTD,11552.84,671bd87469f356001105653b,Exchange - RTB - Tradplus,6894.7,0.16,18.44
579643ec6c081adf5c00004c,Microsoft Casual Games,34754.68,6168e52a9008de00174bc182,Exchange - RTB - Flatads,2267.47,0.05,18.24
68799f38babc2000110fe539,Duolingo,48704.33,5fdbcb6754719a0015122725,Exchange - RTB - Lifestreet,1568.44,0.04,17.68
5dcc0df6a4305a00173b9cf8,WeWard,2579.59,5fd73c61617f68000fb6584f,Exchange - RTB - Kayzen,29248.29,0.68,17.46
