domain,rtb_account_id,country,network_spend_7d,network_daily_spend,route_key
polymarket.us,5bc0e10e25c7d7796ebe8fc0,US,10947.506767000048,1563.9295,"('polymarket.us', '5bc0e10e25c7d7796ebe8fc0', 'US')"
google.com,5bc0e10e25c7d7796ebe8fc0,US,10941.410481999988,1563.0586,"('google.com', '5bc0e10e25c7d7796ebe8fc0', 'US')"
myntra.com,645a4ac71263430014fc0a33,IN,10900.360638395126,1557.1944,"('myntra.com', '645a4ac71263430014fc0a33', 'IN')"
booking.com,5f6413c9612b1a0015099993,DE,10879.090175796751,1554.1557,"('booking.com', '5f6413c9612b1a0015099993', 'DE')"
tiktok.com,5bc0e10e25c7d7796ebe8fc0,DE,10873.085356000001,1553.2979,"('tiktok.com', '5bc0e10e25c7d7796ebe8fc0', 'DE')"
grand.gs,5f6413c9612b1a0015099993,AU,10859.804036414476,1551.4006,"('grand.gs', '5f6413c9612b1a0015099993', 'AU')"
betvictor.com,5f6413c9612b1a0015099993,GB,10836.942275507305,1548.1346,"('betvictor.com', '5f6413c9612b1a0015099993', 'GB')"
nestleusa.com,66e46b7a0f05bd0011e180e6,US,10793.25852420103,1541.8941,"('nestleusa.com', '66e46b7a0f05bd0011e180e6', 'US')"
ya.ru,60bdc983a982ad0017edb6f7,RU,10786.13117938098,1540.8759,"('ya.ru', '60bdc983a982ad0017edb6f7', 'RU')"
amazon.fr,66cde67e3db5f70011e66c74,FR,10773.95265,1539.1361,"('amazon.fr', '66cde67e3db5f70011e66c74', 'FR')"
temu.com,618a29d9ef3f360017e9acca,JP,10724.170102859103,1532.0243,"('temu.com', '618a29d9ef3f360017e9acca', 'JP')"
sportzino.com,5f6413c9612b1a0015099993,US,10655.823107826795,1522.2604,"('sportzino.com', '5f6413c9612b1a0015099993', 'US')"
ivymobile.com,5f6413c9612b1a0015099993,US,10632.623100117793,1518.9462,"('ivymobile.com', '5f6413c9612b1a0015099993', 'US')"
temu.com,5f6413c9612b1a0015099993,CZ,10606.772901482422,1515.2533,"('temu.com', '5f6413c9612b1a0015099993', 'CZ')"
pg.com,66e46b7a0f05bd0011e180e6,US,10576.28838232106,1510.8983,"('pg.com', '66e46b7a0f05bd0011e180e6', 'US')"
getyourguide.com,645a4ac71263430014fc0a33,GB,10524.562522340315,1503.5089,"('getyourguide.com', '645a4ac71263430014fc0a33', 'GB')"
acebet.com,5f6413c9612b1a0015099993,US,10514.74327219139,1502.1062,"('acebet.com', '5f6413c9612b1a0015099993', 'US')"
shopee.com,60bdc983a982ad0017edb6f7,BR,10496.404069414964,1499.4863,"('shopee.com', '60bdc983a982ad0017edb6f7', 'BR')"
6746437378,5bc0e10e25c7d7796ebe8fc0,US,10407.890739000006,1486.8415,"('6746437378', '5bc0e10e25c7d7796ebe8fc0', 'US')"
shopee.com.br,5e56893e6c71d40018de3ad1,BR,10403.15562863591,1486.1651,"('shopee.com.br', '5e56893e6c71d40018de3ad1', 'BR')"
majority.com,5f6413c9612b1a0015099993,US,10400.521214210265,1485.7887,"('majority.com', '5f6413c9612b1a0015099993', 'US')"
esim.holafly.com,5f6413c9612b1a0015099993,US,10341.788032430119,1477.3983,"('esim.holafly.com', '5f6413c9612b1a0015099993', 'US')"
temu.com,67055dc40f05bd0011e279ae,PA,10298.08165561499,1471.1545,"('temu.com', '67055dc40f05bd0011e279ae', 'PA')"
com.wb.hotd.socialstrategy,5f9b336ea3b86126bbdb3aa1,US,10262.155903801615,1466.0223,"('com.wb.hotd.socialstrategy', '5f9b336ea3b86126bbdb3aa1', 'US')"
pari-apk.ru,5f6413c9612b1a0015099993,RU,10240.243013414285,1462.8919,"('pari-apk.ru', '5f6413c9612b1a0015099993', 'RU')"
nexon.net,5fbc06efdcdfdb0015dda411,KR,10207.390650599957,1458.1987,"('nexon.net', '5fbc06efdcdfdb0015dda411', 'KR')"
funstage.com,5f6413c9612b1a0015099993,DE,10182.905914969371,1454.7008,"('funstage.com', '5f6413c9612b1a0015099993', 'DE')"
booking.com,5f6413c9612b1a0015099993,FR,10163.047449577622,1451.8639,"('booking.com', '5f6413c9612b1a0015099993', 'FR')"
whoop.com,66e46b7a0f05bd0011e180e6,US,10161.071315853009,1451.5816,"('whoop.com', '66e46b7a0f05bd0011e180e6', 'US')"
temu.com,5f6413c9612b1a0015099993,AE,10079.382013302533,1439.9117,"('temu.com', '5f6413c9612b1a0015099993', 'AE')"
snoggle.app,5f6413c9612b1a0015099993,DE,10061.160717681612,1437.3087,"('snoggle.app', '5f6413c9612b1a0015099993', 'DE')"
grand.gs,5f6413c9612b1a0015099993,SA,10013.306737796569,1430.4724,"('grand.gs', '5f6413c9612b1a0015099993', 'SA')"
snap.com,5f6413c9612b1a0015099993,NI,9966.27966897038,1423.7542,"('snap.com', '5f6413c9612b1a0015099993', 'NI')"
amazon.com.br,66cde67e3db5f70011e66c74,BR,9918.529079999986,1416.9327,"('amazon.com.br', '66cde67e3db5f70011e66c74', 'BR')"
99f222.com,5f6413c9612b1a0015099993,BD,9841.55445333236,1405.9364,"('99f222.com', '5f6413c9612b1a0015099993', 'BD')"
grammarly.com,5f6413c9612b1a0015099993,US,9804.396340539879,1400.628,"('grammarly.com', '5f6413c9612b1a0015099993', 'US')"
booking.com,5f6413c9612b1a0015099993,PL,9785.797029839112,1397.971,"('booking.com', '5f6413c9612b1a0015099993', 'PL')"
kwai.com,60bdc983a982ad0017edb6f7,BR,9772.482205694,1396.0689,"('kwai.com', '60bdc983a982ad0017edb6f7', 'BR')"
amazon.com,65660afecebd4a0011dcc2ac,US,9770.74217425333,1395.8203,"('amazon.com', '65660afecebd4a0011dcc2ac', 'US')"
candywriter.com,5f6413c9612b1a0015099993,US,9767.513675684513,1395.3591,"('candywriter.com', '5f6413c9612b1a0015099993', 'US')"
clove.jp,61936e419aca75001740e38a,JP,9660.405625857056,1380.0579,"('clove.jp', '61936e419aca75001740e38a', 'JP')"
magazineluiza.com.br,645a4ac71263430014fc0a33,BR,9651.43132574493,1378.7759,"('magazineluiza.com.br', '645a4ac71263430014fc0a33', 'BR')"
4861166.com,5f6413c9612b1a0015099993,PK,9644.67141246891,1377.8102,"('4861166.com', '5f6413c9612b1a0015099993', 'PK')"
shopee.sg,5f6413c9612b1a0015099993,BR,9630.874958108549,1375.8393,"('shopee.sg', '5f6413c9612b1a0015099993', 'BR')"
caliente.mx,5f6413c9612b1a0015099993,MX,9624.327693385258,1374.904,"('caliente.mx', '5f6413c9612b1a0015099993', 'MX')"
goodroid.co.jp,60bdc983a982ad0017edb6f7,US,9620.530585345037,1374.3615,"('goodroid.co.jp', '60bdc983a982ad0017edb6f7', 'US')"
com.playmate.playzone,5e89fcef428f870016d9e994,PH,9599.119513379977,1371.3028,"('com.playmate.playzone', '5e89fcef428f870016d9e994', 'PH')"
onelink.shein.com,5e56893e6c71d40018de3ad1,SA,9537.003356304009,1362.4291,"('onelink.shein.com', '5e56893e6c71d40018de3ad1', 'SA')"
tango.me,5f6413c9612b1a0015099993,US,9529.591563074799,1361.3702,"('tango.me', '5f6413c9612b1a0015099993', 'US')"
bestplay.app,5f6413c9612b1a0015099993,US,9525.868954505451,1360.8384,"('bestplay.app', '5f6413c9612b1a0015099993', 'US')"
lbhit939.top,61e94b2bc6dbdc0017ea3870,RU,9520.29238618644,1360.0418,"('lbhit939.top', '61e94b2bc6dbdc0017ea3870', 'RU')"
momox.biz,649482d5cec8d700113d2881,DE,9508.148174862985,1358.3069,"('momox.biz', '649482d5cec8d700113d2881', 'DE')"
amazon.co.jp,66cde67e3db5f70011e66c74,JP,9503.638299999997,1357.6626,"('amazon.co.jp', '66cde67e3db5f70011e66c74', 'JP')"
grand.gs,5f6413c9612b1a0015099993,IN,9485.9731804705,1355.139,"('grand.gs', '5f6413c9612b1a0015099993', 'IN')"
com.neoparty,5f6413c9612b1a0015099993,ID,9483.783429014475,1354.8262,"('com.neoparty', '5f6413c9612b1a0015099993', 'ID')"
supercell.com,5f6413c9612b1a0015099993,US,9483.106910674142,1354.7296,"('supercell.com', '5f6413c9612b1a0015099993', 'US')"
z28.breghd.com,5caf77f1e04ca66a2d4bcd7c,TH,9456.125224920012,1350.875,"('z28.breghd.com', '5caf77f1e04ca66a2d4bcd7c', 'TH')"
brani888.com,5e89fcef428f870016d9e994,ID,9448.189785110024,1349.7414,"('brani888.com', '5e89fcef428f870016d9e994', 'ID')"
shopee.co.id,61dba28ceabd16001728ae11,ID,9439.28494470005,1348.4693,"('shopee.co.id', '61dba28ceabd16001728ae11', 'ID')"
playrix.com,60c86e9b217f2400175cfe6b,US,9435.016565000014,1347.8595,"('playrix.com', '60c86e9b217f2400175cfe6b', 'US')"
joinautopilot.com,5f6413c9612b1a0015099993,US,9431.242569985287,1347.3204,"('joinautopilot.com', '5f6413c9612b1a0015099993', 'US')"
nianticlabs.com,5f6413c9612b1a0015099993,GB,9411.754295147834,1344.5363,"('nianticlabs.com', '5f6413c9612b1a0015099993', 'GB')"
sporty.bet,5f6413c9612b1a0015099993,NG,9384.303089126633,1340.6147,"('sporty.bet', '5f6413c9612b1a0015099993', 'NG')"
loomgames.com,5f6413c9612b1a0015099993,GB,9379.507270351063,1339.9296,"('loomgames.com', '5f6413c9612b1a0015099993', 'GB')"
snap.com,5f6413c9612b1a0015099993,HN,9364.104808695674,1337.7293,"('snap.com', '5f6413c9612b1a0015099993', 'HN')"
666d.life,5f6413c9612b1a0015099993,PK,9308.304682389178,1329.7578,"('666d.life', '5f6413c9612b1a0015099993', 'PK')"
temu.com,67055dc40f05bd0011e279ae,QA,9299.980159333621,1328.5686,"('temu.com', '67055dc40f05bd0011e279ae', 'QA')"
amazon.com,663a7cb734e4cf00117c9299,US,9299.63152599999,1328.5188,"('amazon.com', '663a7cb734e4cf00117c9299', 'US')"
draftkings.com,5f6413c9612b1a0015099993,CA,9293.786179612918,1327.6837,"('draftkings.com', '5f6413c9612b1a0015099993', 'CA')"
otto.de,60c9b375fb988e0017d6e500,DE,9247.894793999974,1321.1278,"('otto.de', '60c9b375fb988e0017d6e500', 'DE')"
income.reward.play.games.fun.free.money.earn.real.lucky.play.com,5e56893e6c71d40018de3ad1,US,9241.783725299867,1320.2548,"('income.reward.play.games.fun.free.money.earn.real.lucky.play.com', '5e56893e6c71d40018de3ad1', 'US')"
redfin.com,5f6413c9612b1a0015099993,US,9220.659331855637,1317.237,"('redfin.com', '5f6413c9612b1a0015099993', 'US')"
pandasofcaribbean.com,5f6413c9612b1a0015099993,US,9218.314163594583,1316.902,"('pandasofcaribbean.com', '5f6413c9612b1a0015099993', 'US')"
f111bd.com,5f6413c9612b1a0015099993,BD,9216.218022028013,1316.6026,"('f111bd.com', '5f6413c9612b1a0015099993', 'BD')"
r05prvs.com,65b7e5c3d5f847001169024b,BR,9209.947520196976,1315.7068,"('r05prvs.com', '65b7e5c3d5f847001169024b', 'BR')"
king.com,5f6413c9612b1a0015099993,IN,9196.05461993484,1313.7221,"('king.com', '5f6413c9612b1a0015099993', 'IN')"
temu.com,67055dc40f05bd0011e279ae,NL,9170.280068732898,1310.04,"('temu.com', '67055dc40f05bd0011e279ae', 'NL')"
mirdomovyat.ru,5f6413c9612b1a0015099993,RU,9163.59412997806,1309.0849,"('mirdomovyat.ru', '5f6413c9612b1a0015099993', 'RU')"
fattha.com,5f6413c9612b1a0015099993,KH,9153.736890682314,1307.6767,"('fattha.com', '5f6413c9612b1a0015099993', 'KH')"
shopee.ph,645a4ac71263430014fc0a33,PH,9145.777100473873,1306.5396,"('shopee.ph', '645a4ac71263430014fc0a33', 'PH')"
higgsgame.com,61936e419aca75001740e38a,ID,9115.717753499008,1302.2454,"('higgsgame.com', '61936e419aca75001740e38a', 'ID')"
brani888.com,63d743303639240014ba0dd0,ID,9109.593472689969,1301.3705,"('brani888.com', '63d743303639240014ba0dd0', 'ID')"
temu.com,67055dc40f05bd0011e279ae,KZ,9085.781781120975,1297.9688,"('temu.com', '67055dc40f05bd0011e279ae', 'KZ')"
shopee.com,60bdc983a982ad0017edb6f7,VN,9084.61325949102,1297.8019,"('shopee.com', '60bdc983a982ad0017edb6f7', 'VN')"
unibet.co.uk,5f6413c9612b1a0015099993,GB,9070.073091171482,1295.7247,"('unibet.co.uk', '5f6413c9612b1a0015099993', 'GB')"
apple.com,602442ef9f0893001526406b,CA,9051.288171548027,1293.0412,"('apple.com', '602442ef9f0893001526406b', 'CA')"
mattel163.com,5f6413c9612b1a0015099993,US,9020.51925202137,1288.6456,"('mattel163.com', '5f6413c9612b1a0015099993', 'US')"
zomato.com,5f6413c9612b1a0015099993,IN,9013.774390784007,1287.6821,"('zomato.com', '5f6413c9612b1a0015099993', 'IN')"
king.com,5f6413c9612b1a0015099993,NL,9007.017541729107,1286.7168,"('king.com', '5f6413c9612b1a0015099993', 'NL')"
temu.com,618a29d9ef3f360017e9acca,NG,8993.04782048042,1284.7211,"('temu.com', '618a29d9ef3f360017e9acca', 'NG')"
admiralcasino.co.uk,5f6413c9612b1a0015099993,GB,8990.198168300061,1284.314,"('admiralcasino.co.uk', '5f6413c9612b1a0015099993', 'GB')"
hollandandbarrett.com,645a4ac71263430014fc0a33,GB,8984.882977592022,1283.5547,"('hollandandbarrett.com', '645a4ac71263430014fc0a33', 'GB')"
jy39ff3i7.com,65b7e5c3d5f847001169024b,ID,8955.694516032701,1279.3849,"('jy39ff3i7.com', '65b7e5c3d5f847001169024b', 'ID')"
superlive.chat,5f6413c9612b1a0015099993,US,8954.036575881997,1279.1481,"('superlive.chat', '5f6413c9612b1a0015099993', 'US')"
vip.oiytrexz.hair,5f6413c9612b1a0015099993,IN,8952.639010432056,1278.9484,"('vip.oiytrexz.hair', '5f6413c9612b1a0015099993', 'IN')"
seagamefun.com,5f6413c9612b1a0015099993,TH,8939.78725799013,1277.1125,"('seagamefun.com', '5f6413c9612b1a0015099993', 'TH')"
apple.com,602442ef9f0893001526406b,KR,8931.897147575068,1275.9853,"('apple.com', '602442ef9f0893001526406b', 'KR')"
baitoru.com,645a4ac71263430014fc0a33,JP,8921.41560711543,1274.4879,"('baitoru.com', '645a4ac71263430014fc0a33', 'JP')"
y8w8.x9j8b3u.com,5caf77f1e04ca66a2d4bcd7c,BR,8915.024687800053,1273.575,"('y8w8.x9j8b3u.com', '5caf77f1e04ca66a2d4bcd7c', 'BR')"
candycrushsaga.com,5e150c8b5fd7df7b642140df,US,8877.734569236982,1268.2478,"('candycrushsaga.com', '5e150c8b5fd7df7b642140df', 'US')"
apple.com,602442ef9f0893001526406b,AU,8872.187022683018,1267.4553,"('apple.com', '602442ef9f0893001526406b', 'AU')"
luckios.com,5f6413c9612b1a0015099993,US,8844.701701472852,1263.5288,"('luckios.com', '5f6413c9612b1a0015099993', 'US')"
revolut.com,5f6413c9612b1a0015099993,NO,8839.6664684178,1262.8095,"('revolut.com', '5f6413c9612b1a0015099993', 'NO')"
king.com,5fbc06efdcdfdb0015dda411,GB,8834.444627099965,1262.0635,"('king.com', '5fbc06efdcdfdb0015dda411', 'GB')"
amazon.com,62451df8df1c7b0011064d0d,US,8834.053249615583,1262.0076,"('amazon.com', '62451df8df1c7b0011064d0d', 'US')"
casino.draftkings.com,602442ef9f0893001526406b,US,8822.809490565014,1260.4014,"('casino.draftkings.com', '602442ef9f0893001526406b', 'US')"
tiktok.com,5f6413c9612b1a0015099993,KR,8756.22777891078,1250.8897,"('tiktok.com', '5f6413c9612b1a0015099993', 'KR')"
samsung.com,67f579a965660600111030c2,US,8738.765629999947,1248.3951,"('samsung.com', '67f579a965660600111030c2', 'US')"
getyourguide.com,645a4ac71263430014fc0a33,IT,8737.336306360849,1248.1909,"('getyourguide.com', '645a4ac71263430014fc0a33', 'IT')"
topgamesinc.com,5bc0e10e25c7d7796ebe8fc0,US,8734.682870000002,1247.8118,"('topgamesinc.com', '5bc0e10e25c7d7796ebe8fc0', 'US')"
happymeal.com,6391345e690bb000176c1058,US,8726.096776369981,1246.5853,"('happymeal.com', '6391345e690bb000176c1058', 'US')"
justplayapps.com,5bc0e10e25c7d7796ebe8fc0,US,8711.38033499998,1244.4829,"('justplayapps.com', '5bc0e10e25c7d7796ebe8fc0', 'US')"
courtyard.io,5f6413c9612b1a0015099993,AU,8693.806973819137,1241.9724,"('courtyard.io', '5f6413c9612b1a0015099993', 'AU')"
betway.com,5f6413c9612b1a0015099993,GB,8683.965884364843,1240.5666,"('betway.com', '5f6413c9612b1a0015099993', 'GB')"
lessmore.games,5bc0e10e25c7d7796ebe8fc0,US,8663.05346700002,1237.5791,"('lessmore.games', '5bc0e10e25c7d7796ebe8fc0', 'US')"
lovoo.com,5f6413c9612b1a0015099993,DE,8636.82969170198,1233.8328,"('lovoo.com', '5f6413c9612b1a0015099993', 'DE')"
temu.com,5fffe796e4fa2100156e364a,ZA,8611.108500188826,1230.1584,"('temu.com', '5fffe796e4fa2100156e364a', 'ZA')"
yandex.ru,63924801f7a526001bc728e2,RU,8567.4908844555,1223.9273,"('yandex.ru', '63924801f7a526001bc728e2', 'RU')"
esim.holafly.com,5f6413c9612b1a0015099993,AU,8563.721526411271,1223.3888,"('esim.holafly.com', '5f6413c9612b1a0015099993', 'AU')"
facebook.com,5f6413c9612b1a0015099993,IN,8554.043947724336,1222.0063,"('facebook.com', '5f6413c9612b1a0015099993', 'IN')"
activision.com,5f6413c9612b1a0015099993,MX,8551.971780973148,1221.7103,"('activision.com', '5f6413c9612b1a0015099993', 'MX')"
global.e.mi.com,63217c5d436480001cd32ae4,ES,8539.928236518339,1219.9897,"('global.e.mi.com', '63217c5d436480001cd32ae4', 'ES')"
baseballhits.com,5f6413c9612b1a0015099993,US,8520.980661881451,1217.283,"('baseballhits.com', '5f6413c9612b1a0015099993', 'US')"
oakevergames.com,5f6413c9612b1a0015099993,JP,8495.223570024427,1213.6034,"('oakevergames.com', '5f6413c9612b1a0015099993', 'JP')"
okex.com,5f6413c9612b1a0015099993,CN,8481.466530106545,1211.6381,"('okex.com', '5f6413c9612b1a0015099993', 'CN')"
archpin.co.kr,5caf77f1e04ca66a2d4bcd7c,KR,8462.130068670007,1208.8757,"('archpin.co.kr', '5caf77f1e04ca66a2d4bcd7c', 'KR')"
revolut.com,5f6413c9612b1a0015099993,GR,8450.349321996608,1207.1928,"('revolut.com', '5f6413c9612b1a0015099993', 'GR')"
draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,8443.000388000002,1206.1429,"('draftkings.com', '5bc0e10e25c7d7796ebe8fc0', 'US')"
stargames.de,5f6413c9612b1a0015099993,DE,8428.605188242622,1204.0865,"('stargames.de', '5f6413c9612b1a0015099993', 'DE')"
shopee.com,5f6413c9612b1a0015099993,TH,8425.528669021136,1203.647,"('shopee.com', '5f6413c9612b1a0015099993', 'TH')"
amazon.com,66cde67e3db5f70011e66c74,IN,8404.385809999972,1200.6265,"('amazon.com', '66cde67e3db5f70011e66c74', 'IN')"
grand.gs,5f6413c9612b1a0015099993,TR,8347.03704050009,1192.4339,"('grand.gs', '5f6413c9612b1a0015099993', 'TR')"
rakuten.co.jp,645a4ac71263430014fc0a33,JP,8346.191081689183,1192.313,"('rakuten.co.jp', '645a4ac71263430014fc0a33', 'JP')"
scopely.com,5f6413c9612b1a0015099993,FR,8339.589449913849,1191.3699,"('scopely.com', '5f6413c9612b1a0015099993', 'FR')"
lilo.mf-stat.online,5fd73c61617f68000fb6584f,US,8338.008589509906,1191.1441,"('lilo.mf-stat.online', '5fd73c61617f68000fb6584f', 'US')"
centurygame.com,5bc0e10e25c7d7796ebe8fc0,KR,8328.943103000016,1189.849,"('centurygame.com', '5bc0e10e25c7d7796ebe8fc0', 'KR')"
serasaexperian.com.br,561e8d936b8d90f61a000d2f,BR,8322.67472924371,1188.9535,"('serasaexperian.com.br', '561e8d936b8d90f61a000d2f', 'BR')"
id.higgsroyaldream.com,5f6413c9612b1a0015099993,ID,8311.195211517155,1187.3136,"('id.higgsroyaldream.com', '5f6413c9612b1a0015099993', 'ID')"
grand.gs,5f6413c9612b1a0015099993,SE,8306.320820717434,1186.6173,"('grand.gs', '5f6413c9612b1a0015099993', 'SE')"
4399.com,5f6413c9612b1a0015099993,JP,8295.06421560204,1185.0092,"('4399.com', '5f6413c9612b1a0015099993', 'JP')"
king.com,5f6413c9612b1a0015099993,SE,8292.52817113841,1184.6469,"('king.com', '5f6413c9612b1a0015099993', 'SE')"
casino.betway.com,5f6413c9612b1a0015099993,CA,8210.95471021751,1172.9935,"('casino.betway.com', '5f6413c9612b1a0015099993', 'CA')"
mintegral.com,60bdc983a982ad0017edb6f7,US,8189.645799027022,1169.9494,"('mintegral.com', '60bdc983a982ad0017edb6f7', 'US')"
didi.com,5f6413c9612b1a0015099993,HK,8160.117872119565,1165.7311,"('didi.com', '5f6413c9612b1a0015099993', 'HK')"
esim.holafly.com,5f6413c9612b1a0015099993,DE,8152.059022147,1164.5799,"('esim.holafly.com', '5f6413c9612b1a0015099993', 'DE')"
temu.com,67055dc40f05bd0011e279ae,UY,8147.275391024494,1163.8965,"('temu.com', '67055dc40f05bd0011e279ae', 'UY')"
temu.com,65660afecebd4a0011dcc2ac,GB,8143.03857053153,1163.2912,"('temu.com', '65660afecebd4a0011dcc2ac', 'GB')"
com.mico,5f6413c9612b1a0015099993,RU,8115.619209299364,1159.3742,"('com.mico', '5f6413c9612b1a0015099993', 'RU')"
temu.com,5f6413c9612b1a0015099993,PT,8050.333262272938,1150.0476,"('temu.com', '5f6413c9612b1a0015099993', 'PT')"
11029984.com,5f6413c9612b1a0015099993,BD,8045.864497754697,1149.4092,"('11029984.com', '5f6413c9612b1a0015099993', 'BD')"
temu.com,618a29d9ef3f360017e9acca,AE,8038.242278201094,1148.3203,"('temu.com', '618a29d9ef3f360017e9acca', 'AE')"
opera.com,5f6413c9612b1a0015099993,NG,8034.346315789927,1147.7638,"('opera.com', '5f6413c9612b1a0015099993', 'NG')"
getyourguide.com,645a4ac71263430014fc0a33,DE,8030.562749835666,1147.2232,"('getyourguide.com', '645a4ac71263430014fc0a33', 'DE')"
king.com,5f6413c9612b1a0015099993,DK,8019.518692723983,1145.6455,"('king.com', '5f6413c9612b1a0015099993', 'DK')"
nianticlabs.com,5f6413c9612b1a0015099993,NL,8007.5361476331655,1143.9337,"('nianticlabs.com', '5f6413c9612b1a0015099993', 'NL')"
playsimple.in,5f6413c9612b1a0015099993,US,8003.433029528002,1143.3476,"('playsimple.in', '5f6413c9612b1a0015099993', 'US')"
aliexpress.com,5e89fcef428f870016d9e994,IT,7978.625766499974,1139.8037,"('aliexpress.com', '5e89fcef428f870016d9e994', 'IT')"
vx6lno91huq88.com,5caf77f1e04ca66a2d4bcd7c,BR,7961.648415629987,1137.3783,"('vx6lno91huq88.com', '5caf77f1e04ca66a2d4bcd7c', 'BR')"
exmox.com,5f6413c9612b1a0015099993,GB,7958.691049356517,1136.9559,"('exmox.com', '5f6413c9612b1a0015099993', 'GB')"
hungrystudio.com,5bc0e10e25c7d7796ebe8fc0,JP,7938.997787000024,1134.1425,"('hungrystudio.com', '5bc0e10e25c7d7796ebe8fc0', 'JP')"
seamoney.com,645a4ac71263430014fc0a33,ID,7923.192439123401,1131.8846,"('seamoney.com', '645a4ac71263430014fc0a33', 'ID')"
shopee.com.br,65b7e5c3d5f847001169024b,BR,7891.938219964989,1127.4197,"('shopee.com.br', '65b7e5c3d5f847001169024b', 'BR')"
onmgsim3f.com,5caf77f1e04ca66a2d4bcd7c,BR,7885.294281730015,1126.4706,"('onmgsim3f.com', '5caf77f1e04ca66a2d4bcd7c', 'BR')"
fonbet.kz,5f6413c9612b1a0015099993,KZ,7808.739161938871,1115.5342,"('fonbet.kz', '5f6413c9612b1a0015099993', 'KZ')"
g5e.com,5f6413c9612b1a0015099993,US,7805.089713821557,1115.0128,"('g5e.com', '5f6413c9612b1a0015099993', 'US')"
com.kiwifun,5f6413c9612b1a0015099993,US,7802.671244480796,1114.6673,"('com.kiwifun', '5f6413c9612b1a0015099993', 'US')"
pulsegames.org,5f6413c9612b1a0015099993,US,7802.657269915747,1114.6653,"('pulsegames.org', '5f6413c9612b1a0015099993', 'US')"
activision.com,5bc0e10e25c7d7796ebe8fc0,MX,7800.373877999974,1114.3391,"('activision.com', '5bc0e10e25c7d7796ebe8fc0', 'MX')"
mf.cola,5f6413c9612b1a0015099993,GB,7739.129230379851,1105.5899,"('mf.cola', '5f6413c9612b1a0015099993', 'GB')"
aliexpress.com,5e89fcef428f870016d9e994,KR,7721.939654109986,1103.1342,"('aliexpress.com', '5e89fcef428f870016d9e994', 'KR')"
cyphergames.com,60bdc983a982ad0017edb6f7,US,7715.430999905,1102.2044,"('cyphergames.com', '60bdc983a982ad0017edb6f7', 'US')"
aliexpress.com,5e89fcef428f870016d9e994,BR,7688.915986630011,1098.4166,"('aliexpress.com', '5e89fcef428f870016d9e994', 'BR')"
baba-entertainment.com,5f6413c9612b1a0015099993,US,7688.36343207348,1098.3376,"('baba-entertainment.com', '5f6413c9612b1a0015099993', 'US')"
revolut.com,60770b778d0e4a0015f20ea9,ES,7685.289527450007,1097.8985,"('revolut.com', '60770b778d0e4a0015f20ea9', 'ES')"
tiktok.com,5f6413c9612b1a0015099993,SA,7681.150506029984,1097.3072,"('tiktok.com', '5f6413c9612b1a0015099993', 'SA')"
nianticlabs.com,5f6413c9612b1a0015099993,DE,7673.267183448326,1096.181,"('nianticlabs.com', '5f6413c9612b1a0015099993', 'DE')"
victoryapp0.top,5f6413c9612b1a0015099993,PK,7659.034479256279,1094.1478,"('victoryapp0.top', '5f6413c9612b1a0015099993', 'PK')"
temu.com,67055dc40f05bd0011e279ae,PL,7626.003716321814,1089.4291,"('temu.com', '67055dc40f05bd0011e279ae', 'PL')"
revolut.com,60770b778d0e4a0015f20ea9,FR,7614.195880410034,1087.7423,"('revolut.com', '60770b778d0e4a0015f20ea9', 'FR')"
shopee.com,631c290e3f7bdc001bdfb779,TH,7600.506383664401,1085.7866,"('shopee.com', '631c290e3f7bdc001bdfb779', 'TH')"
melbet.com,5f6413c9612b1a0015099993,SY,7582.164814640922,1083.1664,"('melbet.com', '5f6413c9612b1a0015099993', 'SY')"
webtoons.com,5bc0e10e25c7d7796ebe8fc0,US,7554.164734000018,1079.1664,"('webtoons.com', '5bc0e10e25c7d7796ebe8fc0', 'US')"
creditkarma.com,685d0956892f9d0011d79cb7,US,7552.421790959961,1078.9174,"('creditkarma.com', '685d0956892f9d0011d79cb7', 'US')"
vk21ii2.com,65b7e5c3d5f847001169024b,BR,7545.734288832195,1077.962,"('vk21ii2.com', '65b7e5c3d5f847001169024b', 'BR')"
instagram.com,602442ef9f0893001526406b,US,7540.148005002977,1077.164,"('instagram.com', '602442ef9f0893001526406b', 'US')"
moonactive.com,5bc0e10e25c7d7796ebe8fc0,US,7531.605624000004,1075.9437,"('moonactive.com', '5bc0e10e25c7d7796ebe8fc0', 'US')"
serasa.com,5f6413c9612b1a0015099993,BR,7521.753633690307,1074.5362,"('serasa.com', '5f6413c9612b1a0015099993', 'BR')"
evgo.com,5f6413c9612b1a0015099993,US,7484.959313248968,1069.2799,"('evgo.com', '5f6413c9612b1a0015099993', 'US')"
esim.holafly.com,5f6413c9612b1a0015099993,IT,7480.445220180256,1068.635,"('esim.holafly.com', '5f6413c9612b1a0015099993', 'IT')"
yesplay.bet,5f6413c9612b1a0015099993,ZA,7465.705353940364,1066.5293,"('yesplay.bet', '5f6413c9612b1a0015099993', 'ZA')"
dreamgames.com,5f6413c9612b1a0015099993,FR,7455.5883115567085,1065.084,"('dreamgames.com', '5f6413c9612b1a0015099993', 'FR')"
xm.com,5f6413c9612b1a0015099993,TR,7446.626207297423,1063.8037,"('xm.com', '5f6413c9612b1a0015099993', 'TR')"
