rtb_connection_id,rtb_connection_name,rtb_account_id,rtb_account_name,connection_daily_spend,supported_platforms,allow_platform_ios,allow_platform_android,list_type,allowed_app_id,allowed_app_name,allowed_platform,allowed_market_id,allowed_daily_spend,missed_app_id,missed_app_name,missed_platform,missed_market_id,missed_daily_spend,publisher_account_id,publisher_account_name,sibling_match_score,gap_type
618a2a7eacd257d58a04fb44,RTB - Bidease Video,618a29d9ef3f360017e9acca,Exchange - RTB - Bidease,98951.95,"ios,android,amazon",True,True,deny,61cd2de7287dfd45dab1b3ab,Kika Keyboard,android,kika.emoji.keyboard.teclados.clavier,15.76,616fdaffcabb2d6161396a3d,"Kika Keyboard for iPhone, iPad",ios,1035199024.0,42.21,61653a78f9df5d00173c17ba,KikaTech,0.7429,deny_list_blocked_sibling
618a2a7eacd257d58a04fb44,RTB - Bidease Video,618a29d9ef3f360017e9acca,Exchange - RTB - Bidease,98951.95,"ios,android,amazon",True,True,deny,5f84221d453b78dee3fdd04d,Jewel Legacy,ios,1523248236.0,0.72,5f8422c238e81b37a251e026,Jewel Legacy_AOS,android,com.enp.jewel3.google,22.27,5a45b695794900452500d88b,ENP Games_2019,0.8571,deny_list_blocked_sibling
618a2a7eacd257d58a04fb44,RTB - Bidease Video,618a29d9ef3f360017e9acca,Exchange - RTB - Bidease,98951.95,"ios,android,amazon",True,True,deny,5ba4cdd7384ddd0010f42bef,Bee Factory iOS,ios,1411267916.0,48.63,5bb76ac088fafb001647e5a0,Bee Factory Android,android,com.gpp.beefactory,20.33,5ab5070d69e58f7fca39bfe6,Green Panda Games,1.0,deny_list_blocked_sibling
618a2a7eacd257d58a04fb44,RTB - Bidease Video,618a29d9ef3f360017e9acca,Exchange - RTB - Bidease,98951.95,"ios,android,amazon",True,True,deny,62a6ac4b9b68384dd75eb82a,Sleep Sounds,android,relax.sleep.relaxation.sleepingsounds,97.81,67bd33e04a068ff910e3ec0e,Sleep Sounds IOS,ios,1577010193.0,18.77,62a6ab84bc8bad001b009e52,Spirit Craftsman,1.0,deny_list_blocked_sibling
618a2a7eacd257d58a04fb44,RTB - Bidease Video,618a29d9ef3f360017e9acca,Exchange - RTB - Bidease,98951.95,"ios,android,amazon",True,True,deny,66d92c3f5634666900b5c74b,Spider1 iOS,ios,1471077600.0,21.73,66f92eb850a4bcd87e97a567,Spider1 Android,android,com.bigcake.android.spidersolitaire,17.43,5bd009e27e1105796809759b,Big Cake Group Limited,1.0,deny_list_blocked_sibling
618a2a7eacd257d58a04fb44,RTB - Bidease Video,618a29d9ef3f360017e9acca,Exchange - RTB - Bidease,98951.95,"ios,android,amazon",True,True,deny,66c45628b5852a686fdb8616,Themekit Lite,android,com.themekit.lite.widgets.themes,15.99,64215ac987a7879c2499a984,ThemeKit IOS,ios,1602458018.0,14.7,5eda02979e6f0f000f9c4739,KIKA TECH,0.7619,deny_list_blocked_sibling
618a2a7eacd257d58a04fb44,RTB - Bidease Video,618a29d9ef3f360017e9acca,Exchange - RTB - Bidease,98951.95,"ios,android,amazon",True,True,deny,66f14036901d39379d5a89ae,NOW VPN,android,com.now.vpn,0.22,66f8d47550a4bcd87e97a454,Now vpn,ios,1582922615.0,14.16,674ff6ea5ad4d70011742971,world creation technology limited,1.0,deny_list_blocked_sibling
618a2a7eacd257d58a04fb44,RTB - Bidease Video,618a29d9ef3f360017e9acca,Exchange - RTB - Bidease,98951.95,"ios,android,amazon",True,True,deny,557ebde0464efa7a720002f0,Sling Kong Android,android,com.protostar.sling,0.0,557e83e1464efa7a720002c6,Sling Kong iOS,ios,989080135.0,12.06,561e8d966b8d90f61a003850,Protostar,1.0,deny_list_blocked_sibling
618a2a7eacd257d58a04fb44,RTB - Bidease Video,618a29d9ef3f360017e9acca,Exchange - RTB - Bidease,98951.95,"ios,android,amazon",True,True,deny,6863ab1649eda4e9cecb0423,PL-I,ios,923455061.0,19.78,675ae187dcfe15b0fe99e92e,PL-A,android,com.tippingcanoe.pepperpl,11.44,673c7655cbbd66001126c0d9,6 Minutes Media,0.75,deny_list_blocked_sibling
618a2a7eacd257d58a04fb44,RTB - Bidease Video,618a29d9ef3f360017e9acca,Exchange - RTB - Bidease,98951.95,"ios,android,amazon",True,True,deny,57ac92288f9c1a973100002a,Pixel Survival Game 2,android,com.cowbeans.pixelsurvival2,0.0,57cdf73f20d8592b57000015,Pixel Survival Game 2,ios,1151562905.0,9.67,561e8d956b8d90f61a0030fb,cowbeans,1.0,deny_list_blocked_sibling
618a2a7eacd257d58a04fb44,RTB - Bidease Video,618a29d9ef3f360017e9acca,Exchange - RTB - Bidease,98951.95,"ios,android,amazon",True,True,deny,577c29703d54dec97500004a,Taps to Riches - Android,android,com.gamecircus.tycoon,0.0,577c2839a35a2b08690000e7,Taps to Riches - iOS,ios,1069160488.0,9.37,561e8d946b8d90f61a00178c,Game Circus Studios LLC.,1.0,deny_list_blocked_sibling
618a2a7eacd257d58a04fb44,RTB - Bidease Video,618a29d9ef3f360017e9acca,Exchange - RTB - Bidease,98951.95,"ios,android,amazon",True,True,deny,6568bae7bac8a9b2d3df1010,Minesweeper,android,com.hyperlite.minesweeper,0.0,5d01024db0322d0017ffb168,Minesweeper,ios,1450716690.0,8.13,5d0100b2835a3800184d5bc8,Hyperlite Studios Ltd,1.0,deny_list_blocked_sibling
618a2a7eacd257d58a04fb44,RTB - Bidease Video,618a29d9ef3f360017e9acca,Exchange - RTB - Bidease,98951.95,"ios,android,amazon",True,True,deny,66a21d68e33c9a548741ad06,SCREW MATCH,ios,6503636810.0,39.42,66a21d2e251757c475bc68c6,Screw Match,android,com.bestplaygame.screwmatch,7.94,5b4f0f700aa32c4f543a8b82,DragonPlus,1.0,deny_list_blocked_sibling
618a2a7eacd257d58a04fb44,RTB - Bidease Video,618a29d9ef3f360017e9acca,Exchange - RTB - Bidease,98951.95,"ios,android,amazon",True,True,deny,67b6f4e7614e4f5986be32f0,돌굴러가유 - iOS,ios,6547846294.0,1.63,67b6e65a1be9345ad181ac3e,돌굴러가유 - Android,android,com.warmhearts.rocktoyou2,5.39,63c7b6b2f22ae3001457f1fb,"Delight Room Co, Ltd",1.0,deny_list_blocked_sibling
618a2a7eacd257d58a04fb44,RTB - Bidease Video,618a29d9ef3f360017e9acca,Exchange - RTB - Bidease,98951.95,"ios,android,amazon",True,True,deny,612cb3244904b2eed4d24dc7,Plug Head,android,com.ducktrine.plughead,3.39,612cb2e64904b2eed4d24dbd,Plug Head,ios,1562862873.0,4.68,5f311b5ff52f8e001b9ce84e,Sunday GmbH,1.0,deny_list_blocked_sibling
618a2a7eacd257d58a04fb44,RTB - Bidease Video,618a29d9ef3f360017e9acca,Exchange - RTB - Bidease,98951.95,"ios,android,amazon",True,True,deny,60cfac11df77fe934ad7d5b5,BitLife(GER),ios,1570661587.0,49.15,60c0b7191cd3693a57037031,BitLife DE - Android,android,com.goodgamestudios.bitlife.de.deutsch.life.simulation,4.5,6093fd75b33a50001533d418,Goodgame Studios,0.8571,deny_list_blocked_sibling
618a2a7eacd257d58a04fb44,RTB - Bidease Video,618a29d9ef3f360017e9acca,Exchange - RTB - Bidease,98951.95,"ios,android,amazon",True,True,deny,6513d11db30c764e0a120a31,iplayer-ios,ios,6448093595.0,3.56,65fbdc24d15ac99cac3585d0,iplayerlite,android,com.lite.tera.iplayerbox,4.37,64b77ab3d634830011209287,Weezer,0.7778,deny_list_blocked_sibling
618a2a7eacd257d58a04fb44,RTB - Bidease Video,618a29d9ef3f360017e9acca,Exchange - RTB - Bidease,98951.95,"ios,android,amazon",True,True,deny,63a357f61cbd1f69dfe2ee2c,BitLife FR - iOS,ios,1644875297.0,36.04,63a358591cbd1f69dfe2ee31,BitLife FR - Android,android,com.goodgamestudios.bitlife.fr.francais.simulation.de.vie,3.38,6093fd75b33a50001533d418,Goodgame Studios,1.0,deny_list_blocked_sibling
618a2a7eacd257d58a04fb44,RTB - Bidease Video,618a29d9ef3f360017e9acca,Exchange - RTB - Bidease,98951.95,"ios,android,amazon",True,True,deny,596425f8622bef594c000c7f,zzAuto_Make Hexa Puzzle,android,com.bitmango.go.makehexa,0.26,596425c88df417724c00153a,zzAuto_Make Hexa Puzzle,ios,1156044443.0,2.91,561e8d936b8d90f61a001412,Bitmango,1.0,deny_list_blocked_sibling
618a2a7eacd257d58a04fb44,RTB - Bidease Video,618a29d9ef3f360017e9acca,Exchange - RTB - Bidease,98951.95,"ios,android,amazon",True,True,deny,681c1c1ce2a5963c5d51bea4,英雄刷刷刷,android,com.megoogames.herotw,0.0,681c1aeb16e6847d6f09fee7,英雄刷刷刷,ios,6742137449.0,2.63,65801129ab2b480011288b41,MEGOO HOLDING LIMITED,1.0,deny_list_blocked_sibling
618a2a7eacd257d58a04fb44,RTB - Bidease Video,618a29d9ef3f360017e9acca,Exchange - RTB - Bidease,98951.95,"ios,android,amazon",True,True,deny,6285b5d251454ca6c514b07c,Bee Network,android,network.bee.app,291.22,6285b59757eae0083e2e7935,Bee Network,ios,1529988919.0,2.36,6285b54f837c52001b8ff3ac,Bee Network,1.0,deny_list_blocked_sibling
618a2a7eacd257d58a04fb44,RTB - Bidease Video,618a29d9ef3f360017e9acca,Exchange - RTB - Bidease,98951.95,"ios,android,amazon",True,True,deny,665802d0f62f7b0afda10074,Draw Animation - Anim Creator,ios,6502825558.0,0.04,65dd99129a4122e9e0dea9c1,Draw Animation - Anim Creator,android,com.banix.drawsketch.animationmaker,2.13,5642e33d8cc6574630000026,BAZOOKA,1.0,deny_list_blocked_sibling
618a2a7eacd257d58a04fb44,RTB - Bidease Video,618a29d9ef3f360017e9acca,Exchange - RTB - Bidease,98951.95,"ios,android,amazon",True,True,deny,69d61be855af88c373150fee,Hydraulic Press,android,com.satisfying.hydraulicpress,0.0,69d61b665c9606f21f668268,Hydraulic Press,ios,1504850272.0,1.45,6943b74dcb4064661c0b73fb,MoonDrip FZ-LLC,1.0,deny_list_blocked_sibling
618a2a7eacd257d58a04fb44,RTB - Bidease Video,618a29d9ef3f360017e9acca,Exchange - RTB - Bidease,98951.95,"ios,android,amazon",True,True,deny,66ca0ad33151a503c115f8a4,Rally One : Race to glory,android,com.vodigitalarts.rally1,0.0,66ce211a334673785d02f0d0,Rally One : Race to glory,ios,1588820043.0,1.25,66ca0a216f113e0011985af2,Z BOSON STUDIO EOOD,1.0,deny_list_blocked_sibling
618a2a7eacd257d58a04fb44,RTB - Bidease Video,618a29d9ef3f360017e9acca,Exchange - RTB - Bidease,98951.95,"ios,android,amazon",True,True,deny,6830aac467fc2e28cfbdcc17,Piggy Prize,android,com.lagoonsoft.pp,0.0,6830a83f67fc2e28cfbdcbbb,Piggy Prize,ios,6453887158.0,0.82,5a0382c87bcba8c16c000bec,Lagoon Software Ltd,1.0,deny_list_blocked_sibling
618a2a7eacd257d58a04fb44,RTB - Bidease Video,618a29d9ef3f360017e9acca,Exchange - RTB - Bidease,98951.95,"ios,android,amazon",True,True,deny,65f8df9b4de851441f28666d,PrincessSolitaire-iOS,ios,508681889.0,5.4,649d3a129018de0fbec58704,PrincessSolitaire-And,android,jp.co.projapan.solitairep,0.77,64953beed704ac0011432e4b,PRO Inc,0.8947,deny_list_blocked_sibling
618a2a7eacd257d58a04fb44,RTB - Bidease Video,618a29d9ef3f360017e9acca,Exchange - RTB - Bidease,98951.95,"ios,android,amazon",True,True,deny,652132825946c49eb49f8c2b,Slime Weapon Master,ios,6464454560.0,0.34,64cc9d2799eac20203d749b6,Slime Weapon Master,android,com.slime.weapon.master,0.75,62207482fb2132001773cce3,Solid Games LIMITED,1.0,deny_list_blocked_sibling
618a2a7eacd257d58a04fb44,RTB - Bidease Video,618a29d9ef3f360017e9acca,Exchange - RTB - Bidease,98951.95,"ios,android,amazon",True,True,deny,67ee3fe427032a53848b854a,Score Masters,android,com.bh.hypergoal,0.07,67ee4055b76095ec339b9090,Score Masters,ios,6473402760.0,0.34,64b91043bedba60011a32949,MOBILE ESPORTS Sp z oo,1.0,deny_list_blocked_sibling
618a2a7eacd257d58a04fb44,RTB - Bidease Video,618a29d9ef3f360017e9acca,Exchange - RTB - Bidease,98951.95,"ios,android,amazon",True,True,deny,696f60cf9557abdc3c8d4312,Bunker wars,android,rts.bunker.wars,9.65,696f614b73c0a231fff7863a,Bunker wars,ios,6466970768.0,0.2,59fb487bbe77065f5800afc3,Azur Games,1.0,deny_list_blocked_sibling
618a2a7eacd257d58a04fb44,RTB - Bidease Video,618a29d9ef3f360017e9acca,Exchange - RTB - Bidease,98951.95,"ios,android,amazon",True,True,deny,65d6a8b59a4122e9e0de96ee,Screw Challenge: Nuts & Bolts,ios,6478191198.0,0.03,659e4bce2bd8be824144a6d5,Screw Challenge: Nuts & Bolts,android,com.screwchallenge.nutsandbolts.screwpinpuzzle,0.18,5fadec8fd8ff880015e844d9,Happy Dayzzz,1.0,deny_list_blocked_sibling
618a2a7eacd257d58a04fb44,RTB - Bidease Video,618a29d9ef3f360017e9acca,Exchange - RTB - Bidease,98951.95,"ios,android,amazon",True,True,deny,682da18f67fc2e28cfbdaa32,Antistress 2,android,com.gb.popit.figdet.toys.antistress.relaxing.minigames,0.0,687dfa9a0c57d8be6eea686f,Antistress 2 IOS,ios,6747669703.0,0.16,673c7c19eba58200114d4e3b,The Game Burg,1.0,deny_list_blocked_sibling
618a2a7eacd257d58a04fb44,RTB - Bidease Video,618a29d9ef3f360017e9acca,Exchange - RTB - Bidease,98951.95,"ios,android,amazon",True,True,deny,654845c08c556a86968f50fb,AR Draw Sketch: Sketch & Trace,ios,6470885429.0,0.03,653b1a4b17328877a39ec42d,AR Draw Sketch: Sketch & Trace,android,com.banix.drawsketch.ardraw,0.1,5642e33d8cc6574630000026,BAZOOKA,1.0,deny_list_blocked_sibling
618a2a7eacd257d58a04fb44,RTB - Bidease Video,618a29d9ef3f360017e9acca,Exchange - RTB - Bidease,98951.95,"ios,android,amazon",True,True,deny,5fe3b73e6cfda12e3b246826,Blackjack 21!,ios,1001387844.0,0.0,5f2dbe710ed3a70001eaf396,Blackjack 21!,android,com.banananadco.blackjack,0.03,5762e4b088564e7401000094,Maple Media,1.0,deny_list_blocked_sibling
618a2a7eacd257d58a04fb44,RTB - Bidease Video,618a29d9ef3f360017e9acca,Exchange - RTB - Bidease,98951.95,"ios,android,amazon",True,True,deny,68f0cc17bea871f37200d1ff,Zen Tap: Bubble Pop ios,ios,6753889251.0,0.0,68faf71463adfe977a1f4170,Zen Tap: Bubble Pop,android,com.zenbubble.tqw.wzlh,0.01,679868362d6d8a00115eb04b,LUCKY BIRD LIMITED,1.0,deny_list_blocked_sibling
618a2a7eacd257d58a04fb44,RTB - Bidease Video,618a29d9ef3f360017e9acca,Exchange - RTB - Bidease,98951.95,"ios,android,amazon",True,True,deny,691fe20a321601821eba7489,Empire Blast: Tile Match ios,ios,6755100909.0,0.03,69086d08bafb456cf2543791,Empire Blast: Tile Match,android,com.blockpop.royal.welcn,0.01,679868362d6d8a00115eb04b,LUCKY BIRD LIMITED,1.0,deny_list_blocked_sibling
618a2a7eacd257d58a04fb44,RTB - Bidease Video,618a29d9ef3f360017e9acca,Exchange - RTB - Bidease,98951.95,"ios,android,amazon",True,True,deny,573999c60b3973633c0000ca,Rodeo Stampede-IOS,ios,1047961826.0,218.53,5728764cf3109b302500007c,Rodeo Stampede-GP,android,com.yodo1.rodeo.safari,0.01,561e8d936b8d90f61a00139e,Yodo1,1.0,deny_list_blocked_sibling
618a2a7eacd257d58a04fb44,RTB - Bidease Video,618a29d9ef3f360017e9acca,Exchange - RTB - Bidease,98951.95,"ios,android,amazon",True,True,deny,65e83274d13c647695f50784,Hungry Shreder,ios,6478073160.0,0.22,6486a7aac47e4ec7d252dc42,Hungry Shredder,android,com.RayGaming.HungryShredder,0.01,61534d21680ee500175a7c0c,Plainsight games LTD,0.9655,deny_list_blocked_sibling
618a2a7eacd257d58a04fb44,RTB - Bidease Video,618a29d9ef3f360017e9acca,Exchange - RTB - Bidease,98951.95,"ios,android,amazon",True,True,deny,65c2e6a97f94e82ba925b2fa,AI Mix Emoji,ios,6477125319.0,0.0,64d4a99e16d5c6503302f75e,AI Mix Emoji,android,com.mix.emojimerge.aimixemoji,0.0,5fadec8fd8ff880015e844d9,Happy Dayzzz,1.0,deny_list_blocked_sibling
618a2a7eacd257d58a04fb44,RTB - Bidease Video,618a29d9ef3f360017e9acca,Exchange - RTB - Bidease,98951.95,"ios,android,amazon",True,True,deny,5e1d542bdf7306001b8deef9,Jewel Land,ios,1491464862.0,0.03,5e1d54a93434b700182600f2,Jewel Land,android,com.superbox.aos.jewelland,0.0,57ea2d4eded16aa12b0000ab,SuperBOX,1.0,deny_list_blocked_sibling
618a2a7eacd257d58a04fb44,RTB - Bidease Video,618a29d9ef3f360017e9acca,Exchange - RTB - Bidease,98951.95,"ios,android,amazon",True,True,deny,67b6c5ff614e4f5986be316f,Mahjong-iOS,ios,6741699997.0,235.24,67be8232658cf18e67f43bd9,Mahjong-GP,android,mahjong.classic.puzzle.android,0.0,59a399fee4af67091d0019ee,"HongKong Triple Sevens Interactive Co., Ltd.",1.0,deny_list_blocked_sibling
6488abee95097b18bf6f12b6,RTB - Moloco Video US EP (iOS Click Settings),5bc0e10e25c7d7796ebe8fc0,Exchange - RTB - Moloco,86995.19,ios,True,False,deny,5d8977f0c8e0320017598a33,Turbo,android,free.vpn.unblock.proxy.turbovpn,4477.01,5da41973888eb00018871519,Turbo iOS,ios,1365309175.0,2842.7,5d76031d57ec4f0017743734,INNOVATIVE CONNECTING PTE.LIMITED,1.0,deny_list_blocked_sibling
6488abee95097b18bf6f12b6,RTB - Moloco Video US EP (iOS Click Settings),5bc0e10e25c7d7796ebe8fc0,Exchange - RTB - Moloco,86995.19,ios,True,False,deny,5c5d54809c0ba611c70f5054,Joylada Android,android,com.ookbee.joyapp.android,0.05,5c5d5446a11a9f11d96fb0e0,Joylada iOS,ios,1250405456.0,65.1,57282f11a42a3ec92a0000bd,"OOKBEE U Co., Ltd.",1.0,deny_list_blocked_sibling
6488abee95097b18bf6f12b6,RTB - Moloco Video US EP (iOS Click Settings),5bc0e10e25c7d7796ebe8fc0,Exchange - RTB - Moloco,86995.19,ios,True,False,deny,607d2e00a4260a81c786687e,Bravo Slots-GP,android,vegas.classic.slots.bravo.free.android,26.51,5f87e38b5532f140f4b4f47e,Bravo Slots-iOS,ios,1533629397.0,19.56,59a399fee4af67091d0019ee,"HongKong Triple Sevens Interactive Co., Ltd.",1.0,deny_list_blocked_sibling
6488abee95097b18bf6f12b6,RTB - Moloco Video US EP (iOS Click Settings),5bc0e10e25c7d7796ebe8fc0,Exchange - RTB - Moloco,86995.19,ios,True,False,deny,5d8094261a4c1c00176821e9,Panda Cube Smash,android,com.panda.unity.blastsaga,0.71,5e25a1c1a36fdd001762d991,Panda Cube Smash-ios,ios,1483756997.0,16.96,5bf54980626c3a3a5f092680,TUYOO ONLINE (HK) LIMITED,1.0,deny_list_blocked_sibling
6488abee95097b18bf6f12b6,RTB - Moloco Video US EP (iOS Click Settings),5bc0e10e25c7d7796ebe8fc0,Exchange - RTB - Moloco,86995.19,ios,True,False,deny,5cff6741cf7fcd0018c2123b,Gummy Candy Blast,android,com.tastytreats.fruitmatch.casual,2.23,5d27f8e09566740017616573,Gummy Candy Blast,ios,1212722929.0,5.66,5bfe0b01b8edba7c476e95b1,"UPLTV Co.,Limited",1.0,deny_list_blocked_sibling
6488abee95097b18bf6f12b6,RTB - Moloco Video US EP (iOS Click Settings),5bc0e10e25c7d7796ebe8fc0,Exchange - RTB - Moloco,86995.19,ios,True,False,deny,63f7741402b39839c25285eb,SSSnaker-AND,android,com.habby.sssnaker,7.45,63f7724480c064de856e2ee1,SSSnaker-iOS,ios,1595070036.0,5.47,5af96cda0bf9c14aa04bb8a8,HABBY PTE.LTD.,0.8,deny_list_blocked_sibling
6488abee95097b18bf6f12b6,RTB - Moloco Video US EP (iOS Click Settings),5bc0e10e25c7d7796ebe8fc0,Exchange - RTB - Moloco,86995.19,ios,True,False,deny,6232263588a9ec32192ba1b6,Minesweeper Effect,android,com.california.games.free.puzzle.board.mine.sweeper.minesweeper.effect,0.01,6216ad72626c1dc79bb8f8a9,Minesweeper Effect,ios,1546011671.0,0.01,561e8d936b8d90f61a000455,Mobility Ware,1.0,deny_list_blocked_sibling
5fbc0775e217bf001607c514,RTB - Personaly Video,5fbc06efdcdfdb0015dda411,Exchange - RTB - Personaly,62138.49,"ios,android",True,True,deny,5ee96179d43e3a0001751cb0,Android Spades,android,com.mobilityware.Spades,7406.05,5ee009ec8ca79a00013f1b95,IOS Spades,ios,1487882541.0,7405.35,561e8d936b8d90f61a000455,Mobility Ware,1.0,deny_list_blocked_sibling
5fbc0775e217bf001607c514,RTB - Personaly Video,5fbc06efdcdfdb0015dda411,Exchange - RTB - Personaly,62138.49,"ios,android",True,True,deny,67d272dadc73e19db732c198,SmartNews iOS,ios,579581125.0,13699.37,67d272b5dc73e19db732c193,SmartNews,android,jp.gocro.smartnews.android,5601.6,67d0848db62d6b0011ccb35e,SmartNews,1.0,deny_list_blocked_sibling
5fbc0775e217bf001607c514,RTB - Personaly Video,5fbc06efdcdfdb0015dda411,Exchange - RTB - Personaly,62138.49,"ios,android",True,True,deny,5c1dea438aa5b200174b0a72,Words Of Wonders - Android,android,com.fugo.wow,5358.31,5c1cdefbd71d110017b3f88b,Words Of Wonders - iOS,ios,1369521645.0,4999.32,5bb6123fa4ae3604537ad781,Fugo Games,1.0,deny_list_blocked_sibling
5fbc0775e217bf001607c514,RTB - Personaly Video,5fbc06efdcdfdb0015dda411,Exchange - RTB - Personaly,62138.49,"ios,android",True,True,deny,5d8990630b15ea00170bdfce,Master,android,free.vpn.unblock.proxy.vpnmaster,2310.67,5da53538888eb00018873458,Master iOS,ios,1025707485.0,4076.45,5d76031d57ec4f0017743734,INNOVATIVE CONNECTING PTE.LIMITED,1.0,deny_list_blocked_sibling
5fbc0775e217bf001607c514,RTB - Personaly Video,5fbc06efdcdfdb0015dda411,Exchange - RTB - Personaly,62138.49,"ios,android",True,True,deny,643c749c1715525207ae240f,vpnify,android,com.vpn.free.hotspot.secure.vpnify,171.43,6551f45e8ec95628af4f0fb4,vpnify_ios,ios,1503251395.0,3672.24,643c740fc34c0300130c743e,VPNABLE LTD,0.75,deny_list_blocked_sibling
5fbc0775e217bf001607c514,RTB - Personaly Video,5fbc06efdcdfdb0015dda411,Exchange - RTB - Personaly,62138.49,"ios,android",True,True,deny,65d4913c9a4122e9e0de9175,iOS - Pi Network,ios,1445472541.0,1118.49,65d490ed9a4122e9e0de916d,Android - Pi Network,android,com.blockchainvault,3017.16,65d4907595c34900110c9204,Social Chain Inc.,1.0,deny_list_blocked_sibling
