account_id,account_name,ios_app_id,ios_app_name,ios_market_id,ios_daily_spend,android_app_id,android_app_name,android_market_id,android_daily_spend,match_score,match_method
658a2fc2ab2b4800112923f1,HANGZHOU JF SOFTWARE CO LTD,661f294d8f28921b7a276537,iCSee,1130153523,9889.95,661c9929d4cf07f390cebecb,iCSee,com.xm.csee,12694.4,1.0,exact_normalized
579643ec6c081adf5c00004c,Microsoft Casual Games,579b9dc8b8582d866e000061,Microsoft Solitaire Collection iOS,1103438575,9359.2,579ba0736bccbf375f00007a,Microsoft Solitaire Collection Android,com.microsoft.microsoftsolitairecollection,3195.51,1.0,exact_normalized
674d6cfd2f5be200113e4217,Chengdu Xishangmeishu technology Co,69a7f850090600979197dfb1,Fun Drama,6758428838,8940.64,67d232751344946c80e45675,Fun drama,com.hifun.drama.video,107.49,1.0,exact_normalized
67e22d64b039580011378f33,"Guangzhou Hongshi information Technology Co., Ltd.",67e2464166c089d2cb4950a7,V380 Pro,1388988209,7481.43,67e244a666c089d2cb4950a2,V380 Pro,com.macrovideo.v380pro,12358.96,1.0,exact_normalized
561e8d936b8d90f61a000455,Mobility Ware,5ee009ec8ca79a00013f1b95,IOS Spades,1487882541,7405.35,5ee96179d43e3a0001751cb0,Android Spades,com.mobilityware.Spades,7406.05,1.0,exact_normalized
5a57133a3610bbb671016ff3,FALCON GLOBAL LTD.,661898f2c0c070078a977fb4,Goods Sorting: Match 3 Puzzle iOS PM_1945,6482849843,7124.14,660a20c0c5f237ebf7b4ac68,Goods Sorting: Match 3 Puzzle PM_1945,com.fc.goods.sort.matching.puzzle.triplemaster,2443.63,1.0,exact_normalized
561e8d936b8d90f61a000455,Mobility Ware,53e0f868838d31b86d00002f,iOS Spider,395979574,6968.01,53d7b79466aa901306000019,Android Spider,com.mobilityware.spider,7118.8,1.0,exact_normalized
57d1b461ae2b57d903000027,Easybrain Ltd,5fdfae0fc5d4c9ab8efa6701,Number Match IOS,1545567989,6865.46,6049dfc28457e34b9883e80a,Number Match GP,com.easybrain.number.puzzle.game,5441.87,1.0,exact_normalized
5f73ab8ec84db80016b354bb,Audiomack Inc.,5be9c1194d3adf04414b15de,Audiomack | Download New Music,921765888,6604.41,5be9c16e4d3adf04414b1823,Audiomack | Download New Music,com.audiomack,3630.12,1.0,exact_normalized
664e27f28ffbbf0011f1d3b8,Grand Games,664e2850d8ed690a5fd5d88f,Magic Sort,6499209744,6554.18,667bec734d6765df32fe9171,Magic Sort!,com.grandgames.magicsort,2371.63,1.0,exact_normalized
561e8d936b8d90f61a000ade,Supercell,50046b006d791be34e17e959,Hay Day IOS,506627515,6389.25,52a764b09fd76a3932000008,Hay Day Android,com.supercell.hayday,4611.58,1.0,exact_normalized
5d3a5de9ddc71000189c7a84,"Shanghai Linguan Data Co., Ltd.",5d3ad25290f20b00179e1c0e,扫描全能王-iOS,388627783,6251.65,5d3e9f2d7ea085001866a696,扫描全能王,com.intsig.camscanner,15645.93,1.0,exact_normalized
5b975fcedc73276356309362,OAKEVER GAMES PTE LTD,641bbdc51e0260737618e232,ZenWord iOS,1660171117,6137.65,64cc9fcad4592a1f1c805a2c,ZenWord Android,kidultlovin.word.zen,4496.83,1.0,exact_normalized
561e8d966b8d90f61a003414,Scopely,59e7db9b598ece421700ded4,Scrabble Go,1215933788,6095.23,59e7dc15a81a003c1700ebfe,Scrabble Go,com.pieyel.scrabble,4973.75,1.0,exact_normalized
583c02c932ec4ba51300037e,Gamegou,6076bd25c69dedee4130b263,Soccer Super Star,1550945606,5839.19,609a2fe4c5d1524132e8e230,Soccer Super Star,com.soccer.score.star,7860.65,1.0,exact_normalized
561e8d936b8d90f61a000455,Mobility Ware,53e0f922936129bc6d000033,iOS FreeCell,301987699,5784.66,53d7b802ec6bbcff4d000019,Android FreeCell,com.mobilityware.freecell,3157.49,1.0,exact_normalized
67b5b2c077bd1c00117b9adc,Sofa IT doo,67b5f7021be9345ad181a7d8,Sofascore IOS,1176147574,5453.87,67b5f446390c720c73a0e3f3,Sofascore android,com.sofascore.results,2565.95,1.0,exact_normalized
59650c95a4e548f217000ead,Picsart Inc,597b765f20522c9d77000202,PicsArt Photo Studio: Collage Maker & Pic Editor (IOS),587366035,5398.03,597b1b28f6fdf8096600041d,PicsArt Photo Studio: Collage Maker & Pic Editor,com.picsart.studio,1703.05,1.0,exact_normalized
5b69051b3a5ab61db2c22189,株式会社GOODROID,69b7234c706d591163185603,Bus Rush Fever!,6759763476,5062.89,69b7213584330c0bd0f61dc2,Bus Rush Fever!,jp.co.goodroid.hyper.busflow,3347.94,1.0,exact_normalized
697702c10199fcad0554f955,Agile Quadrant Media Limited,69a287e7a55413945451237c,VibeShort: AI Comic Dramas,6758667154,5030.37,69a010803630b752386b84eb,VibeShort: AI Comic Dramas,com.vibeshort.visualnovel.android,3181.83,1.0,exact_normalized
5bb6123fa4ae3604537ad781,Fugo Games,5c1cdefbd71d110017b3f88b,Words Of Wonders - iOS,1369521645,4999.32,5c1dea438aa5b200174b0a72,Words Of Wonders - Android,com.fugo.wow,5358.31,1.0,exact_normalized
65532f6b6cdf5900118d1f51,STORYMATRIX PTE LTD,6553382acf969be4de4d9be6,DramaBox,6445905219,4995.76,65533abc8ec95628af4f138d,DramaBox,com.storymatrix.drama,6830.39,1.0,exact_normalized
561e8d946b8d90f61a002087,Rovio,54c63cb2a684cd593e000126,Angry Birds 2 iOS,880047117,4740.81,54c63cf4a684cd593e000128,Angry Birds 2 Android,com.rovio.baba,1532.37,1.0,exact_normalized
683bc1bb4c15ca0011ad2b91,WONDERFUL TYCOON LIMITED,68515f1b9f7ebc7d027598ec,Block Crush iOS,1638139403,4249.59,68515eedd1432abf30525019,Block Crush GP,com.wood.block.sudoku.puzzle.bm,5177.41,1.0,exact_normalized
5c52bd6ffbeb402419bef87d,SYBO Games,5e4e66ea60ce6a001791d156,Subway Surfers (Non-COPPA),512939461,4245.73,5e4e6838246d020018f1e653,Subway Surfers (Non-COPPA),com.kiloo.subwaysurf,2097.03,1.0,exact_normalized
57d1b461ae2b57d903000027,Easybrain Ltd,5c9c7a04d13ede0012e22ff2,Blockudoku IOS,1452227871,4164.33,5dc290cf1051eb0012a6b214,Blockudoku GP,com.easybrain.block.puzzle.games,2777.82,1.0,exact_normalized
655c62f25942160011cb5305,SHUNYOU PTE LTD,65714019a5cc307500171031,ShortTV,6464002625,4127.5,65716f6c31ace18371faff52,ShortTV,live.shorttv.apps,4720.56,1.0,exact_normalized
5d76031d57ec4f0017743734,INNOVATIVE CONNECTING PTE.LIMITED,5da53538888eb00018873458,Master iOS,1025707485,4076.45,5d8990630b15ea00170bdfce,Master,free.vpn.unblock.proxy.vpnmaster,2310.67,1.0,exact_normalized
5c05196699e4374b87bda3b9,Tripledot Studios,5c093969f7a1953d6377362b,Solitaire - A Classic Card Game iOS,1191435163,4018.81,5c093910a4a7ea3d70999820,Solitaire - A Classic Card Game,com.tripledot.solitaire,10155.46,1.0,exact_normalized
69dca1d80e0891e59aa248e0,Equinox Enterprises‌ Technology Lim,69e1abd8ba7fb8ae930375ad,StoryReel-ios,6761538521,3982.94,69e1ac12ba7fb8ae930375b9,StoryReel-android,com.storyreel.tv.android,1461.83,1.0,exact_normalized
57d1b461ae2b57d903000027,Easybrain Ltd,66b372f5e33c9a548741ff37,Crossword Master IOS,6547858927,3979.92,661556bb5b2dea6d39bb0063,Crossword Master GP,com.easybrain.crossword.puzzles,8124.66,1.0,exact_normalized
67078359be02e20011a686ec,365scores,67078f17c81241f35a6237cb,iOS 365Scores: Live Scores & News,571801488,3894.75,6707900e901d39379d5ad723,Android 365Scores: Live Scores & News,com.scores365,817.1,1.0,exact_normalized
607d46752ca90f00153876e8,Jungle Frog LDA,66851b564d981e89bb8afc00,Offline Games - No Wifi Games,6448104157,3875.06,66852bd7efa7b310eb763e69,Offline Games - No Wifi Games,com.JindoBlu.OfflineGames,1866.88,1.0,exact_normalized
6276c973f70e7c001895be79,RobTop Games AB,6276cb2872361e0c07c98cec,Geometry Dash Lite,698255242,3868.26,6295ff7c3987b19e74b43c3e,Geometry Dash Lite Android,com.robtopx.geometryjumplite,3004.25,1.0,exact_normalized
5b975fcedc73276356309362,OAKEVER GAMES PTE LTD,62f47a1d8a0eaaba3f3b6e30,Zen Color  iOS,1557392270,3737.29,660a2f1ac34a3a0c401fb029,zen color android,happy.paint.coloring.color.number,46.26,1.0,exact_normalized
56c3a378adccd1cb7e00000a,Zynga,6268445fe544d565a3f73230,Toon Blast,1176027022,3719.01,62684259b7fb3d4fd5c5fb13,Toon Blast,net.peakgames.toonblast,2377.86,1.0,exact_normalized
6863fe9df000940011f80bcb,Chesscom LLC,686fe7c89e1a0892895a3bc0,Chess - Play & Learn,329218549,3632.4,686fe7f8980de8b1522a8d97,Chess - Play & Learn,com.chess,651.75,1.0,exact_normalized
66f36da16f113e0011999ff8,Meitu China,6732cc9c9be7f23343c03263,BeautyCam - AI Photo Editor iOS,592331499,3631.69,6731af3f54a988e7799700e8,BeautyCam-AI Photo Editor,com.meitu.meiyancamera,812.48,1.0,exact_normalized
619b548fc9c9c1001796f1f6,Gimica GmbH,65ba6971285feb21006299f0,Water Sorter,6471265311,3325.38,64f1b74118744ab0e084130c,Water Sorter,com.gimica.watersorter,585.79,1.0,exact_normalized
662686e7216c0b00118aef81,Chai Research Corp,662687403b493c22d404bf70,Chai iOS,1544750895,3290.71,6626876f3b493c22d404bf75,Chai Android,com.Beauchamp.Messenger.external,1385.77,1.0,exact_normalized
6315b8713c59f7001bacf8fb,Pocket Entertainment Services LLC,6345c091c17e333ca212effc,PocketFM IOS,1538433480,3258.65,6315b8bb85b5a14b0bbc9454,PocketFM Android,com.radio.pocketfm,2472.1,1.0,exact_normalized
5b975fcedc73276356309362,OAKEVER GAMES PTE LTD,69c2954b7c25f96d75ccd5f2,Arrows GO! iOS,6758326278,3224.0,69845ea1e6f73fe2b5840739,Arrows GO! Android,com.oakever.arrows,13063.95,1.0,exact_normalized
568b8cb3bb2089a80600000a,Playsimple Games,5af55340bfc6be4ab9a686f0,Daily Themed Crossword - A Fun crossword iOS,1197354394,3098.27,5af5545d8e03cf7acee13a66,Daily Themed Crossword - A Fun crossword Android,in.crossy.daily_crossword,653.13,1.0,exact_normalized
5fc671cbba624b0015a61bf1,Saygames LTD,66ea968ed96b6cc4df566092,Hexa Sort,6590876141,3095.08,66eab024f909844620b78871,Hexa Sort,com.awesome.puzzlehexasort,2604.63,1.0,exact_normalized
56c3a378adccd1cb7e00000a,Zynga,5e6868c8ffd487601beebc7a,WWF1 - iOS,321916506,3068.68,5e6869216240746016e31a6d,WWF1 Android,com.zynga.words,869.52,1.0,exact_normalized
5c05196699e4374b87bda3b9,Tripledot Studios,5df90b5c66091a78d5815e82,Blackjack Casino iOS,1472419762,3013.34,5df90c9b66091a78d58161c2,Blackjack Casino Android,com.tripledot.blackjack,300.53,1.0,exact_normalized
5f45fb2f150074001547df11,GeoTechnologies Inc.,5f45ffa82f1f7c000130fe19,トリマ-移動するだけでポイントが貯まる,1502193377,2949.88,5f45ffd8256e1b0001a4189a,トリマ-移動するだけでポイントが貯まる,jp.co.incrementp.milemobile,1930.5,1.0,exact_normalized
561e8d956b8d90f61a0027d2,PlayStudios,5f08e579e9abb60001857252,Tetris® iOS,1491074310,2936.59,5f08e8876f35ef0001e1ec0e,Tetris® Android,com.n3twork.tetris,429.49,1.0,exact_normalized
583c02c932ec4ba51300037e,Gamegou,643ce00e6c9fd54552e581e0,Football League 2023,6447961802,2914.84,646b0d38b06633af5707dfca,Football League 2023,com.football.soccer.league,8971.56,1.0,exact_normalized
5d76031d57ec4f0017743734,INNOVATIVE CONNECTING PTE.LIMITED,5da41973888eb00018871519,Turbo iOS,1365309175,2842.7,5d8977f0c8e0320017598a33,Turbo,free.vpn.unblock.proxy.turbovpn,4477.01,1.0,exact_normalized
5c05196699e4374b87bda3b9,Tripledot Studios,66cc45cd3151a503c115fe9b,Spades - Classic Cards,6502341730,2819.56,66cc48f0f04eb8d914d2af0d,Spades - Classic Cards,com.tripledot.spades,1631.43,1.0,exact_normalized
5b0fc58f19829714e5ad0d2f,Mattel163 Limited,5b14f1027ea39141340a6ada,UNO!™,1344700142,2773.7,5b14f1387ea39141340a6d68,UNO!™,com.matteljv.uno,1273.94,1.0,exact_normalized
6489c502a6bfa20014cb8ca7,Adorned Limited,6489c5bd2a2e454c7c0abb86,widgetable,1641107226,2756.86,64d9176a1acd31e87b5c7638,widgetable,com.widgetable.theme.android,1203.97,1.0,exact_normalized
561e8d966b8d90f61a0033c4,Moon Active,6266b49b6a7efba7e6ccbbe1,Travel Town iOS,1521236603,2732.55,6267b266886bc70496f956fa,Travel Town Android,io.randomco.travel,3997.24,1.0,exact_normalized
5c05196699e4374b87bda3b9,Tripledot Studios,67036259901d39379d5ac7ba,Woodoku Blast iOS,6608975929,2709.71,66fe1af9cde9700bb6f04290,Woodoku Blast Android,com.tripledot.blockbash,3427.46,1.0,exact_normalized
60c319e160f8540017a53701,Spyke Games,6937e3ed4ec75c29056b4ff0,Yarn Flow,6755183085,2657.02,69495ce058c80b13f78eff4b,Yarn Flow,com.combo.yarnflow,1563.32,1.0,exact_normalized
568b8cb3bb2089a80600000a,Playsimple Games,67a09724ffda0af1dd8c6caf,Crossword Go,6739069151,2651.05,6807813a2568b8f33495a258,Crossword Go - Android,in.playsimple.crossword.go,1329.75,1.0,exact_normalized
561e8d966b8d90f61a0033c4,Moon Active,6874f911c29b931d7cca3c05,Hole Stars,6747028173,2607.33,6874fa4e61fad0cbc8862a9e,Hole Stars,com.moonactive.holestars,2809.15,1.0,exact_normalized
607d46752ca90f00153876e8,Jungle Frog LDA,628b5fbc2aae43fd12071c3f,2 Players iOS,1465731199,2556.92,628b67c33897e262a2a04e7f,2 Players (Android),com.JindoBlu.TwoPlayerGamesChallenge,665.58,1.0,exact_normalized
61c991a5fe4ec600172e5e08,MOOVIT APP GLOBAL LTD,61c9990776261dfb959407aa,Moovit iOS,498477945,2526.1,61c9994ec3aa9ecb8f64d131,Moovit Android,com.tranzmate,265.11,1.0,exact_normalized
5f064bf93191d60018f0fd5a,Lion Studios,6566955ef2be8e652a92b3b8,Hexa Sort,6463127238,2516.1,64f237afb680ca9e9f9856e1,Hexa Sort,com.gamebrain.hexasort,1836.55,1.0,exact_normalized
5fc671cbba624b0015a61bf1,Saygames LTD,69271712f65130bc5467d34a,Pocket Sort: coin puzzle,6755425214,2496.34,68c440008bd300152cfb70c4,Pocket Sort: coin puzzle,com.pocket.sort.coin.puzzle.game,1717.52,1.0,exact_normalized
5bec0018c9af0a7962a96f4a,Rollic Games,672c8db687f9dce6e6634762,ColorBlockJam,6504332779,2492.71,672c9b15913e67d2955d1ab6,ColorBlockJam,com.GybeGames.ColorBlockJam,2420.31,1.0,exact_normalized
5d53cf81ff5bd700186c5f35,InfenitePlay LTD,686664ed36273738b61f42a6,Yarn Fever! Unravel Puzzle iOS,6747875092,2467.79,685cb87611676e2c06228d0d,Yarn Fever! Unravel Puzzle,puzzle.yarn.fever.unravel.puzzle,799.41,1.0,exact_normalized
5c77abceef995c60fecc3f39,FunCorp,613b6b43712d08f9fac3c118,iFunny iOS,429610587,2360.92,613b6aa33e4cfafb2cc12dd8,iFunny Android,mobi.ifunny,563.69,1.0,exact_normalized
658a2fc2ab2b4800112923f1,HANGZHOU JF SOFTWARE CO LTD,65a880066c7debc0a6b15c39,XMEye,884006786,2319.68,65a887bb26f437b17073e50c,XMEye,com.mobile.myeye,1513.94,1.0,exact_normalized
63857a9148202e00149fcb08,Happibits Technologies Pte Ltd,6385c45b882d129fcf7cb6d9,Merge Cooking-IOS,1643509748,2304.61,64085e4000b0a652d3aaf1b5,Merge Cooking,com.merge.cooking.theme.restaurant.food,2084.77,1.0,exact_normalized
57d1b461ae2b57d903000027,Easybrain Ltd,5c88efab1c2e1f6eb4ca10cc,Nonogram IOS,1452992954,2301.65,5d406c47cf18f200178643cf,Nonogram Android,com.easybrain.nonogram,1742.59,1.0,exact_normalized
62e85e3836ed04001b6d0adb,MediaLab,6524875860aebaee1ce371d0,kik ios,357218860,2290.31,64fa2b1d875a08fe048906fa,kik android,kik.android,591.65,1.0,exact_normalized
5fc671cbba624b0015a61bf1,Saygames LTD,62e93c3863ecb481c7bc9b94,Hotel Master,1635760774,2288.73,62e9283565ec0d99f0f0fb77,Hotel Master,com.master.hotelmaster,719.4,1.0,exact_normalized
5898dc668d35674f40000046,Timehop,589b92f26beaa884180003d3,Timehop,569077959,2257.03,589b931c5238d84c7b00008b,Timehop,com.timehop,401.72,1.0,exact_normalized
5d3a10eeddc71000189c7a37,Brainium Studios,5db379f3db8e200011927b68,Brainium Solitaire iOS,479280326,2248.96,5d66ef034463040018d1607a,Brainium Solitaire Android,com.brainium.solitairefree,276.4,1.0,exact_normalized
58737456236d8f446400071c,FIOGONIA LIMITED,68188fc416e6847d6f09dfd3,Rummy 500 iOS,6742179041,2227.66,681881d216e6847d6f09df17,Rummy 500 Android,com.fiogonia.rummy500,1804.14,1.0,exact_normalized
5f064bf93191d60018f0fd5a,Lion Studios,61ee350cd1b617148c976a59,Wordle!,1095569891,2210.53,62227129431815d6a87ea5a4,Wordle!,com.vottzapps.wordle,977.5,1.0,exact_normalized
66a8f651514c00001147b0d5,Clickfun Limited,69033660fb2dadf108d1ea87,Gocrypto,6751225067,2203.19,66a8f6c8aac742b8e38fce3d,Gocrypto,academy.gocrypto.trading,3940.59,1.0,exact_normalized
5b0fc58f19829714e5ad0d2f,Mattel163 Limited,5d81c924bf4aa20017e95920,Phase 10 iOS,1463509237,2195.11,5d81cc3fe412d000189dc34b,Phase 10 Android,com.mattel163.phase10,1531.03,1.0,exact_normalized
5b975fcedc73276356309362,OAKEVER GAMES PTE LTD,5d778a8a04e89100182b2aaa,Sudoku,1442749804,2114.43,5de10e548ce8520017e173ef,Sudoku Android,easy.sudoku.puzzle.solver.free,2189.28,1.0,exact_normalized
561e8d966b8d90f61a0033c4,Moon Active,6963b8c8a37bf42bb0723c32,Jelly Busters iOS,6756058501,2090.85,6963b25bdb109ebf7b7ad25b,Jelly Busters Android,com.moonactive.jellybusters,269.72,1.0,exact_normalized
5fc671cbba624b0015a61bf1,Saygames LTD,611bbf6a80cc92b96866ad3b,Overturn Military,1579356887,2083.97,611bbee5350eb6e37c140bf6,Overturn Military,games.vaveda.militaryoverturn,1237.38,1.0,exact_normalized
68b57bc85828fa59037e71c3,Ganko srl,68b584b971c490d59a8888cb,Sticker GO!,6475168012,2069.52,68b584d80cc4dedb7b9cfaf7,Sticker GO!,air.ynfo.stickergo,792.52,1.0,exact_normalized
58737456236d8f446400071c,FIOGONIA LIMITED,6814ec1fae377462a542071c,Shape Escape iOS,6743091090,2033.56,6814f77716e6847d6f09c8a5,Shape Escape Android,com.fiogonia.blockjam,1626.31,1.0,exact_normalized
561e8d936b8d90f61a000455,Mobility Ware,5ba95087cc094f074544b7dd,IOS Castle,1382466301,2024.21,5ba9510159302707328acb9e,Android Castle,com.mobilityware.CastleSolitaire,853.46,1.0,exact_normalized
63c7b6b2f22ae3001457f1fb,"Delight Room Co, Ltd",64d2ee7416d5c6503302f4cd,Alarmy - iOS,1163786766,1998.31,63e2269d7b1d4f56303514fb,Alarmy - Android,droom.sleepIfUCan,898.73,1.0,exact_normalized
5b975fcedc73276356309362,OAKEVER GAMES PTE LTD,69154b0b1de7be35146a52bd,Jigsawcard iOS,6754900673,1994.35,691426563811dec416c345c4,Jigsawcard Android,com.oakever.jigsawcard,1831.83,1.0,exact_normalized
60f059faaf96d700177d115f,Yolo Oyun Yazılım ve Pazarlama AS,65b787f14affe7a8358ee665,Find Hidden Objects - Spot It!,6474133872,1969.08,65ae59c48c749c0555a5ed77,Find Hidden Objects - Spot It!,com.yolo.hiddenobjects,1918.18,1.0,exact_normalized
602ad40427689c0015fb2d9e,PhotoCircle Inc.,6035b4c3019023aabed66830,PhotoCircle,517539894,1935.03,6036ab43ec54cf44b481d7d7,PhotoCircle,com.circle38.photocircle,239.39,1.0,exact_normalized
561e8d976b8d90f61a0045d7,"PeopleFun, Inc.",5d601a774f58920017a68eb4,Wordscapes Search iOS,1420294918,1933.8,5d6019dc04e4d5001778dd6c,Wordscapes Search GP,com.peoplefun.wordsearch,1159.35,1.0,exact_normalized
65d404b895c34900110c8746,"Shenzhen Youzhida Technology Co, L",65d4163727332d35a876b095,keepsmile,1543351744,1933.77,65d4067725cdf63cf9a2cbad,keepsmile,com.zjf.kslight,0.04,1.0,exact_normalized
561e8d976b8d90f61a003fcf,InstaShot,643cdb6ab5bf3c7798346f73,Peachy,1390423469,1921.5,6a0c3abd3b0cec9d5d43684a,Peachy-Android,peachy.bodyeditor.faceapp,129.72,1.0,exact_normalized
561e8d946b8d90f61a00183b,"Big Blue Bubble, Inc.",5810c3edd0479d592800004a,MSM iOS,521671873,1894.38,54e33810f41bd36b670000ce,MSM Android,com.bigbluebubble.singingmonsters.full,440.33,1.0,exact_normalized
57d1b461ae2b57d903000027,Easybrain Ltd,5ef316979c3a0300015b0a03,Art Puzzle - iOS,1519174001,1876.2,5f33efea7aae9f000162155d,Art Puzzle GP,com.easybrain.art.puzzle,4491.53,1.0,exact_normalized
56d55c72562b9c353800000d,Voodoo,60994b96c5d1524132e8e1a7,Mob Control,1562817072,1865.67,609a8393c5d1524132e8e288,Mob Control Android,com.vincentb.MobControl,2558.0,1.0,exact_normalized
62f4b9c1a0cd3e00172cfe1c,Gameberry Labs Private Limited,62fca664c48903a6689672c4,Parchisi STAR iOS,1211118856,1812.52,6303b36532b01d410e2d4eda,Parchisi STAR Android,com.superking.parchisi.star,3322.51,1.0,exact_normalized
561e8d936b8d90f61a000455,Mobility Ware,5dc9a22c9fc5d300176af30c,iOS Hearts,1466297045,1802.62,5dc9a459b62aad0018cf0a15,Android Hearts,com.mobilityware.Hearts,688.26,1.0,exact_normalized
